SA4_CODE_2021,AG_15_19_Nbr_ch_ev_brn_No,AG_15_19_Nbr_ch_ev_brn_1,AG_15_19_Nbr_ch_ev_brn_2,AG_15_19_Nbr_ch_ev_brn_3,AG_15_19_Nbr_ch_ev_brn_4,AG_15_19_Nbr_ch_ev_brn_5,AG_15_19_Nbr_ch_ev_brn_6m,AG_15_19_Nbr_ch_ev_brn_Ns,AG_15_19_Tot,AG_20_24_Nbr_ch_ev_brn_No,AG_20_24_Nbr_ch_ev_brn_1,AG_20_24_Nbr_ch_ev_brn_2,AG_20_24_Nbr_ch_ev_brn_3,AG_20_24_Nbr_ch_ev_brn_4,AG_20_24_Nbr_ch_ev_brn_5,AG_20_24_Nbr_ch_ev_brn_6m,AG_20_24_Nbr_ch_ev_brn_Ns,AG_20_24_Tot,AG_25_29_Nbr_ch_ev_brn_No,AG_25_29_Nbr_ch_ev_brn_1,AG_25_29_Nbr_ch_ev_brn_2,AG_25_29_Nbr_ch_ev_brn_3,AG_25_29_Nbr_ch_ev_brn_4,AG_25_29_Nbr_ch_ev_brn_5,AG_25_29_Nbr_ch_ev_brn_6m,AG_25_29_Nbr_ch_ev_brn_Ns,AG_25_29_Tot,AG_30_34_Nbr_ch_ev_brn_No,AG_30_34_Nbr_ch_ev_brn_1,AG_30_34_Nbr_ch_ev_brn_2,AG_30_34_Nbr_ch_ev_brn_3,AG_30_34_Nbr_ch_ev_brn_4,AG_30_34_Nbr_ch_ev_brn_5,AG_30_34_Nbr_ch_ev_brn_6m,AG_30_34_Nbr_ch_ev_brn_Ns,AG_30_34_Tot,AG_35_39_Nbr_ch_ev_brn_No,AG_35_39_Nbr_ch_ev_brn_1,AG_35_39_Nbr_ch_ev_brn_2,AG_35_39_Nbr_ch_ev_brn_3,AG_35_39_Nbr_ch_ev_brn_4,AG_35_39_Nbr_ch_ev_brn_5,AG_35_39_Nbr_ch_ev_brn_6m,AG_35_39_Nbr_ch_ev_brn_Ns,AG_35_39_Tot,AG_40_44_Nbr_ch_ev_brn_No,AG_40_44_Nbr_ch_ev_brn_1,AG_40_44_Nbr_ch_ev_brn_2,AG_40_44_Nbr_ch_ev_brn_3,AG_40_44_Nbr_ch_ev_brn_4,AG_40_44_Nbr_ch_ev_brn_5,AG_40_44_Nbr_ch_ev_brn_6m,AG_40_44_Nbr_ch_ev_brn_Ns,AG_40_44_Tot,AG_45_49_Nbr_ch_ev_brn_No,AG_45_49_Nbr_ch_ev_brn_1,AG_45_49_Nbr_ch_ev_brn_2,AG_45_49_Nbr_ch_ev_brn_3,AG_45_49_Nbr_ch_ev_brn_4,AG_45_49_Nbr_ch_ev_brn_5,AG_45_49_Nbr_ch_ev_brn_6m,AG_45_49_Nbr_ch_ev_brn_Ns,AG_45_49_Tot,AG_50_54_Nbr_ch_ev_brn_No,AG_50_54_Nbr_ch_ev_brn_1,AG_50_54_Nbr_ch_ev_brn_2,AG_50_54_Nbr_ch_ev_brn_3,AG_50_54_Nbr_ch_ev_brn_4,AG_50_54_Nbr_ch_ev_brn_5,AG_50_54_Nbr_ch_ev_brn_6m,AG_50_54_Nbr_ch_ev_brn_Ns,AG_50_54_Tot,AG_55_59_Nbr_ch_ev_brn_No,AG_55_59_Nbr_ch_ev_brn_1,AG_55_59_Nbr_ch_ev_brn_2,AG_55_59_Nbr_ch_ev_brn_3,AG_55_59_Nbr_ch_ev_brn_4,AG_55_59_Nbr_ch_ev_brn_5,AG_55_59_Nbr_ch_ev_brn_6m,AG_55_59_Nbr_ch_ev_brn_Ns,AG_55_59_Tot,AG_60_64_Nbr_ch_ev_brn_No,AG_60_64_Nbr_ch_ev_brn_1,AG_60_64_Nbr_ch_ev_brn_2,AG_60_64_Nbr_ch_ev_brn_3,AG_60_64_Nbr_ch_ev_brn_4,AG_60_64_Nbr_ch_ev_brn_5,AG_60_64_Nbr_ch_ev_brn_6m,AG_60_64_Nbr_ch_ev_brn_Ns,AG_60_64_Tot,AG_65_69_Nbr_ch_ev_brn_No,AG_65_69_Nbr_ch_ev_brn_1,AG_65_69_Nbr_ch_ev_brn_2,AG_65_69_Nbr_ch_ev_brn_3,AG_65_69_Nbr_ch_ev_brn_4,AG_65_69_Nbr_ch_ev_brn_5,AG_65_69_Nbr_ch_ev_brn_6m,AG_65_69_Nbr_ch_ev_brn_Ns,AG_65_69_Tot,AG_70_74_Nbr_ch_ev_brn_No,AG_70_74_Nbr_ch_ev_brn_1,AG_70_74_Nbr_ch_ev_brn_2,AG_70_74_Nbr_ch_ev_brn_3,AG_70_74_Nbr_ch_ev_brn_4,AG_70_74_Nbr_ch_ev_brn_5,AG_70_74_Nbr_ch_ev_brn_6m,AG_70_74_Nbr_ch_ev_brn_Ns,AG_70_74_Tot,AG_75_79_Nbr_ch_ev_brn_No,AG_75_79_Nbr_ch_ev_brn_1,AG_75_79_Nbr_ch_ev_brn_2,AG_75_79_Nbr_ch_ev_brn_3,AG_75_79_Nbr_ch_ev_brn_4,AG_75_79_Nbr_ch_ev_brn_5,AG_75_79_Nbr_ch_ev_brn_6m,AG_75_79_Nbr_ch_ev_brn_Ns,AG_75_79_Tot,AG_80_84_Nbr_ch_ev_brn_No,AG_80_84_Nbr_ch_ev_brn_1,AG_80_84_Nbr_ch_ev_brn_2,AG_80_84_Nbr_ch_ev_brn_3,AG_80_84_Nbr_ch_ev_brn_4,AG_80_84_Nbr_ch_ev_brn_5,AG_80_84_Nbr_ch_ev_brn_6m,AG_80_84_Nbr_ch_ev_brn_Ns,AG_80_84_Tot,AG_85_over_Nbr_ch_ev_brn_No,AG_85_over_Nbr_ch_ev_brn_1,AG_85_over_Nbr_ch_ev_brn_2,AG_85_over_Nbr_ch_ev_brn_3,AG_85_over_Nbr_ch_ev_brn_4,AG_85_over_Nbr_ch_ev_brn_5,AG_85_over_Nbr_ch_ev_brn_6m,AG_85_over_Nbr_ch_ev_brn_Ns,AG_85_over_Tot,Tot_Num_child_evr_brn_No,Tot_Num_child_evr_brn_1,Tot_Num_child_evr_brn_2,Tot_Num_child_evr_brn_3,Tot_Num_child_evr_brn_4,Tot_Num_child_evr_brn_5,Tot_Num_child_evr_brn_6m,Tot_Num_child_evr_brn_Ns,Tot_Tot
511,2597,52,3,0,0,0,3,516,3177,2425,335,136,34,5,0,12,623,3573,2166,598,548,189,54,9,6,685,4257,1412,747,1000,492,160,42,23,629,4501,798,538,1285,705,263,81,68,647,4384,545,430,1258,705,342,99,85,546,4007,554,467,1310,761,280,109,82,533,4094,552,478,1394,880,362,114,75,582,4436,496,398,1420,1073,407,139,81,593,4617,381,354,1432,1098,452,153,80,536,4490,292,261,1402,1069,421,118,60,509,4129,167,170,1080,852,340,113,59,384,3168,104,94,539,544,312,96,64,255,2007,47,51,216,308,224,82,69,178,1162,33,58,150,211,190,107,114,169,1036,12568,5041,13160,8921,3818,1264,875,7385,53030
597,7,0,0,0,0,0,0,3,8,26,0,0,0,0,0,0,10,36,26,0,0,0,0,0,0,14,43,30,0,0,0,0,0,0,19,40,18,0,0,0,0,0,0,10,29,6,0,3,0,0,0,0,11,24,9,0,0,0,0,0,0,6,23,13,3,13,0,0,0,0,11,36,6,0,12,3,0,0,0,12,43,8,0,14,8,5,0,0,14,40,0,3,13,5,3,0,0,5,28,0,0,8,8,4,0,0,11,31,0,0,7,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,15,69,25,10,4,0,127,392
601,5892,39,4,0,0,0,3,507,6445,6188,434,167,31,3,0,0,545,7372,6996,1246,714,210,59,20,8,643,9891,4628,2223,1744,634,172,48,18,493,9971,2183,1700,2789,1127,340,122,74,427,8773,1382,1273,2732,1165,420,137,104,317,7523,1361,1175,2813,1327,453,154,96,288,7660,1308,1162,2842,1389,498,168,107,313,7781,1217,1060,2850,1433,500,176,113,313,7655,1171,966,2783,1668,596,192,105,311,7792,929,848,2564,1578,592,162,97,336,7110,708,613,2311,1542,531,172,86,369,6325,428,383,1533,1156,498,151,98,350,4600,245,226,914,863,449,187,141,296,3326,256,224,783,796,546,262,231,395,3498,34897,13573,27541,14930,5665,1946,1280,5896,105720
602,3665,39,3,0,0,0,0,346,4052,3322,329,129,29,5,0,0,334,4150,2977,804,565,206,44,17,0,311,4920,1660,998,1124,408,156,46,31,247,4670,913,739,1472,770,271,91,61,222,4543,717,599,1544,762,261,103,75,211,4277,749,616,1631,923,353,152,91,215,4729,823,731,1803,1001,363,120,76,268,5187,793,605,1835,1067,393,155,79,262,5189,755,566,1866,1287,482,149,88,297,5491,619,491,1737,1108,468,142,69,293,4924,463,395,1566,1062,438,139,55,327,4446,324,231,1026,829,368,134,73,302,3292,178,154,495,560,351,154,113,220,2213,188,157,428,518,345,162,154,306,2246,18154,7451,17222,10529,4296,1556,959,4165,64330
603,760,10,0,0,0,0,0,133,909,588,99,24,8,0,0,0,79,801,531,160,126,52,14,4,4,98,992,343,240,241,118,44,10,5,95,1105,263,186,358,196,77,22,13,85,1198,233,147,392,203,102,35,15,95,1222,246,160,394,212,81,40,18,81,1224,286,188,477,273,104,33,24,112,1498,303,207,568,317,161,37,26,126,1747,325,188,580,357,158,58,35,123,1827,238,189,507,321,144,38,27,107,1566,167,139,470,287,134,39,22,126,1382,83,65,225,186,98,44,29,81,803,24,38,84,114,63,33,27,69,459,21,27,68,95,51,36,30,68,391,4413,2046,4525,2735,1218,431,271,1474,17122
604,2749,33,0,0,0,0,0,312,3098,2192,336,123,29,3,0,0,220,2905,1751,669,534,182,47,14,3,217,3407,985,664,884,425,148,46,19,232,3411,607,459,1112,589,232,68,37,202,3309,419,420,1119,630,253,94,75,167,3183,497,464,1221,708,258,95,74,193,3505,578,498,1477,897,314,106,66,223,4157,578,498,1508,944,355,117,81,213,4296,557,429,1484,986,416,130,72,270,4345,430,344,1324,954,419,115,54,251,3884,351,288,1117,961,406,147,69,307,3657,189,152,675,688,377,151,82,265,2578,130,81,348,421,327,165,109,233,1800,116,100,335,352,296,161,168,210,1744,12131,5436,13270,8757,3851,1409,915,3510,49284
697,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,9,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,13,8,4,0,3,16,73
701,3300,38,5,0,0,0,0,517,3858,3385,325,101,21,10,0,0,615,4452,4348,881,535,168,49,6,6,856,6849,3081,1505,1224,485,136,46,29,775,7287,1618,1155,1855,778,254,78,57,681,6472,1019,834,1744,843,324,102,68,598,5536,844,713,1533,813,318,89,91,549,4944,758,623,1549,896,345,115,75,569,4940,704,506,1359,880,334,107,63,511,4467,475,457,1300,903,389,112,73,488,4201,341,312,1104,801,326,115,60,400,3458,228,234,805,581,289,103,61,308,2601,133,96,385,299,163,46,53,160,1333,65,49,168,174,105,55,56,113,790,26,33,89,84,71,47,60,79,493,20328,7746,13755,7732,3110,1029,744,7230,61675
702,2142,156,13,0,0,4,0,842,3159,1954,616,198,43,10,0,3,739,3562,2285,691,573,269,66,16,13,817,4730,1628,764,855,464,189,77,30,717,4726,883,575,931,572,316,132,84,616,4094,556,376,727,505,296,147,122,531,3248,560,336,649,499,301,133,128,493,3098,521,395,837,601,322,161,121,568,3535,476,303,818,607,313,125,123,582,3356,357,273,964,711,331,146,119,560,3451,267,214,740,585,269,109,79,496,2757,136,113,474,346,160,61,69,273,1637,51,35,149,142,78,40,51,111,657,25,22,64,54,40,29,36,51,326,33,10,24,36,21,17,22,42,211,11872,4882,8017,5429,2714,1202,1005,7445,42552
797,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,5,0,4,0,0,4,17,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,10,7,7,0,0,17,64
801,11958,41,3,3,0,0,0,1040,13041,15275,440,138,15,7,0,0,1406,17284,15094,1971,903,254,66,16,3,1189,19504,9525,4289,3476,921,236,62,35,930,19471,4991,3862,6533,2088,500,115,74,739,18896,3163,2632,6318,2488,611,174,100,543,16029,2569,2242,5905,2518,733,193,115,494,14764,2314,2017,5280,2386,735,176,114,436,13464,2003,1686,4596,2401,796,199,105,370,12148,1584,1518,4085,2351,818,207,124,351,11043,1144,1181,3612,2212,826,220,96,368,9669,944,983,3395,2168,830,208,133,337,8990,538,557,2225,1560,660,230,129,306,6212,288,321,1194,1160,608,221,162,286,4239,291,315,1067,1000,663,278,294,435,4337,71678,24056,48737,23532,8085,2290,1488,9235,189109
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,89,0,0,0,0,0,0,20,109,85,13,0,0,0,0,0,30,123,85,16,11,6,0,0,0,27,140,53,14,21,27,3,0,0,42,158,43,22,56,29,10,0,0,27,187,20,13,37,31,6,3,0,33,147,33,25,49,30,6,0,6,26,169,36,20,58,22,16,4,3,43,210,35,18,64,35,11,6,3,34,209,26,22,66,46,20,0,4,44,232,33,16,51,32,20,3,4,28,183,14,15,30,23,8,4,5,24,123,10,3,18,15,9,7,4,16,90,5,3,15,8,6,11,0,13,60,3,3,3,11,0,8,5,7,34,568,194,482,305,125,40,35,406,2156
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
