CED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
CED231,0,0,0,0,7,8,0,10,0,0,0,0,5,0,0,41,0,0,0,5,6,16,33,34,8,5,11,11,0,0,5,119,0,3,9,39,19,38,76,72,11,8,15,4,4,4,3,325,0,15,14,43,333,389,645,334,78,57,56,45,28,3,56,2100,3,86,384,103,36,53,11,8,0,0,0,5,0,0,3,687,18,129,175,62,75,60,69,37,10,3,9,9,8,0,18,669,3,0,0,15,81,50,47,21,0,0,4,3,0,0,0,235,129,116,48,28,45,32,55,35,9,7,11,6,3,0,14,539,19,355,914,179,58,24,19,55,5,10,5,0,0,0,48,1685,3,7,11,51,154,109,76,50,13,9,14,7,7,10,7,519,0,6,181,172,205,236,827,515,206,251,336,349,75,32,57,3448,0,6,9,15,28,74,99,41,11,10,10,21,5,0,5,336,0,0,22,42,46,33,76,227
CED232,0,0,0,0,0,9,5,8,0,0,0,0,0,0,0,27,0,0,0,0,3,5,54,28,4,3,5,0,0,0,0,108,0,4,9,30,22,32,57,19,4,3,10,0,0,0,0,191,8,4,9,0,19,52,187,107,20,28,32,31,8,0,9,504,0,21,102,38,13,30,7,4,0,0,0,0,0,0,5,217,7,22,30,13,16,15,60,73,3,6,7,0,3,0,0,257,0,0,5,8,41,33,61,30,0,0,7,10,8,0,6,216,90,158,57,39,47,36,73,19,0,3,0,0,0,0,16,547,0,63,168,52,21,24,9,32,3,5,0,0,3,0,5,391,0,3,5,3,18,17,30,24,13,8,5,0,0,3,0,130,5,6,35,36,55,126,2517,1480,372,360,341,431,125,30,79,5997,0,0,5,5,5,21,46,25,4,10,5,3,0,0,7,139,0,0,3,4,25,37,134,280
CED233,0,0,0,0,0,20,49,37,4,0,0,3,0,15,0,132,0,0,0,0,4,20,40,58,20,30,33,36,18,4,8,268,0,5,9,39,49,81,116,131,28,42,63,90,55,12,10,741,6,9,31,49,425,857,2462,3470,1460,1771,1775,2020,745,90,233,15410,0,25,86,15,11,53,12,4,0,0,7,4,0,0,0,214,6,20,40,19,19,44,36,32,8,16,14,8,14,4,6,277,0,0,9,15,39,29,25,23,6,10,5,18,5,5,0,189,55,63,45,37,54,90,132,121,44,41,58,54,28,9,14,840,7,244,646,111,32,23,18,45,8,7,4,10,0,0,24,1171,0,11,23,66,237,253,306,339,119,117,121,142,99,43,28,1907,5,0,42,54,84,178,752,1156,639,924,1386,1932,892,220,103,8368,4,8,6,17,57,198,430,481,222,350,400,472,193,18,37,2878,0,0,3,7,29,37,113,190
CED234,0,0,0,0,13,13,10,8,0,0,0,0,0,0,0,47,0,0,0,5,9,16,22,33,5,4,7,14,5,0,0,119,0,3,14,30,34,33,54,33,3,6,11,10,0,0,3,247,15,75,111,175,1727,2469,6499,4216,964,1109,1003,1145,405,93,351,20368,4,76,185,50,16,16,6,4,0,0,0,0,0,0,5,360,18,94,108,78,99,107,133,81,9,26,34,29,15,10,13,857,0,0,8,40,93,47,32,9,0,0,0,3,9,0,0,248,110,187,85,33,51,46,53,28,3,8,6,6,0,0,21,638,46,770,1648,341,87,43,29,113,26,4,6,6,0,0,87,3207,3,22,70,317,1188,1150,652,374,99,134,144,115,138,49,83,4521,17,7,88,132,278,424,1117,680,199,232,367,352,117,22,66,4100,0,11,23,25,90,277,247,80,24,17,29,31,15,8,8,882,0,0,7,42,305,233,687,1205
CED235,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,10,3,7,16,22,31,19,33,21,8,4,10,7,5,3,4,189,8,4,9,3,22,35,82,64,30,18,10,28,7,0,10,325,8,16,49,34,3,8,0,0,0,0,0,0,0,0,4,128,0,16,16,0,0,8,8,0,0,0,0,0,0,0,0,61,0,0,6,7,17,18,16,6,0,0,0,10,10,0,0,85,129,263,117,49,78,42,44,30,7,6,0,7,5,0,27,806,0,36,90,26,7,0,0,0,0,0,0,0,0,0,16,176,0,0,3,4,11,14,14,9,0,5,0,3,0,5,0,71,9,4,30,26,35,28,235,160,28,28,40,47,19,10,11,712,3,13,5,0,6,13,17,12,0,10,13,13,10,0,5,112,0,0,0,0,0,7,0,6
CED236,0,0,0,0,0,38,232,271,46,46,27,41,17,9,13,741,0,0,0,0,5,8,23,10,8,0,0,5,5,0,0,58,0,3,5,12,12,15,30,17,8,4,4,0,8,0,4,121,0,0,0,6,23,29,97,80,45,30,57,124,4,0,12,519,4,16,43,11,3,21,3,0,0,0,0,0,0,0,5,105,4,5,4,0,0,0,14,11,3,3,8,8,4,0,0,79,0,0,0,3,6,18,28,21,3,11,14,22,10,0,0,131,63,125,50,22,23,14,34,14,7,9,0,3,6,5,15,395,13,74,76,11,5,6,6,8,3,0,0,4,0,0,12,229,0,0,0,4,4,11,11,21,0,3,3,5,6,7,3,74,8,0,11,23,23,78,864,503,128,120,184,244,91,21,62,2363,0,8,0,0,3,10,34,26,11,6,14,9,0,0,5,130,0,0,5,0,0,5,31,61
CED237,0,0,0,0,30,72,75,61,16,10,12,8,7,0,11,293,0,0,0,3,5,27,165,98,11,11,8,11,9,0,5,353,0,0,3,7,12,17,28,27,7,3,4,3,0,0,0,114,0,3,6,33,208,363,1476,716,159,151,196,163,37,4,74,3595,0,17,271,93,36,83,37,3,0,0,0,0,0,0,13,553,5,61,121,60,119,113,156,109,19,6,18,3,3,0,22,812,0,0,3,18,149,136,172,74,10,30,18,17,3,0,14,652,51,35,40,22,17,34,41,30,3,5,3,3,4,0,7,298,43,525,1870,462,170,82,51,255,21,21,3,5,4,4,81,3581,0,0,11,14,85,66,66,43,9,15,8,9,0,0,0,329,0,0,26,73,229,531,4786,2385,671,720,1149,1256,382,44,212,12457,0,3,0,25,53,83,139,57,18,25,5,15,10,4,4,445,0,0,0,4,34,87,371,1087
CED238,0,0,0,0,4,0,5,14,3,3,0,0,0,0,8,45,0,0,0,0,0,0,12,6,3,9,3,0,0,0,0,27,0,0,14,16,24,17,36,28,4,0,5,6,5,0,6,164,0,7,7,3,11,15,96,50,31,79,116,92,4,4,17,533,0,9,26,5,3,0,0,0,0,0,0,0,0,0,6,56,0,0,12,0,6,0,19,10,3,0,10,0,0,0,10,67,0,0,3,3,4,15,17,6,0,0,0,0,0,0,6,62,48,120,46,34,33,22,48,21,9,3,6,10,3,4,19,422,0,15,26,11,3,5,0,10,0,0,0,0,0,0,10,86,0,0,5,5,6,0,4,8,0,0,0,0,5,0,3,50,0,8,18,10,10,16,147,126,29,60,83,59,23,11,34,648,0,0,0,3,9,7,29,24,7,3,13,12,14,0,10,128,0,0,0,0,5,4,3,11
CED239,0,0,0,0,0,20,23,36,0,0,7,4,0,0,0,97,0,0,0,0,24,80,185,114,19,32,27,22,14,8,7,537,0,4,9,34,26,53,87,81,12,20,19,20,11,9,3,385,0,7,11,22,220,307,600,323,88,102,78,78,16,3,19,1875,3,49,145,54,17,36,7,3,0,0,0,3,0,0,15,339,17,110,76,40,57,47,35,47,21,13,20,18,0,6,14,522,0,0,6,15,84,45,36,20,4,3,0,3,0,0,0,225,61,96,24,10,34,62,118,69,11,20,20,30,7,0,14,576,8,474,1657,380,124,40,23,86,18,8,9,6,4,0,79,2925,0,0,5,18,68,65,65,45,12,10,11,10,7,0,6,312,0,4,38,48,107,159,987,721,245,383,461,453,132,34,59,3847,0,3,4,7,24,95,122,66,32,33,29,47,38,6,9,508,0,0,5,3,40,42,94,230
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,0,0,0,0,0,0,27,32,7,5,0,12,0,0,3,92,0,0,0,0,0,5,54,45,8,5,3,9,0,0,0,125,0,7,21,19,19,24,43,43,3,5,0,6,0,0,7,193,0,3,7,6,13,23,132,79,19,29,37,41,3,4,10,417,0,5,14,9,0,11,4,0,0,0,0,0,0,0,3,53,4,0,3,0,0,0,29,15,0,3,0,0,0,0,0,48,0,0,11,29,69,79,129,94,13,12,13,25,3,4,9,488,64,96,85,52,67,38,71,26,3,6,0,4,4,0,21,543,0,8,10,0,3,0,0,5,0,0,0,0,0,0,0,27,0,0,8,11,22,17,34,19,4,3,7,10,8,0,7,136,0,3,17,13,22,55,1078,776,145,136,170,180,56,15,45,2714,7,3,12,4,11,19,51,19,9,5,0,3,6,0,3,157,0,0,0,0,8,4,26,40
CED302,0,0,0,0,0,31,58,26,3,0,5,3,0,3,5,133,0,0,0,5,4,17,43,25,14,9,10,5,0,0,3,140,0,3,19,46,42,67,114,72,9,17,18,16,4,3,9,454,7,49,32,40,202,333,1946,1270,323,379,306,375,165,22,84,5536,0,5,55,17,7,56,9,4,0,0,0,0,0,0,4,170,5,19,10,13,9,7,21,17,3,4,10,0,0,0,3,116,0,0,10,36,267,212,216,54,19,9,8,7,4,5,17,865,64,81,50,31,59,59,116,48,16,4,8,6,3,0,10,561,29,123,125,34,21,17,14,15,5,0,0,0,0,0,4,386,0,6,19,44,217,264,200,153,58,43,52,78,47,35,36,1246,11,13,39,48,85,187,1505,826,181,158,204,173,98,19,39,3584,3,21,9,21,34,92,113,55,21,9,15,19,15,0,0,418,0,3,0,3,33,50,148,196
CED303,0,0,0,0,7,9,5,5,0,0,0,0,0,0,0,27,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,11,0,5,30,42,62,58,67,31,5,6,5,11,4,0,5,324,6,26,17,0,36,68,223,141,42,31,34,37,24,0,17,697,0,17,60,24,8,22,12,6,0,0,0,0,0,0,6,146,5,12,11,5,0,0,20,0,0,4,0,0,0,0,0,66,0,0,20,35,63,69,73,37,4,4,0,0,0,3,12,330,105,143,81,56,130,53,96,38,0,0,3,11,7,0,34,755,5,23,36,19,3,0,8,13,0,0,0,0,0,0,4,109,0,0,11,15,37,30,33,9,8,0,0,4,16,0,3,178,8,10,37,28,29,61,435,192,33,34,56,53,13,3,21,1011,10,26,11,16,18,29,35,14,7,3,5,11,3,0,12,195,0,0,0,3,18,12,21,36
CED304,0,0,0,0,3,10,15,15,0,0,0,0,0,6,5,53,0,0,0,3,3,11,34,32,5,22,19,20,3,4,0,167,0,0,27,63,83,97,224,160,27,47,48,62,38,14,14,900,0,21,16,32,120,154,677,632,266,369,371,478,166,32,47,3376,0,10,28,6,8,21,8,5,0,0,0,0,0,0,6,97,0,5,14,0,3,10,28,14,10,14,10,8,12,3,0,131,0,6,8,29,98,68,76,28,10,9,13,11,3,0,7,362,50,38,42,41,63,79,146,82,17,25,26,54,28,13,18,726,8,31,17,4,9,13,3,11,0,9,0,0,0,0,4,106,0,8,21,41,129,145,147,145,48,43,48,79,85,11,19,980,4,7,50,46,82,151,715,718,254,314,447,566,215,64,54,3689,5,14,0,18,34,78,98,63,16,41,37,50,38,0,6,506,0,0,0,7,22,37,169,229
CED305,0,0,0,0,0,0,11,12,3,0,7,0,4,0,0,45,0,0,0,0,0,10,65,22,4,9,9,5,0,0,0,122,0,0,11,26,25,17,41,25,5,12,8,23,4,4,5,206,0,3,4,3,7,25,92,75,25,64,101,94,28,6,23,538,0,8,8,0,3,5,0,0,0,0,0,0,0,0,4,31,0,0,0,0,3,6,6,0,0,5,0,7,6,0,0,18,0,0,7,7,35,33,51,29,0,4,8,11,8,0,11,210,31,58,56,23,49,23,56,27,5,3,3,4,6,0,11,348,0,9,7,3,0,0,0,8,0,0,0,0,0,0,0,26,0,5,4,8,8,3,19,3,0,0,0,0,0,0,0,56,5,0,4,0,7,17,294,200,51,64,54,62,24,23,26,828,0,5,4,0,3,13,14,16,6,0,7,8,14,0,4,89,0,0,0,0,5,8,7,14
CED306,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,0,25,21,6,4,0,3,0,0,0,63,0,0,19,26,26,42,74,70,18,21,7,16,9,0,6,351,0,5,3,0,31,24,164,88,26,27,33,73,14,0,3,499,0,7,12,3,6,3,0,3,0,0,0,0,0,0,0,41,0,0,6,6,4,6,8,6,0,0,4,15,5,0,0,67,0,0,9,21,25,24,67,48,6,3,0,4,0,0,7,207,41,116,70,34,70,26,86,35,6,11,12,26,23,0,14,574,3,14,21,6,0,0,4,4,0,0,0,0,0,0,3,54,0,0,4,7,12,10,11,13,7,4,0,0,3,0,0,80,4,4,17,14,14,39,407,238,74,65,66,97,43,26,20,1114,0,8,6,9,0,10,46,40,10,12,17,14,11,0,4,189,0,0,0,0,4,0,4,20
CED307,0,0,0,0,0,22,13,6,0,0,0,0,0,0,0,41,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,26,0,3,13,39,50,51,108,40,5,3,8,4,6,0,4,336,0,3,6,12,48,46,205,111,20,22,25,40,8,3,10,561,0,9,13,9,0,14,0,0,0,0,0,0,0,0,0,49,0,3,5,3,5,9,33,14,0,3,0,0,0,4,0,78,0,0,17,32,159,172,141,73,11,13,12,19,8,3,8,660,62,69,56,42,84,57,118,50,7,14,3,8,4,0,14,592,0,13,10,3,3,4,0,0,3,0,0,0,0,0,0,42,0,4,13,16,33,40,30,18,3,0,9,4,13,0,7,190,7,5,41,41,67,113,682,378,58,78,60,73,21,9,18,1648,6,11,15,7,17,29,45,12,0,0,6,0,0,0,0,160,0,0,3,0,11,11,73,85
CED308,0,0,0,0,13,21,36,9,3,0,6,3,0,0,0,93,0,0,0,0,3,25,106,36,5,8,11,14,5,0,0,214,0,5,25,50,62,62,105,71,13,41,23,21,18,6,4,513,3,18,10,11,128,205,1008,738,218,184,193,193,91,10,64,3079,0,25,86,37,17,60,15,7,0,0,0,0,0,0,8,257,4,23,36,15,31,21,34,29,5,8,5,10,0,0,9,230,3,4,12,27,95,64,93,52,4,12,4,4,4,7,16,400,97,198,87,78,142,87,126,33,3,8,6,12,3,0,22,908,5,37,56,20,12,7,4,9,0,0,3,0,0,0,17,161,3,0,7,26,86,86,77,80,28,28,23,22,22,7,8,502,12,12,38,31,43,81,877,609,189,124,216,242,90,18,52,2628,0,17,3,21,50,84,105,56,13,15,17,18,13,0,15,436,0,0,3,14,42,38,126,140
CED309,0,0,0,5,0,0,3,14,0,0,0,0,0,0,0,23,0,0,0,0,0,0,10,8,3,0,0,4,0,0,0,22,0,4,34,76,81,92,176,121,19,19,26,37,26,7,5,731,4,10,5,8,22,22,92,88,23,19,25,48,9,0,0,378,0,22,36,13,9,10,8,0,3,0,0,0,0,0,5,115,5,8,11,8,0,7,3,7,0,0,0,6,0,0,3,55,5,12,14,24,25,32,45,15,0,0,0,0,5,0,4,183,88,166,119,78,156,95,162,70,13,19,15,13,5,4,31,1028,0,18,24,12,6,6,0,8,0,0,0,0,0,0,3,67,0,0,11,12,22,14,19,21,14,3,0,14,8,0,0,141,8,11,34,25,18,36,253,297,52,73,87,96,23,5,22,1032,4,12,13,12,13,27,49,26,7,14,7,13,4,0,5,205,0,0,0,3,3,3,16,21
CED310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,0,0,4,3,0,0,0,19,0,10,34,67,55,66,130,124,24,30,26,36,26,5,11,651,4,3,11,9,11,26,100,77,17,21,19,52,6,6,14,384,0,9,31,15,8,9,0,0,0,0,0,0,4,0,6,85,4,13,12,3,5,4,12,5,0,0,0,0,0,0,0,68,0,7,5,26,33,30,37,18,0,8,6,5,3,0,3,177,67,196,117,66,134,61,144,49,19,16,10,12,10,3,19,920,6,10,21,10,6,4,0,4,0,0,0,0,0,0,0,67,0,0,9,11,9,20,26,30,5,4,4,13,7,0,0,136,10,3,29,30,9,30,375,327,78,125,92,94,46,9,25,1284,6,16,10,13,12,13,41,27,7,6,0,3,0,0,9,154,0,0,3,0,4,5,16,33
CED311,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,5,9,12,0,6,6,4,0,0,0,45,3,8,6,22,24,21,45,35,4,11,9,19,0,6,8,211,0,8,5,0,5,17,62,44,13,43,45,69,13,10,10,358,0,4,21,4,0,3,0,3,0,0,3,0,0,0,0,41,7,5,6,0,5,0,4,20,0,3,0,3,0,6,0,57,0,0,8,13,24,26,63,38,8,0,9,12,14,0,6,216,28,86,73,44,45,30,38,27,3,9,4,12,3,0,15,423,0,7,10,4,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,3,5,11,9,0,0,3,0,0,0,0,33,5,4,9,6,6,19,238,166,32,41,51,38,29,9,8,658,0,3,5,7,11,14,25,29,8,3,16,17,24,3,5,180,0,0,0,0,7,0,4,11
CED312,0,0,0,0,12,37,190,359,50,69,34,81,35,35,14,907,0,0,0,0,6,4,25,8,4,4,4,0,0,0,0,53,0,0,15,27,44,57,69,51,9,9,13,3,0,0,0,309,5,12,25,16,49,75,343,203,47,58,62,106,33,3,42,1070,0,21,70,17,8,33,13,0,0,0,0,3,0,0,8,172,0,7,15,4,10,14,25,9,0,0,0,6,4,0,0,97,5,0,16,34,158,195,251,121,23,18,16,10,6,6,18,878,65,163,84,73,123,54,77,28,3,3,0,5,0,0,27,718,3,27,27,19,8,7,3,0,0,0,0,0,0,0,3,101,0,3,3,15,54,43,63,37,5,3,3,6,0,0,4,241,8,7,28,30,52,63,952,778,221,233,263,286,71,12,48,3044,4,13,4,27,26,44,72,35,11,9,14,8,4,0,10,286,0,0,0,4,8,20,44,125
CED313,0,0,0,7,9,17,37,41,4,0,0,0,0,8,4,134,0,0,0,5,7,18,44,50,10,9,21,0,11,0,0,183,0,5,23,50,68,75,158,153,36,35,79,55,32,16,12,787,3,61,32,24,124,184,774,747,334,407,471,710,226,27,85,4216,0,6,25,18,11,46,14,10,0,0,0,0,0,0,3,142,8,18,14,9,7,0,19,22,3,6,13,3,11,0,5,136,0,4,13,42,124,99,85,34,5,3,9,11,0,0,6,437,54,55,38,35,79,70,163,77,20,26,39,52,21,18,13,768,34,169,229,50,20,12,11,16,7,0,6,4,0,4,79,641,3,6,12,32,118,149,123,141,56,56,72,91,50,34,17,971,9,7,24,34,91,157,879,706,186,225,277,411,152,28,44,3246,0,9,6,23,26,60,103,40,24,18,23,27,23,5,12,407,0,3,0,9,33,31,130,229
CED314,0,0,0,0,0,7,12,59,16,18,3,3,0,0,3,126,0,0,0,0,3,7,34,27,3,9,11,9,9,0,0,123,0,3,22,23,29,31,43,62,7,13,13,13,6,3,5,273,0,4,0,3,25,39,231,119,34,46,29,61,22,4,6,628,0,3,19,8,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,4,0,0,20,22,0,0,6,14,0,0,0,70,0,4,3,4,29,38,74,23,0,14,0,11,3,0,5,204,43,93,39,36,54,19,48,16,0,0,0,6,0,0,10,364,3,0,5,4,3,0,0,0,0,0,0,0,0,0,0,28,0,0,8,8,16,14,21,23,0,4,4,5,8,0,0,110,4,6,19,9,6,24,528,437,138,169,199,263,118,24,25,1973,0,5,7,0,3,12,23,11,8,3,7,6,4,5,0,100,0,0,3,13,13,11,28,36
CED315,0,0,0,0,0,0,7,18,0,3,0,0,0,9,0,29,0,0,0,0,0,4,28,16,3,3,0,4,5,0,0,67,0,0,23,36,28,38,86,41,16,10,12,19,14,0,0,338,7,7,11,9,19,19,94,69,20,19,37,19,4,0,3,337,0,3,13,4,4,8,0,0,0,0,0,0,0,0,0,41,0,6,4,3,0,0,20,13,3,4,0,11,0,0,0,65,0,3,14,22,43,39,44,27,6,0,10,6,4,0,0,220,51,96,72,44,75,55,111,52,8,12,6,14,4,0,6,608,0,25,39,6,8,9,3,11,0,4,0,5,0,0,4,112,0,0,6,8,20,12,27,12,0,0,5,9,6,0,4,113,0,0,19,12,22,36,493,335,67,78,94,152,83,11,28,1439,3,9,4,0,10,16,59,26,6,8,15,5,3,0,0,175,0,0,0,0,10,3,8,11
CED316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,0,3,0,3,6,3,0,43,0,3,27,54,40,36,63,33,5,3,0,5,13,11,0,293,5,12,6,0,14,19,77,69,14,9,12,36,3,0,10,288,0,17,38,10,11,0,5,0,0,0,0,0,0,0,3,83,3,0,15,4,0,4,6,0,9,0,7,21,0,0,4,81,0,3,14,14,28,40,59,29,3,9,11,19,7,0,8,229,100,215,155,90,100,56,63,20,3,4,4,8,3,0,23,848,0,8,24,0,0,0,0,0,0,0,0,0,0,0,5,39,0,0,5,14,5,10,12,18,4,4,0,10,0,0,3,93,7,4,22,12,18,19,163,191,49,43,49,63,20,19,22,693,6,15,14,7,11,24,21,16,3,0,10,17,12,0,4,162,0,0,0,0,5,0,9,10
CED317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,0,7,27,41,40,38,47,29,3,11,15,6,10,0,12,284,7,3,4,5,11,12,50,47,3,15,26,50,6,0,14,238,4,23,49,11,0,0,0,0,0,0,0,0,0,0,6,96,0,7,0,0,0,0,10,0,0,0,0,4,0,0,5,23,0,4,17,17,41,35,71,47,8,14,16,22,7,0,11,302,63,148,107,87,122,43,106,54,3,8,9,20,3,0,28,792,7,23,19,3,0,0,0,3,0,0,0,0,0,0,9,63,0,0,6,6,10,3,9,17,3,0,0,0,4,3,0,69,0,12,21,32,37,41,377,275,71,58,90,147,34,16,27,1263,4,23,18,11,12,30,33,20,9,11,29,20,6,0,10,241,0,0,0,0,0,0,7,8
CED318,0,0,0,0,0,6,3,4,0,0,0,0,0,7,9,23,0,0,0,0,0,3,6,10,0,5,3,8,0,0,0,41,0,7,33,82,74,82,152,78,11,14,23,30,17,4,12,623,6,3,5,15,70,65,268,191,40,56,48,77,32,4,16,894,5,18,65,15,3,10,3,3,0,0,0,0,0,0,8,126,6,8,9,7,3,9,22,3,4,3,3,0,0,0,4,90,0,7,23,23,51,46,79,27,8,18,7,8,7,0,17,312,80,157,145,97,188,147,253,99,20,18,31,46,15,0,39,1331,3,13,19,16,0,0,0,0,3,0,0,0,0,0,7,62,7,3,14,22,39,44,42,52,18,3,24,15,3,0,6,289,7,8,29,35,42,61,506,478,114,87,111,156,84,17,67,1793,3,17,17,26,22,51,83,78,31,22,19,55,14,3,10,447,0,0,0,4,22,12,20,19
