CED_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
CED233,513,2840,329,46,3727,2005,10029,1093,106,13234,3772,26909,2733,219,33620,1919,13199,1561,108,16795,1418,7006,943,115,9484,1231,5415,742,77,7461,980,3504,461,29,4962,414,1796,261,8,2480,55,634,112,5,804,12306,71328,8230,708,92565,865,3229,346,33,4473,3068,10852,1104,101,15121,4582,26745,2524,191,34040,2218,11574,1203,65,15061,1681,6732,730,71,9216,1366,5326,603,74,7367,1186,3807,445,39,5475,471,2080,247,4,2805,80,1110,151,0,1348,15514,71445,7357,581,94902,1375,6072,674,77,8202,5072,20877,2199,203,28356,8347,53652,5254,405,67657,4138,24770,2767,175,31856,3099,13737,1673,187,18699,2596,10745,1339,149,14827,2162,7307,904,61,10437,889,3874,512,9,5285,137,1745,257,12,2145,27824,142774,15583,1288,187469
CED234,632,4526,154,6,5326,725,4763,197,10,5692,858,8902,455,19,10236,1367,9267,401,40,11071,1801,8974,374,50,11191,1335,8351,276,59,10027,1168,6171,225,33,7601,853,4472,221,16,5564,140,2071,177,3,2398,8877,57497,2485,241,69098,767,3910,131,7,4811,929,3943,181,14,5064,1149,8772,453,24,10400,1963,9827,418,18,12228,2153,9681,354,42,12224,1542,9157,294,82,11074,1391,7285,272,52,9001,952,5558,340,13,6868,180,2882,289,4,3355,11027,61022,2734,244,75025,1404,8439,290,7,10138,1652,8705,378,20,10750,2007,17675,906,49,20638,3329,19096,821,57,23302,3954,18655,726,87,23419,2884,17509,574,135,21095,2559,13458,499,86,16604,1804,10033,563,30,12429,323,4955,463,7,5747,19901,118523,5214,489,144130
CED235,418,3136,337,3,3894,324,2753,216,15,3307,755,6189,496,32,7466,1170,5834,565,16,7584,1502,6372,564,11,8449,1727,7704,578,5,10015,2254,7136,564,0,9961,1069,3829,436,0,5334,184,1189,209,0,1581,9406,44129,3967,87,57585,521,3010,317,0,3846,407,2534,175,11,3121,993,6590,543,24,8154,1666,5957,564,15,8204,1841,6857,516,11,9226,2173,8231,578,4,10984,2598,7225,624,9,10453,1180,3937,483,4,5607,197,1889,281,0,2373,11572,46231,4084,73,61966,938,6145,652,3,7736,730,5288,389,19,6425,1744,12781,1035,54,15621,2834,11791,1131,31,15786,3339,13231,1080,20,17672,3900,15936,1153,11,20997,4855,14357,1191,8,20413,2252,7765,923,10,10943,383,3074,492,0,3952,20975,90360,8048,159,119550
CED236,607,3857,473,0,4939,404,3618,381,8,4405,929,7338,921,27,9215,1295,6469,791,8,8560,1600,7480,863,9,9963,1695,8213,806,6,10726,1909,6847,690,3,9454,1011,3972,505,3,5500,176,1361,225,0,1764,9626,49157,5658,77,64522,637,3320,376,0,4338,503,3245,311,5,4060,1066,7588,749,22,9418,1569,6762,696,5,9034,1829,7599,659,17,10105,1840,8400,675,3,10925,2102,6781,618,15,9508,1096,4064,584,9,5747,184,2079,409,3,2677,10829,49833,5079,80,65816,1243,7183,854,0,9281,902,6856,692,14,8467,2000,14922,1665,48,18630,2861,13227,1488,14,17593,3429,15081,1530,26,20063,3543,16615,1483,11,21650,4008,13625,1311,22,18959,2114,8037,1092,7,11247,364,3440,632,3,4438,20453,98988,10735,156,130338
CED237,342,4350,272,4,4971,398,5174,389,13,5968,766,11640,855,24,13280,941,11676,683,20,13319,732,9091,506,20,10353,494,7910,383,22,8808,463,5656,268,32,6429,189,2965,243,11,3417,28,977,148,0,1152,4351,59442,3759,152,67702,370,4010,238,0,4624,588,4488,287,0,5362,910,11534,711,20,13179,1204,11318,628,16,13170,791,9387,438,19,10628,568,8565,370,54,9561,510,6322,340,45,7218,193,3488,327,10,4009,28,1429,308,0,1772,5162,60549,3650,163,69521,716,8362,515,4,9592,986,9659,682,13,11333,1679,23171,1569,41,26458,2143,22990,1314,45,26490,1523,18475,942,39,20981,1059,16477,751,80,18367,973,11984,608,76,13644,379,6453,574,17,7422,56,2409,453,0,2926,9508,119993,7403,322,137224
CED238,637,3393,440,4,4474,479,2975,300,9,3760,1111,6633,837,29,8606,1611,5801,837,16,8263,2143,6675,897,10,9733,2505,7904,814,6,11232,2669,6846,748,7,10269,1226,3510,480,0,5214,186,1286,225,0,1694,12578,45020,5569,83,63247,682,3067,378,3,4128,515,2715,235,9,3473,1240,6670,546,13,8473,2064,5938,573,18,8592,2380,7082,600,7,10064,2674,8364,603,8,11657,2879,6645,636,5,10167,1305,3944,516,3,5763,223,2202,404,0,2837,13965,46628,4489,72,65154,1322,6457,819,3,8602,998,5687,537,18,7235,2348,13300,1382,47,17079,3682,11735,1401,33,16858,4525,13753,1493,21,19796,5177,16267,1419,16,22885,5547,13495,1380,14,20434,2537,7447,990,0,10980,412,3486,630,0,4532,26539,91646,10065,153,128398
CED239,295,2889,165,0,3353,614,4828,339,11,5797,1692,14024,930,32,16671,1512,10863,656,25,13062,1273,7647,438,11,9372,792,5942,296,22,7061,539,3689,237,12,4485,223,2512,206,3,2945,65,1463,156,8,1687,7008,53860,3433,132,64425,399,2643,142,0,3190,1042,4440,274,7,5770,2378,13911,831,28,17148,2041,10378,513,10,12949,1527,7651,359,12,9552,934,6292,268,25,7525,675,4376,236,21,5311,261,3570,275,10,4116,70,2378,315,6,2766,9329,55649,3216,133,68317,696,5534,308,5,6539,1657,9269,614,27,11568,4069,27937,1759,57,33822,3553,21239,1177,37,26013,2800,15297,790,27,18916,1729,12238,570,50,14583,1213,8075,476,31,9793,479,6083,482,17,7062,129,3842,466,12,4452,16330,109512,6647,263,132750
CED297,0,0,0,0,0,0,4,9,0,4,0,12,19,0,30,9,39,84,0,131,8,42,121,0,163,6,34,96,0,141,0,7,13,0,16,0,0,0,0,0,0,0,0,0,0,25,133,335,0,493,0,0,0,0,0,0,0,0,0,0,0,7,16,0,17,0,3,8,0,14,0,7,13,0,18,0,6,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,0,72,0,0,0,0,0,0,4,9,0,4,0,17,38,0,52,3,40,96,0,140,8,44,129,0,182,6,41,106,0,158,0,7,13,0,16,0,0,0,0,0,0,0,0,0,0,24,158,385,0,565
CED301,653,5132,447,6,6242,467,5031,603,11,6110,979,11032,1291,32,13335,1342,10244,1048,28,12668,1249,9152,715,11,11123,1182,8330,525,15,10059,1091,5969,435,16,7514,476,2989,283,0,3750,61,803,135,0,1003,7503,58694,5493,119,71802,757,4872,452,0,6078,624,4995,421,8,6044,1476,11963,896,21,14362,1973,10187,739,17,12911,1678,9603,655,9,11940,1503,8522,484,30,10544,1344,6104,419,24,7892,551,3314,408,11,4283,75,1214,298,3,1585,9983,60771,4768,117,75639,1406,9998,904,7,12322,1091,10025,1019,18,12152,2458,22998,2190,51,27695,3311,20430,1792,41,25576,2927,18755,1365,15,23064,2688,16859,1013,49,20605,2442,12076,854,37,15409,1027,6303,689,11,8035,133,2017,435,3,2591,17486,119462,10263,237,147443
CED302,785,4347,164,4,5304,644,4201,231,13,5078,918,8384,439,33,9776,1530,9592,396,19,11535,1808,8884,358,8,11061,1270,7124,267,24,8683,1140,5026,192,31,6387,561,2881,176,7,3627,92,1010,116,6,1227,8746,51446,2345,138,62676,916,3864,176,4,4962,811,3734,173,14,4726,1257,8685,387,28,10360,2342,10042,364,12,12768,2398,9008,308,21,11735,1535,7541,233,39,9348,1325,5716,208,50,7304,678,3501,263,9,4451,101,1758,238,3,2100,11377,53854,2349,168,67750,1708,8209,338,12,10264,1456,7936,402,23,9809,2174,17074,829,56,20134,3876,19632,767,34,24306,4207,17890,666,25,22796,2799,14664,497,64,18024,2462,10742,397,83,13685,1240,6385,438,16,8083,193,2772,355,3,3326,20123,105301,4688,315,130424
CED303,596,4493,172,4,5261,370,3789,171,0,4329,562,6849,326,17,7746,999,7902,306,9,9217,1319,8456,348,6,10133,1238,8553,313,8,10109,1452,7039,322,14,8832,734,3821,290,7,4854,102,1134,240,0,1478,7370,52030,2489,68,61960,762,3900,173,5,4836,529,3121,138,9,3791,827,7136,337,8,8308,1673,8185,347,12,10213,1871,9177,341,11,11399,1735,9191,320,14,11260,1867,7581,333,20,9799,836,4244,408,10,5502,117,1668,558,4,2348,10220,54198,2950,89,67458,1351,8387,350,5,10096,892,6911,310,10,8119,1391,13982,655,25,16052,2674,16083,655,19,19433,3190,17628,696,21,21531,2973,17742,632,23,21367,3317,14628,657,36,18635,1573,8065,698,13,10351,224,2803,797,6,3824,17589,106226,5439,160,129415
CED304,809,3562,199,19,4588,1116,7147,602,50,8909,2215,17781,1734,186,21915,2013,11907,1163,117,15197,2181,9193,930,89,12391,1568,6942,673,78,9255,1042,4244,386,42,5716,464,2064,221,7,2761,49,675,103,4,834,11471,63508,6000,593,81570,1062,3543,212,15,4833,1702,7814,685,67,10267,2908,17299,1505,147,21861,2745,10385,924,78,14128,2880,8513,648,34,12071,1740,6614,561,62,8983,1215,4280,320,24,5842,486,2416,232,17,3148,75,1236,149,7,1468,14814,62106,5233,452,82606,1871,7109,407,27,9415,2826,14959,1280,120,19178,5124,35075,3235,333,43773,4750,22291,2080,202,29327,5061,17705,1575,121,24466,3306,13557,1230,138,18238,2259,8525,700,74,11562,951,4475,459,25,5908,127,1914,254,7,2299,26281,125607,11237,1044,164171
CED305,710,3928,550,0,5190,372,3668,1022,10,5076,954,8435,3070,58,12520,1447,8107,2972,27,12551,1486,8181,2860,20,12541,1358,8539,2268,13,12181,1380,6340,993,22,8738,579,3065,418,3,4063,90,908,164,5,1164,8376,51162,14327,164,74028,803,3452,436,3,4693,481,3551,637,11,4683,1334,8286,1294,31,10942,2104,7349,1045,13,10508,1786,7576,1067,13,10440,1731,7973,917,16,10633,1552,5690,632,10,7885,698,3204,435,8,4346,96,1350,239,0,1687,10590,48432,6690,100,65812,1511,7380,984,9,9883,862,7216,1660,24,9758,2287,16721,4358,87,23456,3551,15449,4017,42,23054,3273,15749,3926,31,22978,3089,16514,3192,24,22817,2933,12029,1625,37,16627,1274,6270,855,11,8411,182,2260,404,5,2846,18962,99598,21016,266,139842
CED306,617,3923,419,3,4954,338,4002,582,57,4981,795,8291,1512,204,10804,1247,7602,1214,76,10143,1396,8179,1083,32,10692,1461,8783,1058,24,11330,1426,7055,846,32,9355,629,3408,470,14,4519,95,901,157,0,1152,8011,52135,7333,449,67931,682,3571,393,7,4654,485,3844,513,58,4898,1164,8626,1160,137,11093,2142,7570,936,22,10675,1953,8110,828,18,10909,1837,8539,852,27,11256,1722,6420,711,28,8874,735,3358,461,4,4560,102,1473,251,3,1830,10821,51517,6109,303,68746,1300,7489,808,6,9613,831,7839,1093,114,9880,1963,16919,2676,348,21898,3391,15172,2155,102,20817,3347,16289,1914,47,21596,3298,17322,1909,51,22582,3148,13471,1556,58,18228,1367,6763,932,18,9082,190,2377,410,0,2980,18833,103644,13442,755,136679
CED307,714,4695,198,4,5612,509,4066,171,8,4756,771,8031,389,12,9200,1425,8647,339,11,10422,1647,9201,320,6,11173,1345,7349,188,6,8889,1185,5281,164,13,6647,536,2654,119,0,3316,60,616,75,0,753,8202,50537,1961,73,60760,881,4189,165,4,5239,671,3584,152,6,4405,1094,8105,360,6,9566,2247,8942,359,5,11553,2288,9320,320,11,11942,1542,7772,197,21,9529,1362,5794,191,19,7364,568,2935,172,4,3675,62,1081,154,0,1294,10709,51720,2068,72,64568,1600,8882,364,11,10852,1184,7649,319,11,9165,1866,16140,747,18,18767,3672,17594,695,16,21972,3935,18524,638,17,23121,2890,15117,384,23,18419,2544,11078,358,31,14014,1109,5584,289,8,6987,124,1693,232,0,2045,18911,102253,4025,142,125336
CED308,542,4923,341,4,5816,505,5103,400,22,6033,849,10563,952,38,12400,1062,10248,771,19,12101,1178,10142,685,23,12029,979,9165,421,32,10599,1000,7593,451,44,9083,538,4655,341,21,5561,77,1190,132,3,1403,6728,63579,4499,210,75022,666,4620,379,8,5670,723,4881,417,16,6030,1192,11248,961,24,13424,1772,10750,750,17,13289,1626,11185,728,21,13554,1338,9968,521,38,11874,1398,8586,511,46,10541,590,4950,407,19,5965,61,1804,294,5,2163,9355,67996,4959,190,82499,1208,9537,723,17,11486,1226,9981,818,39,12062,2044,21813,1912,64,25823,2828,21007,1519,34,25390,2798,21330,1411,45,25579,2324,19134,943,72,22466,2398,16177,958,89,19619,1125,9603,749,44,11527,139,2991,426,5,3562,16081,131577,9456,405,157520
CED309,621,4022,244,3,4884,385,3313,285,8,3995,835,7210,573,32,8649,1399,7998,631,19,10040,1671,8475,560,22,10733,1619,8303,470,26,10417,2007,7457,497,23,9989,1015,4309,435,24,5777,120,1451,234,0,1804,9664,52534,3935,157,66287,755,3680,238,6,4679,545,3384,264,9,4206,1119,7883,588,29,9613,2190,8532,599,20,11344,2335,9245,538,12,12132,2199,9454,570,14,12229,2530,7899,533,33,10998,1113,4792,503,17,6419,148,2130,417,0,2693,12928,56987,4248,143,74307,1374,7705,482,9,9559,930,6702,550,22,8197,1956,15089,1159,61,18262,3590,16524,1230,39,21380,4011,17724,1101,36,22866,3814,17752,1044,44,22647,4540,15355,1031,55,20984,2123,9098,937,37,12194,268,3574,651,5,4501,22593,109522,8185,300,140594
CED310,678,4242,271,6,5203,425,3784,273,13,4491,800,7828,589,92,9305,1256,7784,547,41,9630,1550,8329,533,29,10443,1518,8151,483,10,10166,1837,7376,498,26,9734,1095,4654,391,19,6156,170,1597,232,5,2005,9325,53752,3815,246,67137,870,4017,321,0,5212,632,3816,291,15,4758,1178,8466,607,62,10321,2027,8460,584,30,11097,2152,9220,543,22,11940,2112,9272,528,30,11947,2494,8117,529,33,11166,1177,5134,509,10,6827,142,2212,358,4,2714,12779,58711,4262,211,75965,1546,8270,593,8,10415,1062,7598,562,28,9249,1972,16296,1202,158,19627,3281,16243,1129,72,20727,3700,17548,1079,53,22378,3639,17420,1010,40,22110,4328,15494,1026,55,20899,2268,9784,901,33,12981,308,3811,589,9,4718,22102,112460,8081,453,143102
CED311,662,3782,508,0,4951,352,3454,565,154,4528,953,7650,1483,348,10429,1705,7464,1690,171,11036,1757,8268,1732,51,11807,1693,9135,1591,23,12440,1709,6924,1026,14,9681,702,3039,474,7,4223,81,699,122,0,902,9619,50399,9196,778,69995,758,3280,461,0,4501,452,3211,372,22,4067,1526,7491,951,73,10038,2597,6761,906,20,10282,2220,7524,885,8,10633,2127,8033,903,10,11079,1818,5727,745,17,8311,711,2655,400,3,3770,87,860,201,6,1155,12307,45549,5825,161,63836,1424,7062,969,0,9455,807,6661,944,178,8591,2473,15140,2426,422,20469,4310,14229,2598,188,21319,3979,15786,2620,60,22441,3815,17167,2494,32,23517,3533,12645,1772,36,17991,1413,5695,873,15,7994,169,1559,321,3,2058,21924,95946,15025,935,133832
CED312,533,5394,459,8,6396,514,5427,487,4,6436,904,11748,1080,27,13759,1230,10627,881,14,12754,1099,9640,705,14,11457,907,7943,484,12,9349,843,6063,378,21,7308,407,3202,270,6,3886,43,853,132,3,1025,6485,60884,4889,110,72370,754,4834,414,4,6011,641,5371,516,11,6539,1387,12161,1127,19,14688,1856,10847,892,12,13595,1547,10046,673,20,12283,1247,8493,478,34,10250,1104,6715,427,21,8269,462,3581,393,8,4441,40,1266,286,3,1593,9035,63298,5202,125,77653,1292,10223,876,17,12403,1158,10797,999,16,12967,2292,23906,2202,48,28448,3085,21473,1774,26,26351,2647,19683,1381,31,23741,2152,16433,968,46,19599,1948,12781,806,42,15574,866,6774,669,9,8321,82,2113,421,7,2621,15523,124180,10088,235,150023
CED313,944,3784,241,19,4982,1045,6348,447,57,7896,1955,14927,1155,119,18160,1940,11259,771,55,14027,2114,8772,620,56,11564,1363,6473,487,31,8358,973,3934,409,29,5339,364,1969,298,12,2640,67,814,138,0,1016,10768,58270,4574,383,73992,1041,3551,279,7,4882,1694,6871,560,44,9162,2550,15211,1120,82,18963,2815,10916,704,32,14468,2717,8770,512,41,12036,1648,6562,415,41,8661,1162,4184,350,20,5715,474,2405,301,3,3185,69,1369,281,0,1721,14168,59837,4517,269,78794,1985,7334,521,31,9858,2738,13220,1007,97,17064,4504,30139,2278,205,37125,4762,22173,1479,87,28495,4825,17541,1129,97,23600,3008,13035,901,75,17019,2134,8115,763,49,11057,841,4371,597,17,5825,139,2183,418,0,2741,24933,118108,9089,656,152784
CED314,872,4357,319,9,5551,517,4197,337,7,5057,1015,8300,639,28,9987,1386,7172,511,15,9083,1500,6988,495,12,8998,1401,6788,477,3,8669,1438,5649,420,5,7511,826,3384,303,3,4523,117,1228,138,0,1484,9069,48066,3643,85,60863,1097,3982,286,3,5368,665,4071,321,4,5059,1454,8660,561,16,10698,2075,7456,526,10,10066,1918,7752,472,9,10155,1832,7425,444,23,9723,1840,6246,406,12,8504,953,4145,390,6,5495,146,2123,242,0,2514,11986,51858,3656,88,67584,1967,8334,601,10,10919,1181,8262,658,12,10117,2468,16965,1203,45,20685,3462,14626,1033,21,19147,3420,14741,969,23,19153,3232,14209,924,24,18388,3274,11894,825,17,16020,1784,7530,693,12,10017,264,3351,385,0,3998,21051,99918,7296,177,128446
CED315,652,4322,511,10,5496,612,5142,918,44,6722,1118,9598,1149,79,11940,1208,7903,840,33,9983,1295,7700,725,20,9738,1153,7376,636,21,9190,1124,5518,510,22,7171,475,2650,298,11,3435,62,687,109,0,861,7708,50890,5700,242,64545,822,4440,421,4,5686,770,4977,489,19,6254,1467,9696,975,35,12168,1909,8431,808,18,11172,1679,8326,701,14,10724,1378,7828,576,16,9800,1354,5607,483,22,7464,552,3032,292,4,3882,73,1216,211,0,1499,9998,53565,4957,139,68660,1478,8763,933,17,11184,1383,10120,1413,65,12977,2581,19291,2123,115,24109,3122,16333,1650,51,21157,2976,16028,1421,34,20464,2532,15209,1215,39,18992,2477,11131,993,43,14636,1028,5683,593,16,7320,137,1899,317,8,2362,17704,104456,10661,380,133200
CED316,450,3545,315,4,4307,283,2969,228,21,3506,529,6101,519,73,7221,851,5831,455,20,7156,1131,6875,567,9,8582,1431,8547,623,22,10624,1965,10140,727,17,12849,1032,6302,564,13,7915,125,1620,246,5,1994,7798,51932,4252,178,64155,563,3268,261,0,4097,332,2923,230,28,3510,821,6474,527,74,7895,1374,6492,454,26,8346,1507,7753,532,21,9812,2006,9832,612,23,12466,2528,10288,742,23,13580,1055,6228,721,13,8016,115,2340,361,0,2816,10310,55583,4447,201,70543,1013,6813,575,3,8405,616,5891,460,50,7016,1349,12573,1045,144,15120,2223,12320,912,42,15503,2636,14623,1102,28,18391,3440,18374,1235,42,23095,4491,20422,1465,39,26423,2087,12533,1287,29,15932,240,3958,610,5,4813,18103,107512,8696,382,134699
CED317,655,4187,812,7,5664,400,3749,830,87,5066,924,8438,2063,462,11887,1451,7344,1753,148,10693,1673,8369,1814,22,11876,1967,10047,1578,37,13630,2168,9358,1486,28,13040,933,4287,712,3,5934,104,1113,233,0,1455,10265,56895,11274,797,79235,706,3603,640,3,4952,461,3388,569,52,4462,1497,8131,1271,176,11070,2270,7205,1182,71,10724,2311,8127,1205,24,11671,2500,9638,1259,36,13429,2488,7956,1127,22,11583,960,3795,605,12,5365,120,1384,325,0,1824,13305,53217,8181,383,75084,1367,7786,1455,9,10609,857,7138,1404,139,9536,2420,16569,3332,633,22957,3720,14552,2932,214,21415,3976,16502,3018,44,23543,4469,19681,2833,74,27054,4649,17309,2611,55,24624,1893,8084,1316,12,11307,219,2500,561,6,3281,23569,110114,19452,1181,154318
CED318,688,4060,614,7,5368,436,3884,791,119,5236,1090,8902,1973,363,12328,1472,8773,1483,97,11824,1840,9449,1593,59,12936,1767,9353,1469,52,12636,1592,7493,1356,47,10490,625,3361,616,29,4637,86,824,171,3,1082,9587,56101,10075,770,76537,793,3910,556,10,5262,610,3833,724,74,5241,1610,9634,1819,263,13317,2258,9347,1247,51,12904,2427,9583,1232,44,13278,2074,9355,1335,55,12813,1831,6808,1064,32,9739,664,3112,575,11,4359,83,1172,217,4,1477,12338,56749,8753,547,78385,1476,7965,1171,17,10632,1047,7714,1516,193,10473,2701,18536,3791,626,25652,3728,18119,2732,144,24724,4263,19037,2821,99,26212,3836,18701,2800,106,25452,3417,14305,2428,79,20224,1293,6475,1194,45,8993,173,1993,389,10,2561,21932,112851,18829,1312,154925
CED319,640,3606,189,3,4439,549,4228,294,16,5088,1160,10683,653,21,12513,1500,10005,541,18,12069,1571,8331,434,21,10357,1104,6775,319,30,8221,1024,4783,286,22,6113,543,2767,242,3,3556,104,1188,200,7,1497,8187,52363,3156,141,63848,721,3306,148,8,4196,803,4169,257,11,5246,1471,11089,616,14,13197,2242,9653,470,21,12383,2075,8433,374,26,10909,1372,7146,296,34,8848,1241,5392,288,21,6942,736,3749,329,10,4823,130,2177,463,8,2780,10802,55112,3250,153,69319,1364,6913,343,17,8636,1353,8407,548,21,10332,2629,21768,1269,39,25708,3741,19659,1013,40,24452,3644,16764,811,49,21272,2480,13918,617,57,17073,2271,10176,572,37,13052,1277,6513,573,18,8381,234,3364,664,12,4271,18987,107478,6411,291,133169
CED320,513,4880,390,0,5789,334,4689,527,41,5585,664,9451,1295,183,11600,1030,8556,950,55,10582,1009,9197,717,13,10937,1115,8674,438,20,10250,1398,8159,434,13,10003,764,4557,362,3,5680,91,1206,134,4,1435,6917,59365,5254,340,71873,721,4568,336,0,5623,490,4488,332,17,5333,1131,10263,764,97,12251,1735,9211,633,30,11609,1462,9812,533,9,11822,1530,9514,431,10,11491,1823,8692,484,21,11016,745,4856,374,12,5991,81,1634,281,4,1996,9727,63039,4167,199,77136,1238,9450,727,4,11414,832,9177,859,52,10922,1798,19714,2061,279,23851,2764,17762,1585,81,22195,2470,19015,1253,24,22766,2643,18189,874,29,21737,3223,16851,916,33,21020,1507,9413,733,14,11671,168,2841,411,9,3437,16646,122406,9420,535,149012
CED321,627,3196,526,0,4354,439,3009,491,12,3953,1102,6595,1202,103,8994,1675,5689,1035,21,8420,1923,6870,1220,20,10029,2159,8183,1226,18,11576,2257,7769,1060,3,11088,1042,3946,581,3,5574,141,1087,210,0,1439,11367,46344,7550,183,65439,726,2808,462,0,3995,546,2915,387,16,3865,1502,6356,913,78,8847,2449,5354,794,10,8615,2418,6639,886,6,9946,2641,7826,931,8,11407,2573,6765,861,9,10212,1149,3692,599,3,5451,181,1552,320,0,2050,14179,43909,6173,133,64389,1352,6002,988,0,8354,993,5921,881,27,7821,2604,12946,2115,176,17846,4119,11044,1835,32,17038,4332,13508,2103,30,19973,4798,16007,2156,24,22988,4831,14533,1923,12,21294,2194,7638,1182,5,11026,322,2639,528,0,3491,25544,90249,13720,308,129828
