CED_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED225,..,140,163,66,38,30,13,4,0,459,..,427,599,168,126,156,133,56,14,1682,..,138,706,654,827,1453,1951,1656,901,8285,115,177,178,109,104,132,72,42,39,972,5,4,16,8,10,19,27,8,5,92,13620,8286,9253,11118,10978,9903,8198,4607,1684,77649,..,77,5221,13953,13834,12026,10139,5144,1062,61464,..,544,4860,2963,2130,1338,677,151,21,12678,..,55,314,1150,1980,1386,607,429,270,6186,27528,..,..,..,..,..,..,..,..,27528,..,9744,..,..,..,..,..,..,..,9744,..,4580,3651,1035,731,381,66,3,0,10449,..,498,499,157,198,385,428,306,191,2656,..,284,412,138,78,77,33,7,7,1043,..,848,1496,431,348,374,273,111,26,3891,..,263,1316,1367,1717,2531,2953,2288,1199,13627,240,342,354,229,226,248,141,69,57,1907,8,13,27,12,21,25,39,19,6,173,27774,17249,18160,21437,21264,18762,15345,8523,2834,151355
CED226,..,263,215,41,37,26,17,5,3,600,..,1013,1216,209,112,120,101,63,19,2853,..,354,1430,1043,886,1426,1980,1895,1239,10252,79,187,214,106,55,107,104,55,32,940,9,16,13,19,34,44,29,16,0,167,12167,10885,10049,10256,11881,10016,7980,4832,2111,80171,..,80,4337,12281,15552,13342,10035,5185,1256,62072,..,849,5113,2138,1455,995,534,177,38,11306,..,25,160,1076,2067,1199,430,295,266,5501,24565,..,..,..,..,..,..,..,..,24565,..,13492,..,..,..,..,..,..,..,13492,..,3201,3241,613,491,312,47,0,0,7904,..,725,657,177,147,357,405,297,244,3013,..,454,529,94,86,53,30,12,4,1262,..,2128,2838,493,270,274,223,119,45,6390,..,741,2540,1947,1663,2302,2836,2483,1636,16144,154,369,438,205,159,206,175,106,43,1864,23,31,33,35,106,90,56,20,3,400,24742,22089,19895,19058,21995,19138,14786,8686,3535,153918
CED227,..,233,223,58,38,31,12,9,6,613,..,198,348,104,114,151,106,39,12,1065,..,112,570,450,523,1002,1272,1062,462,5452,183,276,186,85,78,102,76,41,24,1048,6,4,12,8,6,56,40,15,0,153,18748,9621,13092,12979,10176,7695,5788,3069,904,82067,..,286,10719,18450,13348,9485,6877,3368,579,63109,..,1414,5974,2742,2038,1217,438,164,23,14017,..,177,1016,1609,1992,999,385,237,109,6509,37812,..,..,..,..,..,..,..,..,37812,..,9541,..,..,..,..,..,..,..,9541,..,5887,3079,686,396,180,42,0,0,10266,..,820,908,281,295,570,605,372,165,4014,..,506,673,205,115,76,35,17,4,1639,..,434,880,306,289,303,206,64,16,2501,..,241,1273,1137,1320,1804,1904,1468,633,9779,346,498,396,214,183,185,132,60,23,2050,12,7,28,17,23,72,65,31,3,259,38171,19825,24950,25657,19993,14893,10693,5776,1553,161503
CED228,..,377,485,114,52,39,27,8,0,1110,..,440,625,209,177,168,118,41,4,1780,..,180,706,587,691,1043,1111,810,333,5470,169,231,196,113,72,82,60,43,24,997,16,10,14,13,25,125,81,7,3,295,22708,10907,17739,16829,10148,8466,5505,2318,720,95334,..,526,15774,25342,12933,9883,6451,2354,349,73599,..,1316,4972,2717,1742,1032,402,74,10,12256,..,219,1263,2124,2241,1374,545,275,127,8157,46126,..,..,..,..,..,..,..,..,46126,..,10477,..,..,..,..,..,..,..,10477,..,5809,4291,1076,478,212,30,0,0,11894,..,1621,1817,535,439,872,817,355,181,6645,..,914,1357,363,184,125,55,17,5,3017,..,1416,2255,648,446,373,261,88,11,5496,..,396,1704,1619,1652,1987,1803,1160,461,10784,334,396,492,250,186,161,109,70,26,2017,29,27,31,29,46,161,138,24,0,490,46487,23112,33953,34690,20350,16193,10607,4410,1165,190971
CED229,..,144,331,59,26,11,9,0,0,580,..,1647,3374,583,203,154,145,58,16,6173,..,993,4145,3480,2553,2405,2258,1412,683,17931,84,191,317,142,83,130,72,46,20,1081,5,17,42,10,17,31,20,5,3,159,9099,8197,19439,13206,10136,8056,6197,3142,1116,78588,..,225,6702,11014,8948,7452,6119,2972,649,44071,..,1738,12005,5297,2867,1670,836,239,33,24691,..,25,215,952,1650,1014,380,234,147,4609,18364,..,..,..,..,..,..,..,..,18364,..,5739,..,..,..,..,..,..,..,5739,..,1606,1414,470,362,191,28,0,0,4073,..,838,907,224,146,194,220,152,88,2765,..,317,713,137,51,33,21,6,5,1279,..,3242,7076,1384,528,390,336,127,34,13119,..,1756,7876,6517,4923,4485,3755,2112,932,32353,170,362,652,320,202,248,145,69,29,2200,10,30,79,21,28,52,30,10,0,271,18546,15872,37626,26332,19712,15736,11873,5924,1916,153537
CED230,..,218,239,98,62,42,28,4,3,701,..,388,515,215,218,290,217,89,15,1948,..,305,790,511,976,2020,2453,2357,1419,10844,176,342,221,89,152,174,125,54,22,1362,3,8,11,9,5,12,8,0,0,55,13080,7563,9120,8345,9625,11109,9584,5824,2205,76448,..,246,5468,8716,10160,12836,11742,6282,1305,56759,..,1618,4462,2486,2271,1847,971,258,30,13924,..,218,1183,1596,1761,1011,504,399,278,6959,26316,..,..,..,..,..,..,..,..,26316,..,5604,..,..,..,..,..,..,..,5604,..,4785,2141,748,670,395,73,6,0,8814,..,736,503,184,281,498,476,289,145,3121,..,464,589,281,180,129,69,25,8,1736,..,867,1280,577,568,637,510,199,23,4668,..,630,1789,1391,2373,4351,4721,3629,1989,20873,371,635,464,279,323,334,262,106,28,2806,5,17,33,18,15,16,12,0,0,126,26698,15825,17908,16272,18613,22063,19332,11184,3821,151713
CED231,..,134,221,56,9,19,15,4,0,466,..,750,1188,229,115,155,121,42,8,2598,..,302,1565,1298,1184,1556,1878,1660,955,10391,94,181,177,115,90,96,98,46,22,919,0,0,7,13,7,21,12,6,0,71,11520,8208,11496,11079,10271,8640,7132,4488,1735,74564,..,158,5598,12484,11961,9863,8150,4699,1081,53993,..,797,5882,3130,1838,1101,459,126,16,13346,..,39,351,1117,1912,1230,575,486,365,6079,23488,..,..,..,..,..,..,..,..,23488,..,8629,..,..,..,..,..,..,..,8629,..,3843,3511,994,924,444,90,3,0,9808,..,623,734,236,278,436,468,350,215,3339,..,337,521,107,66,59,36,11,6,1147,..,1565,2718,634,317,316,254,95,18,5922,..,538,2927,2533,2419,2826,2918,2270,1249,17681,208,322,372,226,200,197,168,70,35,1792,4,5,27,21,29,25,27,5,0,131,23695,16846,22632,21485,19947,16506,13141,8127,2983,145362
CED232,..,178,170,56,47,34,21,7,0,508,..,97,188,74,90,162,118,30,3,760,..,82,408,357,514,972,1268,857,311,4774,147,230,163,87,85,102,73,56,27,969,3,3,3,4,10,20,20,4,0,74,16792,8588,10261,11847,10695,8540,6455,2805,679,76664,..,178,8178,15814,13453,10971,8254,3502,413,60756,..,963,4922,3327,2597,1452,581,153,12,14010,..,91,709,1466,2073,1108,448,236,112,6237,34352,..,..,..,..,..,..,..,..,34352,..,9091,..,..,..,..,..,..,..,9091,..,5828,3084,767,469,179,38,0,0,10364,..,564,560,197,240,466,545,283,143,3004,..,366,395,163,129,101,57,15,7,1230,..,249,468,191,207,322,223,80,10,1755,..,192,950,937,1270,1781,1975,1258,446,8808,297,449,330,217,198,172,145,98,38,1939,4,8,6,13,14,29,32,11,0,128,34659,17979,19603,23086,20655,16583,12290,5644,1179,151675
CED233,..,379,760,89,27,16,8,3,0,1275,..,5716,7806,953,224,138,98,38,8,14980,..,2798,6272,3454,1962,1916,1807,1113,463,19786,66,360,470,133,111,120,67,26,12,1366,16,28,61,17,20,31,21,6,0,198,7359,15600,30597,13378,8164,6443,4771,2375,881,89565,..,344,8456,9936,6599,5483,4239,1990,435,37483,..,3779,17528,6079,2482,1453,699,182,11,32219,..,58,336,1055,1494,948,382,231,215,4723,14710,..,..,..,..,..,..,..,..,14710,..,4186,..,..,..,..,..,..,..,4186,..,1331,1408,423,358,223,40,0,0,3782,..,2031,1744,385,182,294,254,163,97,5146,..,709,1617,233,78,39,22,10,3,2705,..,10565,15862,2324,606,373,207,86,16,30045,..,5132,12380,7178,4128,3668,2976,1648,632,37737,135,698,1008,330,249,215,119,48,17,2817,19,70,121,49,37,58,32,0,6,386,14868,28890,60461,27982,16213,12751,8972,4364,1434,175935
CED234,..,187,285,103,64,45,23,9,3,713,..,451,688,244,134,157,125,55,22,1863,..,214,758,598,648,1138,1608,1947,1178,8086,107,180,183,123,106,100,93,54,37,986,12,11,15,8,29,69,44,13,0,195,13432,9641,10025,11836,11881,10790,8702,6308,2366,84985,..,150,6522,15620,15577,14350,11360,7417,1864,72874,..,699,3458,1857,1459,941,436,163,20,9038,..,25,308,1183,2121,1383,616,545,366,6541,27426,..,..,..,..,..,..,..,..,27426,..,11841,..,..,..,..,..,..,..,11841,..,4639,4521,1235,1040,483,91,8,0,12012,..,728,686,264,256,622,698,538,336,4136,..,439,660,243,163,83,49,24,3,1669,..,1034,1804,568,370,344,242,106,40,4511,..,455,1531,1260,1457,2011,2289,2625,1582,13209,238,326,368,262,214,191,152,97,57,1906,15,19,31,34,60,125,75,22,3,384,27686,20361,19880,22540,22725,20532,16010,11538,4278,165543
CED235,..,158,139,32,49,33,20,5,3,443,..,192,252,102,166,253,198,82,14,1257,..,190,523,474,831,1979,2570,1924,919,9414,157,318,207,98,133,161,133,55,30,1290,6,5,18,10,11,4,0,4,0,50,11350,6549,7573,7616,8633,10253,9767,5093,1592,68425,..,152,4512,7888,9008,11284,11847,5927,1007,51620,..,1221,4201,2535,2332,1920,1104,284,38,13639,..,140,873,1470,1702,946,471,294,197,6088,23159,..,..,..,..,..,..,..,..,23159,..,5480,..,..,..,..,..,..,..,5480,..,4235,2008,761,548,266,60,0,0,7886,..,426,291,129,185,401,394,247,161,2238,..,331,332,123,114,88,48,16,5,1058,..,391,646,256,323,503,410,164,39,2740,..,373,1160,1201,1955,3781,4468,2919,1340,17198,343,547,413,225,251,274,223,95,46,2423,6,12,22,16,17,8,3,4,0,88,23505,13300,14461,14607,16431,19476,19035,9954,2836,133607
CED236,..,215,198,72,48,33,15,10,0,590,..,292,466,148,185,284,209,77,16,1681,..,233,583,514,865,1709,2126,1927,1041,9003,187,350,205,104,126,142,117,58,26,1321,0,9,13,3,8,0,11,6,0,52,12889,7717,8643,8346,9443,10184,8892,5179,1769,73062,..,279,5237,8877,10314,11786,10872,5850,1134,54347,..,1451,4313,2394,2262,1802,969,300,51,13548,..,213,1120,1614,1886,1032,537,340,283,7019,26266,..,..,..,..,..,..,..,..,26266,..,6066,..,..,..,..,..,..,..,6066,..,5269,2289,830,623,363,85,0,0,9459,..,567,421,154,284,465,474,293,140,2799,..,430,498,196,156,105,56,24,7,1477,..,663,1048,433,450,577,484,171,27,3856,..,477,1397,1300,2166,3602,3901,3031,1475,17353,391,651,450,271,290,265,197,105,39,2655,5,13,24,4,11,3,13,10,3,84,26668,16069,16799,16087,18450,19997,17593,10129,3152,144932
CED237,..,259,331,70,58,39,15,9,0,788,..,357,451,151,143,173,133,33,12,1458,..,157,655,519,676,1060,1292,1111,498,5959,135,167,179,87,72,105,74,58,44,924,11,0,6,11,13,47,40,4,0,140,15607,9548,12632,12691,10276,9284,6945,3610,1199,81801,..,419,9769,17199,12890,11445,8877,4010,846,65459,..,722,3641,2046,1343,849,274,74,15,8961,..,83,754,1738,2199,1528,740,479,262,7790,32077,..,..,..,..,..,..,..,..,32077,..,9738,..,..,..,..,..,..,..,9738,..,5874,5645,1683,1032,455,50,0,0,14742,..,978,1125,403,420,740,728,467,241,5103,..,581,852,262,177,119,46,24,0,2056,..,990,1644,512,378,420,260,56,19,4285,..,293,1493,1388,1535,1936,1966,1546,698,10859,279,297,354,232,197,199,126,87,51,1823,8,10,21,25,27,62,72,21,0,246,32368,19976,25297,25491,20193,17758,13137,6781,2133,163135
CED238,..,161,170,50,36,23,9,3,0,453,..,351,437,113,163,265,177,70,13,1591,..,244,602,506,930,2025,2393,2113,1220,10038,156,298,249,115,145,198,116,57,28,1361,3,3,8,5,8,10,4,0,0,30,11662,6950,7802,7919,9371,10767,9346,5215,1910,70944,..,133,4338,8212,10067,12236,11739,5544,1070,53343,..,1402,4464,2658,2414,1976,1083,263,41,14300,..,135,800,1408,1736,985,429,359,235,6075,23769,..,..,..,..,..,..,..,..,23769,..,5550,..,..,..,..,..,..,..,5550,..,4548,1994,692,614,320,58,0,0,8229,..,531,331,163,209,375,401,233,151,2385,..,358,452,146,120,81,38,14,8,1222,..,733,1104,335,365,537,409,144,28,3653,..,559,1474,1340,2216,4001,4237,3204,1645,18677,314,529,465,250,282,358,206,99,50,2552,5,6,18,13,14,6,12,0,0,77,24090,14500,15438,15213,18033,20884,18597,9869,3211,139830
CED239,..,336,484,90,29,22,14,3,0,982,..,1887,3037,576,179,198,121,38,12,6039,..,285,1868,1669,1254,1477,1513,1455,1112,10623,78,180,244,105,82,113,77,42,20,941,10,12,21,5,12,21,21,9,0,116,11563,8637,16432,12497,9213,7254,5060,3757,2003,76417,..,374,7582,12823,9719,7203,4905,3322,1177,47099,..,1003,8521,4734,2304,1205,449,103,4,18331,..,38,337,1089,1594,1109,515,544,441,5675,23304,..,..,..,..,..,..,..,..,23304,..,6658,..,..,..,..,..,..,..,6658,..,3192,2870,980,913,555,107,0,0,8619,..,762,1045,324,298,430,412,307,211,3797,..,791,1250,247,94,52,27,16,4,2471,..,3706,6723,1361,487,431,269,90,22,13094,..,526,3474,3131,2523,2735,2456,1974,1486,18302,158,311,508,259,201,203,124,60,28,1858,10,19,43,22,18,37,26,15,5,196,23478,17389,32353,24964,18153,13963,9292,6434,3384,149406
CED297,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,..,384,226,88,76,67,30,20,0,899,..,461,386,154,273,314,220,74,20,1897,..,353,857,633,1000,1588,1675,1317,582,8005,264,331,270,147,155,223,143,68,20,1619,11,6,8,4,5,28,18,11,0,92,19388,11312,13543,12257,11341,10051,7435,3856,1116,90291,..,441,8728,12978,11727,11095,8593,3971,637,58159,..,2950,6931,3667,2691,1599,604,164,22,18624,..,472,2131,2804,2596,1289,627,417,211,10549,39310,..,..,..,..,..,..,..,..,39310,..,7945,..,..,..,..,..,..,..,7945,..,6622,2849,1079,755,346,61,0,0,11710,..,1074,743,384,486,785,777,443,187,4873,..,802,689,339,245,195,100,36,0,2409,..,916,1059,519,606,739,481,144,30,4493,..,676,1910,1714,2284,3041,2884,1965,809,15284,529,679,613,404,344,384,267,107,35,3357,18,12,20,16,5,39,32,11,0,165,39857,22601,25677,23906,21746,19505,14419,7260,1920,176889
CED302,..,302,293,98,71,58,17,10,3,853,..,603,674,181,185,239,167,53,9,2109,..,177,580,520,765,1281,1696,1550,860,7435,142,245,201,121,111,146,160,73,30,1235,11,7,18,12,18,31,42,10,0,152,15122,9271,9985,12439,11470,9104,7073,4159,1617,80237,..,168,6617,15594,14532,10995,8184,4184,890,61168,..,1346,4795,2989,2105,1217,489,131,20,13101,..,99,598,1652,2120,1087,527,391,289,6767,30613,..,..,..,..,..,..,..,..,30613,..,9410,..,..,..,..,..,..,..,9410,..,4635,2741,894,643,392,74,0,0,9378,..,790,644,269,257,576,633,424,227,3816,..,618,712,256,186,148,69,27,6,2023,..,1308,1621,502,430,489,329,118,19,4821,..,370,1174,1146,1618,2260,2593,2132,1150,12456,298,469,434,275,235,274,259,123,48,2420,19,23,44,23,23,58,69,16,3,267,30929,19239,19391,23601,22156,17490,13229,7554,2653,156240
CED303,..,259,154,69,70,55,34,13,8,663,..,148,217,108,206,289,233,91,19,1317,..,94,312,316,689,1503,2110,1802,827,7662,159,281,196,116,124,163,169,83,33,1327,7,11,12,5,6,13,16,8,0,80,13353,8394,8019,9898,11067,10894,9448,5110,1525,77700,..,177,5499,11514,13003,13332,11654,5630,970,61786,..,1302,3964,2831,2389,1706,828,291,41,13356,..,145,817,1689,2143,1139,545,376,212,7073,27260,..,..,..,..,..,..,..,..,27260,..,8015,..,..,..,..,..,..,..,8015,..,5808,2707,963,638,309,75,5,0,10504,..,640,414,197,247,534,622,428,223,3310,..,530,407,209,219,145,96,33,15,1654,..,353,551,272,454,584,479,192,44,2926,..,235,711,871,1496,2578,3310,2542,1148,12890,344,499,413,261,268,299,275,136,50,2552,11,17,18,13,14,14,27,10,4,138,27613,17718,15507,18828,20879,20654,17909,9646,2700,151462
CED304,..,395,579,108,48,36,17,8,0,1182,..,3445,3755,567,247,212,121,30,14,8393,..,1275,3461,2360,1912,1972,1787,1236,617,14617,86,424,400,135,143,163,137,77,27,1596,7,42,54,18,15,30,21,13,0,191,11012,13317,19803,12815,11055,8049,5287,2730,1038,85098,..,292,7269,12624,11871,8613,5462,2442,462,49039,..,3502,11902,4510,2516,1360,573,127,18,24515,..,66,327,1200,1818,945,318,216,147,5049,21926,..,..,..,..,..,..,..,..,21926,..,7365,..,..,..,..,..,..,..,7365,..,2495,1470,421,294,174,40,3,0,4895,..,1231,1204,264,186,262,262,205,130,3740,..,774,1274,260,115,72,27,12,3,2540,..,6427,7975,1425,646,475,281,85,24,17346,..,2271,6942,5162,4086,3794,3039,1854,818,27975,192,756,859,311,294,274,223,109,41,3059,13,60,94,38,37,44,40,14,3,349,22128,25241,39317,26213,21874,16022,10271,5079,1653,167791
CED305,..,303,154,57,53,36,21,7,4,633,..,386,318,128,173,231,138,51,16,1437,..,370,602,488,734,1343,1446,1296,627,6911,221,336,221,121,189,286,276,123,51,1820,0,10,11,5,6,7,9,4,0,56,14049,7940,9314,9241,9003,9087,6584,3668,1173,70071,..,330,6494,10121,9884,10436,8186,3816,682,49958,..,2062,4762,2690,2171,1610,622,189,36,14147,..,233,1178,1751,1631,843,391,303,207,6532,28572,..,..,..,..,..,..,..,..,28572,..,5296,..,..,..,..,..,..,..,5296,..,4725,1624,687,512,280,53,6,0,7891,..,834,411,173,270,500,479,322,148,3122,..,579,410,181,168,111,63,26,13,1549,..,777,843,378,421,502,327,107,32,3387,..,720,1482,1303,1851,2865,2768,2004,889,13873,501,643,530,337,432,527,505,226,67,3765,11,12,21,9,13,14,14,9,4,99,29083,16210,17751,17631,17349,17684,13411,7000,2066,138195
CED306,..,269,197,70,50,49,31,8,4,667,..,505,599,161,243,261,181,60,6,2008,..,364,635,479,794,1491,1524,1350,660,7299,228,360,297,174,187,315,299,162,55,2081,5,15,22,8,3,14,15,0,3,85,13444,8254,9178,9479,9800,9542,7098,3747,1187,71731,..,248,5255,9817,10671,11070,8692,3924,642,50322,..,2274,5192,2992,2534,1748,742,198,26,15711,..,231,1079,1770,1739,823,407,289,203,6537,27449,..,..,..,..,..,..,..,..,27449,..,5679,..,..,..,..,..,..,..,5679,..,4735,1625,707,503,287,54,0,0,7908,..,753,433,196,277,442,425,325,135,2989,..,516,476,201,168,128,69,22,8,1582,..,1047,1345,460,534,570,364,142,22,4490,..,762,1592,1410,2045,3195,2977,2097,918,14991,477,672,593,361,392,591,606,296,74,4061,8,25,45,16,16,24,19,14,0,163,27933,16940,17629,17926,18880,18884,14357,7311,2029,141885
CED307,..,284,201,66,65,52,29,19,6,716,..,301,314,140,163,193,109,43,10,1277,..,143,431,404,637,1044,1432,1112,473,5683,163,270,207,107,116,109,139,86,37,1239,6,5,4,5,11,16,16,0,0,69,15077,9402,9290,11274,11664,9344,7183,3485,970,77696,..,228,6425,13544,14899,12372,9351,4039,543,61399,..,1539,4790,3073,2415,1404,489,125,3,13833,..,145,884,1810,2085,989,510,288,147,6856,31176,..,..,..,..,..,..,..,..,31176,..,9108,..,..,..,..,..,..,..,9108,..,5758,2774,900,604,221,35,0,0,10296,..,755,538,247,279,484,545,407,204,3459,..,539,543,189,182,123,75,42,11,1703,..,627,830,370,385,395,229,82,20,2939,..,290,988,1042,1435,1863,2163,1560,631,9965,340,489,440,242,255,192,237,137,55,2386,7,16,16,16,17,22,32,3,0,135,31524,19498,18224,21431,22559,18056,13657,6687,1616,153259
CED308,..,456,392,127,110,86,39,15,6,1224,..,698,743,242,305,437,340,119,11,2897,..,238,621,578,925,1703,2357,1739,696,8853,176,350,233,135,146,183,186,103,41,1553,11,16,19,7,17,31,26,14,0,142,16632,10966,12589,12618,12893,11299,9898,5335,1440,93672,..,315,7463,13559,14025,12655,11156,6045,920,66148,..,2175,6848,3929,3071,1954,991,347,47,19359,..,240,1401,2444,2809,1342,604,430,269,9527,33827,..,..,..,..,..,..,..,..,33827,..,8681,..,..,..,..,..,..,..,8681,..,6274,2958,1001,668,382,98,7,0,11382,..,983,818,350,392,729,775,516,232,4799,..,926,952,370,282,205,106,40,9,2890,..,1448,1789,640,722,876,695,290,39,6492,..,451,1344,1405,1989,2869,3504,2485,973,15016,368,626,517,328,314,332,341,173,55,3057,21,22,32,22,38,51,55,23,4,264,34215,22146,24132,24046,24313,21391,18319,10356,2533,181450
