UCL_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
UCL415016,6,17,18,0,3,11,3,13,17,0,26,27,15,101,112,29,50,83,81,29,108,52,35,87,61,38,106,73,19,94,49,13,63,59,16,81,76,10,92,58,0,56,36,0,40,20,0,20,30,7,31,49,0,49,8,25,33,712,413,1128
UCL415017,0,15,12,6,7,8,5,10,14,4,33,31,16,96,112,11,50,69,46,25,74,33,42,75,37,30,69,51,23,76,31,30,56,39,12,54,61,12,68,29,4,33,24,3,27,8,0,9,23,9,34,28,6,27,3,17,14,451,413,861
UCL415018,6,11,12,0,3,3,0,11,11,0,21,23,7,57,61,16,52,67,58,15,70,38,31,64,35,26,60,56,16,70,28,13,37,27,14,41,38,12,52,24,0,28,23,0,27,11,0,12,27,6,27,38,5,40,11,16,26,441,300,740
UCL415019,4,9,14,0,3,9,0,0,3,0,7,9,7,29,36,9,18,25,24,8,27,25,10,36,33,18,52,46,10,54,31,11,45,39,7,45,87,7,89,70,4,70,53,0,52,34,0,32,58,3,56,64,0,65,12,4,18,598,151,745
UCL415020,5,3,6,0,4,4,3,7,10,8,13,20,5,54,58,7,30,39,38,17,55,47,38,85,31,16,48,59,13,69,36,19,55,44,10,50,84,10,90,65,0,65,58,3,57,18,0,18,35,0,37,44,0,45,0,16,18,587,248,832
UCL415021,9,11,21,9,6,16,9,16,22,7,55,62,27,155,184,28,98,128,108,47,155,87,59,149,98,55,151,105,32,138,53,20,75,80,13,92,134,27,162,79,4,82,64,8,69,26,5,28,56,4,59,57,0,57,20,25,45,1045,641,1694
UCL415022,3,0,7,0,4,4,0,0,0,3,13,12,8,20,26,7,16,25,45,8,54,25,15,36,48,17,64,37,18,54,29,9,40,44,0,45,92,6,103,53,0,53,50,0,54,26,0,26,40,0,40,36,0,37,7,0,5,554,142,697
UCL415023,7,5,10,3,6,3,4,3,5,0,20,20,9,33,40,9,17,28,34,7,45,25,12,40,26,13,38,25,0,32,12,3,16,12,6,13,44,6,47,23,0,23,11,0,12,9,0,9,12,3,14,21,0,20,3,12,15,269,151,418
UCL415024,11,16,20,10,9,15,3,21,27,6,52,52,27,140,170,29,81,113,118,39,158,69,24,86,63,44,107,71,17,88,41,16,61,30,9,36,62,4,72,34,0,33,18,0,18,6,0,7,8,6,13,67,5,72,10,28,41,671,508,1183
UCL415025,0,0,4,0,0,0,0,0,0,0,3,3,3,4,8,9,3,10,17,0,15,11,3,18,23,3,27,18,6,21,19,0,18,20,0,22,48,0,50,41,0,41,37,0,37,25,0,25,36,0,38,22,0,22,0,0,0,323,33,353
UCL415026,0,12,15,10,9,19,0,14,14,3,34,33,20,95,113,18,72,87,97,50,143,73,42,118,89,25,117,91,22,113,47,22,73,69,13,82,113,16,124,75,0,79,70,3,75,38,0,38,69,3,73,56,0,58,0,19,17,953,442,1391
UCL415027,0,0,0,0,0,0,3,3,7,0,0,0,5,5,10,3,10,13,14,5,19,13,12,23,18,8,29,17,3,24,23,4,27,19,3,22,53,3,56,62,0,62,26,0,26,17,0,17,20,0,20,26,0,26,4,6,7,324,68,390
UCL415028,0,10,8,0,0,0,0,6,7,6,12,9,9,16,25,9,13,23,17,20,41,15,19,32,36,16,54,33,5,40,20,6,28,29,5,32,34,3,43,19,6,23,22,0,24,5,0,5,20,10,30,24,0,24,3,4,3,300,165,464
UCL415029,14,27,44,8,15,20,11,39,51,3,78,85,40,185,228,48,116,166,144,49,197,130,63,194,95,65,156,114,31,142,79,26,108,86,15,99,130,20,155,84,0,84,60,0,60,27,0,27,57,4,58,78,8,76,34,38,70,1235,791,2024
UCL415030,12,16,34,12,11,26,10,29,44,10,68,74,39,206,245,35,101,137,193,63,256,131,58,193,122,50,172,166,44,218,57,30,84,63,17,84,116,28,144,60,4,65,61,6,69,21,3,26,49,13,63,93,4,97,28,53,78,1306,812,2116
UCL415031,6,0,4,0,0,0,0,4,4,0,3,3,4,9,17,6,8,15,19,10,24,22,10,29,23,12,29,32,3,30,32,4,33,24,0,30,46,0,55,38,4,39,31,0,31,4,0,4,16,6,16,34,0,34,4,0,8,341,66,413
UCL415032,8,7,18,4,6,12,5,12,18,5,22,25,21,89,113,14,62,80,100,38,140,68,23,101,65,37,99,73,17,86,36,9,47,54,12,67,51,7,66,51,0,56,21,0,21,12,0,8,28,12,36,49,0,48,12,9,19,678,379,1054
UCL415033,0,0,0,0,0,0,0,4,4,4,5,9,8,19,27,4,13,17,25,8,34,11,14,30,21,11,32,32,9,41,21,5,25,21,6,24,33,0,37,19,0,19,10,0,10,8,0,14,11,4,15,14,0,21,3,4,12,262,121,382
UCL415034,0,12,9,0,6,5,0,6,3,0,19,19,4,36,41,6,32,39,27,11,36,23,25,50,17,18,37,32,29,59,22,5,33,23,5,31,56,5,65,28,0,29,23,0,24,17,0,17,29,3,33,25,3,27,5,14,17,344,221,569
UCL415035,4,13,20,0,13,15,0,20,17,8,42,50,11,111,121,16,33,56,62,19,85,36,29,61,29,24,49,33,12,46,18,15,36,15,7,22,20,4,25,10,0,9,7,0,10,0,0,3,3,3,11,24,0,29,3,22,24,316,359,676
UCL415036,5,7,9,5,3,4,0,6,4,0,20,20,3,54,63,10,33,40,43,17,63,27,13,44,31,19,50,25,12,45,17,13,28,11,3,19,18,6,24,17,0,17,19,4,20,8,0,8,19,8,25,17,0,17,8,14,18,299,229,529
UCL415037,13,29,41,12,10,25,7,33,40,7,73,80,39,161,202,41,113,152,136,85,224,111,78,187,113,57,169,132,51,183,83,24,111,76,24,100,148,23,172,80,11,87,34,15,53,30,4,31,59,17,78,80,13,96,15,57,75,1220,882,2098
UCL415038,3,12,18,0,3,3,0,3,7,0,8,13,9,29,41,6,22,33,30,13,43,25,19,38,29,30,53,24,16,36,17,14,33,19,7,31,42,20,57,23,7,30,18,5,28,8,3,11,22,10,30,33,0,33,3,13,12,325,232,558
UCL415039,0,0,0,3,0,4,0,4,3,0,0,0,0,3,7,3,4,9,7,11,16,4,11,12,8,19,24,23,33,58,24,31,57,19,42,65,87,138,218,84,4,90,113,39,154,84,10,97,300,85,385,75,21,97,3,16,24,847,472,1318
UCL415040,5,4,4,0,0,0,0,7,11,4,19,28,14,73,93,15,28,42,52,22,76,36,23,58,39,12,55,39,12,56,15,6,18,20,3,27,32,6,42,18,0,21,7,4,8,0,0,0,11,4,11,22,0,19,7,8,18,345,250,593
UCL415041,9,8,15,7,11,14,4,16,20,7,18,25,21,106,134,26,87,106,96,53,151,73,43,118,94,54,147,118,50,165,72,30,101,61,15,78,174,49,227,112,4,120,83,4,90,70,0,68,133,10,140,86,4,94,8,26,36,1259,594,1851
UCL415042,4,7,10,4,0,0,0,8,7,0,15,21,11,87,99,4,55,59,67,26,96,31,18,53,36,22,54,41,20,62,27,10,41,19,7,29,56,19,73,32,0,37,24,0,25,8,0,8,21,0,22,25,0,25,7,17,28,424,329,755
UCL415043,9,4,10,0,3,5,6,8,8,9,10,14,11,35,46,20,9,27,43,11,50,28,20,48,32,17,48,54,18,73,54,8,62,58,8,66,152,10,162,95,0,95,59,0,64,37,0,37,61,0,67,78,6,83,9,13,26,814,192,1000
UCL415044,3,0,3,0,0,0,0,0,0,0,0,4,0,10,11,8,4,12,4,10,16,25,12,36,17,11,30,25,9,36,29,11,43,36,5,41,84,6,89,74,0,74,50,0,54,27,0,27,37,0,37,31,0,31,0,0,0,466,80,544
UCL415045,5,3,9,7,3,11,3,14,12,0,25,29,15,79,92,13,65,80,82,21,104,50,31,78,27,36,62,57,17,73,20,19,33,29,7,35,34,7,46,23,5,25,17,4,20,3,0,5,14,5,19,22,3,26,8,41,54,417,387,805
UCL415046,18,19,41,12,8,20,0,27,27,9,61,73,40,182,224,40,80,118,191,64,254,129,68,197,122,48,172,109,39,148,50,22,66,60,12,71,100,34,136,66,5,72,37,9,41,19,0,21,47,11,63,86,6,89,30,49,82,1176,743,1918
UCL415047,3,3,3,0,4,5,3,7,6,0,9,9,6,33,42,12,26,39,42,9,49,37,12,57,47,23,69,39,17,58,39,17,54,52,6,60,88,10,96,66,0,66,55,4,55,41,0,41,54,0,50,48,0,45,3,3,12,630,181,812
UCL415048,0,5,4,4,4,6,4,9,11,3,9,16,16,42,54,13,24,39,44,11,52,37,20,53,68,17,86,52,10,62,28,7,38,48,6,55,87,3,93,66,0,63,55,0,58,35,0,35,75,3,81,39,4,43,3,12,14,676,192,868
UCL415049,5,5,7,3,0,3,3,10,11,3,22,28,8,45,58,7,28,33,32,26,58,43,17,59,36,11,49,51,13,66,25,10,38,26,5,32,72,7,80,50,0,48,44,0,47,27,0,27,44,0,49,41,0,41,0,7,8,526,211,736
UCL421001,5,6,11,9,8,8,0,6,13,0,25,27,9,71,80,6,36,44,59,26,79,30,18,50,29,9,40,33,19,53,19,10,24,20,3,22,27,10,37,26,4,24,14,4,10,4,0,5,9,5,17,20,3,22,9,15,23,325,267,592
UCL421002,0,0,0,0,3,3,5,0,3,0,0,3,3,20,27,5,10,11,17,8,21,11,8,19,6,11,21,14,0,14,5,0,4,5,5,19,11,0,17,13,4,13,3,0,3,6,0,6,14,0,14,7,0,7,6,11,11,131,81,216
UCL421003,0,0,0,0,4,5,0,0,0,0,4,8,0,16,16,3,7,18,13,8,20,14,8,28,17,10,29,15,4,25,16,0,17,11,7,21,51,0,50,22,0,26,16,3,18,11,0,11,17,4,17,26,0,23,0,0,0,250,79,336
UCL421004,5,4,4,0,4,6,0,6,6,0,19,19,9,52,66,3,36,42,42,21,62,25,21,44,18,14,27,29,10,41,11,3,11,13,3,16,16,6,23,13,0,17,11,0,11,0,0,0,8,9,17,23,0,23,4,5,8,230,209,439
UCL421005,3,0,3,0,0,3,3,9,9,0,12,14,9,33,40,5,7,11,24,8,31,17,12,34,11,15,30,18,7,23,9,6,17,15,3,26,17,3,22,17,0,17,18,0,12,5,0,5,3,5,8,22,0,18,4,3,13,202,137,337
UCL421006,3,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,11,0,13,8,0,12,8,0,15,12,0,14,10,0,10,12,0,12,34,4,36,28,0,28,15,0,15,15,0,15,26,4,28,30,0,30,0,0,0,213,19,229
UCL421007,0,9,4,4,6,4,0,6,7,0,3,3,4,13,17,0,17,12,19,20,36,23,12,36,16,22,34,21,15,39,13,7,22,12,8,19,20,11,36,13,5,16,6,3,10,15,0,14,5,9,14,11,0,11,0,12,17,188,170,359
UCL421008,0,5,5,3,0,4,0,3,7,3,6,14,5,38,43,9,20,25,25,11,39,19,12,33,22,14,35,37,12,50,12,3,15,12,6,19,22,5,30,23,0,24,12,3,20,7,0,7,13,3,22,26,0,26,5,7,15,263,169,433
UCL421009,0,0,3,0,0,0,0,7,8,3,7,10,5,19,25,0,10,14,16,3,15,14,12,19,11,8,22,30,8,38,6,9,17,24,6,23,33,6,42,14,0,16,17,3,21,9,0,9,9,0,11,7,0,7,3,7,12,203,104,313
UCL421010,0,0,0,0,0,0,0,0,0,0,4,4,0,8,13,7,5,8,13,0,15,3,4,10,13,6,16,8,3,11,8,3,10,11,3,10,28,3,34,20,0,24,16,0,16,10,3,12,10,0,15,12,0,12,4,0,3,168,51,221
UCL421011,0,6,10,0,0,0,3,5,7,4,10,13,9,40,45,0,18,15,19,3,22,22,11,31,15,14,27,15,5,21,6,5,12,6,0,13,18,6,20,16,0,16,3,0,3,0,0,0,4,0,6,14,4,13,0,7,9,156,126,282
UCL421012,0,0,0,0,0,0,0,5,9,0,7,7,5,42,46,3,12,13,31,9,36,23,7,33,12,5,17,12,10,18,14,7,20,10,8,15,12,6,14,8,0,8,0,0,0,9,0,9,4,0,4,15,5,14,4,3,10,154,115,269
UCL421013,0,7,3,4,0,4,3,0,3,0,7,3,0,12,11,0,5,3,13,5,14,23,11,29,13,8,22,20,4,33,14,5,16,26,3,32,43,6,47,31,5,36,33,0,31,16,0,16,18,6,24,26,0,26,0,3,3,285,71,358
UCL421014,4,0,4,0,0,0,0,5,5,0,6,6,8,14,16,0,9,15,13,8,20,8,9,20,20,4,23,13,0,15,16,4,14,16,0,13,26,3,26,18,0,22,22,0,17,4,0,4,19,0,21,4,0,4,3,6,7,186,72,258
UCL421015,3,9,12,0,0,0,4,4,6,0,8,7,3,18,24,10,11,22,20,12,23,8,8,18,10,5,17,12,4,18,14,0,11,9,5,18,18,0,15,7,0,7,9,0,9,5,0,5,8,0,6,15,0,15,0,4,6,150,83,236
UCL421016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,10,3,3,10,5,0,12,4,0,4,6,0,10,5,0,5,23,0,20,10,0,10,17,0,17,7,0,7,42,0,40,9,0,9,0,0,0,156,21,180
UCL421017,0,0,0,0,0,0,0,6,6,0,4,4,0,3,5,4,7,6,4,4,10,12,0,12,5,8,18,9,5,16,8,4,9,9,4,15,35,0,35,13,0,13,5,6,9,0,0,0,7,0,7,18,0,18,0,0,0,136,36,178
UCL421018,7,4,6,0,0,0,0,11,8,4,9,15,5,34,44,9,22,26,27,12,38,14,23,44,15,22,36,28,14,38,26,16,37,24,5,31,43,7,53,26,4,30,16,3,16,5,0,5,13,4,13,20,4,24,7,13,22,286,202,494
UCL421019,3,3,3,0,0,0,0,8,8,0,8,8,0,22,20,5,8,11,17,10,20,5,16,22,14,7,18,22,11,28,7,7,19,5,0,13,30,4,33,17,0,17,0,0,4,3,0,8,11,7,18,23,0,23,0,6,6,155,119,276
UCL421020,0,7,4,0,3,4,0,6,7,0,11,11,0,26,24,4,7,10,12,3,16,13,6,20,17,5,22,20,3,29,12,8,23,10,3,15,19,0,21,8,0,8,6,0,6,5,0,5,8,3,9,5,0,11,0,9,12,149,96,245
UCL421021,0,0,0,0,0,0,0,4,4,0,10,10,7,28,38,4,16,18,14,7,18,15,7,21,15,11,27,12,5,19,10,0,14,0,0,5,15,0,19,10,0,10,4,0,4,8,0,8,0,0,0,12,0,7,4,4,8,126,100,224
UCL421022,0,5,7,0,0,0,0,3,3,0,6,6,4,24,25,11,17,22,18,6,21,19,14,26,11,10,24,28,8,40,21,4,22,20,0,22,44,9,56,31,0,31,26,0,26,12,0,12,18,0,18,21,0,21,3,4,11,293,113,402
UCL421023,0,0,0,0,0,0,0,0,0,0,7,7,5,15,21,4,7,12,13,5,21,13,12,25,14,7,25,18,7,25,24,10,34,15,4,18,30,9,37,22,0,22,11,0,11,5,0,5,16,0,16,23,3,26,3,6,8,208,106,318
UCL421024,0,7,7,0,0,3,4,4,5,3,13,14,7,34,40,6,9,21,26,8,35,23,12,32,20,8,25,25,17,36,15,6,19,3,0,8,22,6,33,11,0,16,10,0,10,0,0,0,7,0,10,23,0,24,12,13,17,210,148,356
UCL421025,0,4,8,0,0,0,0,9,9,0,16,16,7,55,62,3,20,32,42,6,54,24,14,40,30,19,46,23,5,24,19,8,21,7,0,7,21,0,20,6,0,6,0,0,0,4,0,4,3,5,6,17,3,21,0,13,10,215,171,384
UCL421026,3,5,3,3,7,8,0,6,3,5,14,14,8,45,47,5,18,23,30,12,47,19,12,27,21,5,23,26,3,36,14,4,20,13,4,18,17,6,24,9,0,9,6,0,6,9,0,9,0,0,4,15,0,17,5,18,17,206,140,348
UCL421027,0,4,4,0,0,0,0,3,3,4,8,13,0,23,24,5,8,15,12,7,18,14,12,29,12,3,20,22,5,25,10,5,15,14,0,12,13,0,13,13,0,13,16,0,16,4,0,4,4,0,3,9,0,10,3,6,6,162,91,252
UCL421028,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,5,7,0,6,7,0,8,8,0,9,6,0,6,0,0,4,8,0,13,23,0,28,19,0,19,17,0,17,11,0,11,31,0,31,11,0,11,0,0,0,160,9,171
UCL421029,0,12,12,0,0,0,0,3,3,0,3,3,6,26,29,0,13,15,8,4,17,9,6,17,12,6,21,10,8,15,3,0,7,6,3,11,16,4,22,9,5,12,5,0,4,0,0,0,6,0,6,20,0,23,0,8,13,121,110,233
UCL421030,0,5,5,0,4,4,0,7,5,0,3,3,0,23,20,6,10,15,17,19,34,5,14,20,13,7,20,15,13,26,5,4,11,16,4,18,26,4,29,16,5,16,4,0,6,0,0,0,11,5,12,9,0,9,0,3,3,142,134,272
UCL421031,4,0,4,0,3,3,0,3,3,5,9,7,9,21,27,3,13,17,16,7,29,13,15,25,17,5,24,20,3,19,11,0,12,11,0,13,23,5,30,20,0,20,9,0,9,8,0,8,14,4,15,8,0,12,11,3,10,196,101,295
UCL421032,0,3,6,0,0,0,0,4,3,0,15,15,6,20,27,6,8,11,13,11,22,8,13,26,15,9,27,14,5,24,12,7,12,18,7,19,31,3,35,9,0,11,6,0,6,3,0,3,0,0,4,9,0,12,4,9,8,145,120,270
UCL421033,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,6,0,6,7,0,7,3,4,7,14,0,14,5,0,6,9,3,13,4,0,10,0,5,5,8,0,6,5,0,9,0,0,0,0,4,7,18,0,18,4,5,8,85,32,118
UCL421034,6,12,11,0,0,0,0,11,9,3,22,26,7,51,60,13,9,20,33,13,44,22,16,41,24,21,48,17,21,38,15,9,23,16,5,30,27,13,39,15,5,18,9,0,14,3,0,3,7,3,14,38,4,41,7,15,18,281,226,507
UCL421035,5,0,3,0,0,5,0,10,11,0,15,16,9,42,48,8,21,30,18,4,31,23,12,34,17,5,21,26,6,33,11,8,21,19,9,24,22,6,25,8,0,7,12,0,12,0,0,0,7,0,7,10,0,14,3,4,11,197,153,346
UCL421036,3,0,6,0,0,0,0,0,0,0,3,3,0,8,9,0,0,5,7,0,12,15,4,20,13,3,15,17,10,25,9,6,12,20,3,24,24,3,36,34,0,34,40,0,36,17,0,17,26,0,26,34,0,30,0,4,7,261,57,313
UCL421037,4,4,11,4,0,6,0,8,15,4,19,17,9,36,39,5,16,23,19,13,34,20,24,42,18,20,39,17,6,24,19,3,21,18,6,23,27,7,37,17,0,11,12,3,18,5,0,10,11,7,14,23,4,26,4,14,19,232,202,434
UCL421038,0,3,3,0,0,3,0,0,0,0,4,4,3,19,19,0,9,5,18,7,27,14,9,16,21,6,25,18,0,22,10,5,16,13,0,17,33,4,33,25,0,29,30,3,27,19,0,19,46,4,49,14,0,10,0,3,3,264,77,342
UCL421039,0,0,3,0,0,3,0,0,0,0,5,5,0,11,8,0,3,4,7,0,13,15,6,21,18,6,23,12,0,15,11,0,10,13,0,13,48,4,48,14,0,14,13,0,13,3,0,3,9,0,8,20,0,20,0,5,6,181,48,229
UCL421040,3,0,3,0,0,0,0,3,3,4,7,7,5,5,12,7,3,7,9,0,9,8,4,10,4,5,12,19,0,25,9,3,6,11,0,11,23,0,23,17,0,17,11,0,11,14,0,14,15,0,19,24,0,32,0,0,0,181,32,217
UCL421041,0,3,3,0,0,0,0,0,0,0,5,5,0,24,25,8,7,11,9,9,20,0,8,13,11,3,14,12,3,19,9,7,19,6,0,11,19,4,26,12,0,12,7,0,7,4,0,7,14,0,14,15,0,15,4,4,5,138,82,214
UCL421042,0,5,9,0,0,3,0,9,9,0,16,16,7,40,47,3,21,27,31,3,37,24,10,32,29,4,32,33,8,38,5,10,18,15,7,18,23,0,24,7,0,7,0,4,4,3,0,3,0,5,8,13,0,19,0,4,7,211,146,350
UCL421043,4,4,11,0,3,3,0,0,4,0,16,16,4,37,41,5,19,25,32,14,38,18,10,26,12,11,23,13,10,27,13,3,15,4,0,6,16,0,17,12,0,13,7,0,4,0,0,0,3,3,9,11,0,11,6,7,18,161,145,306
UCL422001,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,9,8,4,13,3,4,12,4,0,7,9,0,11,6,0,7,8,0,8,16,0,16,8,0,8,3,0,3,0,0,0,6,0,6,5,0,5,0,0,0,74,22,96
UCL422002,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,4,0,5,3,4,6,3,0,5,3,3,6,3,3,7,0,4,4,6,0,7,0,0,0,3,0,4,0,0,3,0,0,0,19,0,19,11,4,15,69,24,97
UCL422003,3,4,3,0,0,0,0,4,4,0,4,4,10,22,24,0,9,12,7,3,12,8,12,13,7,3,14,15,0,16,6,3,10,4,0,8,7,7,6,10,0,11,0,0,0,0,0,0,0,3,0,9,0,9,5,4,5,79,78,156
UCL422004,3,6,3,0,0,0,0,5,5,0,14,14,0,34,34,0,7,7,12,4,13,8,7,9,8,0,8,5,0,5,0,0,0,0,4,5,0,4,5,0,0,0,6,0,7,0,0,0,7,0,13,4,0,3,0,0,0,56,85,143
UCL422005,0,0,0,0,0,0,0,0,0,0,3,3,3,17,20,0,4,4,7,3,13,4,9,17,3,4,14,9,0,13,3,0,6,4,0,7,4,3,7,3,3,4,0,0,4,0,0,0,0,4,4,3,0,3,0,0,0,58,54,112
UCL422006,0,0,0,0,0,4,0,0,0,0,7,7,5,16,20,0,12,14,12,11,23,5,11,18,4,10,14,9,6,12,9,0,14,3,3,9,14,3,19,5,5,11,6,0,6,4,0,4,9,0,9,15,0,14,0,0,5,103,92,196
UCL422007,0,0,8,0,0,0,0,0,4,0,7,5,0,25,25,4,8,10,8,0,6,12,8,18,3,5,7,6,0,9,3,0,7,0,3,3,7,0,10,0,0,3,0,0,0,0,0,0,4,0,3,4,0,4,0,0,3,63,73,133
UCL422008,0,6,8,0,0,0,0,0,0,0,3,3,4,8,11,3,6,10,10,0,10,11,6,20,10,4,17,11,4,14,5,4,7,8,0,8,23,3,24,17,0,17,0,0,0,0,0,0,6,0,6,15,0,12,3,4,9,119,47,170
UCL422009,0,4,4,0,0,0,0,6,6,0,3,5,0,11,11,0,6,11,3,0,6,5,5,13,11,6,15,4,3,10,5,4,7,6,0,4,0,3,5,10,0,10,5,0,5,0,0,0,0,0,0,10,0,10,0,4,3,67,49,116
UCL422010,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,5,5,10,0,13,8,0,10,0,3,3,7,4,12,0,6,3,8,0,4,19,0,20,15,0,15,7,0,7,6,0,6,13,0,13,14,0,14,0,0,0,115,25,138
UCL422011,0,0,3,0,0,0,0,0,0,0,5,5,9,19,21,0,5,5,16,5,17,7,5,11,9,8,13,6,0,9,4,0,3,4,3,3,0,3,6,6,0,6,0,0,0,0,0,0,0,0,0,8,0,8,0,6,6,59,52,112
UCL422012,0,0,0,0,0,0,0,6,6,0,3,6,0,16,13,4,10,10,17,6,17,8,3,16,7,9,14,11,0,15,14,0,17,14,0,11,23,4,24,12,0,12,5,0,5,0,0,0,4,0,4,10,0,13,0,0,0,134,57,191
UCL422013,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,4,7,0,0,3,3,0,0,11,3,13,8,0,6,3,0,3,15,0,15,20,0,20,6,0,6,3,0,3,12,0,12,10,0,10,0,0,0,97,14,111
UCL422014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,4,7,0,0,4,3,9,10,5,0,5,3,0,5,3,0,3,9,0,9,6,0,6,8,0,8,0,0,0,7,0,10,9,0,9,0,0,0,62,20,79
UCL422015,0,8,5,0,0,3,0,0,0,0,11,11,6,30,30,6,10,18,20,7,26,12,9,25,13,7,19,13,8,24,10,0,13,4,4,10,8,4,6,0,0,0,0,0,0,0,0,0,3,0,3,4,4,3,0,3,3,104,105,200
UCL422016,0,0,0,0,0,0,0,0,0,0,5,5,3,8,12,0,4,4,8,0,6,7,0,14,3,3,6,9,0,9,4,0,4,0,0,3,5,0,5,0,0,0,8,0,4,0,0,0,0,0,3,10,0,10,3,0,4,57,30,93
UCL422017,0,3,4,0,0,0,0,4,4,0,9,9,0,15,9,4,9,12,4,0,10,4,5,7,6,5,9,4,0,5,0,3,3,7,3,6,10,3,11,0,0,0,0,0,5,0,0,0,6,0,3,3,0,3,4,0,7,51,53,107
UCL422018,0,3,4,3,0,6,0,3,3,0,4,3,0,14,18,0,3,3,9,0,7,3,3,8,11,7,14,0,0,4,7,0,7,4,0,10,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,48,44,96
UCL422019,0,3,10,0,3,3,0,10,9,0,9,9,7,28,39,5,10,20,28,4,31,14,3,20,6,13,22,18,5,25,12,0,13,7,0,3,5,7,13,5,0,4,8,0,6,0,0,0,0,0,6,19,3,22,4,10,20,139,123,260
UCL422020,0,0,0,0,0,0,0,0,0,0,4,8,4,13,14,0,14,13,6,12,13,10,3,14,4,9,14,9,9,19,0,0,6,5,3,11,12,6,13,12,3,15,9,0,7,0,0,0,4,0,5,9,0,11,0,11,11,86,91,174
UCL422021,0,4,4,0,4,4,0,0,0,0,0,0,0,15,15,0,8,6,8,3,10,0,9,10,3,7,12,4,9,13,0,11,12,3,0,10,6,5,10,4,0,7,3,7,7,0,0,0,6,0,7,10,0,10,5,9,10,56,98,155
UCL422022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,3,8,9,3,11,6,3,10,0,0,0,0,6,5,6,0,3,0,0,0,0,0,0,0,0,0,8,0,8,0,0,3,56,19,74
UCL422023,6,0,5,0,0,0,0,0,0,0,4,3,6,6,11,4,10,10,9,7,15,3,3,4,9,0,9,8,4,6,9,5,12,6,0,6,9,4,6,3,0,3,0,0,0,0,0,0,0,0,0,7,0,6,3,3,9,68,44,113
UCL422024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,7,6,0,10,5,3,3,8,6,4,0,4,6,7,0,8,3,0,3,0,0,5,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,47,20,64
UCL422025,0,0,4,5,0,6,0,0,0,0,8,8,5,23,27,6,9,13,13,0,21,9,3,9,7,0,13,5,6,16,3,0,3,7,6,13,5,0,3,8,0,8,3,0,3,0,0,0,0,0,0,8,0,8,4,6,9,76,77,156
UCL422026,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,4,10,4,12,9,5,10,4,0,8,6,4,9,7,0,4,18,0,17,13,0,13,17,0,17,4,0,4,13,0,13,14,0,13,0,0,0,126,24,151
UCL422027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,0,3,0,7,4,0,3,4,0,9,6,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,11,36,44
UCL422028,0,0,0,0,0,0,0,0,0,0,4,4,0,7,8,0,3,7,11,3,16,0,6,10,10,3,11,8,0,8,0,0,0,3,6,8,6,0,12,5,0,5,6,0,6,0,0,0,0,0,0,7,0,7,0,4,5,72,35,104
