POA_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
POA6157,3802,9630,1896,3292,167,363,2063,3654,181,229,151,222,36,71,0,0,4,11,372,534,0,0,0,0,3,7,0,0,3,7,25,48,6262,13872,532,..,6793,13872
POA6158,1982,5485,233,494,335,687,570,1182,60,91,163,229,182,289,35,65,4,3,449,675,0,0,0,0,3,3,9,20,18,27,3,4,3022,7377,296,..,3321,7377
POA6159,532,1355,111,236,460,867,567,1098,18,39,87,162,539,972,0,0,0,0,648,1174,0,0,0,0,12,10,6,4,15,18,0,0,1762,3645,284,..,2054,3645
POA6160,1679,4028,654,1200,731,1351,1387,2551,244,335,306,458,663,973,69,97,6,14,1282,1876,0,0,6,11,77,74,5,13,89,97,22,38,4461,8590,679,..,5137,8590
POA6161,73,151,57,123,0,0,57,123,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,24,29,0,0,31,39,20,27,184,345,57,..,238,345
POA6162,3656,9036,505,933,320,644,818,1576,115,156,219,324,49,86,0,0,32,55,412,625,3,6,166,255,8,4,14,30,188,293,15,22,5087,11562,484,..,5570,11562
POA6163,17137,42923,3189,5556,678,1286,3867,6847,532,838,552,838,528,844,141,233,61,128,1818,2881,0,0,0,3,10,18,6,3,19,27,35,48,22871,52728,1924,..,24792,52728
POA6164,20147,58131,1584,3145,407,813,1991,3961,279,407,371,573,503,829,163,242,28,50,1350,2105,0,3,0,0,9,14,3,3,14,16,12,29,23517,64245,1443,..,24958,64245
POA6165,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,9,10,6,11,39,75,3,..,41,75
POA6166,3627,9739,139,283,23,65,163,352,29,49,0,0,0,0,0,0,0,4,34,56,15,19,272,402,24,27,0,0,305,448,6,5,4127,10590,230,..,4359,10590
POA6167,9519,24991,350,566,95,158,440,720,330,466,151,261,0,0,0,0,10,18,490,743,0,6,0,0,21,19,4,3,22,26,16,19,10486,26502,878,..,11358,26502
POA6168,7921,18509,1241,1768,453,726,1691,2492,605,871,125,189,318,481,34,54,11,21,1088,1612,141,199,88,134,36,39,5,6,274,386,21,24,10989,23020,1340,..,12331,23020
POA6169,12897,32264,359,532,41,67,400,595,512,729,40,65,0,0,0,0,19,48,572,837,5,3,0,0,0,0,0,0,4,4,3,13,13883,33717,1388,..,15270,33717
POA6170,5583,16350,135,267,7,10,141,279,26,35,77,114,11,8,0,0,0,10,114,168,0,0,0,0,14,11,0,0,14,11,4,6,5853,16816,364,..,6215,16816
POA6171,12251,35319,318,562,102,163,421,720,0,0,39,52,0,0,0,0,7,13,47,68,36,63,26,30,3,7,53,75,117,172,8,17,12845,36304,816,..,13660,36304
POA6172,4352,12382,276,438,11,36,288,467,0,0,0,0,0,0,0,0,6,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,4638,12856,292,..,4931,12856
POA6173,3891,11766,29,73,13,13,38,88,12,16,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,3,5,3944,11868,256,..,4200,11868
POA6174,1952,5316,37,73,7,13,44,88,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,21,64,2020,5465,196,..,2222,5465
POA6175,1367,3818,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,1368,3823,157,..,1524,3823
POA6176,688,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,3,0,692,2023,48,..,742,2023
POA6180,2343,6475,7,10,0,0,7,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2351,6495,182,..,2532,6495
POA6181,148,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,151,456,5,..,162,456
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA6207,404,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,24,0,0,7,28,9,20,416,1198,29,..,444,1198
POA6208,4676,11491,257,402,23,39,286,442,11,8,0,0,0,0,0,0,4,4,9,12,121,168,10,19,0,8,0,3,141,201,6,18,5120,12168,883,..,5996,12168
POA6209,733,1754,6,11,0,0,6,11,0,0,0,0,0,0,0,0,3,11,3,11,74,106,19,30,0,0,0,5,91,136,0,0,837,1909,78,..,913,1909
POA6210,25276,60890,3593,5496,1103,1863,4692,7359,463,673,203,378,212,385,131,248,33,46,1036,1723,55,87,103,134,56,67,15,12,224,302,37,60,31272,70333,6185,..,37455,70333
POA6211,2969,7556,79,105,32,50,108,153,4,4,0,0,0,0,39,79,5,5,45,87,38,54,42,57,0,0,0,0,80,111,4,3,3209,7918,900,..,4108,7918
POA6213,268,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,5,8,0,0,9,25,0,7,284,672,69,..,354,672
POA6214,243,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,5,14,0,0,242,681,46,..,294,681
POA6215,1536,3679,101,164,0,0,105,166,0,0,0,0,0,0,0,0,0,3,0,3,23,39,0,0,3,10,8,10,35,59,15,23,1692,3932,525,..,2216,3932
POA6218,210,509,4,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,0,0,212,516,37,..,256,516
POA6219,223,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,231,591,33,..,256,591
POA6220,1581,3899,84,151,9,29,93,178,0,5,0,0,0,0,0,0,0,4,0,8,43,68,6,12,4,7,4,5,62,94,8,11,1740,4182,275,..,2017,4182
POA6221,77,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,0,0,0,5,7,12,18,51,6,4,97,269,10,..,111,269
POA6223,58,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,149,3,..,63,149
POA6224,448,1131,22,44,0,0,22,44,0,0,0,0,0,0,0,0,0,0,0,0,12,25,3,5,0,0,4,8,23,36,0,5,495,1212,75,..,570,1212
POA6225,3496,8243,123,182,0,0,123,182,116,170,0,0,0,0,0,0,0,8,112,170,19,35,0,3,8,12,5,9,32,59,12,23,3782,8677,488,..,4272,8677
POA6226,306,872,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,309,883,25,..,331,883
POA6227,277,750,0,4,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,4,0,0,4,8,0,0,292,770,20,..,307,770
POA6228,63,136,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,65,143,9,..,74,143
POA6229,43,85,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34,44,31,35,0,0,0,0,60,83,0,0,106,170,0,..,107,170
POA6230,14569,36421,2424,3745,483,876,2904,4622,445,668,123,194,24,35,36,60,8,16,637,971,91,131,42,59,43,45,9,23,190,258,46,82,18348,42356,1966,..,20317,42356
POA6232,3885,10106,315,518,3,5,318,520,17,20,0,0,0,0,0,0,0,3,18,22,9,11,68,94,0,0,0,0,75,111,7,13,4300,10772,330,..,4633,10772
POA6233,6930,18704,255,395,6,9,255,401,43,81,0,0,0,0,0,0,0,0,43,81,105,144,63,86,58,60,8,8,236,291,10,12,7480,19494,776,..,8262,19494
POA6236,825,2076,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,833,2094,108,..,948,2094
POA6237,960,2486,14,31,3,8,12,36,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,11,6,12,0,0,983,2539,75,..,1052,2539
POA6239,1732,4222,45,77,3,4,43,78,3,6,0,0,0,0,0,0,0,0,3,6,12,46,0,0,8,14,0,0,18,53,10,23,1815,4383,185,..,1996,4383
POA6240,71,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,166,5,..,77,166
POA6243,33,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,89,6,..,41,89
POA6244,653,1472,8,11,0,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,3,0,0,7,8,5,3,666,1499,142,..,806,1499
POA6251,117,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,4,0,0,0,3,3,0,3,121,291,6,..,125,291
POA6252,56,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,4,10,0,4,64,138,21,..,85,138
POA6253,309,634,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,3,9,12,0,3,315,649,99,..,415,649
POA6254,232,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,486,47,..,283,486
POA6255,1772,4058,59,75,0,0,59,75,7,7,0,0,0,0,0,0,0,0,7,7,15,27,13,18,0,0,0,3,28,45,11,11,1874,4201,368,..,2242,4201
POA6256,155,389,4,6,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,6,166,411,51,..,222,411
POA6258,2432,5809,202,247,4,0,200,251,18,29,0,0,0,0,0,0,5,8,23,33,7,12,3,9,11,19,0,0,22,38,29,32,2712,6162,455,..,3165,6162
POA6260,547,1238,7,16,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,10,19,7,13,0,0,0,0,18,33,6,9,579,1285,203,..,779,1285
POA6262,310,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,3,6,9,8,320,678,268,..,590,678
POA6271,1282,3122,72,123,0,0,72,123,0,0,0,0,0,0,0,0,0,0,0,0,4,16,7,15,0,3,0,0,14,30,3,6,1366,3275,257,..,1626,3275
POA6275,639,1384,8,16,0,0,12,22,17,20,0,0,0,0,0,0,0,0,24,22,8,17,5,15,3,0,0,10,17,41,3,0,699,1473,285,..,980,1473
POA6280,10605,26242,1067,1636,150,288,1221,1921,11,23,0,0,18,28,0,0,23,51,55,100,114,214,151,237,64,91,15,51,345,591,29,48,12264,28907,2389,..,14652,28907
POA6281,2870,7218,188,437,92,208,277,646,26,36,0,0,0,3,0,0,4,0,22,42,3,12,57,82,3,3,0,0,71,96,16,27,3263,8039,2153,..,5413,8039
POA6282,578,1507,6,16,5,4,9,18,0,9,0,0,0,0,0,0,5,8,4,18,7,23,14,21,0,0,0,0,20,39,7,5,618,1589,570,..,1187,1589
POA6284,965,2605,22,29,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0,0,10,19,8,11,6,7,0,0,21,31,9,13,1015,2679,297,..,1318,2679
POA6285,3655,9267,138,225,91,162,228,386,23,42,0,0,0,0,0,0,4,7,24,50,40,62,66,168,37,43,0,0,142,277,35,74,4086,10051,1033,..,5120,10051
POA6286,336,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,0,0,0,9,11,3,4,350,803,121,..,472,803
POA6288,217,505,0,5,0,0,0,5,5,16,0,0,0,0,0,0,0,0,5,16,6,0,11,25,0,0,0,0,9,30,3,9,240,564,110,..,354,564
POA6290,791,1561,39,52,18,28,59,83,6,11,0,0,0,0,0,0,0,0,6,11,43,69,7,12,0,0,5,11,53,88,7,17,919,1752,673,..,1597,1752
POA6302,1500,3181,41,73,3,12,46,84,9,15,0,0,0,0,0,0,0,0,9,15,11,20,3,11,6,5,0,4,23,30,27,34,1601,3345,286,..,1886,3345
POA6304,717,1517,15,20,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,7,9,6,6,18,28,4,16,751,1582,203,..,952,1582
POA6306,370,866,9,25,0,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,895,105,..,492,895
POA6308,673,1478,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,686,1489,116,..,807,1489
POA6309,132,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,276,40,..,178,276
POA6311,256,570,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,4,5,12,0,0,265,585,41,..,308,585
POA6312,1742,3953,159,230,0,0,159,230,6,10,0,0,0,0,0,0,0,0,5,15,8,13,0,0,10,10,4,11,26,33,0,3,1939,4232,334,..,2271,4232
POA6313,101,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,234,29,..,133,234
POA6315,757,1679,40,41,0,0,38,46,4,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,3,5,4,7,7,4,8,810,1750,124,..,935,1750
POA6316,152,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,374,42,..,194,374
POA6317,1446,3694,145,235,4,3,144,240,4,10,0,0,0,0,0,0,0,4,7,10,7,9,0,0,0,0,0,0,3,9,6,12,1612,3963,229,..,1842,3963
POA6318,204,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,203,483,67,..,273,483
POA6320,205,519,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,212,530,88,..,300,530
POA6321,191,444,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,8,5,3,6,0,0,0,0,8,10,4,3,206,465,61,..,263,465
POA6322,92,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,236,23,..,114,236
POA6323,454,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,4,0,0,0,3,15,22,5,15,470,1024,113,..,586,1024
POA6324,1427,3398,29,43,0,0,29,43,9,11,0,0,0,0,0,0,0,0,11,9,13,13,13,17,0,0,0,0,23,32,0,4,1486,3491,283,..,1773,3491
POA6326,194,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,492,59,..,253,492
POA6327,98,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,267,31,..,134,267
POA6328,161,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,13,9,0,0,28,34,0,0,189,419,86,..,268,419
POA6330,13696,33152,1052,1575,125,188,1175,1766,52,75,0,0,0,0,0,0,25,48,74,122,135,200,158,217,80,87,7,13,375,516,53,92,15373,35646,2179,..,17548,35646
POA6333,2417,5411,181,396,3,11,184,407,0,4,0,0,0,0,0,0,0,0,3,3,29,63,23,41,72,79,0,0,124,188,13,32,2745,6044,905,..,3643,6044
POA6335,286,733,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,737,107,..,401,737
POA6336,137,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,5,7,145,321,74,..,217,321
POA6337,203,500,8,9,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,3,0,0,0,0,8,21,4,8,226,533,87,..,313,533
POA6338,281,622,12,13,0,0,12,13,0,0,0,6,0,0,0,0,0,0,0,6,19,40,0,12,0,0,4,5,21,47,8,12,317,696,313,..,628,696
POA6341,100,241,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,104,249,41,..,147,249
POA6343,89,214,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,227,26,..,116,227
POA6346,300,667,9,9,0,0,9,9,0,0,0,4,0,0,0,0,0,0,0,4,13,13,0,0,4,8,3,13,17,35,5,10,324,724,149,..,467,724
POA6348,489,1023,9,7,0,0,9,7,9,10,3,4,0,0,0,0,0,0,12,13,22,28,5,8,0,4,0,0,26,41,0,0,532,1080,317,..,848,1080
POA6350,135,293,6,10,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,4,149,310,36,..,186,310
POA6351,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,57,7,..,24,57
POA6352,65,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,163,11,..,78,163
POA6353,300,695,9,13,0,3,13,13,9,5,0,0,0,0,0,0,0,0,9,5,6,5,4,0,0,0,0,0,6,6,3,3,325,731,86,..,416,731
POA6355,175,402,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,14,0,0,0,4,15,20,4,4,198,433,80,..,277,433
POA6356,46,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,50,106,35,..,85,106
POA6357,28,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,53,9,..,31,53
POA6358,38,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,94,12,..,49,94
POA6359,160,382,3,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,4,3,13,33,0,0,0,0,0,0,14,39,0,0,187,425,43,..,226,425
POA6361,32,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,79,8,..,43,79
POA6363,27,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,86,19,..,53,86
POA6365,214,481,3,15,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,221,501,53,..,273,501
POA6367,153,300,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,5,11,7,3,3,162,318,36,..,196,318
POA6368,37,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,91,3,..,39,91
POA6369,247,560,22,30,0,0,22,30,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,10,0,0,274,602,64,..,340,602
POA6370,180,421,5,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,425,35,..,217,425
POA6372,48,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,103,10,..,60,103
POA6373,26,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,77,4,..,30,77
POA6375,354,764,14,17,5,10,24,30,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,4,8,15,0,0,386,810,67,..,454,810
POA6383,394,857,9,11,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,10,416,880,71,..,488,880
POA6384,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,..,6,23
POA6385,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,..,5,16
POA6386,35,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,46,102,11,..,51,102
POA6390,614,1506,28,40,0,0,28,40,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,0,5,4,0,0,15,22,6,3,659,1570,143,..,812,1570
POA6391,398,969,14,23,0,0,14,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,5,5,7,425,1002,98,..,520,1002
POA6392,180,392,11,12,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,5,5,6,195,412,36,..,231,412
POA6393,49,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,120,0,..,49,120
POA6394,208,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,451,63,..,275,451
POA6395,605,1398,28,47,0,0,28,47,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,3,4,0,0,9,13,10,9,656,1468,161,..,818,1468
POA6396,159,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,8,163,339,61,..,230,339
POA6397,40,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,91,22,..,64,91
POA6398,271,524,0,10,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,4,3,12,0,0,11,21,15,16,306,569,202,..,509,569
POA6401,3001,7164,166,254,11,14,171,267,13,26,0,0,0,0,0,0,0,4,16,31,19,39,14,21,5,11,0,0,46,64,17,36,3252,7560,563,..,3816,7560
POA6403,68,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,143,11,..,79,143
POA6405,125,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,320,56,..,182,320
POA6407,343,822,13,17,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,0,0,0,0,8,14,0,3,362,852,112,..,476,852
POA6409,168,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,374,71,..,238,374
POA6410,365,801,13,19,0,0,13,19,18,24,0,0,0,0,0,0,0,0,18,24,0,3,7,10,0,0,6,3,12,15,3,12,416,868,92,..,511,868
POA6411,52,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,131,15,..,71,131
POA6412,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,21,58,22,..,48,58
POA6413,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,30,53,3,..,35,53
POA6414,30,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,77,0,..,37,77
POA6415,1104,2509,60,99,0,0,65,98,6,13,0,0,0,0,0,0,0,0,6,13,30,33,0,0,0,0,0,0,30,33,5,12,1206,2668,245,..,1456,2668
POA6418,254,585,20,23,0,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,10,12,14,10,38,291,659,17,..,310,659
POA6419,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,0,..,21,50
POA6420,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,29,71,11,..,44,71
POA6421,57,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,58,149,10,..,71,149
POA6422,20,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,66,0,..,24,66
POA6423,75,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,81,145,22,..,105,145
POA6424,27,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,65,21,..,53,65
POA6425,32,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,72,15,..,43,72
POA6426,332,635,30,44,0,0,30,44,0,0,0,0,0,0,0,0,0,0,3,0,14,21,0,0,3,8,0,0,17,26,6,0,380,707,178,..,557,707
POA6427,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,24,0,..,11,24
POA6428,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,59,7,..,25,59
POA6429,345,781,5,3,0,0,5,3,16,15,0,0,0,0,0,0,0,0,16,15,18,31,4,3,3,3,0,0,22,34,18,24,405,861,98,..,497,861
POA6430,6529,17689,1261,2274,212,472,1477,2750,140,217,0,0,0,0,0,0,3,6,141,219,88,135,159,232,67,69,7,9,316,448,24,37,8480,21135,1273,..,9754,21135
POA6431,154,510,16,22,0,0,16,22,6,20,0,0,0,0,0,0,0,0,6,20,5,14,0,0,0,7,0,0,13,18,40,63,228,633,115,..,342,633
POA6432,2238,5757,332,630,29,66,362,697,0,0,0,0,0,0,0,0,0,0,0,0,24,23,320,496,7,3,20,28,361,550,7,14,2972,7024,414,..,3386,7024
