POA_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
POA2019,21,140,637,746,612,328,63,0,0,2559,66,82,159,153,129,101,37,3,0,726,28,32,66,54,42,43,8,0,0,273,0,3,19,17,15,10,3,0,0,56,115,257,874,972,792,484,111,3,0,3618,3,12,20,14,21,16,5,0,0,79,8,5,5,6,5,9,0,0,0,41,13,16,24,19,21,21,3,0,0,121,127,274,901,993,817,506,114,5,0,3737,191,74,96,78,85,151,286,193,48,1210,12,23,81,66,39,29,31,27,14,319,337,374,1080,1132,931,687,433,225,61,5269,11,124,604,543,478,247,39,0,0,2047,87,89,200,309,249,156,51,5,0,1141,45,53,106,88,47,32,12,4,0,388,0,8,13,6,0,6,4,0,0,40,142,267,927,948,775,441,103,14,0,3616,0,7,14,11,10,7,0,0,0,61,11,14,16,11,10,9,0,0,0,71,12,19,31,20,17,11,4,0,0,126
POA2020,18,336,1779,1038,537,308,64,4,0,4084,73,315,777,273,143,112,38,3,0,1729,30,117,251,96,62,53,11,0,0,624,0,28,84,38,10,5,0,0,0,163,118,810,2893,1437,756,472,119,5,0,6608,9,41,109,45,27,12,6,0,0,242,19,47,72,9,6,9,0,0,0,163,22,93,178,55,29,20,6,0,0,408,137,897,3067,1494,782,493,121,5,0,7013,214,473,570,190,119,170,301,205,73,2303,39,116,328,148,90,71,36,21,6,844,386,1488,3962,1829,993,735,459,227,77,10167,9,305,1491,695,423,215,39,0,0,3174,73,358,742,312,212,144,37,0,0,1889,38,142,304,118,47,29,3,0,0,690,0,16,65,14,6,3,5,0,0,113,125,820,2606,1144,694,396,82,0,0,5864,0,25,91,26,16,10,0,0,0,172,23,65,71,18,11,10,0,0,0,202,22,93,166,48,26,21,3,0,0,376
POA2021,5,145,1058,848,664,413,108,10,0,3252,45,78,147,129,113,138,131,28,3,806,12,29,69,33,22,26,16,0,0,214,3,3,16,4,12,5,0,0,0,46,68,257,1285,1022,814,582,250,40,0,4326,6,7,23,15,22,24,5,0,0,104,4,7,11,4,3,3,7,0,0,44,14,22,35,17,29,31,7,0,0,150,79,278,1322,1036,838,614,266,40,0,4479,177,65,71,67,83,135,261,268,81,1212,11,25,65,56,34,26,25,21,17,278,264,363,1459,1161,958,777,551,331,102,5971,5,200,1143,586,523,267,73,4,0,2804,26,126,223,282,223,190,101,19,4,1194,32,59,92,72,41,45,14,0,0,343,0,5,14,7,3,3,0,0,0,33,69,386,1467,941,791,502,195,27,4,4373,3,6,18,22,25,13,0,0,0,95,8,13,23,15,14,8,4,0,0,86,13,24,41,37,40,19,6,0,0,181
POA2022,6,111,860,752,522,285,68,13,0,2617,27,78,255,109,92,98,74,21,3,751,19,38,65,44,35,26,5,7,0,230,0,5,31,11,4,8,0,0,0,56,55,228,1207,916,651,411,151,34,4,3656,3,8,33,31,27,14,3,0,0,120,0,7,22,6,0,4,3,0,0,54,5,16,57,36,25,24,6,0,0,170,57,244,1262,954,683,434,155,37,4,3827,168,62,140,84,90,121,289,231,104,1276,12,31,123,72,33,38,25,19,4,357,235,331,1522,1109,805,584,470,286,116,5460,0,147,863,500,365,192,43,4,0,2116,35,93,299,245,198,152,78,10,3,1118,29,33,101,74,30,22,17,0,0,311,0,0,15,13,0,0,7,0,0,42,62,283,1271,836,599,367,142,18,4,3588,0,0,25,16,15,7,0,0,0,70,3,10,17,14,10,6,6,0,0,73,3,17,41,30,29,15,6,0,0,142
POA2023,4,66,442,450,429,305,151,25,4,1878,44,63,96,77,83,123,127,55,4,669,21,17,21,23,7,15,11,4,0,127,0,5,16,19,17,3,9,0,0,66,72,158,568,567,539,443,293,88,9,2738,0,7,15,10,12,11,0,0,0,52,13,6,5,4,4,4,9,0,0,42,13,14,17,18,13,15,3,0,0,95,78,173,586,584,554,458,296,84,9,2832,255,62,51,46,49,104,188,171,63,990,26,16,50,28,18,16,12,7,3,165,356,246,687,655,619,580,503,268,74,3990,0,82,475,339,275,164,54,7,0,1390,44,77,178,189,179,191,127,26,3,1019,27,36,41,43,32,28,15,0,0,221,0,5,11,14,7,4,0,0,0,46,69,199,704,577,494,394,198,36,3,2674,0,5,13,10,8,4,0,0,0,38,6,6,7,6,8,9,0,0,0,42,6,10,19,15,11,17,0,0,0,82
POA2024,7,49,593,613,539,292,60,0,0,2173,53,70,99,86,94,105,59,20,0,590,21,20,26,22,26,22,12,0,0,153,3,3,6,13,0,3,0,0,0,34,86,146,728,736,664,423,135,22,0,2940,0,0,6,17,14,3,0,0,0,45,3,0,3,0,3,4,0,0,0,23,3,6,16,20,13,11,0,0,0,64,94,152,741,750,676,438,136,22,0,3010,191,49,39,48,60,129,197,186,67,963,8,8,64,31,33,27,24,33,72,292,290,209,836,831,764,592,358,242,138,4266,8,71,603,410,362,207,34,0,0,1688,52,73,154,231,252,164,65,8,0,1000,25,28,70,53,37,15,14,5,0,247,0,4,6,11,3,0,0,0,0,28,85,170,838,712,645,395,112,10,4,2965,0,4,19,14,8,4,0,0,0,40,7,6,3,4,10,4,4,0,0,40,7,13,22,16,17,5,4,0,0,82
POA2025,3,47,331,333,270,185,71,9,0,1252,20,37,50,37,40,59,79,33,4,366,8,18,17,8,6,12,3,0,0,79,0,3,11,3,7,0,0,0,0,27,35,107,407,379,328,255,153,47,11,1727,0,5,5,10,11,7,0,0,0,36,0,0,7,3,4,0,0,0,0,17,3,3,10,9,14,3,3,0,0,54,40,114,418,389,342,260,161,47,11,1775,101,24,46,25,41,63,170,172,72,710,5,3,18,11,20,6,11,17,21,119,147,145,477,422,403,333,344,243,100,2604,0,83,412,252,198,127,41,3,0,1119,22,42,101,130,105,101,81,26,0,614,15,13,34,25,16,16,3,4,0,130,0,0,7,5,0,0,0,3,0,21,38,138,552,411,324,250,128,34,0,1881,0,3,15,3,5,5,0,0,0,38,5,0,3,5,9,3,3,0,0,27,5,4,17,13,14,10,3,0,0,64
POA2026,21,183,2689,1991,1229,590,138,20,0,6855,82,176,638,349,287,224,136,34,3,1932,48,74,182,92,67,28,24,4,0,530,5,18,79,35,21,11,0,0,0,160,156,448,3583,2464,1604,858,304,51,5,9476,3,11,84,73,56,24,9,0,0,252,15,21,55,12,14,14,6,0,0,133,16,30,138,81,65,36,11,0,0,384,171,486,3725,2544,1670,894,314,51,5,9857,353,128,357,220,212,288,484,362,139,2535,34,40,310,203,99,68,42,42,23,853,563,652,4387,2965,1980,1244,841,451,165,13253,3,239,2864,1338,768,354,59,0,0,5634,101,197,872,668,503,322,142,25,4,2825,66,101,287,183,89,56,21,0,0,803,0,14,79,30,14,12,4,0,0,152,167,548,4103,2220,1372,743,220,31,3,9407,0,15,79,57,37,13,0,0,0,206,22,22,65,28,23,21,6,0,0,185,25,35,144,83,58,34,8,0,0,390
POA2027,6,43,377,332,263,224,112,42,3,1396,11,34,56,52,53,70,108,73,13,473,0,8,17,23,19,9,18,8,0,102,0,0,4,12,5,0,0,4,0,31,24,86,460,423,331,309,234,124,13,1999,0,6,10,10,11,9,4,0,0,50,0,4,5,3,0,0,0,0,0,21,0,6,16,16,10,17,7,0,0,73,28,93,470,436,339,318,242,129,13,2070,79,37,25,29,41,97,172,233,106,809,8,15,31,36,28,22,21,13,12,181,116,145,524,500,400,437,435,373,130,3060,0,70,436,251,201,154,44,7,0,1168,14,46,88,105,100,103,113,26,7,604,9,18,33,30,19,28,13,9,0,162,0,0,6,8,0,0,9,0,0,31,20,137,560,395,328,284,174,40,10,1961,0,3,10,13,8,3,0,0,0,43,0,0,10,4,3,4,0,0,0,27,0,5,16,19,15,8,3,0,0,73
POA2028,0,34,315,237,141,94,54,14,0,893,10,30,37,35,30,41,38,27,4,255,4,14,11,8,11,12,6,3,0,70,0,0,8,3,5,5,0,0,0,18,17,70,373,281,186,151,101,45,7,1238,0,0,10,3,6,3,0,0,0,23,0,3,3,0,0,5,0,0,0,12,0,4,10,4,6,10,0,0,0,34,17,78,387,292,191,163,99,51,7,1275,50,19,17,28,25,36,110,100,32,418,4,5,19,13,6,9,0,3,0,63,68,100,424,327,225,208,210,158,46,1754,0,62,365,147,123,95,32,0,0,826,12,35,60,66,46,53,57,25,0,355,13,15,32,27,10,8,14,0,0,124,0,3,5,0,0,4,5,3,0,19,23,114,458,245,184,165,106,29,0,1318,0,0,11,13,4,0,0,0,0,29,0,13,5,3,4,4,0,0,0,28,0,13,16,16,10,8,0,0,0,56
POA2029,9,73,424,453,394,245,101,14,0,1710,40,74,73,79,98,98,80,44,3,588,18,22,25,19,13,19,10,11,0,132,0,0,9,7,9,6,4,0,0,41,68,165,530,564,513,364,189,66,8,2476,4,9,6,15,8,9,0,0,0,56,12,5,7,0,0,3,0,3,0,31,10,9,18,20,8,6,3,3,0,84,77,180,551,579,527,375,196,71,8,2558,155,37,51,45,60,89,203,202,95,940,9,12,19,41,22,27,21,24,35,209,239,229,619,668,609,483,417,298,141,3709,0,91,431,321,289,159,52,5,0,1355,33,72,145,208,192,141,101,13,4,913,17,29,49,56,32,26,8,3,0,213,0,6,8,3,9,5,0,0,0,35,53,198,640,592,519,331,158,31,3,2517,0,4,11,11,10,7,0,0,0,40,11,13,3,4,11,8,3,0,0,49,11,14,20,15,18,18,3,0,0,92
POA2030,39,131,354,536,725,508,180,30,4,2496,67,104,94,77,136,156,147,42,7,827,28,31,21,15,18,21,19,5,0,155,0,4,18,13,18,11,3,0,0,68,136,273,480,642,893,694,350,79,13,3556,0,9,8,18,20,13,3,0,0,71,17,20,8,4,5,5,5,3,0,52,17,25,22,23,21,18,3,3,0,126,147,296,498,659,914,710,356,80,13,3681,388,103,57,57,119,143,307,241,144,1556,35,6,42,34,43,29,11,18,17,227,572,400,600,759,1075,877,673,339,170,5467,15,87,297,323,403,209,57,10,3,1400,64,112,149,272,342,274,137,36,3,1381,36,43,34,51,42,42,20,5,4,275,0,3,24,11,14,4,3,0,0,60,120,251,501,660,795,521,215,53,8,3124,0,16,12,19,11,13,4,0,0,69,8,10,4,7,6,8,4,0,0,54,12,29,20,30,22,18,5,0,0,126
POA2031,20,252,2053,1867,1421,727,183,8,0,6545,131,230,462,268,281,240,143,34,4,1797,66,107,140,90,54,56,40,9,0,561,4,7,50,28,13,10,0,0,0,117,222,599,2700,2253,1768,1039,373,54,9,9024,5,21,53,37,51,39,13,0,0,224,37,38,18,17,16,4,8,3,0,137,41,60,72,54,61,50,19,4,0,359,259,664,2774,2309,1829,1089,393,61,9,9383,471,207,281,173,188,329,650,562,211,3079,65,59,167,132,86,72,73,80,112,848,797,928,3223,2615,2103,1488,1114,702,336,13313,21,262,2351,1392,1133,634,108,14,0,5916,146,288,664,722,558,428,175,22,3,2994,75,127,267,207,84,85,34,10,0,901,0,10,40,22,11,6,9,0,0,99,250,687,3328,2336,1784,1156,321,43,3,9910,0,13,36,42,27,27,0,0,0,145,27,27,39,34,25,20,3,0,0,179,29,41,78,78,51,43,7,0,0,317
POA2032,13,154,637,554,467,263,72,12,0,2175,64,188,281,151,128,122,65,3,3,1010,15,74,71,40,36,30,8,3,0,282,0,11,27,4,11,6,5,3,0,70,89,422,1021,758,635,419,144,20,5,3528,0,27,46,29,34,18,0,0,0,156,16,36,41,0,9,4,7,0,0,114,23,63,88,29,36,21,6,0,0,270,115,487,1103,795,678,443,154,24,5,3794,239,323,354,116,146,203,338,273,146,2137,16,56,125,41,26,28,20,23,15,349,363,870,1586,944,849,678,507,324,163,6283,12,152,518,390,331,198,43,0,0,1639,76,193,262,260,225,180,67,7,0,1274,37,93,79,68,54,34,15,0,0,366,4,9,10,7,4,3,4,3,0,40,123,444,862,729,621,411,123,13,0,3329,4,14,25,16,11,8,0,0,0,88,17,37,17,14,8,14,4,0,0,111,18,56,48,27,22,27,4,0,0,200
POA2033,4,137,594,523,374,235,63,8,0,1945,57,170,209,128,86,78,27,13,3,776,31,77,46,27,31,27,18,0,0,253,0,10,14,8,6,3,0,0,0,47,93,394,868,694,498,341,114,25,6,3026,0,25,39,21,15,9,4,0,0,109,17,47,22,0,5,4,4,0,0,96,23,73,61,22,19,14,5,0,0,214,118,469,925,713,514,355,115,25,6,3240,204,354,204,82,65,125,214,222,108,1572,28,76,74,46,26,19,9,4,0,289,352,898,1203,844,603,493,340,254,116,5098,4,124,580,369,259,161,34,0,0,1540,67,213,247,195,165,136,40,4,0,1061,36,74,75,54,26,24,8,0,0,301,0,4,10,3,3,8,0,0,0,37,101,417,918,630,443,327,87,4,0,2932,0,11,31,12,12,7,0,0,0,62,19,50,13,11,10,5,4,0,0,107,21,60,42,21,22,11,3,0,0,176
POA2034,17,119,1229,1135,783,494,103,10,0,3885,72,123,299,170,130,161,89,20,6,1070,27,32,101,51,48,49,23,6,0,322,0,14,42,22,3,10,0,0,0,90,114,287,1661,1369,963,710,212,39,3,5364,7,13,36,28,32,24,6,0,0,135,19,14,23,5,11,11,0,0,0,80,21,25,60,29,40,30,8,0,0,216,138,312,1724,1398,1003,746,219,39,8,5581,267,85,144,88,123,239,423,304,117,1794,16,19,138,83,67,28,25,19,5,400,425,413,2005,1576,1199,1004,663,364,131,7776,5,201,1554,855,639,316,60,4,0,3638,93,172,405,367,370,275,111,14,0,1804,55,74,148,111,64,32,24,3,0,509,5,13,30,12,9,7,6,0,0,74,163,466,2136,1341,1080,630,194,17,0,6027,0,7,35,19,29,3,3,0,0,96,13,12,29,20,13,21,0,0,0,118,19,20,61,39,44,27,6,0,0,211
POA2035,42,263,1305,1562,1383,822,164,27,0,5566,168,274,476,354,283,304,149,25,3,2029,59,98,138,101,79,95,38,6,0,614,4,20,47,46,22,23,7,5,0,181,272,658,1971,2060,1768,1244,362,58,3,8387,12,36,62,51,64,47,7,0,0,274,28,33,40,17,19,21,8,0,0,158,34,63,100,67,85,73,17,0,0,432,306,725,2068,2124,1849,1308,379,58,3,8825,582,219,319,273,273,489,879,807,332,4172,30,34,129,115,104,73,64,59,47,647,914,982,2513,2507,2226,1871,1320,929,384,13642,14,257,1185,1095,1045,596,99,3,0,4290,184,275,574,685,640,491,161,22,0,3042,98,105,187,195,116,94,33,5,0,838,3,9,39,30,21,13,12,0,0,128,293,649,1984,2011,1822,1200,299,36,0,8301,6,22,37,26,39,19,0,0,0,146,38,27,61,40,20,31,5,0,0,224,43,52,101,66,59,45,5,0,0,373
POA2036,61,336,1130,1368,1256,798,183,14,0,5148,163,243,380,316,285,302,172,31,0,1882,60,94,139,116,95,96,52,6,0,659,0,18,45,33,21,18,7,0,0,150,281,689,1696,1843,1663,1206,413,51,0,7838,15,39,65,57,45,44,7,0,0,269,18,29,30,17,14,13,7,6,0,139,31,74,92,72,58,59,20,6,0,408,315,768,1783,1908,1723,1264,433,52,0,8239,580,291,505,383,423,617,991,750,220,4756,43,67,227,189,156,143,91,69,48,1035,934,1121,2512,2483,2302,2024,1513,878,274,14032,21,246,1012,961,994,541,102,6,0,3891,180,270,482,652,594,471,143,17,0,2802,69,108,189,160,104,105,39,3,0,779,5,12,33,17,14,8,7,0,0,100,275,638,1721,1792,1705,1119,291,27,0,7572,4,23,47,26,26,18,3,0,0,150,32,29,34,28,26,14,9,0,0,172,34,50,81,60,52,31,7,3,0,325
POA2037,5,162,1022,844,566,368,87,6,0,3060,36,177,275,160,120,122,67,22,0,977,18,79,92,53,24,28,16,5,0,310,5,6,24,15,9,0,3,0,0,57,64,416,1411,1071,714,518,171,30,3,4404,9,17,52,47,24,28,0,0,0,177,10,27,22,6,3,11,3,0,0,76,19,43,70,57,27,36,6,0,0,255,80,460,1479,1127,743,556,177,30,3,4656,158,203,234,171,136,260,446,259,56,1919,21,52,101,70,62,70,44,19,4,447,255,716,1818,1365,946,885,659,311,64,7024,4,195,1006,655,461,265,69,0,0,2668,41,215,325,237,196,191,107,16,0,1337,37,104,121,87,48,32,3,0,0,424,0,4,17,6,7,4,4,0,0,47,83,523,1468,990,709,495,183,24,0,4475,4,12,41,34,22,15,3,0,0,129,8,32,24,17,9,8,5,0,0,109,12,44,68,53,36,27,9,0,0,237
POA2038,7,66,478,537,473,211,59,0,0,1836,30,75,101,86,85,85,58,14,0,537,24,29,36,25,22,21,11,0,0,170,0,10,9,9,3,3,3,0,0,36,62,179,622,654,586,323,130,12,0,2578,3,0,17,12,21,9,0,0,0,66,8,8,6,3,10,8,3,0,0,45,13,11,21,12,25,18,3,0,0,108,72,188,644,671,608,342,134,12,0,2685,112,42,65,38,50,93,204,134,45,778,7,12,46,42,33,40,49,15,16,252,195,237,765,752,693,472,381,162,58,3711,0,78,455,402,413,232,43,0,0,1622,46,104,156,202,162,128,65,8,0,870,24,30,60,57,22,18,9,0,0,217,0,0,3,4,0,3,0,0,0,20,74,208,677,670,593,385,110,13,0,2731,0,3,19,16,12,11,0,0,0,60,10,7,10,4,6,4,0,0,0,46,11,10,27,18,21,12,6,0,0,111
POA2039,5,53,415,578,475,232,67,8,0,1827,26,40,92,66,54,60,51,7,0,401,15,20,21,26,20,21,13,5,0,135,0,0,0,10,0,0,0,0,0,8,44,109,522,676,547,310,133,17,0,2376,0,9,18,10,9,12,5,0,0,67,0,3,9,0,0,4,0,0,0,13,5,12,21,10,9,18,5,0,0,81,48,121,542,692,563,329,138,17,0,2453,107,29,37,37,66,92,203,123,20,715,5,3,12,24,27,14,10,7,0,95,158,155,598,758,652,433,348,143,19,3263,0,51,429,470,391,218,41,4,0,1604,36,54,111,169,145,108,63,6,0,687,21,19,54,49,26,23,8,0,0,189,0,0,4,5,4,5,3,0,0,15,52,127,596,687,562,348,112,7,0,2505,0,7,9,13,11,8,0,0,0,50,9,9,8,7,6,6,5,0,0,40,6,14,14,17,20,18,5,0,0,88
POA2040,18,146,931,1437,1139,571,113,3,0,4361,102,121,218,188,201,157,94,11,0,1098,46,70,76,70,63,44,19,6,0,394,3,11,14,10,10,7,3,0,0,52,171,341,1241,1709,1410,782,228,25,0,5900,3,13,37,35,38,29,5,0,0,166,29,7,18,6,18,10,9,0,0,95,36,25,51,45,51,41,16,0,0,255,202,363,1292,1749,1466,819,237,22,0,6160,335,88,130,135,193,264,446,298,133,2023,15,24,67,72,59,41,35,42,21,368,552,475,1489,1959,1722,1127,715,356,160,8555,12,190,951,1015,984,506,107,8,0,3770,95,193,338,532,454,258,130,12,0,2014,56,95,135,153,73,52,18,3,0,589,3,4,12,9,14,12,5,0,0,52,170,482,1443,1704,1521,831,258,16,0,6425,0,5,28,29,22,18,0,0,0,111,16,18,23,16,25,21,7,4,0,127,24,28,51,49,48,43,3,4,0,241
POA2041,15,76,553,836,868,501,139,21,0,3007,50,72,101,116,120,157,153,35,0,800,26,40,50,28,19,20,14,4,0,199,0,0,12,16,7,8,3,0,0,43,85,196,708,994,1016,691,308,59,0,4055,0,4,8,32,35,30,5,0,0,111,9,12,5,6,11,5,7,0,0,66,13,14,20,35,47,38,11,5,0,170,100,203,723,1029,1060,726,317,61,0,4224,258,45,62,56,105,241,410,299,75,1551,11,10,35,48,42,40,27,26,20,257,367,264,820,1131,1202,1008,757,389,90,6033,4,97,551,706,718,386,80,7,0,2546,65,81,149,258,266,264,171,31,0,1293,24,36,81,86,49,51,15,0,0,346,0,0,6,13,4,5,0,4,0,28,96,214,781,1061,1041,703,271,48,0,4216,0,8,16,18,29,16,0,0,0,90,10,11,4,10,19,15,4,0,0,65,10,16,20,24,41,31,8,0,0,159
POA2042,11,203,1494,1158,820,438,81,3,0,4209,55,191,444,225,161,142,50,4,0,1281,26,97,150,82,39,42,12,5,0,453,4,4,27,20,4,0,0,0,0,66,101,503,2117,1475,1028,620,145,16,0,6005,0,25,56,31,36,32,3,0,0,184,4,31,38,9,7,14,0,0,0,103,9,51,93,35,48,41,3,0,0,284,111,551,2209,1514,1075,665,150,16,0,6292,141,154,241,140,177,260,324,155,45,1636,9,46,115,90,67,75,31,11,8,455,260,749,2570,1740,1324,1000,507,180,59,8382,7,237,1441,808,639,336,44,4,0,3504,77,279,472,328,275,148,67,4,0,1643,30,151,184,90,29,35,6,3,0,533,4,9,24,9,4,3,4,0,0,53,119,669,2114,1230,950,519,115,7,0,5731,0,12,42,12,25,10,0,0,0,106,15,32,32,9,11,11,3,0,0,116,19,41,72,19,39,27,4,0,0,221
POA2043,5,82,1073,896,446,213,21,4,0,2741,21,38,185,105,88,48,23,3,0,506,6,23,60,44,30,18,9,0,0,195,5,7,11,4,5,4,0,0,0,35,37,147,1332,1055,567,282,44,6,0,3469,0,8,22,23,22,8,0,0,0,83,0,3,5,0,5,3,0,0,0,21,0,12,30,29,24,10,0,0,0,105,38,160,1364,1077,592,294,44,6,0,3576,53,48,68,58,62,102,114,43,8,566,5,9,61,38,15,12,7,7,0,153,97,218,1491,1175,672,407,172,56,11,4299,0,101,1064,622,340,159,23,4,0,2304,18,72,209,196,89,68,16,3,0,678,12,15,74,61,13,9,8,0,0,198,0,0,6,6,4,0,0,0,0,19,43,187,1354,882,442,238,47,5,0,3197,4,3,30,15,11,5,0,0,0,72,0,9,8,9,8,9,3,0,0,50,6,19,37,22,21,12,3,0,0,121
