POA_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
POA6716,7,15,6,0,24,7,49,24,0,80,32,243,100,0,372,55,235,115,0,403,33,209,120,3,366,29,170,85,0,290,9,43,12,0,66,0,9,4,0,10,0,0,0,0,0,166,971,474,9,1618,4,13,6,0,14,5,45,22,0,67,47,91,37,0,177,38,58,21,0,122,13,48,15,0,74,11,43,21,0,76,7,33,5,0,55,0,0,3,0,3,0,0,0,0,0,133,333,119,3,590,6,27,6,0,41,14,90,46,0,150,77,332,140,0,547,97,287,134,0,524,46,259,138,3,447,39,215,107,4,367,17,78,19,0,120,0,12,3,0,15,0,0,0,0,0,299,1297,601,14,2207
POA6718,0,36,8,0,49,5,27,30,0,60,5,41,70,0,123,7,38,54,0,101,9,51,23,0,84,6,43,16,0,70,3,23,7,0,36,0,12,0,0,15,0,0,0,0,0,33,287,219,0,538,0,29,4,0,28,3,31,3,0,32,12,44,13,0,67,8,43,9,0,61,10,47,7,0,60,10,31,4,0,44,8,36,0,0,43,0,12,0,0,13,0,0,0,0,0,46,266,36,0,348,4,63,13,0,76,4,58,32,0,95,17,94,87,0,187,16,84,60,0,158,18,98,26,0,146,22,77,21,0,119,6,55,12,0,72,0,25,5,0,29,0,0,0,0,0,82,551,252,0,891
POA6720,14,52,19,0,84,6,52,22,0,78,41,194,103,0,341,55,210,85,0,356,41,157,67,0,267,31,140,73,0,249,21,81,61,0,164,5,26,15,0,41,0,5,0,0,3,220,909,436,7,1575,4,38,4,0,49,11,45,15,0,66,31,128,42,5,204,71,96,30,0,198,30,93,23,0,140,23,72,39,3,138,16,55,37,0,105,4,12,6,0,25,0,0,0,0,0,187,543,196,6,931,17,91,23,0,129,18,91,31,0,144,72,325,144,4,543,129,308,117,0,554,68,247,87,0,411,54,215,108,4,384,38,136,95,0,272,11,41,19,0,70,0,5,0,0,3,398,1455,639,12,2506
POA6721,12,73,13,0,93,13,72,28,0,115,58,401,115,9,582,99,454,138,0,696,59,365,109,0,536,71,312,116,4,498,52,176,60,0,289,21,46,11,0,78,0,8,0,0,3,382,1897,591,15,2886,6,45,11,0,57,9,75,25,0,115,77,352,69,10,514,107,294,50,0,454,53,187,66,0,305,68,201,53,0,320,42,141,37,0,219,8,31,15,0,50,0,4,0,0,4,380,1328,325,14,2049,21,113,22,0,158,22,149,54,0,225,139,756,184,19,1096,206,745,190,0,1144,119,551,170,3,844,131,512,169,4,823,93,324,93,0,509,29,74,26,0,131,0,9,0,0,10,761,3231,916,32,4939
POA6722,18,256,70,0,349,17,267,92,0,376,116,904,408,5,1434,133,871,425,5,1437,91,718,381,6,1193,71,575,272,3,930,28,199,74,4,303,0,45,11,0,66,0,12,4,0,12,475,3859,1740,30,6101,16,233,58,0,311,29,240,75,0,345,147,817,236,0,1198,143,614,167,0,921,92,447,133,0,678,63,374,87,0,523,30,158,36,4,222,4,41,8,0,48,0,15,0,0,17,525,2931,799,15,4265,36,489,124,0,657,49,506,166,0,722,260,1723,646,3,2636,274,1482,591,13,2364,186,1162,510,6,1867,132,953,361,4,1455,57,357,105,3,528,7,91,18,0,115,0,25,6,0,33,1005,6786,2538,37,10370
POA6725,30,211,67,0,305,42,256,65,14,373,110,705,186,28,1023,153,723,150,9,1031,161,639,163,0,958,144,779,156,4,1082,185,846,96,4,1133,71,229,35,0,333,6,24,13,0,44,900,4409,930,56,6292,35,244,60,0,345,60,289,58,24,431,197,869,221,33,1319,252,772,173,3,1194,221,612,134,0,965,225,853,132,4,1216,206,712,82,3,1004,55,163,32,0,249,8,24,10,0,39,1256,4539,902,71,6767,71,459,125,0,651,101,546,122,35,801,307,1569,405,60,2344,404,1490,322,10,2231,373,1249,298,0,1919,369,1636,285,3,2300,396,1558,172,8,2138,123,393,66,0,579,12,54,22,0,85,2155,8947,1827,122,13054
POA6726,17,134,25,0,169,15,110,46,4,177,63,368,96,11,540,92,335,96,0,522,119,338,113,0,568,101,399,124,0,626,139,536,99,3,774,54,197,60,0,315,0,24,3,0,28,597,2449,661,16,3722,34,113,35,0,177,24,134,43,8,208,88,508,164,17,774,147,393,99,0,643,136,351,113,4,596,161,492,152,0,811,149,465,124,4,742,45,130,43,0,218,0,12,4,0,23,780,2601,766,35,4189,44,249,57,0,350,42,247,88,8,387,151,875,254,35,1311,243,733,190,0,1167,252,691,225,4,1170,259,893,278,0,1432,283,1001,225,4,1518,98,329,107,0,534,0,33,12,0,49,1377,5051,1427,54,7911
POA6728,3,146,30,0,182,18,165,76,0,257,56,384,182,7,631,48,313,125,0,487,70,283,125,0,485,86,313,98,0,494,83,258,63,3,406,12,58,7,0,77,0,6,0,0,7,376,1931,709,13,3028,11,139,48,0,193,26,165,47,3,237,72,351,125,10,559,67,277,96,4,446,60,265,80,0,406,103,296,84,0,480,53,226,47,0,327,17,43,19,0,72,0,17,0,0,20,412,1779,553,21,2759,20,283,76,0,376,42,329,121,8,495,128,735,306,14,1194,112,593,221,4,932,135,548,208,0,892,193,606,175,0,979,135,485,114,3,736,27,98,27,0,152,0,24,4,0,31,784,3709,1258,31,5780
POA6740,4,28,6,0,43,3,45,17,0,67,17,128,45,0,192,31,162,73,5,271,23,162,70,0,258,9,128,56,0,196,31,84,30,0,144,5,17,5,0,26,0,0,0,0,0,118,767,300,8,1197,0,44,9,0,51,12,46,10,0,64,11,101,28,3,146,17,94,23,0,134,10,97,25,0,132,30,103,37,0,168,15,48,12,0,80,5,18,0,0,19,0,0,0,0,3,96,552,146,8,802,4,73,18,0,94,14,88,28,3,130,34,233,68,10,340,39,259,92,7,406,34,261,100,0,386,35,231,91,0,361,44,137,48,0,226,11,29,4,0,52,0,0,0,0,3,212,1320,448,20,1997
POA6743,19,117,39,0,173,15,172,50,14,252,106,487,112,28,729,103,421,79,6,617,107,374,99,6,583,113,448,82,0,639,122,412,55,0,592,17,81,25,0,122,0,10,4,0,14,610,2525,540,55,3732,23,116,34,0,175,29,186,40,12,263,128,546,123,33,819,140,397,82,3,622,128,369,100,0,602,164,489,69,5,730,82,323,40,4,448,22,44,16,0,84,0,8,6,0,15,721,2475,514,60,3762,40,233,74,0,351,42,362,90,26,519,231,1025,236,59,1550,248,821,160,16,1240,239,742,200,6,1178,278,939,151,3,1373,209,739,97,4,1043,42,124,38,0,205,0,17,11,0,28,1327,4995,1056,111,7493
POA6751,19,59,24,0,99,19,154,59,0,239,98,774,438,10,1326,150,777,438,3,1373,119,749,450,8,1328,73,571,312,6,953,46,180,62,3,296,12,25,11,0,53,0,5,0,0,4,534,3306,1805,31,5677,13,44,22,0,78,30,114,54,5,207,83,372,148,4,600,98,251,85,0,439,58,227,91,0,377,61,214,69,6,343,45,125,37,0,208,7,29,10,0,48,0,0,0,0,0,400,1370,517,16,2304,32,108,46,0,185,50,269,116,3,439,179,1148,588,11,1919,255,1032,527,7,1816,182,974,543,8,1699,128,783,376,5,1301,92,306,100,6,508,26,53,24,0,102,0,5,0,0,4,936,4675,2319,47,7978
POA6753,18,107,37,0,158,26,264,136,4,433,156,1304,783,18,2254,194,1317,850,16,2377,180,1207,729,14,2133,84,839,491,15,1426,26,158,84,4,270,8,16,9,0,32,0,0,0,0,0,690,5208,3118,64,9086,23,81,21,0,122,28,218,86,8,339,135,650,252,6,1045,152,401,152,0,710,82,366,151,0,601,57,225,89,7,371,13,76,23,0,104,5,13,4,0,12,0,3,0,0,3,485,2025,776,18,3307,42,184,55,0,285,55,487,221,10,771,284,1951,1036,19,3300,348,1715,1008,16,3086,263,1574,879,21,2732,133,1066,577,14,1792,38,230,103,4,379,11,26,14,0,47,0,6,0,0,6,1173,7235,3896,87,12394
POA6754,3,19,8,0,31,4,26,17,0,51,14,110,62,0,187,35,116,94,0,249,19,117,92,0,225,16,89,52,3,158,11,9,12,0,31,0,7,4,0,7,0,0,4,0,3,103,489,341,6,938,3,19,3,0,24,8,28,14,0,41,25,63,24,0,117,28,52,25,0,111,17,45,25,0,86,15,39,12,0,64,3,3,4,0,13,0,0,3,0,9,0,0,0,0,0,93,252,108,0,455,6,34,15,0,59,6,55,27,0,94,42,176,86,0,298,70,173,113,0,357,33,157,113,0,307,30,124,64,3,219,7,19,11,0,39,0,4,9,0,12,0,0,4,0,3,199,747,447,6,1395
POA6758,4,11,0,0,13,0,49,41,0,87,31,328,268,0,627,41,330,302,3,678,34,248,223,0,504,11,148,126,0,293,7,23,22,0,47,0,0,0,0,0,0,0,0,0,0,137,1131,980,8,2254,0,4,4,0,7,6,30,21,4,59,12,67,53,0,134,11,35,30,0,72,3,50,33,0,87,5,38,20,0,65,3,3,0,0,6,0,4,0,0,5,3,0,3,0,4,42,228,167,6,436,5,16,3,0,27,8,80,55,4,149,45,390,317,4,759,51,364,335,3,746,40,292,255,0,585,21,185,153,0,357,11,28,22,0,55,0,4,0,0,9,3,0,3,0,4,183,1357,1143,13,2698
POA6760,0,18,3,0,31,8,43,27,0,77,11,186,154,0,360,13,221,183,3,420,11,189,170,4,376,19,162,99,0,278,12,63,18,0,97,3,9,5,0,21,0,4,0,0,3,89,908,655,8,1657,0,23,3,0,22,0,22,16,4,37,6,70,43,3,121,4,52,17,0,72,5,61,30,0,92,12,63,27,0,98,18,32,5,0,57,4,10,0,0,15,0,0,0,0,3,52,330,134,6,519,0,44,7,0,53,5,64,38,4,110,16,259,198,3,477,14,274,197,3,492,20,244,201,4,472,32,225,121,0,375,35,97,23,0,158,12,20,4,0,32,0,3,0,0,6,142,1237,785,13,2178
POA6762,0,15,11,0,25,6,49,23,0,79,14,175,86,0,283,10,166,85,6,266,9,140,69,0,210,14,92,45,0,149,3,13,4,0,19,0,6,0,0,6,0,0,0,0,0,50,661,321,5,1032,0,12,0,0,13,4,31,12,0,39,8,55,14,0,77,3,29,9,0,36,0,28,8,0,35,0,16,5,0,20,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,13,170,43,0,219,0,29,11,0,43,7,81,31,0,118,20,234,101,0,356,10,195,89,6,298,4,168,76,0,248,10,109,51,0,172,4,20,3,0,24,0,3,0,0,3,0,0,0,0,0,62,825,364,5,1252
POA6765,0,43,8,0,43,3,57,10,0,72,18,131,20,0,168,9,101,15,0,124,14,98,18,0,129,23,89,32,0,139,19,64,19,3,104,6,11,6,0,26,0,3,0,0,3,88,597,130,3,815,3,46,4,0,50,9,72,18,0,98,22,141,30,0,191,21,112,17,0,145,19,98,23,0,141,21,96,25,0,138,12,63,16,0,91,5,11,4,0,22,0,5,0,0,5,105,631,129,5,873,3,82,10,0,95,12,126,30,0,173,34,269,56,0,359,31,210,31,0,268,31,195,40,0,265,42,187,51,0,276,31,129,39,3,198,4,30,13,0,44,0,4,0,0,4,195,1230,260,4,1688
POA6770,3,122,21,0,149,10,108,20,0,139,34,242,53,4,331,32,210,60,5,308,34,180,61,4,278,35,185,57,0,277,43,156,34,0,243,10,42,14,0,64,0,5,3,0,8,211,1254,330,11,1810,4,113,23,0,146,19,106,20,0,152,39,259,50,3,352,39,203,41,0,291,33,166,37,0,240,57,186,42,0,283,44,146,44,0,234,8,24,11,0,45,0,4,0,0,5,246,1217,268,9,1744,11,237,43,0,290,30,214,42,3,293,73,503,100,9,682,72,421,107,5,597,71,350,91,5,520,89,368,98,0,561,91,299,83,0,474,18,67,31,0,111,5,11,9,0,12,456,2466,600,22,3547
POA7000,98,307,27,0,433,158,511,69,42,777,357,1328,160,113,1958,181,780,98,28,1089,269,681,85,6,1041,232,643,87,4,967,217,502,74,0,791,70,237,50,0,357,5,85,25,0,119,1589,5066,665,199,7520,133,285,28,0,443,220,518,56,4,798,440,1283,121,9,1856,261,732,85,4,1085,303,731,83,0,1123,266,724,93,3,1086,222,521,74,0,812,73,302,43,3,416,8,170,34,0,211,1922,5268,618,18,7832,227,591,50,0,872,378,1028,127,49,1576,797,2607,285,124,3816,444,1516,186,34,2173,572,1410,165,8,2164,498,1367,178,8,2051,438,1024,147,0,1607,141,534,93,3,773,14,253,62,0,333,3516,10326,1289,218,15352
POA7004,48,151,11,0,210,56,200,15,0,271,155,543,41,5,744,107,349,21,0,482,140,303,21,0,465,112,306,14,0,433,127,246,17,0,394,44,167,22,0,233,14,62,12,0,87,808,2325,172,12,3320,61,127,12,0,195,85,200,10,0,296,202,545,44,0,791,162,378,19,0,569,161,292,19,0,468,152,326,19,0,504,170,296,31,0,493,69,196,32,0,299,14,95,42,0,149,1070,2456,227,12,3769,112,273,18,0,407,140,400,27,0,569,361,1086,82,5,1536,273,733,41,6,1050,295,594,38,0,932,268,629,36,5,935,293,538,45,0,881,115,366,55,0,538,25,158,53,0,234,1884,4782,402,20,7086
POA7005,108,259,18,0,386,153,443,30,4,633,364,979,92,11,1435,185,537,45,0,769,184,462,28,0,676,200,447,30,3,686,224,495,33,0,751,110,305,14,0,428,17,143,3,0,162,1549,4068,284,23,5931,122,236,13,3,381,187,351,26,7,566,456,862,78,5,1400,248,514,30,0,788,252,495,29,6,771,202,548,31,12,791,246,524,25,0,805,102,399,17,0,520,8,250,10,0,270,1829,4182,253,33,6302,239,494,31,3,766,338,791,52,15,1201,815,1844,167,15,2839,434,1053,76,0,1558,436,954,54,0,1449,402,996,65,15,1477,472,1020,55,4,1553,219,710,27,0,950,25,393,17,0,436,3381,8254,543,57,12228
POA7007,16,90,0,0,106,18,88,0,0,107,44,157,9,0,207,50,164,10,0,219,68,153,6,0,224,46,137,9,0,188,65,112,4,0,182,18,55,5,0,75,0,13,0,0,13,324,954,36,0,1321,25,70,5,0,103,22,61,0,0,85,54,150,9,0,218,66,158,8,0,243,78,170,9,0,256,52,146,10,0,207,53,132,7,0,194,21,46,0,0,68,0,28,0,0,33,381,971,45,0,1400,41,159,9,0,207,43,151,0,0,195,100,306,13,4,427,111,323,21,0,459,145,318,11,0,483,100,279,14,0,396,119,240,9,0,374,44,101,4,0,144,4,37,0,0,40,707,1927,81,4,2718
POA7008,57,278,12,0,340,53,290,19,0,363,189,970,62,0,1224,177,682,40,0,899,195,572,27,0,797,170,545,21,0,743,149,428,30,0,615,50,221,10,0,285,8,90,11,0,106,1048,4081,228,16,5368,73,226,9,0,305,90,281,15,0,388,265,898,44,0,1213,214,701,34,0,957,235,607,23,0,865,179,604,14,5,798,161,454,21,9,644,81,265,15,0,364,15,202,19,0,238,1316,4245,193,14,5768,126,500,18,0,650,141,572,32,7,745,456,1874,106,0,2437,394,1384,74,3,1854,428,1179,53,3,1661,347,1152,39,10,1540,313,883,50,8,1254,129,490,25,3,651,25,293,28,0,341,2362,8327,421,32,11135
POA7009,34,264,8,0,303,74,370,16,0,461,289,1240,72,4,1610,168,802,42,0,1022,105,608,40,0,757,93,591,27,0,711,91,427,31,0,546,36,203,19,0,267,7,67,11,0,86,904,4582,265,7,5757,50,246,27,0,324,77,358,21,0,457,297,1091,75,0,1459,194,712,36,0,938,139,570,41,0,753,128,594,19,0,744,115,467,18,0,605,43,291,22,0,350,4,106,6,0,122,1046,4437,264,6,5752,88,509,34,0,626,155,727,40,0,917,584,2334,147,8,3070,359,1512,79,0,1960,251,1183,76,0,1514,220,1190,50,0,1455,210,892,52,0,1155,77,494,43,0,614,15,179,14,0,206,1946,9018,535,15,11512
POA7010,43,373,32,0,449,57,465,21,0,547,297,1574,105,0,1973,156,938,55,0,1148,103,785,39,0,927,113,858,57,0,1029,103,636,40,3,774,47,403,38,0,490,11,184,18,0,209,924,6221,406,3,7558,46,347,31,0,425,84,467,29,0,583,300,1345,107,0,1751,163,905,67,0,1135,135,802,43,4,985,148,865,42,0,1049,146,780,50,0,977,74,569,56,0,689,21,303,29,0,358,1113,6382,451,11,7957,90,721,62,0,873,148,932,52,0,1128,597,2918,215,0,3725,315,1842,123,0,2282,233,1590,84,4,1917,261,1722,96,3,2080,246,1412,92,4,1759,121,972,89,0,1181,31,489,50,0,565,2037,12600,853,12,15510
POA7011,52,384,30,0,461,38,408,20,0,463,146,1124,62,0,1334,122,806,41,0,965,98,736,44,0,886,95,740,36,0,872,101,505,21,4,625,61,324,39,0,432,10,146,10,0,163,722,5173,304,6,6206,59,343,26,0,433,71,362,23,0,454,144,1038,55,0,1229,152,817,36,0,1012,122,780,38,0,935,123,821,40,3,982,142,589,38,0,772,73,491,50,0,614,9,207,25,0,240,890,5441,333,5,6677,112,728,55,0,892,110,767,42,0,919,287,2160,115,4,2563,279,1627,82,0,1980,223,1517,84,4,1819,214,1554,85,5,1855,240,1093,59,4,1402,135,813,92,0,1048,20,354,35,0,401,1617,10617,639,8,12889
POA7012,3,15,3,0,24,4,17,0,0,22,7,29,0,0,38,11,42,0,0,55,10,49,3,0,61,10,63,0,0,73,12,43,0,0,53,4,15,0,0,16,0,3,0,0,3,61,271,10,0,347,4,22,0,0,27,3,6,0,0,8,12,27,0,0,41,11,45,3,0,60,12,58,0,0,65,17,44,4,0,62,8,26,3,0,44,0,12,0,0,9,0,3,0,0,3,62,254,8,0,328,8,38,5,0,49,3,23,0,0,32,19,56,6,0,79,24,89,4,0,116,21,109,4,0,133,27,108,3,0,134,19,76,3,0,94,7,23,0,0,28,0,0,0,0,3,130,522,21,0,673
POA7015,33,201,6,0,244,29,252,10,0,290,131,603,25,3,766,106,510,11,0,626,119,424,9,0,551,115,465,19,0,594,162,448,21,0,633,90,296,22,0,411,13,192,27,0,232,801,3387,149,0,4340,54,159,5,0,222,49,179,10,0,237,140,592,24,0,755,146,549,20,0,709,137,465,11,0,613,162,562,17,0,742,200,519,29,4,751,134,432,36,0,597,23,364,41,0,426,1037,3810,190,4,5048,92,363,13,0,466,78,428,20,0,529,266,1192,51,3,1520,252,1056,27,0,1337,253,889,23,0,1164,279,1028,39,0,1341,363,965,49,4,1378,223,723,55,0,1006,33,555,62,0,658,1841,7200,338,11,9388
POA7016,3,79,16,0,103,8,86,49,0,138,21,188,190,0,398,19,139,180,0,338,14,119,70,0,205,18,117,44,0,180,3,63,20,0,89,0,42,10,0,51,0,13,3,0,15,88,841,586,0,1516,10,55,10,0,69,5,74,9,0,88,22,196,25,0,243,24,127,28,0,181,20,123,10,0,152,11,122,5,0,135,17,59,8,0,75,10,58,4,0,75,0,17,0,0,23,109,839,98,0,1050,15,134,27,0,168,12,160,56,0,223,43,383,220,0,641,41,268,207,0,520,33,243,83,0,360,29,240,51,0,316,19,124,25,0,169,10,101,15,0,126,0,31,8,0,41,204,1676,690,0,2568
POA7017,29,148,0,0,181,24,149,7,0,177,51,326,11,0,385,59,323,9,0,393,60,342,6,0,406,55,344,4,0,403,69,292,11,0,371,19,125,4,0,151,0,30,5,0,36,363,2069,52,0,2497,31,114,6,0,149,17,152,11,0,179,41,334,4,0,379,73,358,11,0,445,61,364,8,0,435,65,363,9,0,431,51,261,8,0,318,28,137,10,0,173,0,55,3,0,61,372,2126,63,0,2564,54,266,3,0,326,40,294,17,0,351,92,657,15,0,764,133,681,24,0,835,128,703,14,0,843,116,705,14,0,836,118,552,20,0,688,47,256,15,0,323,0,89,9,0,90,741,4198,113,0,5059
POA7018,76,477,26,0,576,76,528,21,0,632,246,1369,63,6,1677,244,1135,39,0,1413,251,1036,46,3,1339,226,997,39,0,1271,268,863,42,0,1171,167,600,50,0,812,17,201,27,0,253,1570,7215,346,14,9152,126,440,19,0,585,92,493,19,0,611,262,1336,53,0,1653,345,1146,49,0,1541,309,1126,33,0,1465,251,1165,29,0,1450,342,1072,56,4,1473,171,775,64,0,1012,20,368,50,3,439,1931,7915,377,12,10228,202,908,46,0,1162,171,1028,48,0,1248,509,2704,113,5,3335,590,2281,86,0,2955,557,2162,74,3,2811,478,2162,70,0,2719,608,1934,101,3,2647,336,1371,108,3,1822,41,571,72,0,694,3500,15131,722,28,19385
POA7019,21,183,26,0,229,26,209,20,0,252,85,630,41,0,763,55,411,26,0,490,37,287,21,0,352,22,258,19,0,302,33,223,15,0,270,19,74,5,0,101,0,23,4,0,23,311,2293,179,3,2785,21,180,19,0,220,34,235,23,0,292,121,679,55,0,851,89,456,41,0,583,46,346,26,3,418,39,321,21,4,387,61,261,16,0,339,22,99,12,0,135,0,28,0,0,33,423,2614,209,9,3251,47,363,43,0,453,61,442,43,4,551,209,1313,99,0,1616,145,866,63,0,1072,81,635,47,3,766,64,579,40,4,685,94,483,32,0,607,35,173,23,0,230,0,53,4,0,60,738,4908,386,11,6040
POA7020,18,65,0,0,83,8,45,0,0,51,11,97,0,0,111,36,138,8,0,180,36,168,0,0,209,38,189,4,0,226,34,114,0,0,150,6,33,0,0,42,0,7,0,0,7,185,849,17,0,1052,20,67,0,0,84,8,46,0,0,60,22,102,6,0,123,40,132,7,0,178,42,167,3,0,209,61,163,0,0,226,32,87,0,0,122,3,36,0,0,44,3,5,0,0,8,230,812,16,0,1055,32,126,0,0,163,14,94,0,0,105,33,198,6,0,233,74,269,12,0,359,79,335,3,0,419,97,352,8,0,457,70,202,3,0,275,16,69,0,0,83,3,15,0,0,17,413,1661,31,0,2108
POA7021,15,67,5,0,82,11,42,5,0,50,22,112,3,0,138,38,105,8,0,153,31,118,3,0,153,33,135,4,0,175,30,104,0,0,135,14,56,0,0,74,7,12,0,0,18,195,760,26,0,979,19,54,0,0,72,0,39,0,0,40,18,122,4,0,147,42,126,10,0,179,43,116,0,0,155,40,178,0,0,218,34,110,0,0,144,11,64,4,0,73,0,34,0,0,37,208,830,24,0,1054,30,118,0,0,151,8,81,5,0,89,38,240,10,0,285,82,231,15,0,331,68,232,5,0,312,76,318,4,0,391,63,211,0,0,274,25,118,3,0,150,6,48,0,0,51,395,1585,47,0,2036
POA7022,3,14,9,0,22,0,14,0,0,14,6,33,0,0,41,12,49,4,0,58,8,44,7,0,63,19,46,3,0,69,20,57,0,0,79,3,27,0,0,35,0,10,0,0,10,76,291,18,0,389,3,19,0,0,21,0,11,0,0,12,12,39,0,0,50,9,48,0,0,52,19,41,6,0,69,17,64,0,0,82,24,51,0,0,69,4,25,0,0,30,6,8,0,0,10,91,298,14,0,398,7,29,5,0,47,0,20,3,0,25,18,70,0,0,88,20,93,4,0,112,27,84,13,0,125,34,114,3,0,149,41,108,3,0,153,13,49,5,0,63,6,15,0,0,19,166,586,35,0,783
POA7023,0,3,0,0,3,0,11,0,0,9,3,7,0,0,12,7,9,0,0,12,4,20,0,0,21,4,26,0,0,33,8,33,0,0,36,3,9,0,0,9,0,0,0,0,0,32,114,3,0,145,0,4,0,0,9,0,0,0,0,0,5,13,0,0,15,4,8,0,0,15,6,15,0,0,30,5,33,0,0,38,4,31,0,0,32,4,10,4,0,18,0,6,0,0,9,30,124,5,0,168,4,10,0,0,15,0,9,0,0,10,6,19,0,0,29,11,23,0,0,29,15,37,0,0,51,11,62,4,0,78,12,58,3,0,70,4,18,0,0,27,0,6,0,0,7,64,239,12,0,314
