POA_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
POA5310,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,12
POA5311,0,58,54,56,12,76,18,4,21,13,4,9,11,5,11,6,0,6,103,73,176
POA5320,10,146,150,111,35,149,30,3,36,20,0,21,3,0,11,5,0,7,180,193,372
POA5321,4,66,68,45,33,82,12,3,13,12,5,18,5,0,5,0,0,0,76,108,187
POA5322,5,110,120,150,17,168,36,0,42,49,4,53,13,0,13,10,0,9,268,138,409
POA5330,20,475,502,497,107,609,141,27,168,116,15,137,72,6,81,35,4,38,887,627,1520
POA5331,0,32,37,58,9,69,11,0,11,10,0,14,10,0,10,0,0,3,93,44,137
POA5332,3,42,45,58,21,73,12,0,17,16,0,14,12,0,11,5,0,5,96,67,167
POA5333,41,750,788,868,106,971,287,33,318,263,21,285,138,8,145,50,4,52,1647,921,2568
POA5340,8,168,181,203,34,243,64,7,69,54,9,66,26,4,35,13,9,23,374,240,615
POA5341,47,1000,1049,1068,202,1274,449,31,487,321,23,345,168,14,183,68,8,80,2127,1284,3414
POA5342,8,88,94,149,24,176,71,0,69,61,0,58,24,0,24,15,0,15,322,115,437
POA5343,45,783,828,657,141,802,255,33,287,209,14,227,92,3,103,28,7,33,1292,984,2273
POA5344,3,74,84,127,19,143,42,4,48,45,0,46,20,0,20,11,0,15,249,100,348
POA5345,16,546,562,507,83,591,166,14,173,150,12,154,64,0,67,43,3,42,948,650,1598
POA5346,0,38,37,63,14,76,21,0,21,15,0,16,3,0,3,5,0,5,115,51,166
POA5350,10,24,32,69,0,69,25,0,26,40,3,45,11,0,11,5,0,5,160,27,186
POA5351,39,418,455,788,59,848,364,16,384,364,6,374,154,5,154,70,0,75,1786,503,2288
POA5352,41,624,661,810,71,880,250,25,272,274,9,279,94,0,98,38,0,37,1502,727,2233
POA5353,41,429,465,560,81,637,205,14,220,179,15,189,90,5,94,34,0,36,1107,542,1645
POA5354,0,117,123,56,39,97,7,3,16,7,0,9,5,0,4,0,0,0,76,169,242
POA5355,56,957,1009,1153,108,1270,446,33,477,413,11,429,179,4,181,69,0,67,2318,1118,3433
POA5356,5,67,78,109,11,121,43,0,47,39,5,40,23,3,26,5,0,6,220,91,314
POA5357,3,97,101,74,25,99,14,0,14,16,3,11,3,4,11,3,0,0,105,130,238
POA5360,10,75,87,141,27,164,66,3,72,84,11,94,29,0,31,9,0,10,338,120,452
POA5371,6,71,78,122,18,136,75,5,77,98,5,102,37,0,37,20,0,20,351,95,447
POA5372,14,149,162,290,32,319,145,4,152,149,0,151,82,4,89,46,0,49,726,187,916
POA5373,20,449,469,504,66,568,159,14,171,143,6,145,84,0,81,35,0,35,942,535,1471
POA5374,11,212,220,225,34,259,64,10,71,54,3,57,32,0,32,15,0,15,398,256,655
POA5381,4,59,65,40,12,53,15,0,15,18,0,19,5,0,5,0,0,3,86,71,154
POA5400,10,62,69,104,17,119,48,4,53,60,3,63,23,0,25,17,0,12,257,90,343
POA5401,5,87,93,96,23,116,48,5,46,39,3,41,11,0,11,19,0,19,212,110,320
POA5410,0,31,32,32,3,41,19,0,19,9,0,9,9,0,9,4,0,4,79,42,123
POA5411,0,32,33,37,4,41,17,3,19,19,0,19,7,0,7,13,0,11,84,34,122
POA5412,16,187,196,193,30,213,54,8,58,33,0,30,29,0,28,7,0,7,319,223,539
POA5413,5,119,125,137,19,157,38,3,42,31,0,31,15,0,15,6,0,6,234,146,376
POA5414,0,26,26,17,3,24,8,0,12,4,0,4,9,0,9,0,0,0,31,28,60
POA5415,3,23,27,45,3,54,6,0,6,13,0,13,5,0,5,0,0,0,72,30,105
POA5416,0,19,25,36,5,42,9,0,9,11,0,15,3,0,3,0,0,0,63,26,91
POA5417,18,253,271,220,47,264,61,9,66,50,7,59,22,3,24,14,3,21,394,313,704
POA5418,0,20,20,23,0,22,9,0,6,0,0,0,6,0,6,3,0,3,33,22,54
POA5419,0,36,36,33,3,33,9,4,8,16,0,14,4,3,9,0,0,0,61,44,102
POA5420,0,5,8,8,0,10,5,0,5,6,0,6,0,0,3,0,0,0,21,10,29
POA5421,0,36,36,19,4,23,4,3,12,0,0,5,0,0,0,0,0,0,25,42,64
POA5422,15,379,396,238,85,322,57,13,77,31,12,45,18,0,20,17,0,15,384,488,867
POA5431,9,126,143,122,32,155,26,5,29,31,0,31,14,0,17,6,0,10,218,170,383
POA5432,0,16,18,19,21,34,4,0,3,8,0,5,5,0,5,3,0,3,29,42,68
POA5433,19,220,235,183,50,237,62,13,70,33,9,38,12,4,16,15,0,18,330,289,616
POA5434,5,104,108,57,113,170,8,7,13,18,7,22,8,0,8,6,0,6,93,227,323
POA5440,0,45,48,19,14,35,4,4,4,4,3,6,3,0,3,0,0,0,30,69,98
POA5451,8,101,104,125,24,154,33,0,37,25,0,25,12,0,12,6,0,6,208,131,334
POA5452,0,32,34,65,9,75,19,0,26,24,0,24,16,0,16,8,0,9,126,45,172
POA5453,38,634,671,742,143,888,240,34,275,220,21,233,103,6,109,36,4,41,1384,834,2214
POA5454,3,45,49,53,3,58,15,0,20,12,0,15,11,0,11,7,0,6,106,48,153
POA5455,0,7,7,8,0,7,0,0,0,6,0,6,0,0,0,0,0,0,9,4,20
POA5460,6,74,78,102,17,116,32,0,30,44,0,42,18,0,18,16,0,16,207,87,291
POA5461,12,341,349,343,36,388,122,8,131,112,5,124,56,3,63,35,0,35,686,393,1078
POA5462,5,55,61,75,7,80,23,0,24,20,0,20,14,0,14,11,0,11,144,65,206
POA5464,4,74,80,79,19,97,21,0,20,18,0,22,23,0,27,5,0,5,148,98,246
POA5470,0,21,21,25,3,32,8,0,8,4,0,4,3,0,3,0,0,0,38,26,68
POA5471,0,17,17,10,4,17,3,0,3,0,0,0,0,0,0,4,0,4,25,17,37
POA5472,0,39,41,27,3,37,8,0,8,5,0,9,4,0,4,0,0,0,44,47,92
POA5473,3,116,124,115,29,141,25,6,32,20,0,19,21,7,21,7,0,7,192,152,344
POA5480,4,120,128,122,22,148,36,7,45,38,4,40,23,0,19,6,0,6,232,153,383
POA5481,6,84,93,92,12,105,25,0,33,11,0,11,6,0,6,0,0,0,151,100,251
POA5482,7,63,70,73,5,76,11,0,18,19,0,20,10,0,10,3,0,3,132,73,199
POA5483,0,48,48,49,21,70,17,3,16,15,3,15,8,0,9,9,0,9,92,76,172
POA5485,13,94,106,88,45,137,28,10,39,28,8,31,9,0,9,12,6,15,180,159,331
POA5490,0,14,14,21,11,31,7,0,7,5,0,7,8,0,8,0,0,0,42,23,66
POA5491,6,259,267,288,44,324,68,6,74,74,4,78,42,0,42,9,0,9,483,308,793
POA5493,0,10,10,8,5,10,4,0,4,0,0,0,3,0,3,0,0,0,14,12,28
POA5495,4,110,112,121,44,161,22,4,25,15,4,19,7,0,8,6,0,6,169,164,331
POA5501,53,600,647,874,138,1010,449,35,481,435,23,459,217,10,227,143,4,141,2166,808,2968
POA5502,15,134,148,193,39,231,85,20,104,71,16,85,47,3,51,20,4,21,429,215,641
POA5510,3,15,18,20,4,19,3,0,5,4,0,4,3,0,3,0,0,0,26,17,52
POA5520,8,99,102,77,15,93,16,0,19,20,6,23,7,0,12,5,0,10,135,119,255
POA5521,0,27,28,18,3,21,3,0,3,6,0,6,5,0,5,0,0,0,31,32,69
POA5522,17,279,296,270,51,324,55,3,56,32,0,40,25,5,29,6,0,6,401,344,743
POA5523,16,247,265,275,38,320,92,5,98,71,0,71,51,0,49,22,4,22,523,298,824
POA5540,118,2312,2429,1989,308,2297,823,75,903,607,33,646,291,13,309,143,8,149,3978,2745,6726
POA5550,6,164,170,113,32,145,48,5,51,31,0,31,29,0,29,11,0,9,242,203,439
POA5552,0,31,31,44,9,55,14,0,13,15,0,18,14,3,16,0,0,0,89,50,137
POA5554,43,642,689,742,92,836,287,19,306,227,17,243,109,10,117,53,0,51,1462,780,2244
POA5555,3,48,57,99,20,114,26,0,25,21,0,18,12,0,12,4,0,3,151,71,225
POA5556,38,650,689,781,149,939,174,22,198,132,4,140,65,4,68,29,0,32,1220,838,2062
POA5558,38,757,792,967,172,1143,208,20,237,154,14,170,55,4,60,43,0,44,1475,977,2447
POA5560,0,71,71,67,16,80,24,0,24,15,0,16,6,0,10,7,0,7,118,87,202
POA5570,4,117,117,116,28,141,20,0,20,12,0,14,7,7,13,3,0,3,162,140,305
POA5571,16,345,357,397,73,469,66,10,75,45,7,54,24,0,20,13,3,16,556,434,992
POA5572,0,20,26,20,0,25,6,0,6,10,0,10,3,0,3,0,0,0,46,20,69
POA5573,16,294,309,318,56,375,81,15,93,91,8,101,43,5,45,19,0,22,556,384,943
POA5575,28,380,403,430,90,516,77,12,93,74,9,74,41,0,41,21,3,24,666,488,1153
POA5576,8,188,197,173,43,213,44,10,49,38,3,43,3,0,3,10,0,10,282,238,526
POA5577,3,102,108,86,21,111,24,7,34,11,0,15,9,3,13,0,5,5,145,136,282
POA5580,6,64,67,55,12,65,15,0,15,13,0,13,0,0,0,4,0,4,102,76,175
POA5581,3,116,123,139,38,173,20,0,20,8,0,10,9,0,9,0,0,0,172,163,336
POA5582,5,101,107,123,27,143,13,0,13,13,0,13,8,0,12,9,0,9,169,128,294
POA5583,10,159,175,152,49,197,27,0,26,23,4,24,8,4,12,4,0,4,222,222,446
POA5600,41,917,957,882,129,1016,296,31,326,304,13,315,101,4,104,42,4,41,1671,1094,2760
POA5601,0,17,17,17,7,25,4,0,4,5,0,5,0,0,0,0,0,0,23,17,45
POA5602,17,170,184,207,56,258,57,7,71,48,5,55,19,4,23,9,3,14,357,248,602
POA5603,3,63,67,63,15,72,19,0,21,21,0,24,11,0,13,0,0,0,113,80,193
POA5604,3,50,50,38,9,47,7,0,7,3,0,5,0,0,0,0,0,0,55,57,113
POA5605,10,320,330,332,78,406,67,10,71,60,12,68,28,0,34,10,0,9,508,411,917
POA5606,145,1979,2118,1854,339,2190,742,96,838,626,48,676,250,28,278,110,8,114,3728,2493,6222
POA5607,61,445,502,674,185,859,238,32,265,266,18,285,122,8,130,58,4,57,1410,700,2105
POA5608,106,2424,2537,1629,325,1953,685,79,759,495,48,537,241,23,261,103,11,111,3255,2910,6164
POA5609,14,186,200,239,16,260,126,5,128,127,4,131,38,0,41,13,0,12,564,216,775
POA5611,0,43,43,12,3,20,5,0,6,0,0,0,0,0,0,0,0,0,26,47,72
POA5630,4,10,12,12,3,17,10,0,10,10,0,10,4,0,4,0,0,0,37,11,47
POA5631,7,104,110,140,21,160,48,0,45,52,5,49,31,0,31,11,0,11,289,130,415
POA5632,4,12,14,26,5,27,4,0,13,11,0,8,4,0,4,3,0,3,54,20,82
POA5633,4,36,40,32,9,45,8,0,12,6,0,6,5,0,6,4,0,4,69,50,111
POA5640,10,158,169,145,26,176,26,3,28,49,4,53,22,0,22,8,0,8,265,191,457
POA5641,15,126,139,137,31,168,32,0,33,37,4,35,28,0,31,8,0,11,258,158,415
POA5642,3,31,29,30,3,35,5,0,5,14,0,16,8,0,7,3,0,3,60,37,97
POA5650,0,15,20,11,4,16,8,3,11,7,0,7,6,0,11,0,0,0,36,29,62
POA5651,4,6,9,8,5,9,0,0,0,3,0,3,0,0,0,0,0,0,18,11,27
POA5652,4,83,88,93,21,113,22,0,22,32,4,36,21,3,20,3,0,3,171,113,283
POA5653,0,5,5,3,6,9,4,0,4,4,0,4,4,0,4,0,0,0,10,11,24
POA5654,3,36,41,26,8,33,12,3,12,0,4,3,7,0,6,4,0,5,52,54,100
POA5655,0,10,10,11,0,11,5,0,5,7,0,7,3,0,3,5,0,5,27,10,33
POA5660,0,5,5,0,0,0,3,0,4,4,0,4,0,0,0,0,0,0,11,5,12
POA5661,0,12,20,16,9,22,6,0,3,8,0,7,0,0,5,0,0,0,33,26,55
POA5670,8,72,82,62,37,100,21,0,18,18,3,21,11,0,9,9,0,9,121,120,247
POA5671,0,25,25,17,24,41,3,3,5,3,0,3,5,0,5,4,3,6,33,49,85
POA5680,21,283,305,329,126,448,79,11,93,86,10,92,36,6,45,16,0,17,564,441,1002
POA5690,28,520,544,433,193,626,164,25,196,183,18,203,95,8,104,60,6,69,957,768,1734
POA5700,106,1842,1946,1285,346,1636,542,76,621,418,52,465,190,20,212,131,25,157,2674,2361,5041
POA5701,0,7,7,5,14,22,0,0,0,3,3,5,0,0,0,0,0,0,8,25,29
POA5710,29,181,206,287,45,330,128,16,143,100,12,110,48,0,53,30,0,32,614,258,876
POA5713,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14
POA5715,0,7,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11
POA5717,0,3,3,8,15,18,0,0,0,0,0,0,0,0,0,0,0,0,9,19,31
POA5719,0,9,13,3,7,15,0,4,3,4,0,5,0,0,0,0,0,0,11,23,38
POA5720,0,108,110,21,20,47,7,3,10,7,0,7,0,0,0,0,0,0,39,137,177
POA5722,0,83,85,34,16,53,8,0,12,12,0,14,0,0,0,0,0,0,56,105,158
POA5723,11,452,471,164,226,390,43,27,69,32,26,55,21,8,31,13,0,20,303,737,1041
POA5724,4,32,29,6,38,40,0,0,0,0,3,5,0,0,0,0,0,0,10,67,77
POA5725,30,360,390,280,136,419,182,44,222,209,32,242,107,8,120,40,10,49,847,589,1433
POA5730,0,10,10,15,22,39,5,3,7,5,0,5,0,0,0,0,0,0,26,37,64
POA5731,0,58,59,16,35,50,8,4,10,8,0,11,0,3,3,0,0,0,34,100,134
POA5732,0,46,46,19,39,61,0,0,10,0,3,3,0,3,0,3,0,3,26,97,123
POA5733,0,40,34,14,19,27,6,8,13,5,0,4,3,0,3,0,0,0,28,58,85
POA5734,0,25,25,6,9,22,8,0,5,3,0,7,0,0,0,4,0,4,20,46,65
POA5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6000,175,3232,3405,1790,703,2499,476,167,635,244,62,299,58,8,70,16,6,23,2755,4180,6935
POA6003,45,869,914,505,185,693,138,58,194,78,20,101,16,5,20,9,0,9,790,1141,1934
POA6004,145,2576,2718,1870,521,2387,518,152,673,220,47,268,51,12,59,19,0,22,2817,3311,6129
POA6005,68,1474,1538,833,293,1128,252,75,331,100,23,126,28,3,30,4,0,4,1287,1871,3155
POA6006,78,1226,1300,1098,233,1335,526,111,636,534,39,567,125,9,133,42,3,49,2398,1620,4017
POA6007,97,1289,1387,1096,241,1338,391,69,467,337,25,363,90,6,90,16,0,16,2035,1629,3664
POA6008,142,2586,2733,1952,348,2294,830,106,941,831,44,875,252,21,272,63,3,64,4075,3104,7177
POA6009,96,1388,1491,1874,313,2186,851,140,986,1060,74,1136,498,21,516,123,7,128,4505,1944,6453
POA6010,152,2104,2249,2106,300,2408,946,85,1026,1083,52,1128,444,10,457,106,9,116,4832,2552,7381
POA6011,80,868,953,1075,177,1252,477,54,532,483,21,506,242,8,250,79,0,80,2435,1132,3567
POA6012,80,1191,1274,935,176,1113,445,41,490,503,24,526,232,15,245,49,0,54,2247,1452,3702
POA6014,151,2346,2497,2334,301,2632,1113,61,1171,1501,31,1535,595,11,609,134,0,130,5827,2751,8577
POA6015,34,408,446,726,44,767,325,30,354,486,11,496,227,6,232,59,0,57,1857,501,2359
POA6016,59,1135,1195,1068,190,1260,656,68,720,785,25,804,234,5,234,47,0,47,2843,1420,4265
POA6017,40,1017,1060,605,156,759,260,37,292,135,0,137,44,3,45,14,3,15,1085,1218,2302
POA6018,376,4428,4805,4581,763,5345,2433,211,2645,2723,94,2814,771,28,795,235,10,249,11117,5537,16659
POA6019,314,3301,3616,2939,605,3542,1286,205,1487,1306,52,1355,348,13,357,74,7,84,6262,4177,10443
POA6020,123,1601,1721,2797,200,2999,1163,36,1199,1566,23,1591,581,7,590,149,5,152,6385,1870,8257
POA6021,147,2294,2442,2474,277,2751,1276,83,1353,1235,63,1295,428,21,446,176,3,182,5730,2744,8467
POA6022,55,434,489,662,56,721,326,6,329,325,8,331,108,5,111,43,0,45,1519,508,2028
POA6023,113,932,1046,1715,105,1815,926,31,955,1252,19,1270,412,3,420,119,0,121,4532,1089,5621
POA6024,119,1129,1246,1692,171,1865,876,45,917,822,20,846,302,14,315,96,9,107,3911,1380,5296
POA6025,318,2337,2655,3884,299,4182,1967,100,2059,2109,42,2145,684,11,698,209,9,220,9163,2789,11957
POA6026,159,1574,1729,2712,164,2875,1380,25,1402,1610,19,1625,535,3,540,160,0,161,6552,1786,8341
POA6027,415,3406,3825,5092,542,5635,2621,176,2804,2554,87,2638,905,37,947,331,16,344,11922,4271,16192
POA6028,180,1002,1179,2487,135,2629,1562,37,1603,1747,22,1772,632,12,639,207,4,209,6810,1223,8033
POA6029,23,191,208,322,38,360,132,19,147,214,0,215,73,0,73,25,3,29,781,253,1034
POA6030,382,3026,3408,4354,474,4825,2573,145,2711,2383,94,2475,971,54,1026,447,13,461,11108,3809,14913
POA6031,175,909,1084,1518,155,1675,1265,38,1307,1313,35,1344,501,12,516,280,13,289,5050,1164,6214
POA6032,0,15,15,25,9,27,15,0,15,13,0,13,4,0,4,0,0,0,49,22,73
POA6033,4,20,22,39,4,41,18,0,18,28,0,33,15,0,14,11,0,10,113,29,143
POA6034,45,203,248,367,31,402,242,15,261,237,6,250,100,4,101,36,0,37,1027,259,1287
POA6035,119,745,864,1120,125,1249,668,42,718,585,26,613,290,17,306,148,3,149,2926,965,3896
POA6036,168,1200,1372,1636,181,1814,1132,46,1176,1079,33,1106,475,7,480,234,8,242,4717,1474,6189
POA6037,56,348,403,409,60,468,198,15,216,189,9,190,87,6,94,51,10,64,992,440,1435
POA6038,115,673,785,929,85,1016,750,23,774,682,19,698,244,9,251,93,0,94,2816,817,3629
POA6041,16,125,141,222,44,259,85,10,92,62,3,67,26,0,27,24,0,24,432,181,611
POA6042,0,24,24,18,8,29,0,0,0,3,0,7,0,0,0,0,0,0,20,33,60
POA6043,12,45,59,52,6,58,8,3,11,0,0,0,0,0,0,0,0,0,72,60,130
POA6044,28,219,236,195,61,257,44,11,54,34,3,36,14,3,17,4,4,13,318,294,610
POA6050,109,2263,2378,1850,321,2169,745,80,827,810,49,863,278,5,287,73,0,71,3859,2734,6594
POA6051,169,2866,3036,1736,466,2206,639,115,760,462,47,518,123,6,132,49,4,53,3185,3516,6697
POA6052,83,1369,1449,1347,198,1549,720,54,780,701,28,732,196,11,209,52,6,59,3110,1668,4774
POA6053,146,1782,1930,1830,283,2108,983,65,1052,866,28,899,225,13,240,67,5,75,4121,2181,6298
POA6054,182,2568,2749,2450,381,2832,1254,119,1371,1082,62,1145,378,23,397,187,19,208,5528,3169,8700
POA6055,266,1947,2214,2891,393,3285,2122,107,2225,2057,51,2109,764,19,785,468,15,477,8563,2536,11099
POA6056,351,5378,5727,4864,747,5610,2342,203,2541,1930,97,2032,805,42,845,431,32,464,10722,6498,17222
POA6057,164,1452,1617,1984,208,2192,1056,41,1101,856,22,883,379,16,393,175,11,185,4621,1751,6370
POA6058,126,1467,1596,1554,214,1772,808,53,862,676,37,714,285,15,295,120,12,129,3568,1792,5366
POA6059,143,2846,2988,2803,400,3202,1419,100,1516,1332,52,1383,529,23,552,220,13,235,6441,3424,9867
POA6060,240,4570,4813,3339,615,3955,1472,181,1652,1086,65,1151,280,18,305,122,5,129,6540,5458,11997
POA6061,276,5212,5488,4083,1015,5099,2495,356,2853,1825,177,1998,813,82,895,597,40,639,10095,6879,16977
POA6062,267,3275,3542,4011,571,4585,2107,158,2261,1832,81,1915,656,36,695,392,18,406,9262,4141,13408
POA6063,97,1027,1119,1247,157,1397,864,58,923,868,44,912,402,21,421,335,9,342,3810,1315,5123
POA6064,158,2628,2789,2921,382,3306,1739,137,1880,1611,78,1689,834,34,868,604,20,625,7869,3282,11158
POA6065,522,4019,4538,6025,512,6531,4291,158,4448,4974,107,5081,1843,36,1876,872,21,897,18541,4845,23381
POA6066,106,1116,1219,1769,187,1952,1127,54,1182,1110,35,1148,487,24,513,332,11,338,4930,1423,6349
POA6067,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,7,7,5
POA6068,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
POA6069,399,2703,3100,4133,441,4575,2782,151,2932,2993,80,3071,1237,35,1278,739,26,766,12283,3438,15721
POA6070,33,217,244,449,37,484,212,8,221,261,3,262,94,4,98,27,0,27,1076,266,1342
POA6071,35,218,252,452,30,484,206,16,220,195,4,206,82,0,88,23,0,28,997,272,1264
POA6072,14,51,69,95,6,107,48,0,49,45,0,47,19,0,18,15,0,15,237,65,304
POA6073,33,290,324,426,25,453,185,3,192,155,3,157,79,0,78,34,0,34,908,325,1234
POA6074,15,61,74,134,11,143,62,0,62,53,0,54,21,0,23,10,0,10,292,77,367
POA6076,151,1671,1823,2860,183,3045,1179,32,1211,1316,21,1337,574,3,579,221,6,224,6299,1916,8221
POA6077,12,131,146,232,25,255,68,4,69,68,0,73,42,0,46,27,0,28,454,166,614
POA6078,3,34,45,83,10,97,46,6,56,38,3,38,39,3,41,24,0,24,234,63,295
POA6079,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16
POA6081,56,264,319,568,42,614,288,4,287,295,5,301,139,4,144,58,3,67,1400,319,1725
POA6082,33,208,243,395,35,434,203,10,211,186,9,192,91,4,99,40,0,43,946,265,1213
POA6083,45,187,232,449,39,490,195,9,197,185,5,189,80,3,86,53,0,53,1002,243,1248
POA6084,112,482,590,986,115,1098,503,36,538,470,29,500,227,9,233,143,4,154,2434,674,3108
POA6090,0,12,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
POA6100,161,2562,2728,2076,474,2552,841,162,997,684,55,741,180,24,200,58,14,70,4003,3290,7290
POA6101,144,2282,2426,1990,510,2499,1035,207,1238,820,77,900,213,29,237,104,17,118,4306,3116,7422
POA6102,86,1983,2068,1133,389,1522,580,237,819,497,162,660,204,75,275,131,51,177,2627,2897,5524
POA6103,134,1949,2076,1374,348,1721,526,112,633,403,45,451,128,16,145,80,3,83,2644,2471,5110
POA6104,135,1972,2111,1691,387,2079,845,125,968,620,72,693,263,26,295,126,9,136,3687,2598,6285
POA6105,151,1979,2121,1641,364,2007,939,135,1073,779,66,841,316,22,334,210,11,224,4030,2576,6606
POA6106,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18
POA6107,294,4161,4456,4110,836,4945,2748,400,3153,2641,254,2897,1206,102,1307,784,51,837,11780,5810,17595
POA6108,147,1756,1905,2573,305,2878,1452,96,1549,1263,59,1322,587,24,618,378,16,396,6405,2267,8664
POA6109,91,1358,1451,1113,251,1363,659,86,739,640,45,686,327,22,352,281,16,297,3110,1779,4889
POA6110,266,3713,3983,3865,557,4422,2541,177,2719,2675,104,2782,1208,66,1280,762,29,789,11318,4658,15977
POA6111,187,2319,2510,2816,345,3157,1382,96,1482,1173,52,1224,487,31,521,307,16,316,6357,2857,9211
POA6112,491,4965,5458,6157,835,6995,4249,257,4511,4506,171,4679,1879,86,1962,1090,50,1142,18390,6365,24749
POA6121,27,104,130,290,32,319,169,5,175,176,10,182,101,3,105,75,0,75,831,152,983
POA6122,166,1057,1227,1828,188,2014,1320,41,1363,1425,24,1452,622,23,640,391,12,405,5752,1347,7102
POA6123,18,114,138,239,32,270,131,9,138,122,7,124,66,6,74,29,0,34,608,170,777
POA6124,8,88,101,161,17,178,69,3,73,54,0,52,20,3,25,19,0,20,338,118,456
POA6125,33,207,244,396,42,441,153,17,168,162,9,169,88,0,89,63,0,59,892,273,1167
POA6126,0,23,21,43,5,45,10,0,13,9,4,8,6,0,6,5,0,5,67,30,93
POA6147,117,1453,1572,1556,211,1773,916,89,1003,831,45,876,337,22,353,198,13,212,3953,1842,5793
POA6148,108,1529,1636,1935,166,2096,1078,50,1123,1286,37,1320,505,20,527,186,5,191,5099,1800,6897
POA6149,119,1208,1328,2141,125,2262,1169,43,1207,1304,20,1317,476,6,483,174,3,182,5380,1407,6784
POA6150,65,685,750,1440,94,1530,735,46,785,777,22,800,329,7,336,159,15,171,3505,863,4370
POA6151,146,2552,2701,2267,424,2695,841,130,974,849,32,882,259,11,271,74,5,80,4449,3152,7602
POA6152,192,3319,3511,3209,569,3777,1420,200,1626,1270,70,1338,411,35,437,139,19,160,6641,4206,10850
POA6153,152,1993,2149,2617,271,2887,1236,96,1328,1364,48,1412,467,13,483,169,3,173,5994,2433,8431
POA6154,72,1079,1151,1138,114,1254,577,32,613,686,16,701,265,7,270,78,0,81,2815,1256,4065
POA6155,264,2108,2373,4257,326,4586,3247,127,3370,4049,72,4119,1573,41,1615,809,16,826,14198,2693,16893
POA6156,125,1813,1941,1956,261,2220,1021,60,1085,1168,48,1213,421,20,438,118,7,125,4806,2208,7020
POA6157,134,2096,2229,1756,258,2013,817,46,865,804,16,816,261,14,270,60,0,57,3833,2433,6262
POA6158,53,791,846,875,122,999,423,31,455,487,12,501,164,7,173,49,0,49,2058,968,3022
POA6159,42,591,629,596,88,688,199,27,230,147,14,158,41,3,40,15,0,17,1032,729,1762
POA6160,110,1853,1968,1157,329,1491,448,95,541,303,30,340,100,10,108,17,4,22,2137,2321,4461
POA6161,0,81,84,19,52,72,0,11,11,3,12,12,0,0,3,0,0,0,24,159,184
POA6162,116,1506,1622,1474,298,1776,672,79,752,634,32,673,187,17,200,68,6,75,3153,1936,5087
POA6163,509,6622,7136,6837,1020,7854,3313,316,3629,2705,173,2875,933,49,983,364,30,395,14659,8207,22871
POA6164,565,4297,4861,6261,770,7037,4277,229,4512,4637,108,4746,1621,59,1681,663,21,680,18032,5486,23517
POA6165,0,22,19,6,3,12,0,0,0,4,0,4,0,0,0,0,0,0,13,20,39
POA6166,78,882,964,1269,145,1412,669,32,704,669,11,682,253,17,273,88,6,95,3030,1100,4127
POA6167,230,2808,3039,2672,438,3115,1599,122,1728,1478,69,1553,626,45,673,368,19,383,6981,3503,10486
POA6168,268,4051,4312,3273,542,3814,1235,97,1332,868,44,913,368,32,404,206,10,216,6221,4769,10989
POA6169,363,3580,3942,4225,521,4744,2100,138,2236,1745,77,1825,691,39,733,384,16,397,9508,4372,13883
POA6170,157,970,1132,1435,211,1644,1112,58,1173,1069,39,1105,509,14,523,266,16,282,4544,1307,5853
POA6171,401,2133,2533,3343,384,3726,2273,137,2407,2464,100,2563,1052,35,1086,505,19,528,10039,2806,12845
POA6172,139,782,925,1347,121,1465,830,41,871,792,30,821,339,15,356,187,9,195,3629,1005,4638
POA6173,129,431,559,1021,76,1096,766,31,793,923,11,933,400,13,414,147,6,150,3379,562,3944
POA6174,72,404,475,515,66,587,370,23,389,306,19,324,167,10,174,70,3,72,1499,528,2020
POA6175,52,210,265,397,31,429,241,5,244,269,9,275,107,4,107,52,0,52,1109,262,1368
