POA_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
POA2019,594,180,165,29,15,17,22,8,0,16,1044,497,153,170,30,39,25,19,7,0,14,955,66,15,16,0,0,3,8,3,0,3,121,0,0,0,0,0,0,0,0,0,0,0,561,169,180,35,39,34,26,14,5,16,1080,0,0,0,0,0,0,0,0,0,19,19,1154,353,346,62,57,48,49,23,3,50,2140,564,147,148,26,17,12,26,9,5,18,975,566,189,198,37,29,31,39,17,0,13,1123,106,21,11,3,7,8,13,8,0,3,174,0,0,0,0,0,0,0,0,0,0,5,676,206,205,41,35,37,54,21,0,19,1296,0,0,0,0,0,0,0,0,0,31,34,1236,354,350,72,57,57,75,31,4,63,2302,1156,326,310,55,33,33,54,15,4,31,2020,1062,341,363,71,72,61,57,23,3,32,2082,174,35,24,5,9,14,14,9,0,8,294,0,0,0,0,0,0,0,0,0,0,7,1239,375
POA2020,547,166,251,85,107,106,107,52,12,40,1471,1037,546,961,354,366,455,434,134,20,107,4411,175,37,64,37,59,85,81,35,3,22,598,0,0,0,0,0,0,0,0,0,0,3,1213,583,1029,389,427,536,518,167,23,132,5019,0,0,0,0,0,0,0,0,0,73,74,1754,756,1279,476,540,643,625,221,32,238,6557,474,146,213,73,87,91,131,30,7,20,1264,1161,601,932,372,428,474,424,132,22,88,4631,288,43,100,25,41,65,82,33,16,26,727,0,0,0,0,0,0,0,0,0,3,14,1450,648,1035,401,471,546,508,172,38,111,5371,0,0,0,0,0,0,0,0,0,56,58,1926,790,1241,475,557,638,634,200,42,190,6695,1018,307,460,160,193,196,235,85,20,57,2732,2195,1149,1898,725,796,929,859,265,44,188,9044,463,80,168,61,99,146,169,68,21,48,1329,0,0,0,4,0,0,0,0,0,3,14,2664,1237
POA2021,930,201,202,58,40,50,67,46,12,29,1633,219,71,76,22,33,39,43,10,4,7,521,10,6,3,0,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,234,78,80,25,35,41,46,10,4,6,548,0,0,0,0,0,0,0,0,0,16,16,1160,279,280,80,75,92,114,49,17,49,2198,898,166,167,60,59,56,67,46,19,27,1562,300,103,104,35,23,49,64,24,8,6,715,32,8,8,0,0,0,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,325,115,114,34,23,52,67,25,13,6,770,0,0,0,0,0,0,0,0,0,16,19,1227,276,278,97,84,108,135,72,29,45,2346,1827,364,365,121,99,108,135,91,31,55,3194,513,176,183,51,61,85,111,34,9,7,1228,44,14,13,6,0,0,5,0,0,0,88,0,0,0,0,0,0,0,0,0,0,4,559,184
POA2022,706,165,257,74,99,142,128,72,12,29,1680,409,105,169,67,90,98,108,33,9,18,1112,41,3,6,0,4,0,12,7,0,4,87,0,0,0,0,0,0,0,0,0,0,0,453,108,180,66,95,106,119,39,6,21,1197,3,0,0,0,0,0,0,0,0,0,3,1162,278,436,137,195,250,246,108,24,51,2888,773,157,229,96,85,123,135,70,20,22,1716,547,148,187,69,116,100,123,59,9,21,1380,84,16,15,7,5,7,17,7,0,0,177,3,0,0,0,0,0,0,0,0,0,7,636,160,199,78,123,118,141,70,15,28,1561,0,0,0,0,0,0,0,0,0,0,8,1414,324,428,170,205,237,272,142,33,54,3285,1485,332,487,169,183,269,259,142,33,57,3399,961,250,355,137,206,204,231,96,15,41,2490,129,17,24,5,9,18,24,17,3,9,256,3,0,0,0,0,0,0,0,0,4,9,1093,273
POA2023,742,148,137,34,45,31,37,10,9,15,1217,251,64,52,20,22,33,28,13,7,11,488,15,0,6,3,0,0,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,4,270,62,55,26,26,28,28,9,7,10,526,0,0,0,0,0,0,0,0,0,0,0,1012,209,198,62,69,68,64,23,20,34,1748,805,123,164,48,48,41,56,17,3,13,1321,338,63,84,24,29,42,33,22,9,14,658,22,11,3,3,6,3,3,5,0,0,60,0,0,0,0,0,0,0,0,0,0,3,361,72,90,29,31,45,40,27,9,14,722,0,0,0,0,0,0,0,0,0,0,0,1163,197,259,70,81,83,96,46,10,33,2039,1551,268,305,78,93,70,93,29,18,34,2540,590,126,138,50,48,76,54,37,11,23,1142,41,16,10,6,3,4,9,3,0,0,89,0,0,0,0,0,0,0,0,0,0,7,629,138
POA2024,605,155,173,45,55,50,47,20,7,24,1177,209,66,74,21,23,17,29,5,6,5,454,20,4,0,0,0,4,6,0,0,6,34,0,0,0,0,0,0,0,0,0,0,0,223,70,75,21,26,19,32,5,6,14,491,0,0,0,0,0,0,0,0,0,13,15,836,224,252,64,78,62,80,27,12,55,1684,628,165,193,56,51,47,69,35,11,29,1286,292,74,107,26,27,27,26,9,3,19,614,42,0,0,0,0,0,0,0,0,15,56,0,0,0,0,0,0,0,0,0,0,0,329,76,108,30,27,27,33,9,3,36,675,0,0,0,0,0,0,0,0,0,27,27,957,239,306,83,82,79,97,41,11,87,1987,1234,319,371,100,102,95,116,52,19,51,2466,500,136,186,45,53,46,57,11,4,25,1066,53,3,0,0,0,4,0,0,0,19,91,0,0,0,0,0,0,0,0,0,3,3,556,142
POA2025,449,74,82,25,24,29,22,4,7,18,738,134,39,52,16,9,11,18,8,0,9,292,10,4,0,4,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,145,40,52,15,9,12,20,9,0,10,320,0,0,0,0,0,0,0,0,0,16,19,594,114,130,46,32,48,46,9,7,41,1068,490,81,88,16,20,33,25,16,9,14,779,177,50,71,17,18,30,29,11,4,8,405,18,3,4,0,0,6,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,4,195,52,77,14,18,28,31,11,3,12,439,0,0,0,0,0,0,0,0,0,62,62,682,125,158,33,35,61,48,27,11,93,1287,937,157,164,43,42,67,46,21,12,33,1517,305,88,125,26,27,39,44,22,8,13,701,33,3,4,0,0,6,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,4,335,90
POA2026,1786,450,686,202,217,251,301,137,34,69,4120,630,251,384,130,154,210,268,95,14,30,2169,62,11,7,5,3,7,23,13,0,3,134,0,0,0,0,0,0,0,0,0,0,4,692,264,393,135,157,221,291,116,13,38,2309,3,0,0,0,0,0,0,0,0,23,27,2478,720,1075,335,378,472,592,245,49,133,6462,1716,451,738,254,248,299,393,159,33,57,4343,829,288,443,173,193,251,334,121,17,27,2678,101,13,6,6,0,6,20,12,0,0,173,0,0,0,0,0,0,0,0,0,0,3,927,301,448,174,198,259,357,136,17,30,2854,4,0,6,0,0,0,0,0,0,24,29,2651,751,1190,432,446,564,746,301,47,113,7223,3503,899,1420,458,461,552,691,289,66,122,8466,1456,541,826,300,348,465,607,220,30,59,4851,163,15,13,6,5,11,38,33,4,13,310,4,0,0,0,0,0,0,0,0,0,5,1622,561
POA2027,555,72,106,21,18,20,27,14,9,24,864,172,28,46,10,17,19,15,14,0,9,330,14,0,6,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,188,28,51,12,16,19,19,15,0,10,353,0,0,0,0,0,0,0,0,0,0,0,745,105,157,32,36,43,46,32,7,29,1222,553,95,114,24,23,26,30,18,6,20,913,262,63,67,19,23,26,17,13,6,8,504,16,0,0,0,0,0,0,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,276,69,74,19,27,25,17,16,4,13,538,0,0,0,0,0,0,0,0,0,6,10,831,165,186,45,49,52,45,35,6,33,1465,1105,170,217,47,42,53,53,38,6,44,1776,435,93,111,34,44,42,33,24,9,19,836,26,0,11,0,3,0,5,3,0,4,62,0,0,0,0,0,0,0,0,0,0,4,467,95
POA2028,276,46,62,13,20,19,19,17,4,8,497,96,17,45,12,14,9,12,6,7,5,227,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,104,22,46,8,14,9,9,6,4,5,239,0,0,0,0,0,0,0,0,0,3,3,380,72,108,24,38,29,32,21,8,16,733,368,55,57,25,15,19,29,11,3,7,581,140,34,55,12,12,9,9,14,3,4,282,13,5,0,0,0,0,6,4,0,3,34,0,0,0,0,0,0,0,0,0,0,0,147,35,59,12,12,8,15,21,3,7,319,0,0,0,0,0,0,0,0,0,0,0,515,88,114,36,23,29,43,25,11,15,897,643,98,119,45,38,37,46,21,6,17,1075,239,48,97,18,22,22,16,27,10,11,516,13,8,6,0,0,0,9,4,0,3,45,0,0,0,0,0,0,0,0,0,0,0,256,55
POA2029,801,132,131,16,39,37,32,17,8,18,1233,279,80,84,24,17,18,24,10,5,12,554,20,8,4,0,4,6,0,0,4,0,49,0,0,0,0,0,0,0,0,0,0,0,300,87,92,24,21,26,23,9,10,12,603,0,0,0,0,0,0,0,0,0,7,9,1097,221,220,37,61,61,60,27,15,36,1847,866,151,143,25,40,28,39,35,0,21,1346,352,86,84,29,21,38,24,8,8,10,662,38,9,17,0,3,3,3,5,0,0,76,0,0,0,0,0,0,0,0,0,0,0,387,97,97,34,27,39,34,8,7,10,745,0,0,0,0,0,0,0,0,0,23,22,1254,247,245,60,63,65,66,48,12,52,2110,1665,283,279,42,75,65,71,51,10,39,2580,626,165,173,53,43,58,45,16,8,23,1215,56,18,21,0,4,10,7,3,4,0,129,0,0,0,0,0,0,0,0,0,0,0,686,181
POA2030,1198,206,127,28,10,35,31,26,7,27,1692,477,86,97,16,15,13,24,15,0,4,751,34,10,13,0,0,5,3,0,0,3,73,0,0,0,0,0,0,0,0,0,0,0,513,94,114,18,13,18,29,16,5,10,829,3,0,0,0,0,0,0,0,0,3,6,1714,299,237,50,27,49,58,41,6,41,2528,1253,201,165,25,20,27,23,25,14,33,1786,570,137,123,18,16,19,32,21,4,8,948,51,10,24,3,6,3,10,4,0,3,113,3,0,0,0,0,0,0,0,0,0,3,618,146,145,25,18,21,44,23,6,14,1067,0,0,0,0,0,0,0,0,0,0,6,1871,348,312,52,42,51,69,49,13,53,2863,2445,411,293,55,38,59,55,48,19,65,3481,1045,218,225,42,25,36,55,35,5,19,1695,79,20,38,8,3,7,16,6,0,7,190,4,0,0,0,0,0,0,0,0,0,8,1131,241
POA2031,1699,492,607,160,169,190,242,118,19,63,3755,793,237,332,79,121,140,169,83,18,19,1983,85,4,18,0,0,6,14,7,6,5,144,5,0,0,0,0,0,0,0,0,0,3,884,242,352,79,120,141,179,86,24,26,2131,0,0,0,0,0,0,0,0,0,91,96,2587,729,953,241,289,334,424,206,45,182,5985,1819,486,660,193,187,262,308,121,37,48,4124,1098,340,412,126,125,143,178,95,18,30,2563,140,21,27,4,5,7,12,3,0,9,231,0,0,0,0,0,0,0,0,0,0,4,1236,357,440,136,129,152,192,99,17,40,2797,0,0,0,0,0,0,0,0,0,156,162,3057,843,1097,327,319,419,502,219,53,245,7080,3521,975,1265,350,360,452,545,236,55,115,7882,1894,574,743,207,247,283,343,175,32,46,4547,221,22,42,8,9,18,27,10,7,15,376,4,0,0,0,0,0,0,0,0,0,5,2120,596
POA2032,564,137,121,36,39,53,57,24,6,21,1058,741,181,247,110,138,225,292,110,18,23,2079,163,26,21,12,10,17,43,18,4,13,333,4,0,0,0,0,0,0,0,0,0,4,906,208,265,123,152,239,339,133,26,36,2419,6,0,0,0,0,0,0,0,0,5,14,1473,349,388,154,190,297,398,161,28,62,3493,509,107,113,27,34,47,54,21,15,20,945,855,222,244,82,116,173,257,92,7,27,2079,263,29,26,9,16,16,40,16,3,11,438,0,0,0,0,0,0,0,0,0,6,10,1119,248,281,97,133,190,298,109,14,38,2525,3,0,0,0,0,0,0,0,0,16,17,1635,353,390,123,166,233,354,136,28,72,3489,1074,248,238,63,75,94,111,48,17,42,2003,1592,402,491,194,251,397,549,208,28,46,4158,426,58,51,25,25,38,88,33,8,21,779,6,0,0,0,0,0,0,0,0,0,14,2029,456
POA2033,460,109,118,39,31,43,52,34,11,17,917,476,191,214,87,125,156,209,81,18,19,1566,62,15,10,4,7,7,25,6,0,7,143,0,0,0,0,0,0,0,0,0,0,0,531,208,228,91,131,159,233,86,18,32,1716,0,0,0,0,0,0,0,0,0,6,4,994,312,347,132,161,208,290,118,30,49,2641,401,89,111,33,38,40,52,23,9,10,800,551,190,246,93,124,138,162,111,12,22,1632,111,19,26,6,3,4,24,9,0,18,213,0,0,0,0,0,0,0,0,0,0,0,662,205,263,99,132,143,183,113,12,40,1845,0,0,0,0,0,0,0,0,0,7,10,1062,296,379,127,165,182,233,134,21,55,2651,859,196,234,69,68,83,107,49,18,28,1709,1022,379,457,176,247,294,372,187,29,43,3201,173,36,35,14,11,7,45,9,0,22,359,0,0,0,0,0,0,0,0,0,0,3,1197,414
POA2034,983,266,406,83,113,148,143,78,19,37,2277,456,112,151,53,50,62,112,19,15,15,1041,67,5,8,0,0,3,8,5,0,0,90,3,0,0,0,0,0,0,0,0,0,3,522,117,157,48,50,60,113,27,13,15,1134,0,0,0,0,0,0,0,0,0,5,7,1500,385,563,131,167,206,262,105,31,54,3425,1030,267,450,105,133,174,229,109,36,28,2574,578,149,167,76,75,85,119,29,8,22,1302,94,12,9,5,5,7,6,3,0,6,138,0,0,0,0,0,0,0,0,0,0,0,673,164,178,79,82,92,119,36,7,23,1444,0,0,0,0,0,0,0,0,0,7,13,1707,434,625,176,216,270,354,145,46,58,4026,2010,534,856,186,250,324,375,190,58,66,4854,1032,260,322,123,129,145,224,55,17,34,2342,158,18,17,3,5,5,14,6,3,6,229,5,0,0,0,0,0,0,0,0,0,5,1195,281
POA2035,1478,391,342,66,93,89,100,40,15,44,2655,1728,419,435,163,161,196,188,73,19,44,3417,299,41,33,8,13,13,32,12,14,14,472,0,0,0,0,0,0,0,0,0,0,4,2031,461,468,172,167,211,223,85,30,62,3901,4,0,0,0,0,0,0,0,0,34,42,3514,848,807,243,262,299,314,122,41,144,6594,1478,342,363,72,83,91,94,40,11,50,2614,2174,488,449,196,185,193,210,77,19,41,4023,558,73,52,13,11,21,46,13,10,20,816,3,0,0,0,0,0,0,0,0,0,4,2735,563,506,210,192,215,256,92,26,67,4845,5,0,0,0,0,0,0,0,0,70,72,4210,903,870,275,272,306,348,130,38,178,7537,2951,732,704,142,174,185,184,78,23,94,5269,3908,905,886,356,346,386,394,147,32,87,7444,850,117,88,21,22,31,74,28,22,34,1291,4,0,0,0,0,0,0,0,0,6,10,4761,1020
POA2036,1401,302,351,67,75,75,77,31,12,59,2452,1565,416,444,167,155,154,132,59,5,42,3142,228,44,29,16,13,13,24,18,3,9,408,4,0,0,0,0,0,0,0,0,4,8,1800,461,475,180,169,165,161,72,14,57,3558,6,0,0,0,0,0,0,0,0,219,230,3211,759,829,249,244,242,240,108,25,336,6243,1399,281,332,59,55,68,82,33,6,38,2360,1796,486,453,143,173,153,165,56,7,42,3483,400,68,63,18,18,21,45,15,9,21,673,5,0,0,0,0,0,0,0,0,3,10,2196,548,514,162,198,178,205,71,18,69,4163,6,0,0,0,0,0,0,0,0,20,32,3604,829,847,225,256,247,294,102,24,137,6554,2798,584,678,130,133,144,161,65,21,107,4812,3359,896,898,310,336,308,302,114,13,88,6629,631,113,93,30,34,35,68,28,13,31,1073,6,0,0,0,0,0,0,0,0,6,22,4002,1007
POA2037,843,193,205,48,44,64,67,34,10,27,1533,407,143,205,76,78,99,136,43,9,4,1196,91,15,16,3,5,4,18,14,0,3,177,4,0,0,0,0,0,0,0,0,3,7,505,156,217,82,83,106,156,63,7,12,1375,0,0,0,0,0,0,0,0,0,5,5,1344,346,427,123,122,171,218,91,24,41,2912,772,177,180,46,46,67,58,35,9,20,1412,543,186,254,93,108,109,143,59,12,17,1512,176,22,21,5,7,7,27,14,0,9,299,3,0,0,0,0,0,0,0,0,0,4,719,208,275,102,111,115,166,70,18,26,1816,4,0,0,0,0,0,0,0,0,6,13,1499,385,461,146,162,188,227,107,28,44,3243,1614,368,392,95,89,132,118,64,27,49,2945,950,329,454,169,178,208,276,102,22,17,2709,270,34,42,9,12,19,42,26,3,14,474,6,0,0,0,0,0,0,5,0,3,11,1227,366
POA2038,493,118,94,14,12,17,9,14,4,10,792,156,47,40,14,16,12,20,0,5,5,300,31,0,0,0,0,0,0,3,0,9,42,0,0,0,0,0,0,0,0,0,0,0,180,47,39,16,16,12,24,4,5,16,345,0,0,0,0,0,0,0,0,0,0,0,675,166,137,32,31,33,26,16,6,31,1139,496,102,94,19,16,14,26,13,8,21,804,207,51,54,24,26,21,20,5,0,3,412,36,4,10,0,0,4,3,0,0,16,72,0,0,0,0,0,0,0,0,0,0,0,243,60,66,22,26,24,25,7,3,18,484,0,0,0,0,0,0,0,0,0,0,0,734,161,159,43,42,36,46,21,9,40,1290,985,217,189,33,32,28,38,28,13,29,1598,361,99,92,34,38,34,34,9,0,13,712,64,4,11,3,0,4,6,6,0,24,117,0,0,0,0,0,0,0,0,0,0,0,424,106
POA2039,530,142,107,23,15,26,29,8,3,18,899,147,43,38,17,20,19,24,9,3,0,308,20,0,4,0,0,5,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,158,42,44,18,20,20,24,9,3,4,342,0,0,0,0,0,0,0,0,0,0,0,695,181,152,38,32,53,51,18,7,22,1245,529,126,121,20,25,23,17,11,5,10,881,191,52,54,14,21,19,19,8,0,5,385,29,0,4,3,6,5,4,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,216,52,66,19,28,18,28,12,0,7,434,0,0,0,0,0,0,0,0,0,0,0,750,175,183,38,48,45,42,16,7,11,1312,1064,268,231,47,43,54,39,13,5,25,1784,334,86,91,32,39,36,42,16,3,5,690,41,0,13,5,6,8,6,3,0,3,78,0,0,0,0,0,0,0,0,0,0,4,378,89
POA2040,1224,259,239,35,44,41,24,14,0,23,1897,533,127,153,47,42,36,32,14,0,16,997,121,7,13,5,5,0,7,6,0,8,167,0,0,0,0,0,0,0,0,0,3,7,660,136,166,47,50,38,33,23,0,29,1171,0,0,0,0,0,0,0,0,0,0,6,1884,398,400,84,89,75,57,34,7,50,3072,1144,225,188,33,37,36,26,7,3,29,1730,760,188,205,35,44,38,49,19,0,18,1354,181,15,15,4,0,3,6,4,0,16,240,4,0,0,0,0,0,0,0,0,3,4,937,204,213,42,50,39,52,20,5,32,1603,0,0,0,0,0,0,0,0,0,5,7,2081,431,403,68,87,75,78,34,13,69,3340,2364,482,427,63,80,72,50,21,9,53,3627,1283,313,352,77,92,73,73,36,10,31,2350,303,25,29,7,3,3,8,8,0,25,406,11,0,0,0,0,0,0,0,0,8,13,1596,341
POA2041,1045,253,232,38,37,55,30,28,19,22,1747,190,70,85,21,19,15,21,7,13,0,443,24,0,9,0,3,3,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,221,72,89,21,17,18,23,7,13,6,483,0,0,0,0,0,0,0,0,0,21,21,1259,321,321,54,59,73,56,29,32,44,2252,1036,209,221,46,40,55,31,19,16,23,1701,282,106,93,26,32,22,23,12,8,4,612,55,8,8,0,5,7,0,0,0,3,82,3,0,0,0,0,0,0,0,0,0,3,339,111,103,27,39,26,23,13,10,4,699,0,0,0,0,0,0,0,0,0,24,25,1372,320,329,74,80,84,55,36,27,51,2428,2082,460,455,82,82,108,60,46,43,41,3454,478,174,177,42,48,42,44,17,14,8,1058,78,8,14,0,4,9,3,0,0,3,118,3,0,0,0,0,0,0,0,0,0,6,555,179
POA2042,1000,235,252,65,42,43,61,46,19,25,1792,345,116,157,44,61,57,79,34,8,17,925,75,12,10,4,3,3,5,4,0,0,125,0,0,0,0,0,0,0,0,0,0,0,424,126,167,51,67,65,84,39,8,25,1052,0,0,0,0,0,0,0,0,0,3,6,1422,361,421,115,110,107,149,80,26,49,2846,794,182,244,58,57,55,66,34,12,30,1527,386,126,161,64,71,58,94,29,3,18,1014,145,8,14,0,7,3,4,5,3,4,196,0,0,0,0,0,0,0,0,0,0,0,527,139,173,68,80,61,105,37,5,17,1205,0,0,0,0,0,0,0,0,0,0,0,1328,321,415,119,135,113,170,71,19,46,2742,1792,415,500,116,97,100,129,82,32,55,3321,731,240,314,108,137,120,174,68,16,30,1937,213,22,26,7,9,11,8,8,3,4,324,0,0,0,0,0,0,0,0,0,0,3,952,268
POA2043,505,173,234,64,55,48,54,27,10,13,1184,203,91,129,35,38,50,44,10,0,10,617,24,5,3,0,3,4,3,5,0,0,39,0,0,0,0,0,0,0,0,0,0,3,228,99,132,35,40,55,54,16,0,10,666,0,0,0,0,0,0,0,0,0,0,0,727,273,368,99,95,110,107,40,10,23,1847,440,120,216,48,53,52,50,12,3,14,1004,204,101,126,49,39,53,39,21,3,8,650,37,3,8,0,9,3,12,7,0,0,78,0,0,0,0,0,0,0,0,0,0,0,244,110,138,52,39,56,48,30,3,13,724,0,0,0,0,0,0,0,0,0,0,0,680,222,355,103,87,107,94,48,14,24,1734,939,293,450,114,108,104,105,40,12,27,2192,412,195,257,81,69,108,86,38,10,20,1266,61,12,16,0,9,5,9,12,0,0,119,0,0,0,0,0,0,0,0,0,0,3,472,207
