POA_CODE_2021,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85_yr_over,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85_over,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85_yr_over,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85_yr_over,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85_yr_over,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85_yr_over,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85_ov,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85_over,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85_ov,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85_yr_over,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85_yr_over,M_Inad_desc_Ns_Tot
POA2027,0,0,0,0,0,4,0,6,0,10,0,0,3,0,0,3,0,0,0,9,0,4,10,13,9,12,9,9,0,50,0,0,3,0,3,0,0,0,0,11,0,7,32,29,13,8,12,6,0,114,0,0,7,10,18,8,11,3,0,50,3,9,23,21,13,15,6,7,0,100,3,12,21,13,14,7,3,5,0,77,0,6,12,5,5,10,12,3,0,39,0,6,21,15,18,15,4,4,0,80,0,6,82,79,52,52,32,15,3,330,0,5,17,28,22,20,18,10,0,114,0,28,110,93,64,65,57,18,0,438,0,0,18,14,10,6,3,3,0,60,0,4,22,14,15,16,11,3,0,79,6,0,21,17,10,16,3,3,0,74,0,9,13,20,26,37,36,15,5,169,0,0,12,17,5,8,0,4,0,40,0,0,11,8,6,0,6,4,0,37,9,4,19,29,16,15,11,3,0,112
POA2028,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,13,12,0,4,3,0,37,0,0,0,7,5,4,0,0,0,15,0,0,31,16,16,5,6,0,0,78,0,0,12,3,3,4,0,0,0,26,7,6,11,12,9,15,0,4,0,68,8,8,12,6,4,3,0,0,0,43,3,0,13,7,9,6,7,0,0,38,0,8,4,8,6,3,4,3,0,35,0,15,81,62,29,23,3,6,0,220,0,3,22,23,8,8,7,0,0,81,0,24,108,63,29,37,19,10,0,288,0,0,4,11,6,5,6,0,0,33,0,0,6,3,5,7,5,3,0,32,0,0,13,14,13,13,0,0,0,53,0,4,14,16,10,11,17,3,0,78,0,0,6,11,5,3,0,0,0,23,0,0,3,3,3,7,4,0,0,18,0,0,21,19,6,8,3,7,0,65
POA2029,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,5,5,5,22,23,20,21,5,3,0,93,0,0,5,0,0,0,0,0,0,10,5,15,68,59,46,36,5,0,0,233,0,3,9,15,23,18,6,4,0,77,14,16,28,39,30,20,9,5,3,160,18,18,26,27,16,12,0,0,0,120,0,3,23,14,19,15,9,3,0,82,0,5,9,22,21,8,5,0,0,73,0,17,65,88,74,37,17,7,0,310,0,7,27,30,37,19,19,9,0,143,4,19,112,107,92,50,51,10,0,447,0,3,17,15,25,12,0,0,0,80,0,7,21,18,17,17,4,0,0,81,5,18,22,22,23,22,9,0,0,120,0,0,32,26,28,36,29,15,0,169,3,15,14,14,14,9,5,0,0,68,0,0,6,7,16,7,3,0,0,50,8,7,37,40,29,22,8,5,3,154
POA2030,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,11,0,0,14,14,35,31,19,0,0,116,0,3,0,0,10,0,0,0,0,15,12,18,61,71,60,45,12,6,5,296,3,3,6,21,33,33,17,9,0,122,25,21,25,37,49,37,19,6,0,213,20,16,22,21,35,17,14,0,0,151,3,0,10,11,12,13,7,0,0,63,3,3,14,28,28,27,0,0,0,108,3,33,61,128,140,107,33,5,0,513,0,10,21,36,63,43,34,3,7,226,6,41,85,132,186,109,71,19,0,656,0,4,10,23,40,12,14,4,0,102,29,43,36,23,32,18,5,0,0,179,12,22,23,24,21,25,16,0,0,135,0,16,28,20,68,102,59,14,0,308,0,10,10,9,12,5,3,0,0,50,0,4,15,5,17,15,7,4,0,63,5,18,35,38,64,38,14,5,5,217
POA2031,0,0,7,6,4,3,0,0,0,22,0,0,11,0,6,0,0,0,0,27,6,10,62,72,41,40,7,4,0,246,0,4,21,25,15,9,0,0,0,72,17,96,516,273,141,88,31,3,0,1169,0,3,47,66,47,32,7,0,0,204,41,70,125,110,67,41,22,4,0,469,72,82,106,73,53,27,3,0,0,418,3,19,93,93,82,78,20,5,0,390,7,20,87,97,86,40,14,0,0,348,0,41,219,269,257,84,24,0,0,889,3,11,73,56,47,25,12,4,0,230,5,57,455,421,341,164,69,11,0,1518,0,10,120,63,57,23,12,3,0,287,3,20,133,120,118,98,20,0,0,518,29,53,170,158,125,82,41,6,0,670,8,37,187,151,133,116,48,5,4,686,14,24,71,53,38,28,11,0,0,238,7,9,54,44,35,25,10,3,0,193,5,29,146,109,71,40,20,4,0,425
POA2032,0,4,4,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,8,0,6,29,24,29,23,6,5,0,122,0,0,10,5,3,7,0,0,0,23,11,37,127,88,60,45,11,3,0,379,0,4,13,12,16,12,0,0,0,69,22,60,71,46,43,26,6,0,0,263,37,70,78,45,32,27,10,0,0,296,0,15,64,42,53,38,13,0,0,221,0,7,41,32,38,10,3,0,0,138,0,18,66,63,72,15,6,0,0,236,0,0,20,21,27,14,0,0,0,84,0,72,132,124,77,45,22,5,0,478,4,7,42,28,25,21,5,0,0,127,0,13,34,27,28,28,6,0,0,134,9,36,122,69,50,40,14,6,0,347,0,22,67,58,46,31,17,3,0,250,5,13,32,16,11,13,5,0,0,82,3,11,28,26,19,16,4,0,0,109,6,23,49,23,20,27,4,0,0,152
POA2033,0,0,4,0,0,0,0,0,0,3,0,5,0,0,5,0,0,0,0,5,0,8,24,25,15,11,3,0,0,93,0,0,6,8,7,0,0,0,0,20,5,40,129,59,45,18,6,0,0,305,0,5,7,12,7,12,0,0,0,54,22,34,59,45,28,10,10,3,0,212,34,64,48,36,14,16,9,0,0,218,0,12,34,30,28,35,6,0,0,160,0,9,36,30,16,3,0,0,0,98,0,23,73,83,59,23,0,0,0,272,0,6,15,20,17,6,6,0,0,71,0,51,112,115,66,53,19,5,0,428,0,4,23,20,10,17,5,0,0,82,0,16,51,32,18,17,5,4,0,150,16,57,95,56,44,36,7,0,0,307,0,23,63,36,44,34,21,0,0,229,0,25,28,20,21,8,3,0,0,105,4,9,24,24,14,8,3,0,0,88,5,13,32,34,30,10,7,0,0,118
POA2034,0,3,0,0,3,0,0,0,0,10,0,0,9,0,0,0,0,0,0,10,5,4,34,50,28,29,10,0,0,158,0,0,8,11,7,6,0,0,0,39,18,54,364,195,107,71,15,5,0,828,0,4,33,44,36,24,4,0,0,144,18,28,60,44,40,25,15,7,0,237,40,24,80,40,31,21,5,6,0,247,0,13,65,57,41,47,7,0,0,227,0,5,64,73,36,27,3,0,0,212,0,20,136,181,111,43,10,0,0,502,0,13,44,39,27,26,6,0,0,153,10,27,299,238,172,118,40,0,0,910,3,9,56,37,29,16,10,0,0,157,0,11,79,86,74,59,13,4,0,329,10,23,83,67,61,59,23,0,0,331,3,13,95,76,63,74,28,6,0,354,4,5,33,38,23,15,6,0,0,129,3,7,35,25,16,17,3,0,0,114,3,22,90,77,40,32,11,0,0,273
POA2035,0,0,3,4,4,0,0,0,0,14,0,0,3,0,4,0,0,0,0,8,4,11,64,69,76,71,18,0,0,320,0,5,16,18,18,8,0,0,0,70,55,130,450,347,190,117,27,8,0,1320,0,10,47,52,79,52,7,3,0,253,51,85,87,99,81,76,15,5,0,493,80,60,100,94,61,58,8,0,0,466,6,24,124,115,124,128,34,0,0,559,7,15,58,86,56,46,5,0,0,268,4,29,136,220,195,56,15,0,0,650,6,15,38,49,49,20,7,0,0,185,6,64,224,306,235,145,55,9,0,1045,6,11,67,63,50,29,14,6,0,249,8,29,124,114,135,101,30,0,0,533,12,44,107,126,123,100,35,4,0,547,9,40,93,109,122,118,44,9,0,551,9,23,46,42,38,17,12,0,0,183,7,16,51,55,51,45,11,0,0,232,8,41,131,102,81,49,24,4,0,441
POA2036,0,0,0,0,4,0,5,0,0,14,0,0,0,9,0,0,0,0,0,11,0,23,57,72,97,100,18,0,0,373,5,3,10,25,19,11,6,0,0,76,67,146,434,352,243,152,34,4,0,1439,3,9,44,57,56,39,15,0,0,229,52,87,115,75,87,61,28,0,0,506,78,61,62,81,62,50,13,0,0,406,13,45,125,184,203,151,48,4,0,772,3,12,29,50,44,14,4,0,0,148,0,25,79,141,123,59,15,0,0,439,3,12,38,35,37,20,7,0,0,156,4,61,148,195,181,97,44,7,0,735,9,14,53,52,52,38,20,0,0,238,4,49,109,110,146,126,38,0,0,589,12,27,84,105,76,78,36,0,0,417,0,31,96,71,69,95,40,9,0,416,4,34,37,37,27,19,3,0,0,167,8,24,77,65,70,47,21,4,0,317,3,39,100,102,72,47,26,10,0,390
POA2037,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,9,27,33,21,20,10,0,0,123,0,0,13,3,3,4,4,0,0,30,6,28,94,64,35,25,3,5,0,260,0,9,30,16,26,15,0,0,0,103,17,49,89,47,32,18,3,4,0,270,24,68,87,47,20,3,5,0,0,253,0,5,44,37,34,20,3,0,0,147,0,13,76,66,43,33,0,0,0,224,0,30,132,132,86,45,6,3,0,435,0,9,27,16,16,7,3,0,0,80,9,67,308,242,139,111,48,8,0,930,3,4,36,27,12,15,3,0,0,109,0,17,58,60,42,33,12,0,0,222,4,38,117,95,80,63,21,0,0,424,0,30,107,58,49,57,21,3,0,322,0,23,53,36,25,14,4,0,0,151,0,8,28,23,20,16,10,0,0,100,0,14,78,61,33,23,8,3,0,218
POA2038,0,0,5,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,20,25,14,13,9,0,0,93,0,0,0,10,3,0,0,0,0,19,10,13,85,51,48,27,7,0,0,245,0,3,16,16,17,11,3,0,0,59,13,24,47,31,26,16,0,0,0,158,15,18,31,26,14,5,0,0,0,115,0,0,21,25,24,16,7,0,0,90,0,6,32,27,46,20,3,0,0,132,0,10,56,85,75,9,0,0,0,246,0,8,14,17,21,3,6,0,0,61,0,32,106,129,111,60,30,0,0,472,0,4,15,15,18,4,4,0,0,66,0,4,31,39,27,19,11,0,0,132,8,14,33,42,44,38,12,0,0,205,4,13,57,44,46,31,27,6,0,222,7,3,20,20,15,12,4,0,0,80,0,0,22,21,15,11,6,0,0,69,3,8,26,29,19,15,3,0,0,100
POA2039,0,0,4,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,9,0,0,19,13,27,20,0,0,0,73,0,0,0,5,3,4,3,0,0,14,4,12,70,84,61,34,15,0,0,278,0,3,11,20,15,17,3,0,0,63,4,17,32,30,21,13,4,3,0,127,19,10,15,26,13,11,7,0,0,95,0,0,15,29,21,20,9,3,0,97,0,7,29,28,27,11,12,0,0,110,0,4,75,90,57,40,6,0,0,278,0,4,13,20,13,15,3,0,0,69,4,15,90,154,135,57,22,3,0,487,0,4,16,26,19,11,0,0,0,72,0,3,29,46,34,9,8,5,0,139,6,9,32,29,28,14,5,0,0,126,0,3,31,34,22,23,11,0,0,130,0,3,9,9,17,9,9,0,0,63,0,0,13,17,5,10,9,0,0,57,0,5,18,24,28,5,7,0,0,89
POA2040,4,0,5,4,3,9,0,0,0,24,0,0,3,0,3,0,0,0,0,6,8,11,51,71,51,41,13,3,0,241,0,0,16,22,24,7,0,0,0,72,17,40,148,187,122,80,18,0,0,602,0,12,41,51,56,22,4,0,0,185,38,47,67,89,58,48,8,0,0,359,59,44,69,78,41,16,0,0,0,302,0,5,26,52,54,54,12,0,0,196,3,19,75,101,105,34,18,0,0,345,0,18,106,218,161,56,9,0,0,563,0,7,20,42,25,16,0,0,0,113,0,35,228,336,276,128,45,7,0,1051,0,9,34,43,44,22,5,0,0,159,3,16,66,93,104,73,9,0,0,367,14,19,81,92,100,77,27,4,0,410,3,27,103,75,77,54,25,0,0,362,7,16,32,54,29,21,12,0,0,174,10,16,32,35,34,18,10,0,0,157,7,9,40,67,49,23,10,0,0,201
POA2041,0,5,0,0,0,5,4,0,0,13,0,0,0,4,0,0,0,0,0,9,3,7,25,22,41,24,18,3,0,148,0,0,7,12,6,3,4,0,0,33,10,27,87,90,80,71,15,0,0,380,0,6,14,40,34,30,4,0,0,129,16,19,36,43,45,24,16,4,0,205,29,35,29,35,22,17,3,0,0,176,0,3,16,28,32,40,9,5,0,129,6,7,35,51,54,35,15,3,0,198,0,14,99,176,171,76,22,4,0,566,0,10,20,26,42,19,10,0,0,128,3,20,144,232,253,147,73,12,0,879,0,7,20,23,24,14,8,0,0,104,0,0,23,43,31,35,13,0,0,154,5,20,39,39,45,45,28,6,0,213,0,7,45,48,53,57,43,12,0,264,4,8,13,15,16,15,9,4,0,87,0,7,19,20,18,21,8,0,0,91,0,8,26,46,38,15,4,0,0,148
POA2042,0,0,4,0,5,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,12,60,35,41,23,6,0,0,183,0,0,9,8,10,0,0,0,0,37,6,24,168,98,55,43,5,0,0,403,3,6,30,29,37,15,3,0,0,126,20,66,141,82,49,21,4,0,0,380,42,83,162,69,34,22,4,0,0,419,0,9,65,60,41,32,14,0,0,221,5,21,118,98,85,28,9,0,0,357,0,29,146,165,94,34,9,0,0,489,0,7,26,25,20,14,3,0,0,101,3,72,451,296,166,91,25,0,0,1105,0,10,57,31,30,16,0,0,0,151,0,14,122,99,80,65,14,0,0,405,3,32,128,125,100,89,19,0,0,498,6,51,160,113,81,62,12,0,0,485,3,19,70,51,33,18,6,0,0,194,7,21,77,37,25,16,11,0,0,191,7,15,103,61,32,23,0,0,0,239
POA2043,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,7,0,4,46,33,21,10,0,0,0,116,0,0,11,16,8,0,0,0,0,34,0,16,104,57,21,19,3,0,0,224,0,3,35,29,17,8,4,0,0,90,6,21,60,58,19,14,4,0,0,189,10,15,48,29,17,7,0,0,0,130,0,5,36,37,24,23,5,0,0,126,0,4,65,52,34,5,6,0,0,166,0,21,154,146,80,19,3,0,0,421,0,3,24,22,8,0,0,0,0,58,4,23,359,247,116,45,6,0,0,794,0,0,40,40,17,7,3,0,0,114,0,7,72,69,42,32,5,0,0,223,0,11,79,67,55,32,5,0,0,244,0,4,81,64,36,27,3,0,0,214,5,9,39,31,17,14,0,0,0,114,3,0,24,23,17,5,0,0,0,67,6,12,64,33,22,16,0,0,0,156
POA2044,0,0,3,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,5,0,3,29,29,27,17,11,0,0,118,0,0,11,4,8,6,0,0,0,33,5,14,78,71,36,16,9,0,0,228,0,0,18,24,15,5,0,0,0,63,3,36,51,37,25,13,0,0,0,164,15,21,55,42,20,5,3,0,0,161,0,3,29,44,40,28,7,0,0,156,0,9,33,36,25,16,3,0,0,119,0,11,70,81,23,16,0,0,0,195,0,0,11,16,6,6,0,0,0,36,0,25,150,116,53,21,3,0,0,368,0,4,27,20,22,9,4,0,0,83,0,4,44,41,34,26,5,0,0,157,0,8,39,53,43,23,4,0,0,169,5,6,42,46,26,14,5,3,0,149,0,4,23,19,16,11,0,0,0,77,3,0,22,19,21,15,7,0,0,90,0,4,50,26,12,16,3,0,0,118
POA2045,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,6,13,3,24,10,4,0,0,64,0,0,0,0,5,0,0,0,0,8,7,20,41,32,45,31,12,0,0,192,0,3,0,8,13,8,0,0,0,39,16,24,18,17,17,17,5,0,0,122,18,18,11,11,14,8,0,0,0,87,4,0,6,13,24,18,5,5,0,64,0,3,12,18,25,15,5,0,0,80,0,8,9,37,55,19,4,0,0,136,4,3,6,5,17,8,5,0,0,51,3,27,35,52,77,63,36,6,0,286,3,0,3,7,9,6,0,0,0,34,0,0,4,14,20,18,7,0,0,69,5,10,19,12,23,29,11,0,0,110,0,12,15,15,24,27,12,0,0,100,5,7,9,10,9,4,3,0,0,37,5,0,7,8,4,17,3,0,0,48,3,6,12,16,18,15,0,0,0,76
POA2046,0,0,4,7,4,4,0,0,0,15,0,0,0,0,4,5,0,0,0,12,5,16,56,84,78,67,27,5,0,334,0,0,10,11,21,7,0,0,0,46,38,70,249,249,174,111,32,3,0,925,3,19,37,75,84,48,18,3,0,281,47,56,85,92,95,74,23,6,0,479,80,34,56,63,55,34,15,8,0,343,6,10,36,64,93,97,28,0,0,338,4,6,47,58,64,41,8,0,0,226,6,24,122,222,174,72,7,6,0,620,0,20,37,56,62,26,19,4,0,227,6,63,181,258,223,144,78,7,0,951,4,8,29,57,45,31,16,0,0,186,0,9,58,101,103,73,18,3,0,362,8,26,76,63,67,74,30,10,0,358,0,23,81,89,91,85,48,7,0,425,0,12,27,24,20,19,4,0,0,119,11,17,37,43,54,49,23,0,0,223,6,24,58,81,85,50,16,3,0,325
POA2047,0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,5,0,0,0,5,0,10,31,42,28,26,9,4,0,145,0,0,4,8,6,5,0,0,0,24,7,28,95,80,62,61,22,5,0,368,0,4,26,44,32,27,0,0,0,133,11,31,41,43,33,30,12,0,0,199,25,10,35,25,20,15,3,0,0,135,3,3,18,29,25,37,17,0,0,129,0,3,26,36,34,11,0,0,0,121,0,15,83,100,86,38,9,0,0,338,3,11,24,21,25,20,7,0,0,110,8,36,127,126,95,69,38,8,0,505,0,6,16,24,18,15,3,0,0,83,0,9,42,38,32,36,14,0,0,173,9,7,26,28,21,34,14,6,0,151,4,13,46,37,48,37,20,3,0,203,3,8,21,13,17,8,3,0,0,77,0,6,9,16,20,15,8,0,0,74,0,13,37,35,21,22,14,4,3,135
POA2048,0,0,4,0,0,3,0,0,0,6,0,0,4,0,3,0,0,0,0,5,0,3,23,18,17,14,3,0,0,83,0,0,0,11,8,5,0,0,0,26,4,11,50,43,45,14,0,0,0,159,0,0,11,8,11,7,5,0,0,42,16,29,43,22,14,6,7,0,0,131,16,20,50,19,12,12,5,0,0,140,0,0,23,29,19,22,3,0,0,94,0,9,42,31,15,5,5,0,0,111,0,14,43,62,43,9,3,0,0,180,0,3,14,10,9,4,0,0,0,38,0,29,126,107,89,41,15,0,0,401,0,3,12,22,7,6,3,0,0,55,0,6,19,42,36,30,0,0,0,144,10,14,62,45,38,29,4,0,0,205,5,10,63,34,46,20,7,0,0,180,4,9,26,11,13,3,7,0,0,69,0,0,13,21,9,8,3,0,0,71,3,3,39,16,25,5,5,6,0,97
POA2049,0,0,3,3,3,4,0,0,0,13,0,0,0,6,0,0,0,0,0,9,0,3,31,27,28,16,0,0,0,107,0,0,3,6,7,6,0,0,0,26,8,23,90,68,55,30,12,0,0,281,0,14,25,13,16,11,3,0,0,79,17,29,81,39,20,17,0,0,0,201,21,32,67,30,20,11,5,0,0,182,0,8,34,23,25,25,13,0,0,132,0,13,62,52,41,21,5,0,0,192,0,13,87,98,66,21,3,0,0,287,0,5,19,13,16,3,0,0,0,57,0,47,240,161,103,60,15,0,0,631,0,6,27,20,14,13,3,0,0,98,0,3,59,52,53,35,9,0,0,215,4,16,91,71,61,50,7,0,0,301,0,24,86,58,34,33,7,6,0,250,3,18,47,29,11,8,4,0,0,122,4,9,32,21,15,12,6,0,0,97,3,12,38,38,24,17,3,0,0,140
POA2050,0,3,0,0,4,4,0,0,0,10,0,0,3,4,0,0,0,0,0,5,0,9,30,19,17,12,0,0,0,87,0,6,5,4,5,6,0,0,0,17,5,17,62,41,28,12,0,0,0,165,0,3,28,25,9,5,3,0,0,74,16,31,69,23,19,18,6,0,0,173,20,60,67,24,18,5,0,0,0,194,0,10,27,26,12,13,7,0,0,88,0,10,53,50,34,14,0,0,0,160,0,21,79,71,41,15,0,0,0,231,4,7,10,18,13,10,0,0,0,47,12,51,224,140,85,39,18,6,0,570,0,16,29,15,14,6,7,0,0,89,0,3,43,47,34,16,0,0,0,148,34,61,95,66,42,30,11,0,0,337,5,22,126,69,41,24,13,0,0,305,9,20,38,18,6,9,8,0,0,101,0,8,22,14,13,8,0,0,0,73,6,13,58,43,15,10,0,0,0,132
POA2060,0,3,3,0,0,0,3,3,0,8,0,0,5,0,0,11,0,0,0,16,0,7,25,25,15,18,10,0,0,112,0,4,17,19,6,9,3,0,0,60,7,21,120,72,47,24,5,0,0,297,0,3,38,31,22,18,10,3,0,131,16,26,67,51,26,13,3,4,0,198,17,33,68,33,15,15,6,4,0,194,0,3,26,34,16,23,10,4,0,114,0,8,69,56,41,27,5,6,0,210,0,33,215,170,124,66,15,8,0,633,0,4,32,28,18,18,12,13,0,120,5,53,395,279,144,124,61,19,0,1074,0,10,54,42,19,23,8,0,0,150,0,17,78,74,46,19,13,0,0,247,8,19,53,42,37,29,22,7,0,223,3,8,67,73,45,43,35,0,0,281,6,10,37,29,4,8,0,0,0,95,0,8,28,18,11,16,0,3,0,88,0,12,70,52,24,31,13,0,0,213
POA2061,0,0,6,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,6,0,0,19,18,8,8,0,5,0,63,0,0,6,6,5,8,0,0,0,18,0,5,41,29,14,17,0,0,0,105,0,5,11,7,13,8,3,3,0,49,0,6,27,20,10,8,6,0,0,86,3,5,21,12,9,12,4,0,0,64,0,0,13,11,13,11,5,0,0,52,0,7,26,22,20,11,4,0,0,87,0,15,79,66,42,32,12,3,0,260,0,4,15,9,9,9,9,8,0,59,0,22,121,96,51,65,36,8,0,400,0,0,20,3,3,4,0,0,0,32,0,3,27,23,14,16,6,0,0,89,0,5,19,18,6,14,13,0,0,81,0,9,35,15,18,21,22,0,0,118,0,0,8,10,3,6,8,0,0,26,0,0,11,3,9,3,0,0,0,29,0,6,21,14,15,15,4,3,0,75
