POA_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
POA2019,..,3,271,646,555,399,240,137,33,2280,..,43,334,189,115,58,27,8,0,771,..,0,3,25,33,27,10,0,0,102,1252,..,..,..,..,..,..,..,..,1252,..,293,..,..,..,..,..,..,..,293,..,228,137,53,32,8,0,0,0,463,..,24,32,14,19,13,17,12,5,130,..,7,15,5,15,8,0,4,0,63,..,25,79,26,22,16,21,13,0,201,..,34,115,99,82,116,74,29,14,557,5,11,21,13,16,13,9,0,4,91,0,0,0,0,0,0,0,4,0,7,1264,675,1016,1063,892,654,394,208,53,6213,..,12,366,670,572,340,211,96,7,2276,..,66,341,170,89,40,20,0,0,732,..,4,27,104,151,83,29,23,16,439,1147,..,..,..,..,..,..,..,..,1147,..,356,..,..,..,..,..,..,..,356,..,132,134,27,18,13,0,0,0,332,..,34,29,13,13,31,37,36,11,196
POA2020,..,28,828,824,478,392,275,147,47,3014,..,201,957,299,117,53,22,9,0,1647,..,0,8,23,25,29,17,8,7,111,1238,..,..,..,..,..,..,..,..,1238,..,275,..,..,..,..,..,..,..,275,..,199,186,74,47,23,0,0,0,532,..,187,139,26,13,14,27,11,6,422,..,154,364,55,25,18,6,0,0,621,..,513,746,150,56,27,18,4,0,1522,..,110,324,163,89,77,49,38,18,867,7,35,49,14,21,6,11,0,0,137,0,6,10,0,0,9,7,0,0,37,1242,1710,3613,1631,868,637,427,216,74,10425,..,40,979,775,503,351,224,113,14,3016,..,273,936,207,82,36,12,4,0,1549,..,9,38,99,110,94,51,41,14,461,1162,..,..,..,..,..,..,..,..,1162,..,284,..,..,..,..,..,..,..,284,..,136,140,43,33,26,0,0,0,380,..,140,146,30,23,42,49,41,22,490
POA2021,..,0,182,521,482,373,256,183,42,2041,..,42,430,255,174,105,64,26,3,1103,..,3,3,13,38,24,8,4,0,94,891,..,..,..,..,..,..,..,..,891,..,253,..,..,..,..,..,..,..,253,..,77,61,15,12,3,0,0,0,171,..,22,23,3,0,13,4,3,0,80,..,8,35,5,4,0,0,0,0,56,..,110,361,51,33,31,19,10,3,619,..,50,227,200,152,170,147,79,33,1048,14,21,27,7,10,11,11,7,0,102,0,0,6,0,0,0,3,0,0,10,906,577,1368,1075,911,730,512,308,82,6461,..,5,267,527,473,334,249,127,16,1993,..,52,436,174,123,58,41,15,0,897,..,6,10,56,137,80,17,11,14,322,900,..,..,..,..,..,..,..,..,900,..,270,..,..,..,..,..,..,..,270,..,62,58,11,9,14,0,0,0,152,..,13,37,10,3,4,12,11,14,104
POA2022,..,5,157,506,428,310,227,171,53,1863,..,23,542,209,113,63,35,14,3,1011,..,0,0,14,32,24,12,0,5,90,934,..,..,..,..,..,..,..,..,934,..,261,..,..,..,..,..,..,..,261,..,73,51,19,22,11,0,0,0,184,..,15,35,12,6,8,13,6,4,95,..,11,81,10,5,0,0,0,0,108,..,88,332,68,28,28,24,8,0,575,..,23,159,161,112,86,108,65,36,750,4,18,16,6,4,12,5,0,0,63,0,3,6,0,4,0,0,0,0,14,939,517,1387,1014,757,538,428,263,105,5952,..,10,241,550,423,259,243,119,30,1867,..,64,576,169,81,48,30,4,5,969,..,0,8,65,108,60,25,27,17,302,899,..,..,..,..,..,..,..,..,899,..,242,..,..,..,..,..,..,..,242,..,58,66,15,19,14,3,0,0,177,..,22,22,10,3,15,20,10,12,112
POA2023,..,0,105,370,428,381,377,195,49,1909,..,19,207,110,73,54,33,14,0,515,..,0,0,11,10,18,7,3,0,52,855,..,..,..,..,..,..,..,..,855,..,378,..,..,..,..,..,..,..,378,..,77,86,26,12,12,0,0,0,210,..,17,12,10,0,7,6,0,0,57,..,6,25,9,0,3,0,0,0,47,..,36,122,24,11,13,10,0,3,215,..,14,62,58,54,73,50,31,20,369,6,16,12,19,9,9,4,6,0,70,4,0,0,5,6,5,0,0,0,20,869,560,641,630,606,570,489,259,74,4703,..,4,172,410,439,385,341,131,21,1902,..,26,225,104,70,40,17,7,0,489,..,0,11,45,101,65,10,18,14,258,817,..,..,..,..,..,..,..,..,817,..,334,..,..,..,..,..,..,..,334,..,64,67,25,9,12,0,0,0,172,..,4,16,3,3,8,18,14,6,73
POA2024,..,0,84,417,465,317,198,113,31,1617,..,19,318,209,103,87,33,9,0,793,..,0,4,6,28,19,0,8,5,72,961,..,..,..,..,..,..,..,..,961,..,297,..,..,..,..,..,..,..,297,..,100,49,16,14,13,3,0,0,206,..,8,17,4,3,8,7,7,0,53,..,0,25,9,6,4,0,0,0,40,..,33,181,33,14,15,11,6,0,289,..,12,88,82,87,91,61,41,12,480,8,11,5,21,7,11,5,0,5,66,0,0,0,0,0,0,0,0,0,4,971,478,779,797,726,558,327,184,52,4873,..,0,136,469,461,290,193,73,15,1634,..,37,368,179,107,62,29,7,0,787,..,0,4,44,103,49,14,14,16,248,944,..,..,..,..,..,..,..,..,944,..,288,..,..,..,..,..,..,..,288,..,77,37,18,15,10,3,0,0,158,..,15,16,7,5,11,11,13,14,82
POA2025,..,3,63,229,246,197,185,142,44,1108,..,7,183,85,54,45,37,13,3,426,..,0,0,6,14,15,3,3,0,47,474,..,..,..,..,..,..,..,..,474,..,157,..,..,..,..,..,..,..,157,..,40,29,12,6,7,0,0,0,92,..,8,11,0,3,3,5,0,0,32,..,8,14,4,0,0,0,0,0,25,..,31,98,18,0,8,10,0,0,167,..,7,39,40,47,46,57,38,17,304,3,15,8,4,5,3,4,3,0,45,0,0,0,5,0,0,0,0,0,3,479,278,444,406,375,316,309,201,69,2880,..,0,90,275,244,186,185,105,12,1102,..,21,198,67,38,33,21,16,0,390,..,0,7,40,70,40,21,7,13,199,529,..,..,..,..,..,..,..,..,529,..,158,..,..,..,..,..,..,..,158,..,34,20,3,5,9,0,0,0,79,..,12,9,9,6,10,11,23,3,80
POA2026,..,0,386,1021,983,628,456,254,82,3817,..,53,1447,769,333,157,83,29,3,2875,..,0,6,44,70,50,12,4,6,186,2248,..,..,..,..,..,..,..,..,2248,..,582,..,..,..,..,..,..,..,582,..,195,143,47,43,15,5,0,0,453,..,30,78,13,9,14,13,9,3,167,..,16,140,34,9,14,0,0,0,224,..,179,1289,264,63,29,31,15,0,1874,..,43,488,512,323,239,190,110,46,1946,16,28,62,23,14,16,0,4,0,165,0,5,12,9,5,0,4,0,0,38,2261,1123,4050,2740,1865,1168,794,432,146,14575,..,6,594,1114,896,571,402,191,32,3811,..,117,1656,611,251,104,53,12,0,2807,..,0,21,138,243,118,57,32,27,632,2067,..,..,..,..,..,..,..,..,2067,..,589,..,..,..,..,..,..,..,589,..,122,123,26,13,20,3,0,0,304,..,46,62,14,13,13,21,27,20,214
POA2027,..,0,84,202,178,226,255,243,70,1247,..,0,188,118,72,61,54,39,4,543,..,0,0,13,16,14,0,4,0,44,363,..,..,..,..,..,..,..,..,363,..,142,..,..,..,..,..,..,..,142,..,34,40,17,10,5,3,0,0,104,..,9,9,0,5,0,8,7,5,41,..,0,10,4,0,0,6,0,0,20,..,25,77,26,16,9,9,4,5,177,..,17,69,72,71,81,67,60,32,467,4,4,8,9,10,4,7,9,0,52,3,0,0,5,5,0,4,0,0,15,367,235,489,455,367,405,409,361,118,3204,..,0,112,211,192,219,275,181,20,1216,..,17,197,92,46,39,32,21,6,444,..,0,3,34,67,41,21,10,14,200,393,..,..,..,..,..,..,..,..,393,..,125,..,..,..,..,..,..,..,125,..,31,36,11,7,3,3,0,0,99,..,11,14,0,0,3,8,8,4,46
POA2028,..,0,72,158,126,114,134,114,31,743,..,7,138,73,28,21,17,15,0,302,..,0,0,0,9,4,6,0,3,21,275,..,..,..,..,..,..,..,..,275,..,81,..,..,..,..,..,..,..,81,..,24,27,6,10,3,7,0,0,71,..,3,13,5,0,4,0,0,0,30,..,0,10,4,0,0,0,0,0,18,..,34,90,15,7,0,0,0,0,155,..,5,44,40,32,32,34,16,8,226,8,4,6,7,6,4,0,4,0,27,0,0,0,0,0,0,0,0,0,3,275,163,406,310,216,192,205,143,41,1957,..,0,100,160,124,120,140,85,8,738,..,9,148,52,21,12,17,7,0,270,..,0,4,29,50,30,3,3,10,134,258,..,..,..,..,..,..,..,..,258,..,80,..,..,..,..,..,..,..,80,..,19,25,3,0,5,5,0,0,57,..,16,17,4,0,12,7,9,0,56
POA2029,..,0,125,373,378,306,264,185,69,1706,..,17,220,127,69,35,26,11,0,512,..,0,0,20,20,22,13,6,5,81,759,..,..,..,..,..,..,..,..,759,..,256,..,..,..,..,..,..,..,256,..,98,64,18,19,7,3,0,0,204,..,7,10,4,4,4,6,4,0,42,..,4,18,6,0,0,5,3,0,28,..,34,86,15,15,3,12,9,3,170,..,19,74,73,72,68,67,50,27,443,8,8,4,3,13,9,3,5,0,60,0,0,3,8,3,4,0,0,0,11,773,445,605,642,586,459,395,273,102,4277,..,3,193,409,384,302,266,139,24,1720,..,37,233,114,60,33,22,4,0,501,..,0,5,65,103,67,25,17,14,298,751,..,..,..,..,..,..,..,..,751,..,283,..,..,..,..,..,..,..,283,..,63,63,10,11,11,0,0,0,171,..,11,10,5,5,11,21,12,7,87
POA2030,..,0,109,466,781,666,509,255,92,2875,..,8,119,115,81,54,28,16,5,424,..,0,0,10,46,22,8,3,4,100,1297,..,..,..,..,..,..,..,..,1297,..,634,..,..,..,..,..,..,..,634,..,165,191,32,34,12,9,0,0,440,..,15,13,7,9,3,14,0,7,68,..,3,15,3,5,3,3,0,0,38,..,5,45,11,7,13,8,0,0,95,..,25,28,63,59,61,64,38,35,377,11,20,17,14,6,11,7,3,0,88,0,0,0,4,6,3,5,0,0,10,1309,880,538,722,1027,853,660,315,144,6451,..,0,196,598,828,620,418,202,33,2896,..,12,138,114,79,38,23,7,0,415,..,0,7,59,130,65,25,22,17,332,1284,..,..,..,..,..,..,..,..,1284,..,625,..,..,..,..,..,..,..,625,..,145,124,17,11,5,3,0,0,306,..,25,9,4,8,14,19,31,11,114
POA2031,..,5,447,1245,1220,765,619,364,108,4775,..,83,1245,610,284,169,75,29,3,2489,..,0,6,24,72,51,20,20,8,204,2535,..,..,..,..,..,..,..,..,2535,..,721,..,..,..,..,..,..,..,721,..,262,194,73,52,25,7,0,0,618,..,46,57,22,19,19,27,20,4,213,..,21,86,20,11,8,0,0,0,142,..,204,611,112,61,53,45,13,0,1095,..,51,299,286,249,262,196,128,51,1521,14,31,47,29,10,11,14,6,4,168,4,9,6,7,0,3,0,0,0,32,2553,1434,2990,2420,1974,1370,997,583,186,14510,..,5,638,1350,1124,787,517,287,46,4753,..,129,1373,538,249,135,67,15,0,2500,..,3,28,139,323,206,58,54,39,847,2401,..,..,..,..,..,..,..,..,2401,..,681,..,..,..,..,..,..,..,681,..,180,146,45,42,39,5,0,0,458,..,56,90,37,19,45,38,25,32,344
POA2032,..,0,184,491,462,358,293,202,94,2076,..,52,258,99,72,51,22,8,0,572,..,4,0,6,31,20,16,4,11,89,989,..,..,..,..,..,..,..,..,989,..,356,..,..,..,..,..,..,..,356,..,141,168,63,55,29,0,0,0,461,..,40,38,24,17,19,12,9,6,164,..,37,77,24,9,11,6,0,3,158,..,398,482,58,35,32,28,8,3,1038,..,67,157,110,120,117,107,66,29,768,8,14,24,11,9,9,8,8,3,92,0,6,5,3,0,3,0,0,0,30,1000,1120,1395,883,807,648,490,307,149,6790,..,10,262,520,468,367,261,170,37,2099,..,78,246,112,64,36,23,3,0,566,..,7,29,64,121,85,49,44,28,433,898,..,..,..,..,..,..,..,..,898,..,338,..,..,..,..,..,..,..,338,..,110,99,34,33,21,3,0,0,306,..,64,39,11,6,31,37,38,23,248
POA2033,..,4,183,395,329,253,184,144,60,1548,..,59,322,145,75,49,24,10,3,680,..,0,4,11,16,16,8,5,4,61,687,..,..,..,..,..,..,..,..,687,..,215,..,..,..,..,..,..,..,215,..,62,86,27,29,16,0,0,0,226,..,41,34,11,5,8,9,9,3,117,..,23,44,12,6,0,0,0,0,83,..,219,199,58,27,18,21,15,0,549,..,74,143,115,76,94,54,41,22,614,5,23,11,10,6,5,4,0,0,68,0,3,4,0,3,5,4,0,0,13,693,717,1032,778,569,464,311,221,89,4875,..,11,246,417,320,256,167,116,21,1558,..,72,347,98,48,28,18,8,0,616,..,0,15,51,80,59,27,28,23,275,649,..,..,..,..,..,..,..,..,649,..,192,..,..,..,..,..,..,..,192,..,54,79,23,8,15,0,0,0,174,..,35,45,11,6,18,26,17,13,179
POA2034,..,0,227,688,643,565,343,206,66,2741,..,26,734,411,174,117,56,13,0,1524,..,0,5,24,48,26,17,4,6,130,1428,..,..,..,..,..,..,..,..,1428,..,462,..,..,..,..,..,..,..,462,..,160,123,29,32,21,0,0,0,367,..,34,40,19,9,19,4,8,6,137,..,12,80,15,7,5,5,0,0,121,..,76,451,92,21,26,20,10,0,702,..,18,165,187,169,177,161,101,33,1022,12,14,25,10,19,12,7,0,0,114,0,0,11,0,3,0,4,0,0,17,1439,809,1863,1480,1121,967,628,345,118,8765,..,7,317,753,711,491,317,154,22,2758,..,49,848,322,176,99,38,6,0,1545,..,6,29,101,196,100,35,35,19,518,1426,..,..,..,..,..,..,..,..,1426,..,469,..,..,..,..,..,..,..,469,..,133,110,21,16,22,3,0,0,300,..,20,39,10,13,12,40,32,24,189
POA2035,..,11,385,1295,1341,1101,855,613,199,5795,..,68,701,465,220,135,52,17,9,1666,..,0,8,37,80,77,21,20,23,263,2735,..,..,..,..,..,..,..,..,2735,..,936,..,..,..,..,..,..,..,936,..,457,396,148,144,77,6,0,0,1225,..,64,78,30,30,33,33,27,19,314,..,43,143,44,24,26,10,5,0,293,..,170,424,107,56,68,38,18,8,882,..,47,207,245,212,267,254,174,88,1488,34,34,47,29,29,19,7,4,0,204,0,0,6,8,4,3,8,0,0,38,2765,1826,2400,2409,2127,1801,1281,889,341,15848,..,27,541,1461,1376,1100,836,448,75,5856,..,115,799,419,201,107,39,11,0,1692,..,9,68,199,327,220,111,136,77,1142,2623,..,..,..,..,..,..,..,..,2623,..,961,..,..,..,..,..,..,..,961,..,300,293,82,91,63,15,0,0,850,..,72,66,21,34,70,82,104,79,529
POA2036,..,5,478,1213,1206,1153,861,482,133,5535,..,83,585,373,242,129,68,26,3,1511,..,5,9,36,103,64,36,13,4,273,2662,..,..,..,..,..,..,..,..,2662,..,879,..,..,..,..,..,..,..,879,..,599,448,147,122,55,4,0,0,1374,..,74,67,27,40,49,46,19,18,355,..,44,107,32,22,16,4,7,0,232,..,135,254,66,39,52,42,22,3,610,..,65,178,178,207,255,266,169,52,1372,25,26,32,39,25,22,15,18,4,196,4,0,0,6,4,0,6,0,0,20,2688,1921,2160,2111,2004,1788,1354,759,216,15009,..,20,660,1373,1283,1037,775,362,48,5560,..,119,615,367,220,131,46,18,0,1517,..,21,107,224,370,216,107,88,47,1172,2676,..,..,..,..,..,..,..,..,2676,..,844,..,..,..,..,..,..,..,844,..,380,349,100,68,33,12,0,0,940,..,69,48,17,23,77,96,80,58,465
POA2037,..,7,216,496,377,352,293,143,27,1915,..,70,524,332,166,110,63,25,0,1293,..,0,6,21,24,20,15,3,3,88,838,..,..,..,..,..,..,..,..,838,..,232,..,..,..,..,..,..,..,232,..,92,101,56,32,7,0,0,0,287,..,33,30,10,3,6,9,8,7,110,..,28,63,14,9,3,0,0,0,119,..,250,354,68,38,38,33,11,3,793,..,100,288,253,184,231,178,99,16,1356,12,31,40,18,15,24,8,11,0,157,0,0,5,3,0,0,0,0,0,14,854,849,1633,1275,849,794,605,295,62,7221,..,4,291,474,403,341,275,79,13,1879,..,98,548,261,124,73,46,11,0,1171,..,3,34,113,141,118,53,32,12,505,783,..,..,..,..,..,..,..,..,783,..,242,..,..,..,..,..,..,..,242,..,67,72,33,15,8,3,0,0,197,..,48,42,3,6,19,22,16,14,170
POA2038,..,0,134,387,388,220,177,76,17,1402,..,21,232,159,118,68,39,13,0,656,..,0,0,11,20,20,6,6,0,65,709,..,..,..,..,..,..,..,..,709,..,195,..,..,..,..,..,..,..,195,..,78,53,17,11,8,0,0,0,166,..,8,17,0,0,4,4,4,0,46,..,17,24,11,0,0,0,0,0,52,..,58,113,19,19,11,9,7,0,238,..,20,110,91,77,81,65,29,12,487,5,9,10,11,6,7,3,3,0,58,0,0,0,0,0,0,0,0,0,4,717,402,700,700,650,422,312,130,31,4079,..,0,180,416,384,211,150,54,4,1409,..,25,265,145,99,77,41,3,0,650,..,0,7,35,71,67,14,10,10,213,719,..,..,..,..,..,..,..,..,719,..,203,..,..,..,..,..,..,..,203,..,52,49,6,9,9,0,0,0,125,..,26,17,4,4,9,18,6,6,81
POA2039,..,0,98,417,365,241,198,92,8,1414,..,14,237,166,97,85,37,9,0,651,..,0,0,8,29,6,15,8,4,57,706,..,..,..,..,..,..,..,..,706,..,155,..,..,..,..,..,..,..,155,..,58,61,24,13,0,0,0,0,167,..,12,13,0,0,9,6,5,0,45,..,4,18,0,0,0,0,0,0,31,..,36,79,28,15,9,10,5,0,180,..,13,55,74,87,59,63,29,5,381,4,12,8,11,13,0,3,0,0,55,0,0,0,0,0,0,0,0,0,4,711,304,584,724,623,415,332,139,20,3855,..,0,168,456,337,236,174,55,3,1431,..,22,264,158,98,59,33,8,0,646,..,0,6,41,66,52,30,15,3,222,694,..,..,..,..,..,..,..,..,694,..,182,..,..,..,..,..,..,..,182,..,39,38,8,0,0,5,0,0,94,..,15,14,0,0,11,25,11,7,80
POA2040,..,3,317,1110,954,565,378,182,64,3570,..,43,471,384,293,181,83,18,0,1476,..,0,0,19,72,30,21,16,8,164,2141,..,..,..,..,..,..,..,..,2141,..,531,..,..,..,..,..,..,..,531,..,188,140,58,64,40,5,0,0,489,..,32,38,13,16,23,10,11,10,151,..,18,40,13,7,11,0,0,0,88,..,114,221,79,50,25,36,10,3,547,..,39,155,150,158,179,127,64,28,898,16,13,28,20,22,13,7,7,0,134,0,0,0,3,0,0,4,0,0,14,2154,981,1409,1851,1636,1069,667,301,112,10190,..,3,459,1179,964,474,353,139,27,3596,..,81,540,348,260,169,69,9,0,1474,..,3,27,132,238,140,70,58,30,696,2032,..,..,..,..,..,..,..,..,2032,..,482,..,..,..,..,..,..,..,482,..,146,89,40,38,23,0,0,0,338,..,20,47,16,23,31,44,37,17,220
POA2041,..,0,179,633,703,535,394,207,36,2690,..,23,288,227,206,137,96,40,3,1011,..,0,0,17,42,31,7,3,3,109,1263,..,..,..,..,..,..,..,..,1263,..,385,..,..,..,..,..,..,..,385,..,114,105,29,11,15,3,0,0,271,..,19,21,11,3,8,15,10,4,85,..,4,11,5,3,4,0,0,0,36,..,28,72,25,19,25,15,6,4,191,..,20,107,119,149,183,155,80,22,835,14,19,14,8,14,19,19,3,0,100,3,0,3,0,3,0,0,4,0,13,1280,613,786,1076,1157,950,700,355,73,6997,..,4,238,715,709,519,375,143,12,2714,..,25,314,225,193,122,95,29,0,1010,..,5,14,72,139,88,28,21,21,384,1208,..,..,..,..,..,..,..,..,1208,..,344,..,..,..,..,..,..,..,344,..,88,75,9,11,6,0,0,0,191,..,13,13,11,3,7,22,19,14,98
POA2042,..,0,216,533,453,346,180,77,24,1839,..,78,754,520,335,166,72,10,0,1926,..,0,0,20,37,27,9,0,4,104,886,..,..,..,..,..,..,..,..,886,..,223,..,..,..,..,..,..,..,223,..,72,74,35,35,14,0,0,0,231,..,30,42,19,9,12,11,0,3,123,..,36,92,17,4,9,0,0,0,171,..,343,810,189,65,52,33,6,0,1500,..,61,369,301,268,260,154,61,19,1498,9,27,44,13,9,15,3,0,0,122,0,0,0,0,4,4,0,0,0,14,890,869,2405,1645,1221,909,467,164,51,8619,..,12,282,509,431,296,152,42,5,1730,..,109,793,380,231,109,34,8,0,1670,..,0,17,58,125,66,40,24,15,342,846,..,..,..,..,..,..,..,..,846,..,249,..,..,..,..,..,..,..,249,..,74,47,27,24,4,0,0,0,178,..,49,45,21,12,11,17,16,8,176
POA2043,..,0,202,418,248,141,48,25,5,1077,..,44,630,415,197,97,30,7,0,1421,..,0,0,9,13,10,4,0,0,43,522,..,..,..,..,..,..,..,..,522,..,76,..,..,..,..,..,..,..,76,..,38,30,3,11,6,0,0,0,85,..,13,13,9,4,0,4,0,0,45,..,16,37,9,9,0,0,0,0,67,..,82,304,78,43,29,16,3,0,560,..,19,193,187,122,101,65,14,7,702,5,11,21,7,8,3,0,0,0,60,0,0,3,4,0,0,0,0,0,10,527,294,1439,1136,651,388,162,52,8,4674,..,0,244,396,188,106,40,19,0,991,..,58,645,287,123,61,19,3,0,1198,..,0,10,37,62,32,14,13,5,170,474,..,..,..,..,..,..,..,..,474,..,103,..,..,..,..,..,..,..,103,..,29,22,8,4,4,0,0,0,61,..,8,32,8,4,5,10,10,6,79
POA2044,..,0,126,358,239,164,138,74,17,1113,..,23,285,216,121,60,27,3,0,733,..,0,0,12,19,11,12,3,4,65,636,..,..,..,..,..,..,..,..,636,..,115,..,..,..,..,..,..,..,115,..,86,81,35,30,8,0,0,0,244,..,22,27,8,9,15,16,7,5,110,..,22,60,15,3,9,3,0,0,110,..,95,236,79,29,42,14,0,0,507,..,13,61,61,60,63,43,27,12,339,4,4,8,6,8,5,0,0,0,34,0,0,0,0,0,0,0,0,0,7,640,372,887,797,529,371,265,112,39,4005,..,8,178,380,221,150,130,44,12,1122,..,32,295,194,99,43,15,0,0,694,..,0,20,46,70,43,27,17,11,238,552,..,..,..,..,..,..,..,..,552,..,109,..,..,..,..,..,..,..,109,..,38,58,15,18,10,0,0,0,140,..,21,24,19,4,13,26,12,7,131
