SA3_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
21503,92,68,56,49,7,0,437,11,77,83,98,119,69,25,6,483,130,663,588,412,334,272,92,24,2522,90,372,423,420,408,345,137,43,2249,479,1126,1041,1054,1188,731,245,50,5910,71,63,62,47,55,39,8,0,353,24,53,70,77,85,71,24,4,417,572,1248,1166,1180,1332,849,283,59,6677,6,21,18,16,19,24,10,5,124,419,472,516,474,599,591,461,285,3821,1238,3009,2881,2671,2871,2200,1024,428,16316
21601,100,106,81,49,14,0,508,6,86,110,108,119,71,32,0,531,126,669,639,535,419,306,109,19,2825,96,333,439,524,544,388,169,38,2523,563,1233,1139,1275,1320,798,312,86,6727,75,67,70,52,66,25,14,5,373,32,44,61,84,106,71,29,13,438,668,1347,1270,1406,1494,900,352,96,7540,3,15,19,17,21,19,29,4,130,334,349,336,417,508,544,515,353,3359,1247,2945,2914,3111,3187,2275,1221,518,17417
21602,66,58,49,36,15,3,328,5,61,74,83,82,69,16,0,394,68,488,398,347,285,238,91,21,1939,84,294,312,398,400,314,151,27,1990,401,905,896,961,950,651,300,66,5116,44,50,70,45,56,45,15,0,329,18,40,42,67,87,68,39,0,369,461,992,1006,1073,1086,765,350,68,5808,6,11,19,12,19,19,22,3,115,284,306,290,376,410,497,440,215,2816,921,2248,2165,2343,2340,1935,1083,347,13385
21603,396,265,184,110,39,7,1538,22,235,273,274,206,138,32,5,1186,324,1622,1278,879,677,499,151,37,5477,250,904,978,918,818,545,223,52,4684,968,2054,1762,1862,1617,950,391,97,9701,162,132,109,114,63,56,14,0,653,63,98,118,159,138,99,53,14,738,1195,2287,1990,2139,1812,1103,453,108,11097,20,46,47,24,35,27,17,9,238,731,877,778,772,774,683,714,472,5807,2603,6472,5724,5269,4512,3114,1625,694,30018
21701,130,120,102,105,26,6,624,13,77,117,121,151,109,28,7,620,121,607,573,548,444,408,150,28,2872,74,332,435,483,527,473,171,43,2530,549,1105,1027,1241,1349,786,259,76,6391,100,75,73,60,64,40,9,0,427,20,47,68,98,93,91,34,9,467,672,1228,1164,1392,1515,915,309,84,7289,9,6,15,17,27,33,20,7,135,285,256,312,379,467,541,441,251,2925,1177,2625,2751,3061,3230,2588,1144,426,17000
21703,149,150,158,131,24,3,771,15,80,112,115,135,125,32,3,612,126,698,636,587,505,495,163,33,3234,79,366,402,515,592,472,179,49,2661,529,1255,1180,1218,1244,681,250,55,6397,71,72,77,54,53,45,10,3,379,27,56,50,82,98,83,31,5,432,621,1382,1306,1350,1396,805,279,66,7203,0,28,17,17,23,29,18,8,136,369,351,337,405,489,528,410,238,3120,1209,3044,2955,3146,3299,2588,1107,393,17744
21704,323,259,271,205,54,10,1462,21,164,234,258,232,170,44,6,1128,209,1313,1284,1015,818,671,222,53,5592,127,621,720,792,795,642,269,57,4025,780,1738,1680,1620,1427,774,309,77,8416,119,101,74,76,83,51,9,5,518,42,59,75,124,130,110,54,19,605,937,1895,1828,1826,1637,935,373,102,9543,5,30,19,16,28,21,24,9,158,438,456,463,464,519,597,530,373,3840,1759,4799,4876,4627,4306,3244,1526,616,25740
29797,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,6,3,6,0,0,0,19,0,3,5,8,6,0,0,0,32,0,5,21,32,14,0,0,0,73,0,0,0,0,0,0,0,0,8,0,0,3,4,0,0,0,0,8,0,5,22,32,22,0,0,0,86,0,0,0,0,0,0,0,0,5,4,38,94,127,108,13,0,0,389,7,48,136,178,147,17,0,0,530
30101,586,557,421,230,68,17,2170,26,201,294,310,269,156,41,7,1312,521,1721,2035,1711,1192,791,250,56,8281,365,908,1374,1434,1240,764,250,48,6385,1324,2284,2434,2338,2213,1496,594,128,12816,293,150,94,96,98,63,18,8,825,104,120,165,250,257,208,88,23,1226,1722,2551,2696,2684,2577,1771,700,162,14865,24,29,49,75,64,60,37,8,352,292,391,391,350,350,382,374,404,2937,2978,6082,7421,7131,6112,4158,1720,693,36297
30102,543,658,594,418,159,33,2708,34,207,279,385,354,283,71,9,1627,583,1686,2082,2042,1514,1287,526,117,9835,502,997,1646,2017,1783,1225,580,147,8895,1602,2563,2903,3029,3042,2171,1066,258,16632,320,138,150,150,135,125,44,3,1062,106,139,213,271,332,306,195,44,1606,2032,2838,3268,3448,3516,2600,1297,304,19307,26,27,50,84,81,125,87,25,505,423,399,503,594,664,781,750,531,4641,3621,6443,8369,9225,8502,6717,3466,1171,47524
30103,995,865,502,238,73,12,3176,30,262,439,446,305,150,43,17,1694,580,2362,3101,2350,1246,719,267,68,10692,358,932,1475,1572,1039,569,229,58,6233,1076,1890,2086,2069,1699,1076,472,138,10509,239,110,124,90,77,73,19,4,724,76,101,198,221,225,153,70,17,1061,1386,2098,2405,2378,2003,1303,567,165,12304,14,39,64,63,52,58,30,9,327,293,370,438,451,329,344,365,298,2892,2674,6535,8927,8127,5485,3378,1571,624,37316
30201,979,588,369,222,74,18,2762,19,219,276,289,191,122,39,7,1167,601,1981,2256,1543,923,549,245,65,8165,248,639,822,843,682,424,183,56,3906,721,1163,1071,977,828,523,267,93,5639,130,75,40,54,39,30,19,3,383,46,68,113,137,117,116,48,28,674,902,1310,1222,1167,988,667,331,122,6702,6,24,36,53,29,33,32,17,226,162,228,214,182,155,134,178,146,1394,1959,4890,5804,4671,3330,2162,1084,423,24319
30202,1333,848,496,292,113,18,4145,33,419,513,469,318,177,54,10,1986,909,4075,3733,2488,1339,795,371,128,13826,485,1170,1315,1359,951,547,303,111,6240,1116,2067,1641,1500,1275,775,413,192,8975,237,141,83,86,69,56,14,8,700,92,127,153,211,195,133,74,25,1015,1444,2329,1873,1797,1542,962,502,229,10687,23,45,70,67,52,40,34,28,366,370,630,514,446,397,401,541,612,3907,3297,9679,9356,7476,5084,3211,1912,1134,41168
30203,804,414,252,148,44,15,2355,15,313,319,217,145,106,37,14,1148,576,2764,2230,1193,683,382,175,63,8051,336,947,892,756,564,284,135,47,3963,656,1363,1126,983,809,498,189,74,5694,122,110,65,70,36,29,7,0,438,47,78,98,110,126,72,33,6,575,828,1552,1289,1154,970,598,233,78,6708,13,44,31,40,27,32,15,6,224,299,499,419,307,251,215,158,121,2263,2093,6750,5984,4087,2891,1766,788,343,24707
30204,897,566,288,186,61,8,2613,21,271,301,332,232,143,39,10,1347,474,2093,2414,1686,932,551,227,67,8443,341,1041,1195,1146,875,520,211,59,5390,911,1737,1774,1648,1352,842,408,128,8797,205,91,97,80,62,41,12,0,600,81,116,150,199,161,124,70,12,919,1195,1948,2020,1926,1581,1016,496,141,10316,27,44,61,53,45,31,31,12,305,302,449,366,339,312,356,397,311,2835,2392,6424,7253,6054,4260,2800,1454,613,31251
30301,1289,903,620,273,76,4,3894,23,328,426,415,259,160,37,8,1657,842,2943,3039,2274,1251,728,243,59,11376,350,741,904,968,762,508,166,39,4431,672,1215,1013,1014,876,530,278,92,5683,125,69,64,53,49,46,15,0,416,60,80,130,154,142,111,60,21,758,852,1362,1201,1220,1067,686,354,114,6854,11,39,47,45,38,31,30,13,260,213,285,265,230,213,187,202,159,1759,2322,6390,7175,6056,4202,2580,1106,396,30235
30302,2193,1407,854,416,153,34,7697,66,727,716,623,442,219,61,14,2871,2332,6996,4491,2942,1688,963,402,127,19949,752,1375,1170,1177,861,504,279,97,6211,1155,1859,1277,1131,962,559,259,101,7311,240,138,91,71,50,41,11,3,655,84,116,138,161,158,133,64,23,872,1478,2111,1508,1362,1179,728,338,132,8835,39,100,83,48,50,51,29,9,401,510,837,591,485,509,482,463,327,4206,5349,14606,10759,8050,5584,3364,1723,736,50177
30303,2293,1250,633,345,126,24,6664,55,380,448,436,277,168,62,5,1835,1334,4354,4369,2856,1522,914,375,92,15811,592,1138,1336,1263,963,609,278,73,6249,1007,1383,1308,1372,1070,661,389,118,7314,245,101,74,76,73,34,21,3,635,84,90,160,195,169,164,79,21,968,1338,1570,1546,1641,1318,859,498,143,8915,38,80,95,77,75,59,40,13,482,526,693,543,399,356,319,327,276,3437,4002,10090,10634,7926,5141,3279,1707,624,43400
30304,1087,708,371,197,74,7,3473,27,258,348,301,179,104,29,7,1255,666,2442,2242,1405,782,464,154,58,8213,293,553,625,607,427,258,152,48,2965,477,817,768,692,618,326,216,74,3997,133,59,28,30,24,15,10,0,307,38,54,87,78,96,57,30,18,453,653,933,886,799,742,405,254,89,4755,14,27,37,43,34,29,19,14,220,271,375,249,202,171,159,147,97,1671,1990,5565,5473,4059,2707,1611,832,315,22556
30305,1860,668,375,200,39,9,4506,32,275,334,221,152,87,19,6,1120,767,3345,3480,1669,948,608,172,36,11029,485,1102,1422,1006,741,451,132,29,5360,860,1396,1444,1299,1062,578,205,61,6906,215,126,93,83,64,30,17,0,622,95,114,166,171,164,115,45,13,881,1171,1634,1705,1554,1286,720,267,78,8409,30,70,95,55,67,55,39,7,419,412,649,603,389,293,274,220,182,3029,2945,8383,9493,5557,3865,2399,887,338,33862
30306,1412,582,405,207,65,7,3910,30,185,199,176,139,91,31,3,853,753,2731,2284,1230,939,669,250,66,8922,378,955,865,691,584,393,181,41,4087,634,913,797,782,660,448,248,61,4538,138,62,63,40,48,30,4,0,385,46,70,102,90,111,102,44,18,590,821,1045,962,910,820,578,300,76,5509,37,81,72,49,34,40,32,4,347,360,605,442,320,260,225,180,94,2482,2456,6761,6225,3953,3179,2208,1042,291,26113
30401,772,584,496,346,97,11,2649,13,123,243,230,215,153,32,7,1000,363,1253,1699,1332,907,684,258,71,6573,196,332,536,620,553,404,192,39,2874,313,559,597,652,604,375,164,50,3312,111,32,33,25,26,28,9,0,273,34,35,50,104,110,92,66,18,503,455,620,684,776,742,500,241,68,4086,7,7,30,33,28,28,26,5,168,67,94,142,112,91,138,158,123,939,1132,2760,4100,3691,3032,2248,1005,316,18289
30402,1512,1538,1067,699,326,76,5636,11,157,348,479,329,212,82,16,1641,541,1314,2561,2719,1629,1177,592,121,10656,237,260,618,906,741,535,312,106,3714,424,455,577,710,555,372,201,77,3374,165,22,27,39,29,20,14,6,319,43,23,73,102,110,121,77,35,588,639,500,672,848,693,512,290,114,4272,16,15,37,42,40,37,30,14,230,109,100,164,161,134,150,245,233,1286,1581,2736,5915,6692,4626,3325,1879,674,27430
30403,2141,1487,978,700,335,67,7499,38,328,370,422,286,240,79,18,1786,1710,3336,2855,2390,1386,1004,553,153,13382,533,460,547,592,505,440,254,63,3389,762,669,495,433,380,260,133,57,3185,220,59,41,31,15,31,8,7,416,60,40,58,92,79,88,60,22,498,1040,764,597,555,477,379,195,85,4099,45,42,50,43,34,42,37,13,317,364,345,258,189,143,175,174,151,1794,3872,6938,6824,5679,3816,2976,1626,552,32268
30404,1226,989,533,340,145,26,3807,18,304,457,485,274,174,49,7,1765,595,2186,2884,2283,1091,758,368,109,10270,287,656,920,1087,768,490,255,89,4547,866,1180,1125,1071,814,530,284,91,5958,194,76,58,55,32,26,21,3,471,53,82,119,155,116,114,67,20,727,1115,1342,1302,1281,963,671,365,112,7154,13,28,36,43,38,33,27,13,222,283,262,251,210,173,151,159,133,1621,2341,5294,7072,6383,3840,2606,1366,488,29387
30501,2836,1735,1222,670,225,33,10705,87,881,627,549,409,201,53,7,2815,3008,10076,4744,3011,1891,1230,416,91,24468,1181,2135,1430,1163,1000,521,228,58,7706,1327,2228,1258,1023,866,439,186,57,7381,309,185,86,65,58,28,20,0,749,120,214,175,154,134,129,44,19,999,1756,2625,1519,1247,1056,595,254,77,9125,90,217,107,66,60,60,30,16,635,1553,2933,1853,1335,1062,710,464,282,10179,7943,22568,13115,9106,6701,3983,1660,562,65642
30502,1143,905,536,219,59,9,3716,27,339,379,393,235,123,32,3,1526,935,3048,2815,2045,1155,506,148,33,10684,312,678,810,817,549,305,106,17,3589,521,1012,852,670,596,286,128,43,4108,100,68,45,33,30,21,10,0,292,31,70,80,111,109,69,23,10,514,653,1150,974,810,737,371,168,54,4912,15,51,56,46,30,19,16,3,237,265,432,333,272,190,142,112,54,1805,2246,6501,6518,5283,3433,1690,632,177,26473
30503,2614,1916,1188,565,178,27,9348,91,935,823,781,559,282,94,21,3581,2612,9013,5717,4342,2480,1330,590,115,26200,1015,1896,1489,1566,1174,676,319,94,8223,1456,2450,1532,1272,1126,600,274,80,8793,254,193,121,81,65,45,14,4,779,101,157,200,217,184,164,85,26,1125,1813,2801,1859,1570,1378,806,370,106,10704,57,133,106,76,76,51,43,22,561,817,1438,967,777,583,483,403,254,5724,6543,18921,13581,11025,7444,4195,2001,629,64339
30504,1910,1656,1033,617,205,32,7064,59,468,540,609,429,255,59,3,2420,1964,4677,3494,3197,1798,1106,380,91,16700,534,773,694,833,645,393,210,50,4123,761,974,623,618,515,289,131,48,3957,154,79,48,36,40,20,11,0,385,60,73,72,124,97,80,51,22,579,975,1125,743,772,660,392,181,66,4920,34,42,55,61,48,34,26,8,308,289,475,277,292,215,247,223,120,2151,3968,9064,7711,7420,4829,3036,1278,376,37679
30601,602,559,487,275,81,7,2325,17,196,283,332,252,167,31,6,1275,265,1589,1982,1613,1163,733,267,30,7652,137,631,1118,1382,1110,741,234,39,5383,780,1522,1857,2029,1806,1141,379,83,9598,209,82,94,81,80,49,14,6,615,72,86,152,171,199,157,73,11,912,1050,1687,2108,2286,2088,1348,470,99,11127,13,26,51,65,76,78,39,3,355,391,427,512,560,509,484,340,113,3343,1887,4855,6659,6792,5674,3824,1461,300,31464
30602,641,550,434,254,84,16,2637,30,366,336,408,294,190,50,3,1668,560,2948,2522,2054,1306,901,322,78,10697,325,1398,1754,1804,1460,834,348,68,7977,1851,3770,3393,3288,2748,1668,710,151,17581,507,275,241,182,162,84,23,4,1481,135,190,211,280,251,225,89,26,1395,2491,4240,3837,3750,3155,1976,819,185,20461,34,60,66,83,65,79,45,7,446,1919,2727,1962,1886,1771,1676,1026,453,13421,5389,12357,11112,10545,8492,5911,2685,815,57303
30603,92,77,108,99,23,0,488,9,42,64,76,112,98,19,0,415,112,474,456,384,452,347,133,16,2385,67,308,284,415,572,440,156,22,2267,469,987,997,1131,1426,1071,349,72,6513,154,89,66,67,69,53,14,4,515,27,50,72,87,103,122,25,11,498,653,1125,1139,1287,1597,1248,392,85,7523,14,16,20,27,32,45,24,7,178,483,555,485,538,650,678,392,149,3930,1335,2608,2535,2810,3523,2949,1135,285,17183
30604,73,65,102,94,33,3,442,0,30,40,41,74,55,14,0,256,60,434,278,275,312,316,97,7,1775,26,180,187,201,303,236,87,18,1236,135,387,424,531,551,391,140,28,2577,44,30,37,21,23,17,3,0,178,9,23,43,41,60,77,23,0,275,185,437,504,590,634,490,160,28,3030,0,7,3,9,24,16,10,0,77,195,360,254,294,432,491,219,47,2290,472,1522,1336,1473,1885,1692,621,105,9112
30605,142,198,201,185,74,9,907,5,78,110,133,157,125,40,3,644,102,659,706,728,655,664,213,38,3766,62,333,462,655,745,606,249,40,3155,531,1116,1222,1349,1550,1185,481,90,7526,155,74,73,73,75,48,12,6,512,27,60,71,104,121,150,62,18,614,715,1251,1370,1525,1741,1381,561,107,8651,11,18,23,28,32,53,32,12,218,609,655,546,653,764,854,543,265,4897,1513,3085,3363,3919,4292,3871,1708,479,22233
30701,124,109,89,34,8,0,533,14,97,102,81,89,55,12,0,459,271,1021,834,579,401,279,69,14,3471,85,386,607,602,544,331,115,15,2681,816,1791,1473,1392,1225,697,199,33,7633,167,111,102,72,80,42,10,0,584,50,64,92,138,119,92,35,8,589,1034,1971,1672,1603,1422,832,238,36,8812,11,31,30,26,33,27,16,8,181,709,1005,833,892,867,679,457,212,5653,2127,4680,4198,3888,3440,2245,923,293,21792
30702,85,91,104,52,18,3,424,11,54,72,102,93,61,20,3,417,178,618,679,564,395,280,104,22,2846,101,284,438,596,565,348,127,21,2473,824,1446,1380,1353,1173,723,262,47,7206,245,92,80,83,58,40,20,0,621,56,51,77,131,113,75,33,5,550,1126,1590,1542,1562,1343,835,317,53,8374,9,20,15,20,23,35,31,7,158,522,517,499,614,607,503,443,287,3994,1948,3153,3321,3545,3135,2114,1061,410,18687
30703,104,147,142,125,51,9,646,9,53,66,126,120,83,27,4,495,140,517,579,569,536,488,190,40,3057,62,263,408,533,605,476,185,31,2567,699,1236,1163,1213,1243,996,351,65,6966,170,125,83,77,73,61,16,5,600,49,58,72,134,117,120,45,15,607,913,1415,1317,1421,1424,1176,407,81,8164,5,16,12,29,33,44,37,6,177,412,354,365,502,583,642,541,223,3619,1541,2681,2861,3335,3449,3035,1440,388,18736
30801,113,68,76,35,7,3,397,10,73,75,62,75,38,6,0,344,176,636,539,345,244,136,27,4,2104,44,276,359,402,334,164,45,4,1633,503,1389,1420,1157,810,405,91,10,5786,169,112,66,49,41,18,5,0,464,35,42,69,92,80,41,15,0,373,711,1539,1556,1307,935,464,108,11,6623,5,16,19,11,11,18,8,0,89,528,859,955,946,826,438,173,63,4787,1487,3496,3614,3136,2505,1296,364,84,15981
30803,542,511,424,265,75,15,2289,35,278,317,382,343,219,49,8,1620,627,2233,2395,1858,1449,977,354,68,9958,264,998,1351,1420,1462,999,329,82,6904,2010,4472,4114,3517,3547,2305,839,194,20996,650,346,252,180,135,87,34,6,1700,172,179,255,263,310,246,113,28,1561,2838,5002,4616,3964,3990,2642,979,228,24260,29,61,56,63,93,65,55,15,432,1218,1250,1247,1228,1280,1318,1064,580,9183,5041,10235,10529,9427,9039,6473,2903,998,54645
30804,43,32,21,8,0,0,155,8,27,27,31,26,11,0,0,121,77,260,249,179,104,77,19,9,981,24,104,134,152,164,84,24,3,691,286,614,628,501,411,212,63,21,2732,76,36,29,26,20,13,0,0,189,16,29,32,37,32,25,5,3,174,380,674,688,558,462,247,72,18,3098,0,10,6,11,5,10,3,0,41,287,368,440,445,422,289,188,67,2499,774,1469,1587,1409,1200,731,310,100,7582
30805,265,228,152,89,17,0,941,21,122,143,205,170,79,24,0,764,238,1080,1202,930,668,445,143,19,4716,94,479,722,932,800,451,108,25,3607,1062,2758,2834,2739,2364,1237,404,73,13475,416,206,164,91,110,60,11,0,1055,64,122,134,164,159,124,48,6,829,1536,3083,3139,3001,2628,1428,466,79,15359,15,31,37,65,54,53,20,9,283,517,734,770,808,846,728,373,144,4921,2433,5704,6276,6166,5316,3271,1149,280,30598
30901,823,595,412,260,105,24,3036,26,278,283,245,209,193,45,9,1292,749,3283,2565,1805,1219,874,344,68,10906,528,1175,1256,1318,1077,789,270,75,6488,916,1877,1627,1747,1570,1198,562,146,9652,133,92,70,78,73,72,21,0,544,92,130,170,233,213,224,109,27,1198,1135,2103,1864,2056,1860,1497,693,177,11390,13,71,71,55,64,70,52,24,406,497,1031,758,630,740,701,601,353,5305,2988,8713,7629,6699,5584,4382,2109,728,38827
30902,541,376,292,243,71,4,2035,29,195,233,204,210,163,48,7,1084,449,2219,2022,1299,941,761,265,58,8020,370,850,1116,1151,941,660,264,81,5433,917,1642,1668,1827,1735,1244,534,150,9711,129,81,66,81,74,69,19,0,524,83,86,163,179,225,196,96,33,1060,1137,1806,1902,2088,2033,1501,651,176,11296,18,28,44,34,61,70,42,9,314,356,596,533,503,523,583,575,442,4111,2384,6182,6385,5662,5002,3987,1919,785,32290
30903,662,468,441,278,115,17,2638,41,160,213,258,172,167,60,9,1074,587,1806,1612,1391,1050,865,381,83,7780,544,944,1066,1325,1199,887,450,82,6499,978,1600,1633,2006,1977,1619,920,210,10941,171,98,87,88,123,105,46,5,721,89,124,163,218,280,300,140,33,1344,1241,1819,1882,2309,2376,2019,1097,249,13003,22,42,47,65,91,97,60,35,463,530,634,598,690,677,886,927,511,5457,2999,6040,6086,6506,6004,5201,3090,979,36910
30904,156,172,189,149,48,10,800,3,48,74,103,82,82,12,0,401,104,361,523,554,455,375,156,27,2548,211,193,315,449,437,306,117,30,2057,298,445,682,760,773,461,184,27,3630,74,30,38,37,24,21,10,0,229,37,21,37,71,100,67,31,4,379,410,497,759,864,894,549,228,30,4239,0,14,5,20,22,25,20,3,110,169,157,232,232,222,213,156,52,1435,895,1337,2072,2394,2305,1696,732,153,11588
30905,395,380,221,125,34,4,1336,8,91,164,230,110,67,15,0,688,265,772,1301,1125,526,349,122,25,4483,283,396,731,816,568,330,112,21,3261,561,818,1143,1232,1000,575,256,51,5634,92,45,54,44,40,32,11,0,316,50,57,98,117,120,75,37,8,564,703,919,1294,1390,1164,684,302,56,6518,12,15,33,54,30,39,23,5,206,196,208,310,288,219,184,158,100,1676,1475,2568,4232,4284,2842,1794,760,219,18171
30906,587,463,292,183,57,9,2040,27,183,274,276,167,116,28,3,1088,479,1777,1844,1378,834,588,215,49,7161,507,1069,1361,1357,1003,624,230,56,6206,1179,2083,2455,2426,1991,1175,602,131,12053,265,100,117,91,80,50,16,4,722,113,142,234,279,200,183,109,25,1286,1552,2323,2811,2800,2269,1414,730,160,14059,19,34,59,64,47,61,46,19,339,422,509,550,533,413,469,424,286,3610,3029,6323,7496,6866,5027,3448,1724,577,34499
30907,1339,881,572,332,97,13,4407,60,525,539,477,277,168,46,0,2101,1112,4007,4255,2904,1627,1032,364,57,15360,1374,2852,3323,3224,2045,1070,402,55,14343,3089,5710,5686,4965,3461,2085,870,139,26007,667,344,269,192,160,117,37,4,1782,260,369,524,522,413,344,154,27,2614,4020,6422,6484,5681,4026,2545,1056,174,30407,67,92,146,120,118,107,69,24,736,1250,1735,1500,1255,848,739,585,306,8220,7935,16748,17578,14553,9523,6001,2623,636,75579
30908,747,490,319,183,82,17,2547,36,219,235,213,135,86,36,0,966,730,2039,1919,1353,809,557,269,61,7738,498,808,1098,1112,809,506,223,64,5123,816,1290,1420,1350,1129,756,443,102,7319,152,84,49,62,61,53,16,3,491,69,103,140,188,167,153,93,20,943,1043,1479,1614,1603,1365,969,550,126,8746,31,42,52,51,36,59,55,16,336,378,494,391,402,308,421,548,510,3454,2752,5746,6057,5221,3779,2790,1764,804,28916
30909,789,513,345,198,77,18,3162,41,248,216,222,183,115,46,4,1073,1081,2839,1867,1406,906,627,309,93,9124,831,1176,1077,1095,893,606,295,76,6046,1158,1626,1458,1608,1419,946,500,159,8865,220,111,78,94,76,50,18,3,648,97,108,169,152,190,165,111,24,1016,1473,1845,1702,1857,1678,1160,627,184,10525,55,72,55,61,70,60,53,18,440,822,972,737,687,660,682,731,622,5917,4389,8281,6455,5841,4733,3440,2133,1020,36282
30910,563,396,379,279,109,10,2468,26,177,161,162,168,134,42,14,894,528,2140,1571,1203,974,879,346,60,7699,444,908,761,844,838,643,306,56,4800,591,963,812,975,1040,821,444,85,5725,89,59,31,43,55,48,15,5,348,54,93,90,135,169,160,98,20,825,734,1113,937,1156,1266,1027,553,112,6898,24,68,53,38,71,76,45,10,379,693,1314,899,803,935,936,627,232,6444,2497,6406,4941,4609,4624,3974,2039,489,29573
31001,1035,585,323,168,80,19,3007,42,227,289,260,167,107,33,5,1131,706,2901,2375,1463,794,462,231,69,9005,566,1245,1061,1004,704,382,188,50,5197,1279,2009,1745,1529,1208,677,310,92,8850,312,165,120,97,84,33,14,0,817,106,164,197,188,198,103,58,16,1026,1702,2336,2064,1809,1489,811,375,106,10693,35,68,82,66,60,38,33,14,387,680,867,716,540,506,389,329,165,4196,3759,8408,7624,5721,4040,2352,1274,438,33622
31002,162,202,186,135,47,0,814,12,101,151,156,134,106,37,3,692,216,793,913,791,626,506,189,29,4061,218,572,808,1064,1019,600,191,29,4498,1240,2169,2348,2439,2283,1428,505,77,12498,354,178,152,106,110,68,19,5,988,79,109,163,204,203,177,79,9,1016,1673,2456,2660,2742,2591,1680,597,88,14499,12,23,23,26,41,76,30,10,249,797,629,571,718,713,775,594,268,5066,2933,4663,5289,5704,5315,3872,1678,425,29883
31003,651,534,443,198,52,10,2358,47,356,434,380,308,175,53,3,1757,563,2528,2355,1788,1151,698,278,68,9429,493,1693,1895,1784,1479,778,288,63,8483,2398,4855,4117,3643,2961,1751,734,198,20647,740,430,273,201,132,77,18,3,1884,211,218,296,340,294,209,90,21,1676,3352,5507,4685,4184,3393,2037,835,221,24207,30,60,70,62,65,92,48,14,438,939,1127,1044,884,760,692,682,428,6558,5445,11720,11131,9608,7599,4667,2234,810,53227
31004,1312,609,245,116,33,3,3024,41,364,407,311,150,95,13,0,1379,635,2858,3138,1612,744,367,105,15,9476,606,1908,2227,1585,942,451,117,14,7852,2225,4282,3642,2560,1768,855,321,38,15697,615,313,217,143,84,53,10,0,1433,195,261,343,298,219,107,59,7,1489,3033,4857,4202,3000,2072,1017,385,45,18617,47,60,105,67,48,41,17,6,392,974,1202,1020,687,508,357,197,58,4999,5355,11938,12411,7876,4701,2449,867,145,45739
