SA3_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
31403,3193,415,30,0,0,3640,5211,535,39,0,4,5781,2076,989,259,3,3,3335,282,143,91,0,0,517,30,29,0,0,0,59,460,209,54,0,4,722,60,177,8,0,0,245,20,17,4,0,0,41,2919,1563,417,8,6,4917,62,24,14,0,0,101,432,164,45,0,0,651,11820,2701,541,7,18,15093
31501,1711,43,10,1012,157,2934,1081,47,9,89,21,1243,317,171,25,20,10,543,2078,231,61,10,17,2396,644,53,19,7,8,721,385,39,19,56,12,510,643,278,64,297,134,1407,54,3,3,6,0,72,4119,780,180,389,175,5653,484,99,24,117,77,802,975,174,76,503,62,1786,8370,1139,295,2116,493,12415
31502,1714,73,9,1353,146,3299,2264,78,12,77,36,2477,990,493,118,13,8,1619,755,238,132,4,8,1136,211,32,36,5,4,283,599,149,31,38,11,827,488,167,74,261,93,1089,23,11,12,0,0,43,3070,1083,393,321,123,4996,470,84,56,87,78,776,768,144,75,682,59,1727,8285,1466,549,2526,443,13272
31503,2520,6,9,809,209,3552,1324,0,0,38,27,1390,416,38,44,9,0,504,257,34,38,4,0,332,69,18,16,0,3,110,572,8,11,32,10,626,513,24,32,146,61,779,16,3,0,0,0,26,1850,121,147,184,84,2385,490,12,16,57,61,635,747,21,28,162,40,999,6921,163,199,1253,418,8959
31601,5511,896,345,0,8,6753,6785,455,346,0,0,7594,2304,635,1045,0,12,3992,83,66,116,0,0,263,21,22,21,0,0,59,636,139,177,0,5,952,61,73,66,0,0,204,15,7,3,0,0,27,3120,940,1430,0,16,5500,283,798,206,0,0,1291,461,216,258,0,3,936,16154,3308,2580,0,29,22078
31602,9277,2004,1803,251,26,13362,9884,842,721,9,9,11463,4767,1352,1793,18,8,7944,268,204,258,0,3,735,37,23,61,0,0,125,1147,363,492,6,14,2030,110,93,119,49,27,397,27,21,14,0,0,58,6354,2062,2743,74,50,11289,274,340,196,14,9,818,902,330,447,86,33,1799,26690,5578,5908,427,128,38729
31603,5088,1191,2202,644,155,9278,4983,1102,1287,16,18,7407,2074,1402,2586,13,20,6099,113,250,397,0,0,754,18,33,43,0,0,86,740,434,789,10,30,2004,65,79,162,101,37,438,19,10,22,0,3,47,3017,2204,3988,131,89,9435,221,266,154,26,7,673,541,318,654,160,27,1700,13855,5075,8291,975,296,28493
31605,5670,1212,560,129,24,7598,4516,501,269,0,18,5305,2252,868,533,6,27,3686,141,39,97,0,0,282,12,11,6,0,0,24,571,280,169,7,14,1040,51,31,36,15,23,157,10,9,3,3,4,29,3041,1237,849,23,66,5217,196,373,38,0,3,609,484,261,164,27,3,941,13913,3580,1877,184,118,19666
31606,7500,149,86,192,26,7963,8437,109,67,41,18,8671,1798,245,121,8,6,2188,105,39,31,0,4,171,16,11,7,0,0,31,1040,56,33,32,14,1170,144,4,3,74,6,232,16,6,3,0,0,23,3110,365,195,119,30,3819,319,85,27,13,10,450,1000,61,50,102,13,1228,20365,765,428,465,97,22122
31607,4953,653,76,125,14,5825,7079,289,95,8,14,7488,1586,579,302,5,11,2483,141,96,100,0,0,345,23,34,59,0,0,112,788,98,99,3,11,1003,94,35,10,123,3,267,24,5,14,4,0,45,2651,848,587,134,29,4249,186,242,33,5,5,473,634,128,88,90,11,945,15515,2158,872,364,73,18986
31608,3773,26,98,49,14,3957,3360,18,42,15,6,3442,516,13,38,0,6,569,39,0,14,0,0,50,0,0,0,0,0,4,415,12,26,3,8,460,47,0,3,13,3,63,3,0,0,0,0,3,1014,25,83,15,11,1146,145,0,4,0,3,151,472,5,20,10,3,503,8756,77,246,83,43,9201
31701,16902,1588,318,127,24,18954,18885,815,207,27,26,19959,8468,4109,1451,15,21,14064,639,545,168,0,0,1354,77,158,48,0,4,285,2751,537,218,14,10,3535,475,149,29,78,11,748,67,33,7,3,0,113,12479,5542,1926,114,42,20098,507,471,48,13,17,1056,1890,634,202,170,26,2918,50660,9051,2705,446,128,62994
31801,6170,203,12,599,174,7157,3728,78,5,40,21,3874,1254,465,104,14,7,1843,605,99,41,4,5,749,69,70,21,4,3,159,980,89,9,20,13,1107,360,53,12,79,59,557,28,13,5,0,0,50,3295,784,196,122,85,4471,485,21,3,25,31,560,1294,213,43,224,32,1804,14966,1305,261,1007,337,17872
31802,15514,957,718,750,108,18043,23775,723,557,53,16,25129,9931,3752,2468,19,30,16193,1417,776,391,0,6,2594,136,184,87,0,3,413,3631,739,420,19,23,4826,1334,162,251,177,107,2030,77,41,21,4,0,140,16524,5652,3636,225,170,26199,725,283,88,23,17,1133,3065,889,590,137,61,4743,59607,8503,5589,1180,376,75255
31901,13122,512,595,974,98,15304,9974,151,143,37,10,10317,4019,868,787,18,6,5698,427,367,191,0,3,992,56,78,115,0,0,253,2187,160,266,29,15,2655,364,44,105,215,51,779,45,10,31,5,0,96,7096,1535,1497,268,74,10468,475,349,58,34,11,919,1584,276,232,235,108,2423,32245,2819,2522,1539,300,39434
31902,8166,29,46,322,72,8629,4959,19,25,22,11,5033,1863,172,307,0,4,2344,387,62,100,4,6,544,62,23,48,0,0,142,1237,27,35,24,20,1343,341,29,34,98,19,528,42,3,3,4,0,53,3930,317,529,133,49,4956,523,11,8,22,12,573,1778,52,85,129,9,2064,19356,425,695,620,149,21247
31903,8301,130,37,383,73,8925,6498,67,11,54,25,6653,1913,433,162,25,21,2554,131,109,29,4,0,272,25,58,28,0,0,114,1226,79,69,12,18,1403,147,43,25,53,22,298,24,10,3,0,0,37,3458,735,312,99,65,4669,325,6,18,14,35,401,1198,96,60,167,9,1528,19789,1029,451,714,205,22185
31904,9758,788,256,647,176,11617,6192,265,76,32,22,6597,3061,968,222,9,17,4277,213,299,8,0,0,516,51,83,7,0,0,145,1102,203,69,25,16,1424,170,108,32,139,65,510,23,13,3,5,0,48,4619,1674,345,182,99,6915,399,153,71,19,14,657,976,299,91,90,28,1483,21950,3179,834,966,336,27265
31905,8444,110,60,360,76,9048,5216,27,22,22,13,5301,1693,211,186,0,10,2102,169,178,64,0,0,417,28,48,30,0,0,104,1151,58,59,11,17,1291,138,18,18,63,40,275,27,12,9,0,0,55,3204,526,362,77,67,4240,297,44,16,10,18,383,1055,118,66,90,16,1345,18214,820,534,557,189,20313
39797,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,8,5
40101,431,1011,971,10,7,2431,240,661,847,11,8,1765,170,1207,3218,21,59,4679,13,143,211,0,3,370,17,114,273,0,0,400,75,426,640,21,17,1180,18,33,112,6,10,176,0,6,13,0,0,24,294,1931,4471,48,98,6840,19,60,171,8,6,260,35,167,472,87,43,803,1020,3833,6921,161,151,12093
40102,9781,207,43,73,19,10126,13120,149,39,5,10,13322,2294,231,85,0,11,2618,258,82,0,0,0,339,97,77,16,0,0,184,1195,75,30,3,14,1312,138,26,0,28,5,205,27,9,3,0,0,31,4013,496,139,39,26,4695,472,187,28,5,8,696,1039,66,17,19,3,1137,28417,1100,265,135,63,29974
40103,5921,1280,425,3,8,7640,4402,873,303,0,12,5583,880,1017,636,6,6,2539,0,46,68,0,0,119,0,49,38,0,0,92,413,364,226,0,10,1017,34,16,29,0,0,85,4,11,8,0,0,20,1341,1502,993,5,15,3864,184,244,182,0,10,615,161,94,86,4,0,342,12002,3993,1992,18,41,18049
40104,6638,892,258,0,5,7800,5705,1134,286,0,8,7136,1877,691,630,0,4,3206,225,216,191,0,3,633,58,144,78,0,4,287,815,298,251,4,9,1371,106,34,64,0,0,206,15,14,14,0,0,44,3104,1394,1231,4,18,5748,227,190,187,0,4,607,409,140,110,0,5,665,16079,3758,2076,3,38,21952
40105,3655,1137,352,17,11,5175,2794,967,381,4,7,4157,949,1294,1181,6,8,3436,51,310,183,0,4,547,12,107,102,0,0,222,546,470,430,9,3,1460,54,32,51,24,4,169,4,14,20,0,0,34,1616,2232,1972,34,25,5874,153,348,259,0,7,768,194,183,189,9,8,577,8408,4863,3154,71,48,16546
40106,3275,489,125,17,3,3911,3002,520,222,7,5,3756,864,665,802,4,7,2348,62,162,142,0,0,369,12,80,35,0,0,131,402,243,234,4,4,887,44,26,53,4,6,130,3,8,9,0,0,23,1395,1184,1277,14,14,3885,106,126,26,0,0,261,158,72,117,6,0,350,7932,2396,1776,42,28,12168
40107,4318,759,568,0,6,5650,3364,624,504,0,9,4502,848,617,1453,7,4,2919,30,193,126,0,0,350,3,62,104,0,3,178,458,273,519,4,7,1264,18,16,45,0,3,84,7,5,12,0,0,30,1363,1160,2268,9,24,4818,130,178,250,0,4,560,136,96,153,0,0,390,9307,2814,3739,18,38,15917
40201,3702,477,6,37,18,4243,6191,227,13,0,12,6454,1250,357,36,0,0,1656,151,239,15,0,0,405,35,44,8,0,0,88,628,106,16,4,6,763,167,29,13,19,8,228,13,5,9,0,0,28,2249,792,96,22,7,3170,138,146,12,3,17,315,432,131,17,12,3,598,12708,1779,139,79,63,14771
40202,6753,474,16,62,14,7309,13621,728,27,9,25,14401,5177,1553,135,0,5,6870,945,1472,111,0,4,2533,204,409,44,0,4,659,1926,340,28,0,5,2298,465,73,17,11,6,575,62,50,7,0,0,123,8777,3895,342,15,27,13056,322,101,0,3,0,428,1501,657,58,20,8,2253,30978,5851,438,98,78,37447
40203,5916,691,158,31,15,6817,8464,1659,252,0,24,10396,3200,1211,693,4,21,5131,836,619,204,0,0,1659,641,355,132,0,4,1127,1416,432,244,3,18,2113,330,88,67,15,10,504,41,20,8,0,0,79,6460,2723,1354,27,48,10611,247,229,14,0,0,494,739,316,128,6,24,1210,21829,5618,1906,64,116,29532
40204,13117,932,146,92,10,14291,19378,1345,270,14,27,21036,4855,1433,925,4,21,7239,1483,982,289,0,3,2756,360,137,69,0,3,559,2822,499,199,4,17,3539,558,119,64,68,12,822,71,29,19,0,4,123,10144,3193,1566,74,62,15040,390,541,42,0,0,978,1620,432,208,86,16,2356,44650,6448,2228,254,112,53694
40205,12047,644,224,12,12,12937,15018,680,206,5,12,15924,2728,541,206,0,6,3474,759,296,70,0,0,1124,81,73,13,0,0,165,1470,225,101,0,8,1794,161,32,16,0,5,207,35,8,3,0,0,50,5222,1165,404,0,15,6807,330,624,161,0,3,1119,718,152,71,0,3,946,33335,3265,1071,17,46,37728
40301,3783,1419,597,20,5,5831,3004,981,325,5,3,4321,668,1122,976,37,4,2800,49,110,49,0,0,208,44,92,97,5,0,235,387,550,279,9,6,1233,14,32,32,11,3,94,7,10,11,0,0,28,1160,1918,1445,58,18,4596,166,236,229,13,10,652,145,179,127,13,0,468,8254,4737,2724,119,34,15862
40302,9629,1714,401,4,13,11756,11686,2381,492,0,26,14582,3019,1805,686,0,20,5531,811,1088,413,0,10,2322,329,527,109,0,3,962,1490,669,298,6,11,2472,111,46,44,0,3,211,26,30,14,0,0,69,5789,4169,1561,7,43,11568,256,332,163,0,0,751,624,417,137,11,16,1201,27985,9011,2744,26,99,39860
40303,8175,901,410,30,8,9526,8776,684,407,13,7,9888,1185,365,879,4,7,2437,64,73,52,0,0,194,37,68,101,0,5,203,846,211,364,5,13,1434,67,23,22,10,11,144,13,9,4,0,0,22,2212,743,1419,22,37,4429,200,443,113,0,3,757,332,122,81,18,7,553,19695,2893,2422,86,65,25155
40304,19584,1025,191,234,23,21056,28544,1011,218,11,36,29813,6480,1111,305,4,10,7909,1448,799,216,0,0,2465,435,171,41,0,3,645,3489,413,101,7,14,4030,186,89,18,124,9,427,63,37,9,4,0,119,12100,2619,682,150,39,15586,669,981,131,12,4,1793,2002,499,116,101,10,2728,62897,6133,1336,508,111,70986
40401,12617,2234,673,34,21,15582,11797,3075,769,14,32,15690,3249,2384,1665,13,20,7325,796,1640,441,0,12,2895,285,498,155,0,0,936,1962,905,593,12,13,3497,205,113,136,11,7,471,49,47,24,0,0,114,6548,5575,3020,41,48,15234,389,383,220,5,6,993,830,580,306,93,8,1818,32176,11850,4989,181,115,49318
40402,5570,986,246,41,12,6867,6945,1295,348,21,18,8630,1661,1011,729,19,16,3428,913,1083,280,0,4,2286,212,161,92,0,0,459,1058,474,280,15,7,1830,172,77,54,3,0,308,26,25,15,0,0,71,4039,2825,1446,37,28,8377,192,166,45,9,0,413,541,378,166,14,15,1118,17298,5659,2252,120,76,25403
40403,6546,965,393,26,15,7946,6194,1338,536,3,21,8097,2066,1341,1789,6,33,5236,310,499,259,0,4,1065,77,167,121,0,13,378,1249,667,670,9,9,2595,122,73,135,20,9,356,19,21,17,0,4,63,3839,2763,2996,31,69,9698,264,328,153,4,6,746,396,246,201,21,18,885,17237,5645,4281,91,125,27369
40501,5224,101,3,79,16,5424,5986,75,9,5,12,6092,945,157,34,3,5,1140,67,51,13,0,0,134,53,47,17,0,0,116,734,49,12,20,4,824,100,7,4,30,4,149,10,9,0,0,0,18,1910,325,78,53,15,2378,373,66,12,5,0,463,606,42,16,32,4,698,14098,615,115,175,50,15052
40502,4008,105,3,49,15,4170,2735,53,0,12,9,2802,586,77,4,0,0,671,89,43,6,0,0,136,40,46,5,0,0,97,738,54,0,5,0,794,157,13,0,16,10,195,18,3,3,0,0,27,1631,236,20,24,15,1927,317,64,0,0,0,385,549,30,3,58,4,652,9240,485,27,142,41,9935
40503,4517,132,15,123,38,4821,3255,67,4,15,6,3351,893,239,19,3,0,1161,256,339,63,0,4,657,43,35,17,0,0,98,702,58,5,8,0,772,131,12,0,48,8,198,14,8,0,0,0,24,2037,685,103,62,20,2911,250,42,5,13,9,311,595,134,13,117,8,868,10653,1065,137,331,78,12262
40504,5470,142,8,176,21,5821,2757,51,0,16,9,2830,862,84,19,8,3,976,198,104,9,0,0,313,72,23,3,0,0,101,792,43,10,10,9,863,151,10,3,56,4,232,13,3,0,0,0,16,2093,279,38,76,22,2507,294,55,0,13,0,370,675,48,3,101,5,842,11292,577,54,388,55,12362
40601,6993,742,107,296,97,8230,5760,885,43,28,13,6738,1462,795,284,12,8,2554,686,1312,240,4,10,2251,144,77,17,5,0,247,1327,372,96,26,18,1836,367,73,53,152,76,720,34,34,5,0,0,80,4024,2662,694,192,111,7686,534,47,28,34,29,672,985,520,98,226,31,1860,18296,4858,969,783,283,25188
40602,2443,96,23,341,159,3056,1967,65,16,34,17,2095,1020,215,149,3,10,1402,692,174,181,7,13,1064,100,17,21,0,0,140,457,37,29,14,20,553,696,40,32,128,67,962,24,0,5,0,0,30,2980,493,417,153,107,4149,421,45,28,32,61,590,739,116,102,239,43,1238,8549,810,588,793,385,11129
40701,10499,368,63,156,48,11129,6765,131,24,11,20,6948,1790,243,136,6,4,2180,140,69,9,0,0,222,141,88,19,0,0,250,1381,108,49,19,17,1573,211,34,6,51,26,326,21,9,0,0,0,33,3691,555,225,75,43,4588,664,269,14,11,6,970,966,122,26,36,15,1166,22588,1441,354,286,131,24801
40702,9157,329,157,83,35,9760,8333,199,75,34,17,8657,1968,615,525,0,7,3114,439,429,148,0,0,1017,131,88,16,0,0,240,1368,106,91,7,17,1595,405,57,20,29,29,543,45,22,13,0,0,72,4352,1312,819,37,55,6579,724,168,26,12,7,942,1290,263,85,82,77,1800,23853,2279,1163,246,196,27743
40703,10483,353,5,352,71,11261,8309,165,9,43,27,8558,2409,563,131,8,5,3126,692,422,38,0,10,1155,139,128,21,0,0,288,1915,193,43,39,19,2216,513,80,19,101,23,734,47,26,4,3,0,79,5721,1415,249,161,61,7601,845,242,9,26,9,1134,1841,244,35,172,30,2321,27196,2421,309,750,194,30870
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,7045,415,33,232,19,7742,7327,279,17,17,10,7655,1980,287,10,7,11,2289,319,257,10,0,0,582,31,69,0,0,0,105,1591,135,22,24,18,1790,227,24,3,161,9,432,20,8,0,0,0,26,4170,780,44,191,38,5226,399,198,19,35,12,659,1058,152,11,189,26,1431,19992,1814,130,672,104,22716
50102,11840,725,115,255,19,12965,15461,443,63,29,22,16004,3779,852,301,15,8,4965,545,592,66,0,4,1198,83,201,78,0,4,370,2487,373,66,17,4,2949,317,79,14,173,9,588,44,19,5,0,0,72,7261,2111,529,207,28,10134,518,277,25,22,14,861,1613,363,89,255,20,2342,36694,3921,821,770,101,42309
50103,3963,35,9,53,14,4071,2937,19,3,19,15,2989,600,85,13,0,0,698,165,67,3,0,4,242,19,46,18,0,0,78,609,23,6,11,0,650,155,9,4,13,12,196,9,4,0,0,0,12,1566,228,45,20,25,1875,284,34,5,6,15,345,665,28,10,44,23,771,9413,339,69,152,87,10060
50201,12485,1254,298,292,14,14338,14637,555,169,20,8,15377,4500,966,331,12,3,5811,327,409,35,0,5,776,177,168,69,0,4,420,2401,372,73,14,3,2858,215,106,10,64,6,394,47,23,6,7,0,81,7657,2042,529,92,25,10345,548,895,25,14,0,1478,1464,356,87,138,10,2050,36786,5097,1105,548,59,43597
50301,8666,1233,987,0,7,10896,6069,726,552,0,3,7355,1590,769,1934,0,3,4292,59,179,137,0,0,380,12,55,47,0,0,113,645,303,533,0,4,1486,193,39,66,0,3,301,4,10,8,0,0,21,2507,1348,2725,3,8,6589,222,157,294,0,3,673,370,149,314,5,6,844,17833,3613,4879,9,22,26355
50302,6978,1714,2570,12,16,11286,6825,2160,4070,18,12,13086,2151,2335,10917,28,19,15459,51,375,894,0,0,1319,17,65,298,0,6,381,1175,818,2518,15,14,4542,68,83,321,0,7,480,13,18,58,0,0,90,3471,3700,15001,44,53,22269,236,233,447,0,3,919,401,282,1647,430,29,2789,17913,8095,23728,504,106,50349
50401,8654,1183,339,7,6,10183,10113,1847,628,4,10,12598,3159,1700,1254,5,3,6118,359,555,169,0,0,1080,71,110,22,0,0,199,1793,660,385,0,7,2847,178,90,39,0,5,313,22,23,12,0,0,53,5582,3144,1870,8,16,10620,265,166,35,0,0,473,842,403,188,34,12,1474,25455,6744,3057,42,47,35348
50402,5454,177,7,7,7,5656,7245,95,5,0,0,7352,784,108,0,0,0,892,101,181,0,0,0,289,11,43,0,0,0,59,637,59,0,4,8,715,61,20,0,0,0,79,10,14,0,0,0,24,1609,425,9,8,9,2056,148,26,5,0,3,187,526,80,0,12,0,622,14984,811,30,34,18,15867
50403,10124,795,65,183,8,11180,26369,1120,116,10,21,27636,4595,1214,539,3,11,6371,595,540,97,0,4,1234,118,91,22,4,0,231,2429,406,62,7,13,2908,321,48,3,55,4,434,48,11,0,5,0,67,8109,2313,722,69,30,11242,394,86,20,7,0,513,1657,362,89,445,47,2590,46653,4666,1019,709,111,53156
50501,19077,1644,252,94,6,21075,24773,1352,272,6,3,26413,4295,857,632,6,10,5805,146,188,24,0,0,357,35,56,14,0,0,103,2251,449,196,9,6,2909,138,22,20,10,3,191,33,14,3,0,0,49,6899,1596,886,23,17,9409,332,255,37,3,4,635,1017,233,151,124,28,1558,52099,5090,1595,251,48,59093
50502,18527,5420,837,67,10,24862,19351,8565,1079,6,8,29011,6008,7095,2420,0,16,15542,764,1859,375,0,5,3001,96,312,117,0,0,522,3092,2797,621,0,9,6520,446,333,84,30,4,892,74,81,18,0,0,179,10486,12476,3635,34,31,26660,582,628,382,9,3,1602,1785,1543,514,44,22,3915,50735,28637,6440,153,78,86042
50503,13826,1016,53,112,5,15014,37086,1233,77,10,17,38418,8269,937,125,0,0,9337,702,651,8,0,0,1359,133,150,0,0,0,285,3711,349,26,16,0,4103,445,65,3,38,7,556,59,15,0,0,0,77,13318,2169,170,55,9,15719,792,551,11,13,0,1364,2302,327,22,51,15,2722,67321,5296,323,241,53,73237
50601,6445,442,24,155,8,7070,16983,541,35,9,8,17578,3310,913,55,0,8,4284,283,300,32,0,0,618,24,114,25,0,0,170,1593,238,17,3,6,1859,171,55,3,48,0,278,23,17,4,0,0,43,5413,1637,138,58,11,7248,229,133,24,8,7,391,1277,259,35,81,10,1663,30340,3014,252,312,43,33956
50602,5269,1033,595,22,3,6918,6849,1672,1083,4,10,9614,3690,2364,2758,0,14,8824,668,723,156,0,5,1545,83,138,20,0,0,242,1597,740,565,3,8,2908,174,86,50,6,5,329,49,25,13,0,0,90,6264,4066,3559,15,25,13931,249,86,60,0,0,403,889,452,428,30,24,1813,19511,7313,5721,62,68,32679
50603,9401,897,237,13,11,10562,10328,1224,317,7,4,11883,4196,1824,555,14,18,6605,395,450,60,0,0,907,105,143,94,0,0,340,1865,680,138,3,11,2692,282,119,51,11,4,470,38,34,21,0,0,87,6879,3246,920,22,30,11096,444,301,219,0,0,964,819,391,158,22,15,1419,27873,6065,1850,62,71,35928
50604,10531,629,72,69,11,11312,18515,796,140,15,8,19471,4571,1031,355,17,9,5975,557,309,58,0,0,922,70,127,63,0,0,267,2528,297,68,12,4,2908,378,62,16,60,9,531,53,27,4,0,0,81,8153,1857,570,88,18,10689,359,410,15,18,5,808,1673,298,56,57,11,2099,39238,3983,855,247,56,44372
50605,7100,281,16,130,4,7536,9403,179,15,13,4,9613,1727,191,31,0,3,1953,139,101,0,0,0,243,16,44,3,0,0,65,1075,89,8,6,0,1184,86,8,0,23,4,126,19,5,0,0,0,18,3058,440,41,34,9,3584,240,130,9,3,0,387,657,71,8,85,8,817,20462,1093,96,262,29,21938
50606,2089,7,24,89,11,2214,6463,30,5,5,6,6513,708,18,0,0,0,723,9,0,0,0,0,4,5,10,0,0,0,15,471,8,3,4,0,491,44,5,6,9,0,53,10,0,0,0,0,12,1242,41,9,12,0,1303,123,0,0,10,4,134,390,3,0,14,0,412,10308,82,35,127,27,10578
50607,3503,1629,524,0,3,5663,3140,1411,484,0,7,5043,1050,1947,1118,0,3,4115,326,205,128,0,0,659,11,56,36,0,0,100,491,674,340,0,0,1512,42,33,32,0,3,110,9,13,5,0,0,32,1939,2924,1653,0,14,6526,129,235,168,0,0,527,250,261,173,0,8,693,8961,6466,2996,6,30,18452
50701,9530,1060,372,172,12,11149,17904,1461,621,4,9,20003,4295,1222,1318,3,5,6837,511,499,170,0,3,1179,46,87,63,0,0,195,1761,429,237,0,0,2426,185,44,23,40,5,294,21,17,8,0,0,49,6821,2291,1807,47,13,10985,243,162,35,3,4,455,1061,334,183,99,10,1687,35563,5316,3021,328,44,44274
50702,3927,963,557,118,19,5580,3954,814,560,10,3,5343,915,694,862,11,8,2479,199,466,230,0,7,900,24,82,35,0,0,148,648,325,301,16,6,1292,76,42,31,54,8,216,10,5,10,0,0,19,1868,1611,1465,81,25,5054,130,120,37,4,4,300,339,229,232,131,19,940,10213,3744,2849,342,67,17214
50703,2476,71,40,3,0,2592,8236,105,80,0,5,8429,2303,111,202,0,0,2620,240,144,105,0,0,488,68,44,31,0,3,147,869,32,40,0,0,948,127,0,11,0,0,135,20,7,0,0,0,23,3622,335,395,3,4,4352,87,33,0,3,0,126,716,34,80,31,5,874,15129,584,603,38,19,16373
50704,13431,2263,436,0,22,16147,11477,1935,431,0,7,13851,2936,1494,613,4,3,5051,328,417,20,0,0,769,43,51,21,0,0,119,1313,627,172,0,9,2114,90,40,26,0,0,154,15,17,6,0,0,41,4725,2650,858,4,11,8250,453,309,335,0,0,1105,656,294,156,16,10,1134,30739,7447,2220,20,50,40478
50705,10992,692,298,203,9,12192,22451,432,215,14,22,23137,6116,691,678,0,5,7494,410,244,151,0,0,806,51,69,39,0,0,155,2676,250,158,9,0,3100,471,43,27,58,7,598,32,9,5,0,0,49,9762,1306,1054,70,9,12203,319,258,20,4,0,606,1794,197,133,93,19,2241,45323,2882,1720,392,64,50382
50901,8930,250,12,241,25,9462,6859,153,10,17,20,7059,1785,306,20,5,0,2115,676,231,7,0,3,924,176,193,25,0,3,390,1709,112,11,16,9,1849,450,60,12,112,20,642,27,15,0,0,0,50,4826,915,64,131,33,5969,813,120,6,22,17,977,1386,155,10,218,12,1785,22812,1595,100,634,107,25248
50902,8500,94,11,253,68,8927,6487,29,9,34,29,6586,898,71,27,14,3,1011,474,195,7,10,6,693,114,61,18,12,0,206,1470,44,12,15,10,1559,553,50,7,60,39,704,31,5,4,0,0,37,3546,423,76,102,60,4215,930,15,0,32,21,998,2124,130,12,154,29,2447,21589,689,109,572,205,23168
50903,3175,30,0,52,17,3274,1788,5,0,4,4,1805,305,36,5,3,0,354,194,86,0,0,0,279,72,56,0,0,0,130,606,21,0,3,0,628,279,18,0,25,5,322,15,4,0,0,0,25,1467,221,5,32,12,1735,445,21,8,15,0,493,761,64,8,29,7,861,7630,337,20,133,40,8162
51001,1049,74,14,2770,191,4095,1648,97,23,153,24,1943,707,291,102,23,12,1142,1908,364,48,10,21,2352,863,63,14,14,17,966,551,72,28,137,60,842,739,137,29,746,127,1790,40,10,0,9,3,61,4811,945,219,943,232,7155,474,87,4,228,85,876,1351,290,58,799,207,2707,9332,1493,315,4898,740,16774
51002,370,56,27,418,54,928,831,81,15,35,4,959,770,285,244,8,7,1317,544,129,28,4,7,712,234,16,5,0,4,257,157,31,23,21,7,245,1731,318,208,126,55,2441,16,8,0,0,0,23,3451,776,510,154,84,4976,460,65,59,45,46,677,651,213,178,232,61,1337,5761,1199,783,885,251,8873
