SED_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
SED52205,142,793,52,0,988,167,962,98,12,1236,357,2461,250,40,3103,422,2408,248,6,3080,489,2208,234,13,2945,462,2075,200,18,2752,367,1706,136,9,2222,160,902,118,0,1178,12,377,90,3,482,2577,13882,1421,99,17981,214,703,48,0,965,289,979,93,16,1371,533,2586,224,30,3376,615,2271,169,4,3066,702,2152,171,10,3037,539,2286,140,10,2979,520,1743,148,5,2425,174,1013,136,5,1329,19,565,141,0,726,3608,14296,1281,87,19273,358,1493,106,4,1957,455,1938,187,31,2607,888,5046,469,70,6479,1037,4672,414,14,6142,1193,4359,402,22,5981,1002,4359,344,27,5731,891,3448,285,12,4639,337,1912,254,3,2508,27,947,231,3,1206,6187,28177,2699,190,37251
SED52301,150,983,144,0,1277,88,794,106,4,991,244,1644,290,6,2185,358,1583,305,0,2248,377,1796,233,0,2411,376,1878,202,3,2459,366,1454,151,0,1970,150,766,119,5,1035,30,272,52,3,356,2139,11172,1596,25,14937,190,903,110,0,1206,134,800,107,0,1049,333,1807,229,4,2383,539,1680,254,0,2477,542,1936,199,3,2681,470,1892,165,3,2532,467,1444,168,0,2085,224,772,128,4,1132,33,363,86,0,487,2937,11611,1448,17,16016,337,1887,249,0,2476,219,1599,215,5,2042,574,3451,520,13,4563,898,3267,569,0,4730,929,3736,429,7,5096,841,3773,370,8,4992,832,2898,319,3,4051,374,1536,240,9,2160,63,638,139,5,840,5068,22790,3045,46,30954
SED52404,205,1085,30,0,1328,151,927,25,0,1104,195,1980,77,6,2256,450,2221,86,4,2753,529,2068,78,3,2684,314,2026,38,7,2390,316,1777,42,5,2132,130,752,25,0,909,6,201,0,0,216,2309,13036,403,21,15774,257,951,32,0,1248,199,766,23,0,990,319,2085,68,6,2476,686,2201,66,4,2959,634,2119,64,4,2817,404,2326,46,3,2783,363,1887,42,3,2295,116,809,37,4,966,14,288,36,0,335,2998,13436,413,17,16867,465,2034,65,0,2569,353,1696,48,0,2097,519,4058,146,6,4732,1140,4419,152,4,5711,1162,4188,140,7,5499,718,4358,86,9,5169,679,3663,84,5,4435,241,1563,67,4,1878,20,491,39,0,549,5306,26472,822,41,32644
SED52505,265,1332,130,0,1727,222,1263,131,5,1624,362,3335,481,8,4183,605,4105,404,5,5122,495,2510,189,9,3199,348,2079,89,13,2533,252,1567,48,27,1904,80,559,42,7,688,6,125,15,0,149,2641,16885,1528,81,21131,362,1209,48,0,1619,318,1135,56,3,1521,559,3831,177,4,4568,810,4182,172,0,5162,587,2601,75,11,3269,422,2329,52,30,2828,280,1658,47,29,2008,83,568,27,12,689,7,179,24,4,212,3426,17682,677,88,21872,631,2543,173,0,3346,542,2403,193,4,3146,923,7163,654,10,8747,1410,8289,575,9,10289,1076,5107,266,20,6469,766,4405,141,49,5362,528,3224,96,64,3914,163,1122,69,14,1374,13,301,42,4,358,6068,34564,2207,172,43008
SED52604,208,1145,45,0,1396,214,1219,71,4,1505,243,1930,123,3,2296,324,1976,129,3,2430,459,2184,104,7,2751,311,2456,102,5,2879,256,1700,65,5,2029,93,684,69,0,847,11,209,62,4,283,2115,13496,773,26,16411,240,1019,36,0,1295,244,1012,49,4,1312,273,1882,114,4,2278,504,2004,92,5,2608,546,2421,103,3,3073,411,2597,92,0,3104,273,1741,77,3,2099,101,782,101,3,981,19,350,95,0,465,2611,13816,755,27,17204,442,2162,81,0,2685,462,2235,116,4,2821,517,3811,239,10,4576,830,3981,218,6,5040,1001,4607,204,8,5827,721,5055,201,5,5978,532,3442,143,4,4123,191,1460,173,3,1826,27,557,151,3,740,4719,27313,1525,54,33617
SED52702,302,1024,30,0,1359,186,768,30,0,981,197,1081,52,8,1335,410,1475,62,5,1950,632,1928,57,0,2615,470,2030,75,0,2571,542,1707,63,3,2314,322,1043,67,0,1427,38,347,31,0,416,3092,11401,463,22,14980,340,842,31,0,1215,193,590,22,0,807,288,1134,54,4,1477,755,1526,74,0,2346,854,2039,78,4,2970,642,2050,61,0,2758,668,1750,79,0,2485,348,1088,69,0,1504,61,457,47,0,572,4146,11486,501,18,16145,643,1871,62,0,2578,382,1362,48,0,1798,480,2218,102,9,2811,1162,2999,136,4,4298,1483,3969,130,7,5589,1113,4082,136,5,5332,1205,3460,141,3,4800,668,2129,134,4,2934,94,809,81,0,986,7237,22883,966,36,31119
SED52803,102,796,152,0,1052,128,1190,476,8,1806,341,3156,1540,27,5060,409,2805,1415,19,4643,408,2701,1292,13,4404,304,2401,952,12,3670,180,1152,359,6,1693,61,355,78,0,487,7,62,11,0,85,1938,14607,6268,90,22908,118,686,130,0,937,127,909,244,9,1284,363,2264,566,15,3211,483,1840,456,3,2781,396,1754,392,4,2553,296,1590,347,8,2241,170,816,198,9,1193,47,314,47,0,412,4,121,26,4,153,2007,10300,2408,53,14761,223,1484,280,5,1986,258,2103,721,11,3091,704,5416,2106,47,8272,888,4646,1867,17,7425,799,4454,1681,13,6947,604,3989,1299,24,5913,347,1964,555,19,2891,104,671,125,0,899,13,180,41,4,230,3937,24906,8679,138,37663
SED52903,81,810,195,0,1088,113,924,275,41,1351,407,2459,694,80,3640,470,2303,608,22,3398,524,2090,650,8,3267,510,2363,593,4,3471,617,2374,407,16,3414,174,643,148,0,969,5,73,22,0,105,2906,14035,3601,163,20700,116,824,207,0,1149,173,1005,240,49,1470,557,2791,740,104,4190,684,2270,533,18,3501,613,1975,510,5,3100,758,2530,540,10,3839,569,1987,370,12,2935,151,434,132,0,720,11,73,31,0,112,3627,13891,3296,198,21012,196,1638,406,0,2237,289,1929,523,87,2821,964,5255,1436,179,7831,1155,4573,1137,42,6901,1134,4060,1159,14,6358,1268,4894,1130,17,7312,1184,4355,779,26,6344,327,1076,279,0,1688,16,147,56,0,216,6527,27919,6894,365,41713
SED53004,203,1032,30,0,1274,153,922,26,0,1099,214,1630,44,7,1894,441,2195,68,3,2706,480,1984,63,3,2534,313,1968,45,5,2330,420,1995,40,0,2454,164,901,31,5,1099,20,328,18,0,369,2412,12955,362,23,15754,280,920,24,0,1227,209,714,12,3,939,260,1730,56,3,2042,702,2140,72,5,2916,649,2060,48,0,2760,422,2299,49,7,2779,453,2138,55,5,2651,167,1043,44,4,1258,23,577,33,0,638,3154,13625,397,28,17203,481,1955,57,0,2497,358,1640,37,3,2037,477,3356,99,9,3939,1140,4334,137,5,5620,1133,4043,115,6,5292,737,4269,92,16,5113,873,4129,100,5,5106,329,1948,70,10,2353,42,910,49,0,1002,5571,26583,760,53,32961
SED53105,179,1126,124,0,1430,132,1271,224,0,1625,275,2922,646,10,3844,464,3233,532,7,4224,352,2447,279,0,3081,179,1821,125,11,2133,164,1160,90,13,1424,71,567,37,5,672,12,173,16,0,200,1813,14712,2065,38,18635,207,1048,68,0,1323,188,1177,68,5,1439,430,3289,175,5,3896,696,3344,159,3,4202,457,2318,107,0,2893,270,1840,88,11,2210,212,1260,59,11,1541,73,631,37,0,748,11,277,17,0,312,2548,15180,790,37,18554,392,2174,195,0,2759,320,2449,294,5,3057,702,6211,817,15,7743,1154,6577,685,4,8427,806,4769,388,0,5970,452,3660,214,21,4343,370,2414,150,19,2960,145,1198,77,7,1425,23,447,37,0,511,4365,29895,2855,71,37191
SED53204,242,1393,56,0,1695,182,1306,53,0,1543,252,2522,104,0,2878,445,3148,82,6,3679,453,2695,60,0,3210,243,2060,51,5,2358,160,1236,39,8,1455,76,537,17,0,637,15,164,7,0,186,2064,15059,476,29,17626,291,1302,38,0,1635,250,1183,35,6,1464,372,2918,102,3,3393,669,3281,90,3,4039,586,2727,71,0,3385,288,2148,55,13,2508,201,1372,40,6,1619,91,671,36,4,799,20,254,11,0,288,2760,15858,470,43,19132,536,2695,101,0,3330,427,2484,87,4,3001,617,5437,204,8,6271,1115,6427,170,7,7717,1038,5422,137,4,6597,530,4209,105,16,4860,366,2615,83,18,3074,163,1206,57,6,1433,38,421,21,4,478,4822,30917,946,69,36759
SED53306,151,1060,75,0,1281,104,988,91,0,1187,179,1998,153,7,2331,292,1893,145,0,2325,262,1994,154,0,2404,234,2033,121,3,2389,295,1977,132,9,2410,222,1301,138,0,1656,43,479,85,0,605,1771,13709,1088,17,16589,185,960,86,0,1232,171,1026,82,0,1279,312,2316,165,3,2798,461,2161,177,0,2805,449,2177,159,3,2792,439,2353,121,3,2908,458,2167,131,3,2760,273,1457,180,0,1915,52,711,198,0,959,2806,15331,1294,16,19443,334,2015,159,4,2515,274,2018,172,6,2465,490,4313,316,3,5127,756,4054,313,3,5126,710,4171,310,9,5201,672,4387,236,13,5295,758,4139,265,5,5164,488,2765,320,0,3568,95,1187,280,0,1563,4570,29041,2380,37,36029
SED53402,156,755,39,0,948,176,995,68,0,1236,456,2977,174,5,3623,473,2933,147,13,3564,493,2100,113,11,2715,333,1866,107,6,2309,242,1403,78,5,1726,105,680,53,0,842,19,266,36,0,328,2455,13968,816,37,17272,215,642,32,0,893,253,1027,68,0,1351,641,3090,160,14,3901,745,2648,136,6,3536,633,2125,98,0,2858,424,1834,70,14,2342,313,1453,65,5,1841,138,800,68,3,1015,34,501,53,0,582,3406,14114,757,40,18316,365,1401,69,4,1841,428,2012,135,0,2575,1101,6065,337,17,7519,1214,5583,280,16,7097,1127,4220,212,9,5573,759,3696,175,15,4650,559,2855,146,9,3567,243,1481,125,3,1853,55,762,95,0,909,5858,28080,1573,74,35586
SED53502,212,1114,70,0,1399,125,1271,85,0,1485,308,2676,226,4,3223,383,2501,205,3,3090,373,2299,206,5,2883,306,2233,173,6,2717,243,1697,106,6,2055,133,906,115,5,1161,16,278,99,0,395,2086,14980,1302,33,18398,211,964,77,3,1253,208,1130,105,7,1444,454,2770,192,5,3425,564,2459,171,11,3203,488,2427,163,0,3079,415,2347,124,14,2892,343,1754,139,4,2237,174,1041,152,3,1372,14,470,181,0,665,2859,15369,1291,53,19572,421,2077,146,3,2650,334,2406,187,7,2930,760,5446,421,13,6640,942,4960,374,15,6290,863,4724,373,7,5965,711,4581,295,19,5608,584,3452,243,15,4293,302,1951,269,9,2534,35,745,275,0,1061,4946,30350,2592,87,37971
SED53602,155,1204,99,0,1457,161,1476,163,0,1799,263,3148,248,8,3665,279,2688,256,3,3225,248,2383,184,0,2824,218,2197,112,7,2532,173,1709,105,5,1986,72,863,80,0,1014,8,228,61,0,299,1571,15896,1301,30,18802,190,1103,101,3,1402,222,1319,115,6,1655,360,3023,246,13,3640,398,2661,239,5,3307,332,2381,168,11,2883,316,2264,124,17,2721,212,1832,116,10,2178,85,948,113,0,1138,9,331,91,0,429,2116,15866,1304,58,19354,345,2310,204,3,2861,378,2794,280,6,3449,626,6165,498,19,7304,674,5352,491,15,6533,579,4764,354,7,5707,527,4460,238,26,5255,384,3542,214,16,4155,160,1809,186,0,2152,15,560,150,0,732,3690,31767,2611,83,38152
SED53701,130,650,128,0,899,119,592,123,26,856,265,1295,295,53,1910,501,1377,341,31,2252,552,1765,400,4,2724,725,2289,439,0,3453,732,2127,370,5,3232,330,976,199,0,1514,56,213,39,0,309,3397,11285,2345,116,17155,131,568,117,0,819,104,493,91,7,691,376,1211,194,29,1815,761,1162,239,19,2181,664,1605,268,9,2548,822,2042,328,0,3198,777,1740,307,3,2830,325,765,171,0,1256,64,245,58,0,365,4034,9837,1769,55,15695,260,1216,245,0,1719,222,1082,213,27,1546,641,2509,495,84,3726,1266,2540,581,48,4432,1222,3373,672,11,5273,1549,4335,769,0,6649,1509,3872,677,4,6059,654,1746,369,0,2766,121,459,98,0,678,7436,21126,4112,176,32846
SED53802,170,972,49,0,1192,160,1205,79,3,1452,315,3091,183,0,3587,322,2710,152,3,3187,333,2168,110,0,2613,234,2007,100,7,2349,258,1686,58,3,2005,161,1018,48,3,1228,29,337,23,0,379,1985,15184,796,28,17993,217,804,51,0,1076,224,1086,67,0,1384,410,3043,182,6,3641,491,2671,155,5,3319,418,2203,92,4,2724,306,2228,79,11,2620,305,1948,76,11,2342,163,1231,74,0,1469,28,520,32,0,587,2558,15736,812,46,19149,388,1779,99,0,2271,385,2295,147,3,2837,725,6130,359,8,7221,815,5375,307,6,6505,747,4366,210,4,5332,539,4235,172,20,4971,563,3632,134,17,4346,319,2249,113,7,2696,51,858,55,0,967,4544,30923,1611,70,37143
SED53902,205,726,29,0,961,190,1016,53,0,1257,395,2700,141,9,3240,374,2407,136,3,2919,480,2032,104,3,2617,382,1841,75,4,2298,350,1327,63,6,1742,209,866,91,4,1161,44,494,52,0,581,2615,13402,739,25,16780,296,702,37,0,1038,346,1000,49,7,1402,514,2760,147,4,3426,643,2338,119,5,3106,616,1961,73,7,2650,437,1907,67,7,2423,435,1569,83,6,2084,256,1202,124,0,1583,50,886,97,0,1031,3584,14332,781,40,18736,505,1428,62,4,1995,530,2013,98,10,2660,905,5462,286,10,6660,1010,4747,252,6,6021,1089,3991,175,8,5269,819,3748,144,10,4725,788,2892,141,7,3824,462,2062,210,4,2737,90,1376,149,0,1617,6197,27729,1518,70,35519
SED54006,233,1063,91,0,1383,106,786,56,0,943,176,1656,118,8,1954,350,1852,141,3,2343,435,2017,169,5,2630,397,2169,160,4,2729,464,1990,128,0,2587,247,1021,102,3,1373,45,294,45,0,384,2448,12842,1007,18,16320,278,999,101,0,1374,135,697,61,0,893,297,1772,121,9,2189,665,1807,125,3,2602,595,2077,137,3,2807,575,2276,133,0,2981,561,1885,114,0,2565,235,1016,119,3,1371,29,331,78,0,432,3363,12851,982,22,17225,509,2056,195,3,2761,239,1477,116,0,1833,475,3426,238,18,4148,1013,3655,265,6,4939,1030,4098,303,6,5439,972,4445,292,3,5710,1023,3876,249,4,5150,487,2035,226,5,2746,80,624,120,0,816,5818,25692,1997,42,33544
SED54104,477,1057,63,7,1602,504,1289,89,14,1900,587,2563,182,17,3347,587,2172,165,8,2932,686,1915,141,18,2768,591,1777,128,12,2511,572,1628,162,7,2363,324,1006,141,6,1474,58,355,72,5,492,4386,13768,1138,93,19388,555,937,84,10,1590,740,1215,94,11,2054,755,2534,218,18,3526,859,2284,199,5,3338,1000,1905,122,6,3030,741,1913,107,7,2774,639,1732,148,17,2532,353,1129,150,4,1639,72,608,101,0,777,5716,14259,1209,83,21272,1038,1991,145,16,3192,1246,2502,182,27,3954,1342,5100,392,37,6881,1441,4449,358,14,6270,1690,3820,259,28,5796,1328,3691,235,21,5280,1208,3357,305,23,4900,681,2136,290,9,3115,135,967,171,9,1271,10104,28019,2351,177,40656
SED54203,67,423,134,0,623,100,725,347,28,1197,371,2698,1338,85,4493,552,2534,1249,28,4359,528,2607,1325,21,4482,540,2662,989,23,4214,644,2151,448,7,3243,239,714,146,0,1100,11,94,16,0,125,3044,14609,5988,194,23835,62,347,126,0,536,124,635,227,22,1016,417,1792,561,60,2833,546,1294,414,5,2262,425,1317,433,8,2193,563,1902,439,14,2910,626,1718,323,5,2670,174,498,105,0,777,9,69,19,0,102,2960,9581,2652,116,15304,128,764,261,0,1154,221,1357,574,55,2210,785,4495,1905,140,7326,1094,3829,1666,30,6627,954,3926,1755,30,6670,1101,4561,1423,34,7126,1273,3868,766,9,5918,415,1210,254,0,1886,24,166,39,0,232,5999,24186,8641,307,39132
SED54304,159,620,64,8,850,350,1538,263,69,2222,894,5455,854,183,7382,752,4007,613,121,5488,627,2600,497,89,3807,472,2244,395,61,3169,321,1409,215,23,1970,112,621,117,6,855,11,227,48,0,290,3685,18722,3074,559,26037,216,603,74,12,904,505,1634,249,41,2428,1123,5318,584,136,7159,839,3212,355,43,4440,713,2181,258,39,3192,515,1890,210,23,2636,350,1309,176,16,1841,132,610,96,9,851,24,413,60,0,495,4409,17163,2061,315,23947,377,1229,136,17,1748,856,3168,514,116,4646,2014,10778,1440,320,14541,1588,7218,965,160,9933,1338,4779,755,125,6998,985,4135,604,85,5806,668,2715,392,34,3811,242,1228,218,20,1708,37,636,109,3,790,8091,35885,5133,875,49990
SED54403,123,975,264,0,1362,124,1255,576,13,1962,628,5041,2732,55,8459,934,5292,3011,71,9308,698,4447,2542,49,7737,454,3315,1780,34,5583,231,1147,462,13,1849,64,257,80,4,402,0,26,9,0,42,3266,21763,11445,237,36706,149,743,171,0,1060,140,1012,346,22,1524,703,3447,1075,33,5257,918,2616,755,9,4289,570,2081,672,3,3325,365,1591,484,15,2456,220,783,206,16,1224,43,193,53,0,294,3,27,5,0,42,3101,12496,3771,93,19462,272,1713,438,0,2424,262,2264,924,30,3484,1328,8493,3805,93,13718,1850,7910,3761,72,13602,1266,6531,3215,54,11064,818,4909,2260,48,8037,455,1926,663,22,3070,105,454,133,4,695,8,56,11,0,77,6363,34255,15217,334,56171
SED54505,377,1345,36,0,1755,308,993,28,3,1329,233,1445,51,5,1733,503,2315,57,5,2885,696,2342,59,10,3106,445,1875,47,21,2379,449,1819,34,16,2317,239,965,42,3,1253,50,332,38,0,420,3296,13429,387,69,17180,507,1166,40,0,1712,393,783,27,0,1212,319,1374,42,7,1746,813,2658,72,4,3544,825,2394,47,3,3263,498,2073,51,23,2645,533,1981,52,21,2586,258,1113,75,3,1444,43,553,49,3,648,4184,14092,446,74,18798,882,2509,73,3,3462,702,1776,56,3,2535,553,2819,91,18,3480,1309,4972,126,13,6427,1524,4730,102,13,6369,939,3944,101,38,5027,976,3804,82,39,4901,492,2081,114,12,2696,97,880,89,3,1068,7482,27522,834,137,35976
SED54605,129,890,64,0,1083,101,1001,205,14,1319,184,1968,313,3,2482,225,1722,208,11,2164,258,2022,163,3,2447,275,2352,143,9,2782,287,1932,98,9,2324,159,1155,128,6,1448,23,383,98,0,511,1649,13432,1431,50,16551,147,760,64,0,975,149,825,105,4,1088,263,1803,184,6,2254,380,1838,121,5,2347,377,2067,111,3,2558,400,2379,104,4,2885,415,2016,127,6,2564,204,1285,167,5,1661,41,565,167,0,777,2372,13540,1154,30,17099,277,1650,130,3,2054,247,1826,317,17,2403,450,3778,497,12,4736,608,3564,326,10,4511,630,4087,276,5,4999,676,4731,250,15,5672,700,3946,229,12,4886,367,2441,296,6,3108,65,953,269,6,1292,4021,26974,2587,79,33659
SED54701,226,693,138,4,1057,165,684,133,5,992,414,1574,285,29,2301,671,1404,294,6,2375,695,1652,341,0,2685,680,1920,302,5,2911,561,1401,210,6,2178,285,704,143,4,1142,50,212,47,0,305,3755,10250,1893,55,15952,180,614,124,0,917,148,605,89,0,846,560,1391,208,10,2176,912,1113,248,0,2277,803,1319,213,0,2331,736,1585,222,3,2549,622,1163,199,0,1989,307,689,157,0,1152,67,327,76,0,465,4323,8811,1541,20,14703,404,1307,261,4,1974,318,1290,221,8,1840,980,2959,498,35,4476,1583,2517,549,11,4657,1495,2971,555,3,5017,1417,3509,524,10,5458,1183,2568,409,4,4162,598,1396,301,0,2289,118,535,126,0,779,8077,19059,3435,70,30651
SED54804,227,812,36,0,1077,157,842,43,0,1039,375,2981,211,15,3588,501,2816,155,4,3477,512,2106,107,14,2740,310,1762,74,11,2159,268,1275,82,12,1633,153,746,91,3,988,29,322,86,0,438,2530,13666,885,67,17150,344,694,43,0,1079,293,959,63,8,1318,575,3531,206,12,4325,729,2852,165,9,3756,667,2078,94,7,2845,407,1876,77,15,2371,384,1477,104,9,1968,218,1004,108,7,1338,41,630,139,0,813,3665,15106,998,57,19830,573,1505,83,0,2160,449,1799,102,8,2362,955,6518,418,25,7917,1228,5667,319,10,7230,1179,4184,202,18,5587,719,3638,154,22,4537,649,2754,185,12,3603,375,1750,198,8,2330,71,951,224,0,1246,6197,28772,1882,126,36975
SED54905,491,865,31,3,1388,348,1289,78,6,1720,485,2504,162,22,3181,457,2156,111,21,2743,538,1781,96,13,2421,452,1775,78,11,2312,504,1578,89,13,2185,184,817,85,0,1087,38,330,79,0,446,3490,13094,805,89,17484,375,685,40,3,1102,470,1174,67,5,1717,575,2516,142,19,3252,702,2051,125,11,2880,708,1903,93,13,2716,611,1988,94,7,2708,533,1777,104,16,2430,244,1000,125,0,1371,45,581,162,0,789,4263,13682,945,71,18958,861,1546,76,3,2492,814,2467,140,13,3436,1063,5021,303,43,6427,1157,4206,232,23,5620,1246,3684,187,21,5143,1063,3765,167,22,5016,1038,3357,194,30,4614,426,1816,213,0,2457,83,910,240,0,1232,7753,26777,1749,164,36438
SED55005,227,1515,74,0,1809,194,1423,63,7,1681,239,2609,144,8,3000,464,3330,126,8,3933,435,2726,115,6,3279,230,2062,57,8,2359,208,1492,55,14,1767,89,576,39,3,712,5,183,30,5,226,2091,15910,697,59,18759,302,1323,61,0,1691,296,1248,52,4,1602,355,2824,173,9,3363,722,3491,130,0,4343,528,2818,90,8,3446,341,2102,58,21,2519,256,1465,63,21,1808,97,690,64,3,862,18,318,50,0,384,2914,16292,735,72,20013,529,2839,129,0,3497,496,2670,110,7,3289,591,5440,319,14,6364,1186,6822,253,9,8275,964,5545,199,14,6723,568,4164,112,28,4877,464,2956,122,33,3576,186,1268,103,10,1569,23,502,78,4,608,5006,32208,1434,128,38772
SED55102,233,1408,108,0,1749,130,1113,242,48,1533,223,2241,762,7,3231,358,2571,721,3,3660,441,2450,453,4,3343,283,2047,228,12,2571,256,1403,117,5,1782,116,617,42,4,776,9,138,10,0,161,2046,13995,2696,77,18808,335,1163,87,0,1588,179,1002,68,0,1249,392,2679,152,6,3220,662,2802,177,0,3640,661,2517,148,0,3327,437,2184,88,4,2707,308,1386,76,12,1781,113,564,42,3,723,12,150,8,0,168,3095,14435,841,30,18400,564,2576,196,0,3335,305,2120,309,46,2782,612,4920,906,18,6457,1022,5370,902,4,7304,1107,4964,602,3,6672,714,4231,320,15,5275,565,2789,196,12,3561,230,1184,84,3,1504,21,287,22,6,327,5145,28431,3531,106,37217
SED55202,162,1184,74,0,1418,153,1315,98,0,1570,291,2611,217,9,3133,336,2956,240,5,3541,294,2443,170,10,2916,218,2096,116,5,2437,250,1733,80,10,2080,168,926,75,0,1166,28,292,66,0,382,1903,15558,1139,43,18642,192,1117,83,0,1399,205,1186,99,0,1482,370,2795,195,4,3368,515,2675,206,7,3412,414,2316,143,3,2873,342,2187,106,12,2648,305,1918,108,8,2343,187,1103,110,0,1402,36,491,124,5,647,2563,15786,1169,51,19568,349,2302,162,0,2812,363,2493,197,6,3055,660,5410,414,14,6501,851,5632,445,12,6945,712,4756,310,14,5789,561,4286,222,21,5082,557,3656,191,18,4423,354,2027,185,6,2565,61,781,186,5,1035,4465,31337,2308,94,38206
