SED_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
SED28107,323,280,604,102,66,173,136,145,279,148,292,439,343,604,943,543,425,966,1185,391,1572,1398,600,2002,1950,689,2641,2499,584,3081,2281,515,2793,2301,348,2647,5221,588,5813,3784,170,3951,2864,180,3046,1804,106,1909,3632,268,3903,1684,201,1881,353,232,583,32549,6669,39223
SED28203,428,317,753,113,80,190,148,228,378,139,474,621,474,1191,1666,457,469,926,1646,354,2000,1324,544,1869,1598,567,2162,1834,446,2283,1513,353,1868,1354,269,1627,3023,357,3380,2119,85,2201,1455,89,1544,879,29,907,1413,92,1512,1002,87,1090,339,215,553,21260,6269,27530
SED28301,315,240,551,108,101,213,86,115,200,79,246,325,250,613,862,272,383,648,741,330,1069,686,333,1016,923,335,1261,1044,252,1294,816,233,1048,881,165,1042,1812,296,2114,1521,34,1551,1397,73,1476,1003,17,1015,4352,132,4487,996,49,1049,168,121,288,17442,4071,21512
SED28408,124,228,353,50,112,160,60,259,321,86,594,681,283,1600,1878,360,1094,1454,1117,642,1762,1016,840,1860,1218,927,2138,1428,625,2055,1030,530,1564,1065,393,1454,2046,526,2574,1489,88,1576,1227,132,1355,720,34,756,1800,193,1996,872,108,981,199,358,564,16209,9282,25489
SED28507,247,289,537,59,76,130,92,191,279,136,439,576,342,957,1297,492,701,1189,1143,508,1652,1205,653,1861,1493,816,2302,1859,639,2502,1580,564,2138,1550,354,1904,3682,560,4242,2482,82,2563,1911,109,2017,1171,29,1199,2288,153,2440,1233,101,1331,315,264,581,23261,7477,30736
SED28607,202,304,507,88,129,217,75,239,317,76,491,568,252,1103,1355,243,566,810,735,464,1197,619,573,1193,744,624,1367,955,613,1567,736,598,1336,789,495,1283,1880,1040,2918,1774,128,1896,1875,315,2190,1500,65,1572,6298,446,6746,950,144,1089,148,230,377,19934,8570,28499
SED28704,245,213,456,97,67,161,101,148,245,106,263,370,329,718,1041,412,424,832,972,373,1345,1053,512,1566,1434,615,2058,1794,526,2318,1556,444,2000,1755,311,2064,4282,498,4778,3353,46,3394,2756,102,2854,1684,13,1700,3798,117,3912,1578,59,1635,304,158,455,27587,5607,33194
SED28803,427,275,702,111,53,161,167,130,298,176,292,468,489,629,1111,706,355,1056,1518,325,1840,1595,544,2141,2135,659,2788,2670,484,3153,2298,471,2768,2301,290,2591,4988,460,5450,3561,80,3642,2626,87,2713,1623,28,1653,3190,120,3310,1684,90,1774,405,186,595,32667,5542,38211
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30001,181,141,323,67,42,105,67,108,173,96,200,296,251,525,781,295,312,609,734,246,981,810,426,1227,999,474,1470,1246,385,1631,1136,275,1403,1132,251,1384,2523,324,2838,1914,70,1984,1400,69,1461,861,20,883,1636,69,1702,949,92,1045,150,120,268,16439,4137,20576
SED30002,107,136,242,57,58,111,57,144,207,43,229,271,155,682,833,193,570,759,569,329,897,564,333,890,756,352,1106,858,331,1194,672,270,942,773,221,997,1906,408,2315,1638,74,1716,1552,127,1679,1061,28,1083,3111,146,3261,871,75,942,118,182,303,15062,4685,19744
SED30003,128,139,270,52,45,92,49,128,172,79,276,361,237,742,982,318,671,990,1008,343,1345,872,462,1327,1001,483,1484,1287,338,1631,1012,269,1283,1051,190,1242,2244,307,2550,1587,38,1628,1285,61,1346,744,13,755,1610,89,1699,1045,81,1123,156,182,334,15765,4852,20615
SED30004,144,206,349,60,73,132,57,147,202,75,357,431,206,760,965,258,598,859,725,470,1194,724,595,1316,941,662,1606,1117,516,1639,909,411,1318,923,323,1248,2103,513,2616,1564,83,1645,1288,112,1402,844,37,876,1767,194,1961,1318,146,1462,126,219,345,15148,6402,21550
SED30005,191,294,488,60,93,159,73,251,328,98,551,649,297,1201,1497,342,1032,1372,1009,619,1625,897,824,1722,1106,902,2005,1283,707,1984,956,475,1430,913,378,1288,1936,551,2485,1262,116,1379,925,130,1056,485,48,532,1286,146,1429,851,228,1084,147,349,504,14120,8899,23018
SED30006,274,231,507,81,84,173,63,117,174,59,307,361,262,891,1150,240,736,977,924,398,1323,841,495,1330,990,462,1455,1096,342,1444,658,330,988,779,217,988,1641,343,1983,1258,68,1326,1028,97,1122,636,17,655,2382,246,2626,868,88,952,184,244,425,14264,5697,19962
SED30007,112,129,240,54,64,117,65,131,196,42,273,318,168,932,1097,230,544,781,851,377,1222,803,429,1233,958,420,1380,1114,364,1474,840,284,1125,956,213,1163,1985,354,2339,1544,81,1626,1158,108,1268,757,29,786,2037,121,2163,1130,147,1278,154,231,388,14962,5223,20189
SED30008,85,147,229,37,59,93,30,154,191,36,296,328,116,636,753,134,442,575,363,335,693,389,482,871,559,572,1133,645,561,1203,551,470,1027,639,450,1088,1696,906,2608,1414,186,1598,1345,318,1662,1119,90,1206,5251,454,5705,848,194,1046,86,135,223,15342,6882,22223
SED30009,109,205,312,64,91,161,68,278,350,93,594,690,313,1624,1934,377,1060,1434,1373,544,1916,1103,642,1748,1164,555,1719,1233,364,1599,871,266,1134,853,187,1043,1557,237,1798,969,57,1029,650,68,716,356,14,370,661,95,758,875,101,976,228,430,658,12913,7414,20327
SED30010,163,171,328,34,41,78,80,141,217,110,314,431,290,781,1074,423,623,1046,1022,416,1442,1095,681,1773,1304,761,2060,1645,593,2240,1315,427,1741,1336,289,1621,2711,314,3029,1761,75,1831,1107,64,1177,626,18,641,925,73,1001,1125,118,1242,194,214,410,17279,6104,23386
SED30011,126,224,350,68,84,155,57,179,237,64,406,467,219,899,1119,225,582,809,787,501,1290,575,608,1179,705,627,1338,823,494,1311,618,411,1029,684,360,1040,1622,821,2445,1264,91,1353,1118,299,1414,643,40,682,1877,443,2321,1304,111,1420,245,507,752,13037,7677,20710
SED30012,141,193,337,50,62,110,45,156,207,62,381,447,173,930,1097,223,689,910,669,452,1121,657,545,1196,851,580,1434,986,499,1488,729,363,1088,797,340,1137,1702,545,2243,1373,117,1497,1085,146,1238,691,73,758,1930,260,2188,861,199,1059,131,298,425,13168,6819,19990
SED30013,222,252,471,118,101,224,87,187,266,113,442,553,389,1210,1603,376,714,1087,1565,540,2100,1140,607,1744,1144,576,1719,1194,425,1611,743,282,1024,762,235,995,1542,360,1896,1016,91,1110,738,98,832,442,40,481,965,172,1142,1148,104,1250,256,459,716,13944,6869,20814
SED30014,128,274,403,48,102,146,78,309,383,78,625,703,224,1226,1449,324,973,1294,735,673,1410,770,949,1720,923,946,1872,1108,747,1862,837,581,1414,865,417,1283,1652,640,2293,1212,124,1342,913,179,1092,574,41,617,1396,260,1664,1060,265,1322,149,484,636,13079,9805,22887
SED30015,187,190,383,84,91,173,72,213,287,77,452,527,326,1151,1476,322,611,937,1004,449,1455,748,601,1349,875,531,1403,1013,405,1418,630,335,966,770,249,1021,1498,500,2006,1031,60,1094,818,140,957,444,36,484,1098,254,1352,1317,112,1423,312,496,814,12634,6889,19524
SED30016,140,207,352,73,94,167,69,177,247,69,433,495,300,1036,1333,338,734,1072,1049,482,1535,920,555,1473,1181,579,1762,1337,440,1777,969,323,1290,992,267,1259,2017,377,2394,1422,99,1526,1056,112,1170,724,36,760,1608,167,1774,1115,87,1199,172,291,462,15554,6499,22052
SED30017,102,143,243,42,45,85,58,132,189,56,319,371,205,825,1027,234,504,743,831,326,1158,709,420,1137,870,443,1322,1044,328,1379,804,271,1074,899,196,1095,2033,305,2343,1696,47,1744,1298,52,1351,841,16,858,1602,53,1659,821,68,890,145,157,303,14292,4676,18965
SED30018,128,96,223,41,56,93,44,102,143,39,180,226,151,535,692,154,358,515,481,245,723,471,294,764,640,336,980,714,304,1018,554,268,823,656,233,892,1598,455,2055,1385,58,1442,1408,124,1529,1127,33,1160,3890,145,4032,773,104,877,98,98,201,14356,4034,18388
SED30019,103,243,341,46,99,144,35,185,217,19,399,427,112,692,810,138,693,835,310,613,923,401,811,1210,510,1032,1541,782,981,1765,605,877,1479,641,752,1392,1673,1443,3114,1301,205,1502,1169,352,1518,951,82,1034,4793,582,5372,773,243,1014,100,210,316,14454,10486,24942
SED30020,177,157,339,106,53,156,69,131,197,68,268,330,254,757,1008,274,404,675,994,326,1321,753,409,1170,974,426,1400,1120,344,1468,862,256,1115,964,169,1130,2039,218,2258,1561,34,1594,1146,52,1199,695,13,702,1291,70,1362,1341,64,1407,212,195,412,14907,4343,19251
SED30021,112,264,378,61,109,172,90,290,384,96,479,576,364,939,1294,314,572,888,835,559,1390,790,596,1387,876,688,1562,990,521,1516,657,392,1052,733,367,1101,1314,644,1958,916,208,1123,661,212,873,441,104,546,925,438,1360,1300,140,1440,324,734,1060,11809,8255,20061
SED30022,173,154,323,52,48,104,68,74,143,66,160,232,250,328,573,347,361,710,907,240,1145,990,382,1371,1273,472,1742,1688,397,2087,1547,327,1869,1621,260,1884,3667,415,4079,2537,94,2628,1867,102,1975,1147,15,1164,2464,108,2570,1572,128,1696,247,133,385,22471,4190,26661
SED30023,69,173,236,28,59,89,38,133,172,32,207,238,91,483,568,134,388,521,246,335,581,328,452,782,500,485,991,592,445,1032,457,417,872,545,337,875,1359,712,2066,1118,161,1276,1191,217,1408,951,82,1031,5071,395,5473,775,260,1029,57,105,167,13563,5846,19413
SED30024,109,165,275,68,60,123,69,135,205,49,315,365,183,867,1053,211,590,802,673,422,1095,632,493,1123,832,531,1359,987,404,1386,647,287,929,738,241,982,1579,380,1959,1263,84,1349,1013,119,1132,678,40,714,1743,186,1927,885,139,1021,158,222,385,12523,5661,18184
SED30025,77,115,194,45,36,76,34,111,139,31,208,240,133,613,747,147,387,533,442,264,708,501,365,857,686,412,1101,819,388,1205,708,350,1056,784,271,1056,1899,445,2337,1690,84,1778,1632,108,1743,1167,31,1193,3210,108,3312,824,98,922,90,84,181,14909,4483,19391
SED30026,81,120,204,39,71,113,41,138,180,40,218,264,134,609,738,178,399,580,455,301,753,479,363,840,711,355,1063,742,343,1085,648,291,930,700,246,943,1645,456,2101,1519,78,1593,1522,110,1630,1144,25,1171,3241,134,3378,812,91,904,67,89,159,14199,4439,18640
SED30027,114,162,273,41,68,108,49,142,185,64,291,350,178,754,935,255,612,867,781,307,1090,687,428,1117,854,427,1285,1080,312,1395,862,230,1090,960,175,1144,1935,235,2163,1442,54,1496,1123,39,1169,645,18,664,1294,62,1352,895,107,1005,190,205,396,13450,4624,18074
SED30028,117,210,327,47,64,109,56,186,239,67,384,451,258,773,1035,333,562,896,781,360,1141,611,464,1079,731,491,1226,853,407,1258,653,414,1058,700,307,1012,1713,574,2293,1279,62,1344,1143,141,1290,704,23,731,1688,208,1899,1181,103,1290,166,272,432,13085,6023,19109
SED30029,136,123,260,71,51,125,54,122,171,64,226,292,234,655,893,234,441,675,862,290,1151,742,333,1075,890,330,1219,1045,224,1265,746,159,909,867,146,1011,1655,199,1854,1281,27,1315,1027,55,1079,631,14,646,1492,101,1594,1099,52,1151,166,136,299,13299,3688,16983
SED30030,81,174,259,39,67,101,34,194,229,39,392,435,121,755,878,146,556,704,341,454,791,390,600,986,517,707,1223,708,686,1396,535,639,1174,627,552,1177,1633,984,2617,1351,205,1553,1299,254,1549,1023,60,1082,4048,323,4370,688,211,904,64,142,207,13673,7971,21646
SED30031,111,174,281,35,72,109,51,155,204,51,279,331,158,689,842,156,366,528,421,474,897,369,514,883,440,593,1036,509,529,1042,410,421,832,434,342,771,1173,680,1850,928,108,1035,740,256,998,547,43,593,1400,328,1725,1217,70,1283,201,477,673,9350,6572,15924
SED30032,195,246,436,97,90,186,77,243,319,111,558,665,412,1686,2097,432,913,1339,1759,499,2253,1235,646,1886,1308,546,1855,1440,377,1820,944,263,1209,902,168,1070,1570,223,1797,927,50,983,653,46,699,376,19,391,614,116,733,1179,93,1274,259,376,637,14479,7165,21649
SED30033,225,267,488,106,93,200,80,265,346,116,568,678,392,1720,2111,432,1170,1602,1932,656,2584,1467,676,2148,1523,700,2226,1437,455,1892,915,317,1234,853,224,1075,1468,310,1778,996,65,1067,651,85,731,339,26,362,702,169,873,1035,94,1131,272,512,782,14952,8357,23309
SED30034,178,276,454,129,139,264,88,278,360,101,619,727,349,1482,1833,383,922,1309,1286,712,1996,1028,865,1895,1134,712,1840,1291,529,1825,819,361,1177,892,298,1185,1680,407,2088,1081,104,1194,778,134,910,434,45,478,849,223,1071,1355,111,1469,355,646,1000,14203,8869,23072
SED30035,130,192,327,50,73,125,42,161,204,64,300,362,215,723,943,245,481,731,832,371,1204,710,496,1207,807,505,1303,882,470,1351,736,297,1033,894,269,1161,1955,345,2298,1567,86,1659,1166,96,1265,702,26,732,1221,111,1335,1460,97,1551,187,348,535,13877,5444,19321
SED30036,206,190,398,59,59,117,116,157,276,146,355,499,331,943,1275,371,507,885,892,374,1267,1016,441,1456,1124,498,1619,1399,391,1787,1065,339,1405,1024,247,1271,2152,346,2504,1466,62,1527,1030,63,1099,623,18,643,1166,66,1233,996,100,1099,173,228,404,15357,5398,20750
SED30037,77,186,261,28,50,85,49,215,262,77,369,449,194,970,1165,316,676,990,817,425,1244,812,584,1395,952,619,1569,1129,488,1616,888,333,1223,906,267,1171,1870,334,2199,1352,42,1398,985,81,1063,583,14,594,1013,69,1085,832,75,907,127,248,376,13010,6039,19051
SED30038,105,155,256,41,49,86,47,149,201,70,256,328,214,856,1073,350,647,992,891,363,1260,828,524,1350,956,534,1496,1120,388,1511,880,311,1188,874,214,1085,1940,278,2216,1380,41,1420,1076,37,1117,700,8,711,1270,57,1327,931,65,992,169,179,354,13841,5115,18952
SED30039,106,97,205,43,33,76,48,49,98,60,135,197,152,295,448,219,196,416,576,197,771,611,277,888,836,352,1187,1054,295,1354,1075,294,1371,1140,257,1390,2946,347,3296,2322,52,2372,1969,68,2043,1255,20,1275,2533,78,2614,1213,83,1293,158,86,245,18312,3219,21532
SED30040,106,161,260,48,63,115,49,150,197,44,282,328,215,965,1176,260,702,956,953,421,1374,890,505,1390,923,454,1376,1116,321,1442,785,298,1082,828,220,1048,1773,364,2139,1373,86,1460,1093,105,1202,688,27,716,1843,187,2036,1053,134,1184,139,204,336,14165,5649,19815
SED30041,132,195,333,68,70,138,61,165,225,67,319,390,245,982,1230,263,562,828,906,446,1356,758,492,1250,866,519,1387,942,390,1332,670,309,978,763,286,1054,1721,414,2135,1322,90,1419,1125,128,1259,752,37,785,1701,177,1879,1666,97,1762,175,346,524,14217,6028,20245
SED30042,94,126,213,35,41,75,39,91,127,61,184,243,160,596,760,274,452,729,706,274,975,722,384,1111,937,445,1377,1142,296,1437,947,257,1200,1025,213,1240,2392,288,2679,1874,49,1922,1368,57,1425,848,14,860,1613,49,1661,1046,62,1109,133,120,244,15413,3991,19400
SED30043,149,192,343,60,60,119,64,129,197,85,317,399,248,927,1175,295,464,757,1100,333,1429,920,403,1324,975,397,1375,1165,297,1462,900,262,1164,869,187,1060,1894,202,2097,1221,43,1260,897,53,959,488,23,512,936,81,1013,1125,138,1267,221,236,456,13615,4745,18362
SED30044,147,141,287,63,45,102,57,90,146,80,241,316,258,521,778,330,504,836,971,289,1259,864,417,1282,1101,488,1589,1346,381,1725,1071,277,1345,1116,171,1290,2433,274,2710,1789,52,1844,1251,56,1301,809,10,820,1584,40,1632,1183,84,1262,239,166,406,16680,4245,20929
SED30045,97,183,280,48,58,109,37,169,217,72,362,429,199,1020,1225,201,595,790,652,387,1039,657,441,1103,833,530,1363,934,377,1316,733,335,1063,797,239,1030,1930,440,2377,1608,60,1676,1416,109,1528,963,18,986,2719,137,2854,841,86,931,125,214,337,14874,5770,20643
SED30046,139,177,317,42,60,105,52,185,242,69,390,461,212,911,1116,349,770,1118,1044,433,1479,972,601,1571,1127,639,1772,1294,460,1762,1041,333,1378,1051,214,1266,2298,311,2610,1555,57,1615,1112,53,1167,670,12,685,1301,62,1368,955,95,1049,196,280,472,15482,6050,21535
SED30047,149,231,379,58,75,134,57,252,309,87,472,557,256,1130,1379,280,761,1037,782,447,1228,670,579,1250,785,641,1425,902,485,1390,685,459,1138,807,339,1140,1742,644,2390,1362,107,1474,1171,172,1339,720,30,757,1715,187,1902,1619,166,1786,178,359,539,14022,7529,21554
SED30048,193,400,594,76,122,195,66,234,296,50,340,397,152,527,683,201,602,800,322,525,848,420,670,1087,690,891,1578,793,829,1616,633,775,1417,709,655,1364,1635,1204,2838,1212,215,1433,1139,301,1441,824,85,906,4574,487,5066,795,495,1287,77,173,253,14558,9538,24095
SED30049,210,207,416,69,73,141,89,166,256,84,288,373,205,635,841,223,421,645,574,282,855,560,375,939,786,431,1219,900,341,1240,785,302,1085,807,273,1080,1947,475,2422,1539,89,1630,1425,108,1531,1077,30,1104,2821,139,2963,785,122,911,120,136,260,14995,4910,19905
SED30050,142,208,355,72,91,163,52,220,268,53,462,513,193,1102,1302,241,824,1070,784,683,1465,815,777,1588,985,807,1791,1148,686,1832,796,488,1282,854,432,1288,1733,687,2424,1223,154,1378,919,169,1089,554,64,621,1646,329,1970,918,225,1140,143,353,499,13282,8756,22036
SED30051,179,179,365,91,78,173,96,235,329,100,539,637,441,1567,2004,423,797,1222,1778,476,2249,1311,587,1902,1349,507,1858,1420,353,1769,787,236,1025,846,158,1006,1488,217,1700,988,42,1028,662,42,703,373,15,387,731,59,793,1057,93,1151,268,375,640,14402,6556,20964
SED30052,198,618,812,54,154,209,61,343,403,49,713,762,120,799,915,162,923,1079,352,837,1190,383,1211,1589,637,1696,2334,859,1668,2529,663,1511,2174,771,1329,2101,2001,2635,4645,1372,470,1842,1315,794,2112,985,204,1183,3822,1418,5244,717,587,1311,90,397,486,14611,18303,32916
SED30053,149,273,420,50,91,144,51,176,227,62,377,442,173,778,956,258,598,849,688,454,1133,670,596,1271,864,650,1511,964,504,1470,756,386,1147,848,353,1195,1808,585,2395,1354,165,1516,1237,205,1441,776,61,845,2167,254,2421,852,274,1126,131,225,358,13848,7021,20866
SED30054,68,149,219,37,63,97,42,161,199,43,332,377,105,635,737,123,528,653,341,383,723,378,485,864,486,549,1035,633,465,1099,502,491,998,543,348,891,1317,669,1988,1159,121,1274,1245,212,1458,999,63,1055,4183,305,4488,665,189,857,58,132,189,12931,6273,19203
SED30055,133,187,317,78,50,126,50,146,200,50,268,324,225,729,958,206,323,520,745,291,1034,511,386,894,637,370,1010,739,288,1022,554,235,788,702,215,915,1483,364,1854,1226,56,1282,1075,101,1172,714,33,746,1683,138,1824,1782,90,1875,259,340,599,12849,4603,17448
SED30056,116,93,202,56,40,95,46,86,138,30,112,146,110,327,443,136,264,401,373,182,559,423,213,633,552,239,795,679,157,836,538,197,735,603,138,744,1454,278,1731,1224,34,1259,1344,62,1406,1028,13,1040,4510,161,4667,888,43,927,93,65,159,14207,2703,16903
SED30057,130,163,292,44,52,96,71,163,233,118,419,536,279,1039,1318,396,745,1138,1154,445,1600,1142,607,1750,1291,619,1911,1463,401,1866,1086,286,1373,998,175,1176,1937,236,2174,1299,52,1352,852,50,904,454,13,469,880,88,966,1017,118,1137,195,259,455,14819,5925,20739
SED30058,114,131,244,59,52,112,50,119,164,53,216,270,137,542,679,180,365,549,533,289,815,541,314,855,764,372,1139,798,323,1121,679,276,959,721,246,965,1714,407,2123,1465,67,1531,1410,86,1501,1084,18,1104,3158,134,3295,778,55,838,83,89,164,14330,4103,18430
SED30059,171,186,356,66,54,124,70,106,177,66,199,266,230,591,818,247,382,637,768,310,1078,714,372,1081,976,389,1368,1109,341,1456,914,237,1148,956,215,1174,2133,326,2454,1612,89,1702,1353,85,1439,913,16,928,2197,108,2305,1064,100,1163,170,154,323,15745,4263,20006
SED30060,124,134,259,43,37,78,62,162,220,79,274,351,229,619,846,318,451,765,733,376,1109,753,486,1238,984,518,1506,1160,383,1542,937,269,1210,997,218,1216,2019,321,2344,1388,62,1448,1045,67,1115,628,21,642,1105,78,1184,1227,93,1322,182,225,409,14014,4798,18814
SED30061,106,177,284,60,70,134,49,191,243,77,335,406,165,777,937,181,519,701,579,368,946,549,499,1047,694,578,1271,863,493,1366,688,435,1124,724,312,1033,1588,451,2043,1226,93,1325,969,118,1092,677,32,711,1559,145,1705,1045,195,1241,126,177,309,11936,5973,17911
SED30062,112,137,257,30,37,66,51,115,161,67,317,385,238,867,1112,360,628,982,1024,452,1474,992,622,1613,1210,689,1901,1546,563,2109,1258,420,1685,1328,297,1624,2898,413,3316,2040,81,2122,1491,67,1558,901,15,917,1614,95,1706,1076,107,1175,169,217,390,18412,6141,24555
SED30063,194,239,435,90,82,175,93,239,333,111,544,657,421,1696,2115,414,791,1211,1614,467,2078,1205,644,1853,1157,549,1706,1234,349,1583,802,266,1066,800,171,967,1426,270,1701,899,33,930,626,65,695,330,15,340,680,145,823,1145,97,1238,286,489,783,13537,7159,20692
SED30064,107,161,271,59,56,112,53,180,239,70,357,426,233,1023,1256,287,682,962,940,413,1354,840,492,1323,1003,442,1447,1277,323,1597,818,214,1027,901,163,1064,1849,216,2064,1279,53,1326,913,38,949,505,13,516,1023,69,1085,1043,76,1117,143,298,442,13338,5261,18599
SED30065,138,159,298,72,57,126,72,115,190,59,274,340,202,689,890,246,642,887,868,376,1244,819,424,1252,1099,425,1518,1189,349,1536,851,230,1076,1001,199,1197,2186,323,2510,1594,69,1670,1240,83,1330,731,19,755,1920,161,2079,1180,108,1287,153,190,340,15629,4894,20525
SED30066,202,208,405,108,91,203,70,177,245,55,348,407,253,943,1190,258,684,942,844,458,1302,810,533,1338,1039,501,1547,1234,407,1641,805,303,1108,877,274,1154,1617,382,1991,1073,95,1163,858,147,1007,513,43,554,1856,446,2308,1066,108,1176,169,301,476,13707,6449,20160
SED30067,93,220,311,25,69,99,55,204,261,52,420,469,172,935,1110,205,640,848,509,513,1022,562,672,1237,756,733,1488,857,720,1570,729,579,1304,801,497,1298,1856,832,2688,1660,149,1804,1463,190,1653,1079,57,1137,2845,233,3080,758,171,928,115,198,312,14601,8022,22622
SED30068,124,150,277,56,64,117,55,173,225,50,337,384,161,860,1023,206,549,752,663,340,1000,625,367,991,793,355,1143,862,251,1109,591,217,804,655,166,822,1426,239,1662,1124,54,1178,1049,68,1117,745,22,759,2512,134,2642,815,50,870,104,184,290,12611,4570,17186
SED30069,93,123,218,58,39,97,47,88,135,39,216,256,165,544,709,211,370,583,655,234,890,605,346,947,828,387,1216,1001,331,1329,814,268,1081,921,170,1090,2038,299,2334,1613,37,1651,1373,50,1431,889,6,897,2766,87,2848,993,45,1039,120,118,236,15238,3753,18987
SED30070,186,202,390,104,89,193,78,162,242,84,482,559,370,1364,1735,413,1092,1501,1707,467,2176,1369,562,1927,1400,526,1924,1399,340,1743,851,247,1100,943,163,1112,1584,232,1816,1091,40,1133,733,47,779,468,12,481,969,94,1063,1007,64,1077,217,342,562,14980,6520,21505
SED30071,125,248,367,74,110,178,54,289,347,78,644,727,259,1612,1875,323,1151,1476,1015,613,1626,958,674,1636,1108,755,1864,1179,507,1683,839,390,1231,782,286,1069,1801,445,2248,1216,65,1285,1034,103,1137,607,19,628,1552,148,1702,998,89,1085,139,390,524,14160,8530,22693
SED30072,159,191,349,55,74,126,71,172,241,64,389,450,266,1171,1432,276,681,957,1161,382,1552,902,429,1327,1029,380,1410,1061,312,1370,792,233,1023,900,170,1069,1987,250,2229,1520,31,1551,1189,62,1251,811,13,825,1689,75,1760,947,62,1012,206,231,436,15075,5306,20381
SED30073,115,204,319,47,65,111,57,247,303,69,490,563,236,1186,1422,310,759,1070,927,524,1446,830,620,1452,892,621,1510,1062,502,1564,789,365,1144,791,296,1088,1793,463,2254,1165,75,1242,956,106,1070,538,24,560,1113,160,1274,1369,124,1491,188,389,577,13252,7213,20465
SED30074,82,163,247,45,67,107,57,134,199,61,353,414,160,1050,1210,196,702,895,666,397,1063,757,447,1205,918,479,1398,1041,368,1409,799,312,1106,900,286,1180,2036,415,2455,1678,49,1727,1406,87,1492,887,20,907,2040,87,2134,887,88,972,117,220,343,14728,5740,20469
SED30075,154,169,326,84,58,138,81,163,243,61,306,367,266,895,1159,280,589,871,1051,388,1435,889,405,1300,1048,441,1492,1195,278,1475,862,193,1056,922,137,1063,1956,198,2160,1381,46,1431,1028,50,1076,611,9,621,1389,102,1492,1180,52,1230,228,209,441,14687,4693,19380
SED30076,218,560,779,81,135,213,58,311,378,68,602,672,168,791,956,183,734,918,408,699,1111,421,848,1270,676,1171,1847,803,1151,1952,678,1035,1709,747,929,1674,1872,1919,3783,1401,400,1803,1289,557,1850,899,161,1059,3529,963,4495,777,542,1326,68,321,390,14348,13828,28182
SED30077,171,199,371,83,96,186,75,222,297,73,470,547,335,1379,1714,318,810,1127,1393,495,1886,1043,601,1645,1065,564,1635,1226,325,1554,892,252,1140,831,205,1036,1526,254,1779,918,54,970,640,69,708,353,21,376,633,121,757,1113,59,1173,258,374,633,12967,6564,19527
SED30078,217,344,556,75,106,180,85,244,329,102,520,624,258,1208,1468,320,837,1159,872,621,1494,877,744,1622,1045,738,1785,1237,613,1849,864,466,1325,905,331,1232,1811,527,2334,1238,122,1366,940,165,1101,587,49,635,1473,209,1681,876,240,1115,154,290,448,13925,8372,22295
SED30079,120,115,235,39,48,85,41,76,120,51,173,224,177,506,683,181,315,498,640,241,883,617,320,942,784,393,1180,953,293,1248,775,264,1039,845,199,1044,1983,296,2281,1748,52,1798,1496,58,1552,1042,17,1063,2157,67,2220,892,55,950,115,99,220,14662,3606,18265
SED30080,105,197,299,46,80,127,36,215,256,57,494,553,168,933,1096,195,690,880,512,545,1055,576,644,1221,664,741,1397,821,718,1534,695,617,1312,737,469,1204,1708,775,2476,1398,148,1551,1300,221,1523,1023,58,1082,3731,288,4018,737,200,939,94,222,315,14587,8246,22834
SED30081,239,175,415,84,65,149,91,109,200,97,183,286,227,423,651,278,312,591,709,219,939,751,284,1040,918,340,1256,1210,250,1465,947,234,1181,986,186,1171,2104,285,2388,1629,77,1701,1200,75,1271,799,30,823,1884,110,1989,941,109,1053,116,101,212,15214,3561,18778
SED30082,236,427,669,75,135,208,69,221,290,85,482,567,204,1035,1237,266,922,1183,706,689,1395,725,921,1650,921,1004,1925,1096,769,1870,732,630,1359,807,503,1312,1628,816,2449,1104,201,1294,845,252,1095,572,79,647,2443,592,3030,841,243,1086,190,434,617,13553,10338,23888
