SED_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SED60514,0,0,3,3,18,29,49,69,47,218,0,0,0,0,0,0,8,5,3,18,19,17,39,34,34,33,60,57,24,317,202,524,1279,1306,1226,1340,1161,586,174,7793
SED69797,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,25,31,25,7,0,0,112,3,15,62,80,90,75,33,3,0,360
SED70001,37,45,60,58,92,58,39,13,0,404,0,9,3,8,9,13,9,9,0,70,51,74,245,195,197,217,160,34,0,1170,481,790,1942,1498,1348,1194,635,119,9,8020
SED70002,10,11,27,30,33,37,57,31,13,239,3,9,10,11,16,15,4,3,0,77,56,70,195,178,161,154,119,16,4,953,263,577,2129,1763,1414,1252,713,221,48,8376
SED70003,107,94,184,106,133,111,86,19,6,841,13,10,19,26,37,24,29,14,6,175,78,148,406,305,278,252,140,35,0,1648,626,962,2272,1763,1382,1226,826,135,13,9203
SED70004,51,50,122,142,124,125,152,57,11,828,0,13,21,26,40,59,56,29,7,247,78,164,365,264,318,272,227,44,4,1728,456,833,1824,1400,1425,1579,1350,305,26,9195
SED70005,3,3,4,15,23,36,41,31,8,171,0,0,10,4,5,5,7,4,4,31,43,49,169,139,98,73,62,24,8,671,267,569,1570,1273,1071,707,437,153,37,6084
SED70006,6,15,30,33,38,42,66,29,7,261,0,0,12,6,25,19,14,9,6,82,35,45,184,117,103,145,97,25,0,742,222,413,1854,1389,1097,1216,762,217,41,7212
SED70007,0,0,8,22,16,24,38,31,13,158,0,0,3,8,8,3,7,4,0,32,22,41,111,66,54,41,28,15,22,399,235,554,1532,1404,1115,729,405,153,63,6192
SED70008,5,4,19,10,43,50,89,78,40,327,0,4,10,7,10,12,10,15,10,78,31,65,200,172,128,122,154,60,31,954,213,689,1834,1601,1248,1111,1053,456,160,8361
SED70009,46,33,49,52,49,73,124,46,5,489,21,16,19,25,23,20,17,6,0,155,84,106,258,225,280,318,312,84,14,1686,510,677,1640,1486,1610,1978,1829,415,37,10198
SED70010,8,4,10,21,36,41,66,25,9,223,0,0,5,6,9,14,12,3,0,57,80,86,219,207,185,146,60,34,5,1029,281,563,1390,1272,1168,987,589,172,46,6460
SED70011,7,4,11,3,11,19,48,49,14,161,0,0,3,5,4,8,5,5,7,35,14,36,125,86,91,107,93,44,38,644,111,429,1660,1258,1088,1046,843,374,113,6921
SED70012,4,0,9,9,16,26,38,31,9,140,0,0,5,5,5,3,12,5,6,46,36,53,187,132,145,169,109,20,5,843,187,602,1953,1433,1259,1225,808,220,31,7721
SED70013,0,0,13,18,34,56,90,67,7,289,0,0,5,3,9,5,19,6,0,47,56,50,142,176,193,252,290,54,4,1216,293,430,1132,1327,1603,1746,1428,376,45,8377
SED70014,115,98,219,199,215,164,80,18,0,1102,6,3,16,23,28,49,77,36,16,248,62,107,322,201,228,191,108,26,0,1243,538,902,1919,1381,1219,1160,672,134,23,7952
SED70015,7,3,12,24,29,39,84,60,11,269,0,3,7,10,8,12,19,10,0,72,30,44,114,112,87,56,48,32,9,525,204,509,1464,1405,1105,930,743,349,54,6763
SED70016,7,3,24,35,63,66,80,33,14,319,0,3,3,14,10,27,19,15,6,93,78,47,142,151,158,142,66,34,3,819,320,534,1222,1241,1157,1114,681,225,43,6542
SED70017,8,7,29,30,44,60,91,53,18,338,0,0,8,11,12,15,21,5,4,77,100,102,276,252,275,305,192,60,20,1579,296,633,1732,1377,1357,1573,1162,323,51,8508
SED70018,56,66,104,117,90,75,49,17,3,569,17,20,18,27,26,14,11,7,3,148,90,111,252,227,178,145,60,13,0,1075,516,793,1653,1579,1238,880,368,94,13,7139
SED70019,53,45,111,158,128,105,135,61,18,806,4,6,21,40,20,38,50,27,19,229,65,66,208,183,200,235,209,62,27,1250,410,732,1901,1761,1603,1717,1376,380,98,9987
SED70020,8,16,29,44,43,43,74,39,13,307,3,14,15,12,9,8,6,4,0,77,69,154,455,386,378,280,180,82,26,1997,372,1160,2399,2128,2079,1765,1239,379,71,11593
SED70021,5,0,8,18,21,26,47,43,19,178,0,0,7,6,11,5,20,8,0,62,11,31,137,84,62,70,52,17,3,472,137,454,2021,1443,1040,920,762,279,57,7110
SED70022,0,3,3,17,22,23,32,31,17,155,0,0,15,13,7,8,7,0,0,52,67,276,675,353,426,465,320,102,4,2687,191,1219,4088,2424,2010,2156,1518,425,46,14088
SED70023,0,4,12,19,42,43,55,59,14,242,0,0,4,7,14,13,18,5,7,65,51,33,93,90,102,68,69,31,8,534,238,397,1072,1254,1215,990,822,342,53,6389
SED70024,0,0,12,13,15,32,31,22,12,128,0,0,3,9,14,7,4,8,0,40,30,45,116,107,58,49,33,13,0,461,277,779,2317,2045,1181,770,430,132,21,7945
SED70025,6,0,3,14,28,48,62,65,6,234,0,5,3,6,11,14,25,10,4,76,36,36,101,119,76,64,42,19,9,501,206,558,1579,1581,1231,990,655,280,52,7129
SED79797,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,17,43,40,34,11,3,0,156,11,27,58,105,120,106,42,10,0,482
SED80001,13,21,69,62,86,232,384,366,210,1441,6,5,25,32,48,45,43,51,31,294,115,124,354,349,249,201,250,217,119,1980,1896,4907,11302,11245,10775,10752,7714,3390,1177,63150
SED80002,17,17,73,94,106,214,346,391,226,1483,5,13,75,49,61,75,51,79,37,450,140,318,743,496,353,270,274,241,152,2978,2286,7489,16836,14280,11210,8660,7699,4456,1519,74439
SED80003,16,8,44,60,71,119,180,230,206,934,0,9,41,27,38,32,47,40,30,266,633,1004,1281,770,603,534,423,275,229,5751,3925,10770,18839,12394,10471,8739,6184,3314,1669,76307
SED80004,17,10,36,55,84,117,276,418,248,1253,3,6,29,40,37,44,41,66,33,296,134,205,564,418,352,289,424,436,310,3126,1684,4946,12938,13242,11297,8999,7877,5578,2301,68855
SED80005,16,16,82,116,136,177,343,288,111,1284,0,14,109,81,79,93,87,52,21,540,151,252,732,527,323,188,177,107,19,2472,2097,6351,17659,17978,12283,7574,5382,2297,533,72152
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,0,0,3,5,17,31,60,21,3,142,0,0,0,0,9,25,37,28,7,107,27,70,257,182,176,180,119,64,5,1087,115,272,741,691,765,892,664,295,60,4490
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
