SAL_CODE_2021,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
SAL10528,0,0,0,0,0,0,4,0,0,6
SAL10529,8,11,9,6,5,4,3,9,0,49
SAL10530,12,0,4,0,0,0,0,4,3,22
SAL10531,4,0,0,0,0,0,0,3,0,15
SAL10532,24,14,6,4,11,10,0,5,3,71
SAL10533,79,38,42,30,31,16,15,37,12,308
SAL10534,771,1289,520,453,508,387,144,277,65,4430
SAL10535,33,42,48,79,38,44,26,62,6,384
SAL10536,0,0,0,0,0,0,0,0,0,0
SAL10537,539,1086,381,317,522,221,173,151,61,3465
SAL10538,18,6,21,15,15,9,9,16,0,115
SAL10539,4,9,4,3,0,0,0,9,0,33
SAL10540,327,586,511,467,552,320,485,402,82,3735
SAL10541,10,9,0,0,4,0,5,12,0,37
SAL10542,50,81,93,71,61,46,27,41,4,483
SAL10543,0,0,4,0,0,0,0,0,0,10
SAL10544,136,156,114,66,106,37,66,68,8,773
SAL10545,42,84,64,27,58,30,30,30,7,372
SAL10546,119,159,245,126,118,76,142,113,25,1122
SAL10547,21,22,12,14,15,6,21,10,4,121
SAL10548,8,0,0,0,0,0,0,0,0,13
SAL10549,24,47,44,44,38,33,27,48,7,310
SAL10550,8,8,9,10,4,4,4,4,0,45
SAL10551,20,15,17,13,13,3,10,10,3,94
SAL10552,19,6,7,3,15,3,0,3,0,63
SAL10553,4,5,3,0,0,0,3,3,0,19
SAL10554,632,825,122,117,359,164,33,58,52,2362
SAL10555,4,0,0,0,0,0,0,0,0,4
SAL10556,29,30,35,16,39,11,15,18,4,202
SAL10557,17,0,7,0,3,0,3,3,0,36
SAL10558,19,12,4,0,6,3,8,11,0,57
SAL10559,0,0,0,0,0,3,0,4,0,11
SAL10560,47,60,30,58,31,9,26,34,11,302
SAL10561,15,16,12,5,14,9,8,7,0,85
SAL10562,4,0,0,0,0,0,0,0,0,10
SAL10563,29,3,3,4,0,0,4,13,0,65
SAL10564,9,22,23,10,12,8,24,8,4,129
SAL10565,19,42,23,25,15,10,6,10,3,157
SAL10566,549,939,424,345,586,320,247,249,100,3756
SAL10567,40,68,56,41,55,36,19,29,10,346
SAL10568,0,0,0,0,0,0,0,0,0,0
SAL10569,5,7,6,9,4,0,6,4,0,37
SAL10570,5,0,0,0,0,0,0,0,0,8
SAL10571,0,0,0,0,0,0,0,0,0,0
SAL10572,153,126,170,66,170,98,126,83,36,1025
SAL10573,12,0,5,3,0,0,4,0,0,26
SAL10574,16,8,10,7,10,3,0,8,7,76
SAL10575,91,265,116,135,104,72,38,78,19,912
SAL10576,10,5,7,10,8,3,5,13,0,60
SAL10577,43,38,45,40,22,19,27,67,10,305
SAL10578,3,6,0,6,3,0,0,3,0,27
SAL10579,0,0,0,0,0,0,0,0,0,6
SAL10580,22,13,32,20,15,17,9,15,0,152
SAL10581,29,13,3,5,12,4,5,18,0,88
SAL10582,8,3,0,3,4,0,0,3,4,22
SAL10583,6,6,0,8,0,0,0,3,0,26
SAL10584,0,0,0,0,0,0,0,0,0,0
SAL10585,3,12,0,0,4,0,0,6,0,28
SAL10586,46,48,27,33,26,15,16,41,4,257
SAL10587,62,32,36,14,30,21,35,36,6,273
SAL10588,51,59,11,16,17,8,0,12,7,180
SAL10589,731,1267,1123,1175,772,659,734,732,162,7350
SAL10590,16,12,8,8,6,7,8,6,0,68
SAL10591,852,1682,243,222,367,227,29,83,73,3781
SAL10592,12,4,4,0,0,0,0,5,0,26
SAL10593,15,21,17,15,10,6,10,5,0,93
SAL10594,9,4,5,0,0,0,0,4,0,21
SAL10595,40,29,19,12,12,10,7,8,3,131
SAL10596,83,89,63,42,50,17,13,33,4,399
SAL10597,10,0,6,0,0,0,0,0,0,18
SAL10598,328,464,296,176,275,179,109,136,29,1992
SAL10599,7,4,0,0,0,0,0,0,0,15
SAL10600,14,30,9,15,6,7,5,8,7,99
SAL10601,14,0,0,0,3,0,0,4,0,24
SAL10602,13,7,4,0,10,4,0,10,0,46
SAL10603,26,24,12,7,7,4,0,0,0,74
SAL10604,16,4,15,3,10,3,0,6,0,68
SAL10605,114,221,119,105,89,67,28,60,17,809
SAL10606,32,29,39,8,22,17,11,10,4,173
SAL10607,7,14,7,11,6,7,13,9,0,76
SAL10608,0,3,0,0,6,0,0,0,0,7
SAL10609,17,28,39,36,38,18,21,25,4,225
SAL10610,18,36,17,8,12,10,3,5,0,110
SAL10611,6,0,0,4,4,0,0,0,0,18
SAL10612,6,0,3,0,5,0,0,3,0,14
SAL10613,0,0,0,0,0,0,0,0,0,0
SAL10614,12,4,0,3,5,3,0,10,0,27
SAL10615,14,4,9,4,5,3,5,6,0,55
SAL10616,7,0,4,0,0,0,0,0,0,20
SAL10617,17,25,20,12,15,9,8,8,0,106
SAL10618,126,203,139,116,84,73,35,86,18,875
SAL10619,9,11,5,3,9,6,9,8,6,60
SAL10620,12,4,0,0,0,0,0,0,0,25
SAL10621,0,0,0,0,0,0,0,0,0,0
SAL10622,32,45,50,26,38,31,20,32,8,278
SAL10623,10,6,10,6,0,0,3,4,0,41
SAL10624,4,0,0,0,0,0,0,0,0,5
SAL10625,12,17,18,17,14,7,6,7,4,100
SAL10626,32,34,27,20,14,16,12,23,0,173
SAL10627,17,15,19,5,11,4,8,3,0,79
SAL10628,3,0,0,0,0,0,0,0,0,6
SAL10629,3,0,0,3,0,0,0,0,0,10
SAL10630,7,0,0,5,0,0,4,4,0,22
SAL10631,7,21,14,6,8,7,6,9,0,78
SAL10632,13,3,6,7,9,0,3,6,5,51
SAL10633,0,0,0,0,0,0,0,0,3,16
SAL10634,15,3,0,0,0,0,3,3,0,29
SAL10635,5,0,0,0,0,0,0,4,0,13
SAL10636,0,0,0,0,0,0,0,0,0,0
SAL10637,0,0,0,0,0,0,0,0,0,0
SAL10638,22,19,20,9,17,5,14,12,0,127
SAL10639,115,251,235,207,154,143,113,157,20,1389
SAL10640,0,0,0,0,0,0,0,0,0,0
SAL10641,9,16,9,3,6,0,6,3,3,49
SAL10642,140,205,246,222,193,116,113,172,20,1448
SAL10643,18,13,3,0,4,0,3,5,0,54
SAL10644,8,4,0,0,0,0,0,0,0,8
SAL10645,22,12,9,9,0,7,7,6,3,70
SAL10646,70,65,68,74,52,43,58,81,18,530
SAL10647,0,0,0,0,0,0,0,0,0,0
SAL10648,19,16,30,26,19,11,32,19,3,177
SAL10649,0,0,0,0,0,0,0,0,0,0
SAL10650,0,0,0,0,0,0,4,0,0,6
SAL10651,0,0,0,0,0,0,0,0,0,0
SAL10652,11,3,0,0,0,0,0,3,0,27
SAL10653,90,166,101,77,78,38,26,41,13,631
SAL10654,15,0,0,0,0,0,0,0,0,19
SAL10655,32,3,0,0,3,0,4,3,0,56
SAL10656,15,4,0,0,0,3,0,6,0,23
SAL10657,7,10,7,7,4,5,3,7,0,53
SAL10658,0,0,0,0,0,0,0,0,0,0
SAL10659,525,1017,411,390,371,183,123,183,41,3253
SAL10660,9,4,0,3,3,6,0,4,0,26
SAL10661,9,0,9,0,4,0,4,5,3,33
SAL10662,5,0,0,0,0,0,6,0,0,9
SAL10663,20,5,7,4,4,3,5,3,0,54
SAL10664,0,0,0,0,0,0,0,0,0,0
SAL10665,3,10,3,5,10,4,5,7,0,52
SAL10666,4,7,0,5,0,0,0,3,0,27
SAL10667,192,268,203,152,127,76,52,97,23,1188
SAL10668,51,18,29,26,19,9,19,42,5,215
SAL10669,157,270,124,100,110,70,17,58,12,912
SAL10670,20,0,0,0,5,0,0,10,0,32
SAL10671,10,3,0,4,0,0,0,0,3,17
SAL10672,0,7,0,0,0,0,0,0,0,11
SAL10673,9,9,5,5,0,5,3,9,0,39
SAL10674,3,0,0,0,0,0,0,0,0,12
SAL10675,4,3,10,4,0,0,10,3,0,33
SAL10676,0,3,0,0,0,0,0,0,0,9
SAL10677,0,3,8,4,4,0,0,0,0,26
SAL10678,16,4,3,5,0,0,0,5,0,24
SAL10679,209,473,118,115,267,102,122,99,35,1542
SAL10680,7,7,7,3,0,0,7,3,0,40
SAL10681,524,634,408,253,430,146,97,133,59,2697
SAL10682,41,22,20,23,19,15,24,17,7,189
SAL10683,39,13,14,6,8,4,0,10,4,99
SAL10684,10,13,25,11,0,9,5,16,8,96
SAL10685,36,6,0,0,0,0,7,4,0,53
SAL10686,3,0,11,3,0,4,8,5,0,35
SAL10687,13,8,9,8,4,8,0,10,0,65
SAL10688,20,21,10,10,24,5,6,11,0,98
SAL10689,20,0,3,0,5,0,10,4,0,44
SAL10690,16,6,9,3,5,0,7,5,0,41
SAL10691,0,4,0,0,4,0,6,0,0,11
SAL10692,8,0,0,0,6,0,4,0,0,24
SAL10693,78,96,76,69,65,51,36,92,8,569
SAL10694,110,97,48,41,64,27,23,20,8,434
SAL10695,8,0,3,5,4,0,0,5,0,23
SAL10696,16,0,0,0,5,0,0,9,3,38
SAL10697,27,7,4,0,3,0,0,14,0,54
SAL10698,257,349,89,79,128,91,20,57,20,1082
SAL10699,3,0,0,0,0,0,6,13,3,31
SAL10700,13,3,0,9,6,3,5,3,0,40
SAL10701,3,3,0,0,3,0,0,4,0,19
SAL10702,455,546,181,174,307,147,29,63,37,1941
SAL10703,19,22,21,14,27,13,7,8,5,136
SAL10704,8,0,0,3,0,0,0,0,0,12
SAL10705,57,51,16,20,22,4,9,16,3,197
SAL10706,27,17,12,11,17,11,12,6,0,110
SAL10707,44,12,8,10,4,0,11,15,0,107
SAL10708,4,5,4,0,6,0,4,3,0,29
SAL10709,72,122,130,115,62,79,26,82,9,709
SAL10710,42,77,71,45,38,34,32,55,8,400
SAL10711,5,0,0,0,3,0,3,3,0,16
SAL10712,32,8,7,6,5,9,8,11,0,81
SAL10713,45,23,21,7,26,9,12,16,4,177
SAL10714,22,9,6,7,12,3,9,9,0,77
SAL10715,58,32,24,25,12,5,16,20,0,191
SAL10716,915,2566,795,908,1009,733,363,919,255,8467
SAL10717,81,177,53,39,74,44,19,24,13,526
SAL10718,74,103,129,158,134,87,205,158,39,1093
SAL10719,6,0,0,0,0,0,0,4,0,16
SAL10720,0,0,0,0,0,0,0,0,0,3
SAL10721,63,118,94,70,57,39,46,52,10,553
SAL10722,9,7,6,4,6,0,3,0,0,30
SAL10723,18,18,13,13,16,9,8,6,0,98
SAL10724,104,121,232,109,136,93,120,127,21,1059
SAL10725,26,19,20,19,13,9,11,19,6,133
SAL10726,0,0,0,0,0,0,0,0,0,0
SAL10727,9,15,8,0,8,0,0,4,0,51
SAL10728,12,0,0,0,0,0,0,0,0,7
SAL10729,15,10,6,3,0,4,0,4,0,37
SAL10730,3,4,0,0,4,0,5,0,0,12
SAL10731,597,789,434,474,247,260,85,340,105,3325
SAL10732,8,7,8,6,5,0,0,11,0,46
SAL10733,180,194,83,44,98,35,28,32,16,707
SAL10734,230,309,40,32,138,61,11,23,36,876
SAL10735,11,17,3,0,6,4,0,5,0,48
SAL10736,6,0,0,0,0,0,0,4,0,6
SAL10737,0,0,0,0,0,0,0,0,0,0
SAL10738,387,870,684,720,609,561,1094,1233,261,6426
SAL10739,197,405,255,210,292,213,399,337,84,2390
SAL10740,7,13,22,3,3,0,0,10,0,57
SAL10741,224,400,160,169,243,125,147,126,31,1637
SAL10742,5,3,0,0,0,0,4,0,0,11
SAL10743,0,0,0,0,0,0,0,0,0,0
SAL10744,8,6,13,15,4,11,14,11,0,81
SAL10745,7,3,3,0,0,6,0,6,0,17
SAL10746,0,0,0,0,0,0,0,0,0,0
SAL10747,281,470,333,321,265,225,135,207,25,2256
SAL10748,0,5,0,0,0,0,0,0,0,7
SAL10749,191,349,287,219,217,144,119,106,22,1651
SAL10750,11,0,0,0,0,0,0,5,0,19
SAL10751,13,16,13,4,4,4,3,3,0,66
SAL10752,9,0,0,0,0,0,0,0,0,12
SAL10753,20,0,0,0,0,4,0,5,0,30
SAL10754,6,46,5,112,28,116,11,51,5,383
SAL10755,6,0,0,0,0,0,0,0,0,5
SAL10756,106,177,133,145,83,82,49,103,17,893
SAL10757,70,64,30,37,41,31,12,30,3,314
SAL10758,12,4,4,3,8,4,8,3,0,46
SAL10759,13,7,3,0,6,4,3,9,0,39
SAL10760,4,0,0,0,0,0,0,0,0,6
SAL10761,0,3,5,0,0,4,12,6,0,30
SAL10762,21,26,15,13,12,15,7,10,0,122
SAL10763,82,162,69,85,83,57,18,46,5,605
SAL10764,3,0,8,3,0,0,4,0,0,26
SAL10765,10,0,0,0,0,0,0,5,0,15
SAL10766,95,142,166,85,153,82,125,95,18,953
SAL10767,229,390,446,379,459,240,386,342,65,2947
SAL10768,0,0,0,0,0,0,0,0,0,0
SAL10769,188,328,243,171,215,129,87,112,32,1505
SAL10770,11,24,6,10,0,0,0,3,0,54
SAL10771,245,280,167,143,167,106,59,65,16,1237
SAL10772,253,478,348,275,317,179,173,160,35,2223
SAL10773,0,0,0,0,0,0,3,0,0,5
SAL10774,604,1126,767,676,719,543,382,414,89,5329
SAL10775,9,0,0,6,0,0,0,4,0,7
SAL10776,0,0,0,0,0,0,4,0,0,12
SAL10777,947,1706,194,225,456,235,33,76,44,3909
SAL10778,4,4,0,3,0,7,0,3,0,20
SAL10779,612,1487,751,821,937,595,762,669,155,6786
SAL10780,1069,2755,362,505,628,341,72,135,66,5940
SAL10781,920,2102,1187,1322,1158,934,703,1332,290,9940
SAL10782,0,0,0,0,0,0,0,0,0,0
SAL10783,12,12,16,12,3,3,0,6,0,70
SAL10784,123,195,69,34,100,48,27,28,18,644
SAL10785,0,0,3,3,0,0,0,0,0,13
SAL10786,15,3,0,0,0,0,12,3,0,31
SAL10787,57,72,46,42,31,24,23,31,9,332
SAL10788,6,0,0,0,0,0,0,3,0,15
SAL10789,56,75,60,57,80,47,21,53,5,451
SAL10790,296,572,400,359,506,339,595,681,142,3896
SAL10791,237,598,339,347,400,269,473,505,99,3270
SAL10792,91,60,12,25,33,21,12,19,6,271
SAL10793,30,17,15,9,12,11,8,6,3,107
SAL10794,14,0,0,0,0,0,0,0,0,15
SAL10795,232,141,130,117,92,72,67,134,11,1004
SAL10796,563,1311,478,449,637,376,212,349,94,4466
SAL10797,24,30,57,53,39,25,25,57,4,315
SAL10798,59,31,32,18,31,9,26,28,14,238
SAL10799,5,4,4,3,0,0,0,3,0,21
SAL10800,3,3,0,0,0,0,0,0,0,9
SAL10801,11,6,10,0,0,3,3,10,0,44
SAL10802,0,0,0,0,0,0,0,0,0,0
SAL10803,45,47,50,24,34,23,32,29,10,289
SAL10804,9,5,3,0,0,0,0,4,0,36
SAL10805,34,7,5,0,4,4,8,5,3,79
SAL10806,3,3,5,0,3,0,0,3,3,20
SAL10807,39,18,19,14,16,0,9,5,0,128
SAL10808,264,604,489,440,380,288,191,283,33,2963
SAL10809,84,197,81,70,93,40,26,58,10,655
SAL10810,159,260,243,261,194,135,113,148,15,1532
SAL10811,57,77,44,34,49,17,18,20,7,324
SAL10812,45,41,44,19,40,13,31,21,4,263
SAL10813,35,3,6,4,4,0,7,7,6,73
SAL10814,1016,1545,935,715,1015,522,297,386,101,6530
SAL10815,1404,1645,749,604,1052,542,153,292,91,6538
SAL10816,0,0,4,0,0,7,4,0,0,18
SAL10817,1733,4337,1138,987,1840,915,430,614,255,12249
SAL10818,555,1307,517,497,734,478,291,438,118,4948
SAL10819,190,359,158,93,250,101,147,82,49,1434
SAL10820,0,0,0,0,0,0,0,0,0,0
SAL10821,21,12,8,9,10,5,0,11,0,86
SAL10822,19,9,5,3,9,5,6,6,0,63
SAL10823,0,0,0,0,0,0,0,0,0,3
SAL10824,0,0,0,0,0,0,0,0,0,0
SAL10825,53,155,129,139,127,72,167,145,38,1021
SAL10826,45,0,8,8,10,0,20,37,0,125
SAL10827,10,4,7,7,8,7,7,8,0,68
SAL10828,3,0,3,0,5,0,0,0,0,10
SAL10829,148,353,125,136,103,66,47,72,21,1070
SAL10830,3,6,3,0,0,0,0,0,0,16
SAL10831,34,15,22,12,12,5,24,23,0,153
SAL10832,4,0,0,4,0,0,4,0,0,17
SAL10833,4,8,8,12,8,3,6,6,3,70
SAL10834,0,0,5,0,0,0,0,0,0,5
SAL10835,4,0,0,0,0,0,0,4,0,7
SAL10836,122,178,35,37,93,59,13,20,10,564
SAL10837,21,52,81,74,58,36,76,82,26,509
SAL10838,9,13,14,7,15,13,9,10,4,92
SAL10839,6,3,0,0,0,0,0,3,0,16
SAL10840,184,180,144,62,146,37,27,44,27,845
SAL10841,0,0,0,0,0,0,0,0,0,0
SAL10842,334,389,493,595,415,372,339,935,58,3928
SAL10843,59,13,11,6,9,5,8,21,0,130
SAL10844,310,459,66,55,131,87,14,39,19,1178
SAL10845,12,24,8,9,16,7,3,15,0,90
SAL10846,3745,6754,1538,1382,2825,1594,436,781,283,19348
SAL10847,10,3,13,7,12,3,11,13,0,66
SAL10848,380,620,40,72,147,90,13,33,21,1422
SAL10849,93,76,107,44,101,50,64,46,11,592
SAL10850,291,441,204,190,207,127,34,113,28,1637
SAL10851,711,1325,767,640,956,566,627,547,135,6269
SAL10852,84,87,131,123,106,110,55,120,16,831
SAL10853,0,0,0,0,0,0,0,0,0,4
SAL10854,9,10,3,4,5,3,3,9,0,44
SAL10855,173,231,197,115,193,114,121,128,29,1284
SAL10856,75,129,68,61,63,38,32,25,4,493
SAL10857,12,0,0,0,3,3,0,0,0,22
SAL10858,113,68,106,48,104,39,47,40,10,577
SAL10859,0,0,0,0,0,0,0,0,0,8
SAL10860,4,0,4,0,3,0,0,12,0,27
SAL10861,215,404,247,244,212,151,77,141,27,1710
SAL10862,44,36,43,16,34,19,11,16,0,227
SAL10863,11,23,7,4,7,0,5,8,0,63
SAL10864,426,583,371,271,547,287,272,261,41,3058
SAL10865,75,57,56,29,68,14,26,30,7,359
SAL10866,13,15,6,3,12,6,3,6,0,71
SAL10867,0,4,0,3,0,0,0,0,0,15
SAL10868,0,0,0,0,0,0,0,0,0,0
SAL10869,19,25,16,22,11,16,7,17,4,141
SAL10870,19,12,11,11,16,9,4,4,5,91
SAL10871,0,0,0,0,0,0,0,0,0,0
SAL10872,270,538,77,108,159,88,20,45,20,1333
SAL10873,8,4,5,0,0,0,0,0,0,18
SAL10874,0,16,6,0,0,0,0,3,0,24
SAL10875,34,26,18,14,15,6,8,17,6,145
SAL10876,27,31,22,12,15,15,11,15,0,156
SAL10877,462,583,925,915,490,545,640,845,110,5522
SAL10878,0,0,0,0,0,0,0,0,0,0
SAL10879,71,94,142,124,89,95,80,78,11,790
SAL10880,15,4,0,4,9,5,5,5,0,39
SAL10881,3,4,0,0,0,0,5,0,0,22
SAL10882,0,0,5,4,3,0,0,0,0,21
SAL10883,12,19,27,101,15,60,6,51,0,292
SAL10884,749,1855,1059,870,964,579,297,512,97,6970
SAL10885,7,3,0,0,0,0,0,4,0,32
SAL10886,11,7,15,3,10,10,5,3,3,75
SAL10887,0,0,3,0,0,0,0,0,0,6
SAL10888,100,97,177,183,120,100,115,154,18,1066
SAL10889,6,4,4,4,0,5,6,6,0,25
SAL10890,15,5,3,3,9,3,0,4,0,54
SAL10891,2136,4821,890,897,1499,934,249,531,234,12196
SAL10892,157,284,55,43,93,44,9,21,22,725
SAL10893,14,11,13,8,10,10,7,8,0,82
SAL10894,16,17,13,7,5,3,0,5,3,65
SAL10895,200,488,66,69,143,73,16,32,10,1088
SAL10896,14,7,3,0,0,4,0,0,0,26
SAL10897,1703,3551,633,638,1396,657,186,310,152,9225
SAL10898,352,756,504,417,609,323,440,452,113,3979
SAL10899,4,0,0,0,0,0,0,0,0,6
SAL10900,275,378,200,147,273,112,81,97,24,1582
SAL10901,5,3,0,0,0,0,0,0,0,9
SAL10902,21,27,20,13,18,14,5,13,3,131
SAL10903,20,9,4,16,3,3,4,14,0,75
SAL10904,52,66,84,59,48,38,36,83,15,485
SAL10905,0,3,0,0,0,0,0,0,3,10
SAL10906,612,1785,303,402,481,326,75,189,76,4253
SAL10907,558,930,490,340,701,319,297,283,77,3995
SAL10908,311,584,346,278,349,217,198,145,37,2463
SAL10909,400,561,97,92,229,108,29,29,35,1592
SAL10910,87,150,142,140,137,102,57,106,18,935
SAL10911,49,92,76,67,54,44,28,35,4,449
SAL10912,5,0,0,3,0,0,0,0,0,11
SAL10913,0,0,0,0,0,0,0,0,0,3
SAL10914,138,152,34,31,55,48,3,23,9,479
SAL10915,9,8,13,6,3,7,3,6,0,47
SAL10916,3,0,0,0,0,0,0,3,3,16
SAL10917,286,470,352,299,483,206,299,229,69,2707
SAL10918,12,10,14,10,17,3,18,9,5,97
SAL10919,121,155,228,108,142,86,112,99,31,1075
SAL10920,13,10,17,0,13,3,3,7,3,65
SAL10921,53,56,52,41,38,27,25,27,3,323
SAL10922,89,130,26,24,38,23,0,4,8,344
SAL10923,47,79,58,92,52,75,110,93,28,632
SAL10924,11,18,14,12,7,3,0,9,0,71
SAL10925,5,0,8,0,5,0,0,0,0,20
SAL10926,0,0,0,0,0,0,0,0,0,0
SAL10927,97,139,57,62,113,63,36,41,11,619
SAL10928,16,17,21,8,12,9,7,7,0,110
SAL10929,0,0,0,4,0,3,0,0,0,11
SAL10930,0,4,0,0,3,0,0,0,0,9
SAL10931,92,166,211,188,145,118,133,129,18,1194
SAL10932,5,8,3,0,3,0,0,0,0,22
SAL10933,69,134,65,55,69,28,27,24,0,472
SAL10934,226,333,39,56,94,62,3,24,20,857
SAL10935,33,33,21,12,21,17,8,15,9,161
SAL10936,0,0,0,0,0,0,0,0,0,0
SAL10937,636,1199,164,135,247,155,35,51,45,2669
SAL10938,69,132,77,55,45,34,8,45,9,482
SAL10939,19,15,13,8,10,12,12,47,0,130
SAL10940,4,0,4,0,0,0,0,0,0,6
SAL10941,8,6,14,10,6,5,11,4,0,60
SAL10942,139,221,111,64,117,62,36,28,11,790
SAL10943,21,43,9,9,9,4,4,0,3,104
SAL10944,9,3,0,5,10,0,4,7,0,34
SAL10945,0,6,0,0,0,0,0,0,0,11
SAL10946,17,15,13,12,13,4,4,8,0,84
SAL10947,8,0,6,0,6,3,0,4,0,32
SAL10948,189,235,372,131,171,104,348,200,25,1776
SAL10949,6,0,0,0,0,0,0,0,0,11
SAL10950,54,39,59,37,26,25,17,42,10,326
SAL10951,12,6,3,0,0,0,0,5,0,26
SAL10952,32,4,0,0,4,0,0,0,0,50
SAL10953,336,423,317,242,303,179,126,139,41,2101
SAL10954,0,0,7,0,0,0,0,3,0,13
SAL10955,7,0,0,0,0,0,0,0,0,17
SAL10956,0,3,4,0,0,0,0,0,0,10
SAL10957,7,4,8,9,0,0,0,12,0,38
SAL10958,7,8,8,14,3,8,0,10,6,70
SAL10959,1187,2158,1489,1710,1435,1201,486,1424,215,11310
SAL10960,0,0,0,0,0,0,0,0,0,0
SAL10961,0,3,0,0,0,0,0,0,0,3
SAL10962,3,8,4,0,3,0,0,0,0,21
SAL10963,3,0,4,4,0,0,0,0,0,17
SAL10964,215,73,52,51,72,10,49,65,10,610
SAL10965,387,721,216,202,410,191,204,164,45,2529
SAL10966,121,266,80,61,60,27,6,39,7,662
SAL10967,15,3,0,0,3,4,0,0,0,28
SAL10968,19,12,12,4,9,0,0,11,0,69
SAL10969,47,20,6,30,23,6,32,28,0,199
SAL10970,837,1166,535,353,523,337,136,197,66,4143
SAL10971,503,637,348,258,337,220,69,118,40,2534
SAL10972,50,44,28,23,27,10,10,17,3,205
SAL10973,20,9,6,3,8,8,7,3,0,55
SAL10974,0,0,0,0,0,0,0,0,0,4
SAL10975,51,13,9,0,3,0,4,7,0,86
SAL10976,23,11,20,6,18,8,14,13,4,116
SAL10977,4,7,6,0,3,0,4,3,0,29
SAL10978,22,14,9,3,8,0,3,7,0,62
SAL10979,41,37,33,46,22,16,20,36,7,256
SAL10980,0,0,0,0,0,0,0,0,0,0
SAL10981,0,0,0,0,0,0,4,3,0,12
SAL10982,0,0,0,0,0,0,0,0,0,0
SAL10983,5,9,11,4,5,3,0,0,0,33
SAL10984,19,15,40,13,22,7,16,23,4,157
SAL10985,98,120,183,132,114,82,72,96,13,904
SAL10986,0,0,0,0,0,0,0,0,0,0
SAL10987,295,390,438,407,541,279,591,417,112,3478
SAL10988,7,0,0,4,0,0,0,0,0,17
SAL10989,28,4,3,3,6,0,3,11,0,58
SAL10990,7,5,0,0,0,0,0,0,0,10
SAL10991,3,0,0,6,4,0,0,0,0,14
SAL10992,70,17,16,21,7,7,12,38,3,195
SAL10993,19,3,0,0,0,0,0,3,0,28
SAL10994,0,0,0,0,5,0,0,0,0,5
SAL10995,4,5,3,0,0,0,3,0,0,16
SAL10996,419,680,216,146,298,154,44,72,22,2057
SAL10997,9,4,0,0,3,0,0,0,0,22
SAL10998,25,0,4,5,3,4,5,10,0,53
SAL10999,1295,2187,620,495,1130,590,198,328,119,6961
SAL11000,520,908,267,205,438,226,79,174,45,2859
SAL11001,465,850,531,409,637,353,348,403,129,4120
SAL11002,255,155,169,174,136,84,168,137,24,1295
SAL11003,22,16,30,19,11,8,10,18,3,144
SAL11004,3,0,0,0,0,0,0,0,0,9
SAL11005,29,16,37,15,22,11,6,21,0,162
SAL11006,24,25,17,31,19,14,20,22,0,167
SAL11007,23,18,20,9,13,0,14,12,4,108
SAL11008,14,36,20,12,13,3,10,14,0,127
SAL11009,15,0,0,0,0,0,0,0,0,20
SAL11010,97,264,134,140,128,86,57,98,9,1012
SAL11011,16,10,19,4,10,4,3,7,0,71
SAL11012,17,23,27,12,13,5,5,12,0,121
SAL11013,252,429,113,73,245,138,45,50,21,1365
SAL11014,196,453,183,164,297,139,116,128,23,1690
SAL11015,1815,3855,735,616,964,521,110,237,171,9016
SAL11016,17,3,13,9,8,3,11,9,0,67
SAL11017,15,5,5,3,0,0,0,6,0,48
SAL11018,13,22,37,19,26,23,46,44,0,238
SAL11019,286,847,203,317,202,112,52,95,18,2145
SAL11020,18,5,3,0,0,0,0,3,0,31
SAL11021,7,0,0,0,3,0,0,4,0,15
SAL11022,42,19,13,10,3,10,5,18,6,127
SAL11023,22,21,21,18,9,7,3,24,3,139
SAL11024,122,60,74,42,44,27,49,68,17,497
SAL11025,158,164,162,158,120,72,87,102,18,1036
SAL11026,36,33,31,21,18,13,3,15,3,190
SAL11027,0,0,0,0,0,0,0,0,0,0
SAL11028,25,9,0,0,3,3,0,3,0,44
SAL11029,0,0,0,0,0,0,0,0,0,0
SAL11030,0,0,0,0,0,0,5,0,0,3
SAL11031,7,15,6,3,3,3,3,4,8,56
SAL11032,12,10,31,21,7,12,12,18,4,118
SAL11033,22,3,8,6,4,0,0,7,0,44
SAL11034,3,0,0,0,0,0,0,0,0,5
SAL11035,0,0,0,0,0,0,0,0,0,0
SAL11036,389,570,437,393,394,317,237,323,61,3118
SAL11037,3,14,13,9,8,8,0,11,3,60
SAL11038,24,21,19,18,19,20,8,24,8,176
SAL11039,0,0,0,0,0,0,0,0,0,0
SAL11040,0,0,0,0,0,0,0,0,0,3
SAL11041,55,24,48,38,24,29,34,29,12,289
SAL11042,8,6,0,0,0,0,0,0,0,8
SAL11043,212,210,157,193,112,97,91,178,25,1267
SAL11044,144,140,118,150,99,49,72,137,31,941
SAL11045,4,0,0,0,0,0,0,0,0,4
SAL11046,27,22,24,21,16,9,12,10,5,137
SAL11047,30,31,49,39,17,20,25,30,9,248
SAL11048,12,10,9,13,16,5,18,9,0,82
SAL11049,47,54,19,14,16,16,0,13,10,190
SAL11050,0,0,0,0,0,0,4,4,0,9
SAL11051,56,75,26,19,19,14,0,12,0,223
SAL11052,301,707,518,370,372,223,225,308,55,3073
SAL11053,320,387,355,368,262,225,214,339,54,2516
SAL11054,18,7,7,12,4,6,3,8,0,58
SAL11055,9,12,10,8,10,3,10,8,0,67
