SAL_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
SAL50266,4,56,64,22,13,163,35,198
SAL50267,8,118,39,8,4,184,13,198
SAL50268,0,0,0,0,0,0,0,0
SAL50269,39,494,1034,440,270,2286,49,2330
SAL50270,0,0,7,3,6,17,0,18
SAL50271,0,4,0,4,9,19,0,19
SAL50272,0,8,15,5,6,35,3,37
SAL50273,36,477,623,206,108,1450,126,1578
SAL50274,3,27,75,66,73,247,14,266
SAL50275,0,5,0,7,0,6,0,6
SAL50276,0,20,18,8,19,67,5,73
SAL50277,42,661,1172,381,172,2424,94,2517
SAL50278,39,222,89,23,12,377,34,408
SAL50279,6,77,98,32,10,227,18,245
SAL50280,0,20,18,10,13,62,15,77
SAL50281,13,155,200,67,48,484,50,533
SAL50282,0,0,0,6,4,5,0,10
SAL50283,0,3,6,5,7,22,0,22
SAL50284,0,7,16,12,6,41,4,50
SAL50285,0,9,11,4,6,37,8,44
SAL50286,0,9,12,6,0,22,5,29
SAL50287,0,4,8,0,5,25,4,29
SAL50288,3,15,0,6,3,22,10,31
SAL50289,0,0,0,0,0,0,3,4
SAL50290,0,133,236,153,126,647,29,677
SAL50291,3,62,152,71,76,359,23,391
SAL50292,0,0,4,0,4,9,3,9
SAL50293,34,491,578,163,67,1334,31,1365
SAL50294,87,493,1010,418,292,2301,58,2359
SAL50295,0,38,49,28,19,134,8,141
SAL50296,259,1735,1356,321,139,3811,182,3992
SAL50297,213,1913,2029,625,230,5011,229,5240
SAL50298,0,0,0,0,0,3,0,3
SAL50299,0,47,14,0,3,71,9,78
SAL50300,0,0,0,0,0,0,0,0
SAL50301,260,1344,1193,355,183,3335,279,3614
SAL50302,0,0,4,8,0,13,0,15
SAL50303,0,0,0,0,0,0,0,0
SAL50304,68,444,197,33,18,753,50,803
SAL50305,0,6,0,0,0,11,0,12
SAL50306,0,0,7,3,8,18,0,17
SAL50307,0,10,13,7,6,35,4,37
SAL50308,0,0,0,0,0,4,0,4
SAL50309,11,132,197,85,34,449,20,467
SAL50310,162,981,1073,444,263,2921,254,3176
SAL50311,0,4,5,4,3,20,0,20
SAL50312,3,77,105,37,25,259,5,260
SAL50313,0,26,29,11,10,84,3,84
SAL50314,0,0,5,6,0,9,0,17
SAL50315,0,0,0,4,7,10,0,10
SAL50316,414,3059,2356,532,186,6548,272,6822
SAL50317,3,29,33,15,10,92,14,106
SAL50318,12,348,597,229,125,1308,22,1333
SAL50319,0,3,3,0,0,6,0,6
SAL50320,155,826,531,192,84,1790,119,1906
SAL50321,44,523,853,327,198,1946,110,2053
SAL50322,0,36,89,38,45,215,13,231
SAL50323,0,4,0,0,0,6,0,6
SAL50324,229,1066,868,232,101,2488,158,2647
SAL50325,21,161,246,101,59,591,9,597
SAL50326,0,4,0,0,0,3,0,5
SAL50327,19,102,85,55,23,287,77,364
SAL50328,0,0,3,0,0,3,0,4
SAL50329,164,1034,892,338,139,2563,170,2736
SAL50330,0,19,44,26,40,137,6,145
SAL50331,0,7,16,11,7,40,7,52
SAL50332,0,4,11,4,4,22,0,26
SAL50333,0,16,18,4,19,50,0,53
SAL50334,0,49,97,60,29,242,58,298
SAL50335,0,22,27,9,13,81,18,99
SAL50336,0,4,0,0,0,3,0,3
SAL50337,0,7,8,3,6,21,3,25
SAL50338,22,238,70,14,9,355,31,383
SAL50339,0,0,0,3,0,4,0,4
SAL50340,12,131,114,30,19,297,30,324
SAL50341,10,6,0,0,0,22,3,29
SAL50342,0,6,8,0,0,9,7,21
SAL50343,84,985,1229,414,211,2927,102,3025
SAL50344,0,0,4,8,4,20,3,20
SAL50345,0,3,4,0,0,10,0,10
SAL50346,0,6,11,0,5,19,3,24
SAL50347,11,201,382,134,60,783,92,871
SAL50348,0,0,0,0,3,8,0,8
SAL50349,0,0,4,0,5,12,0,13
SAL50350,80,957,1093,313,150,2597,74,2671
SAL50351,0,0,3,7,0,15,0,15
SAL50352,8,66,58,40,16,181,22,206
SAL50353,176,613,288,54,18,1145,58,1210
SAL50354,0,10,37,20,15,83,7,97
SAL50355,0,8,19,20,9,57,4,65
SAL50356,0,13,18,6,5,46,0,46
SAL50357,5,49,58,40,32,181,12,196
SAL50358,0,0,3,0,0,9,0,8
SAL50359,9,40,25,10,5,87,67,154
SAL50360,0,0,0,0,0,8,0,13
SAL50361,3,4,0,0,0,7,0,5
SAL50362,0,3,4,0,0,7,0,7
SAL50363,0,0,0,0,0,0,9,5
SAL50364,17,88,115,54,26,301,20,320
SAL50365,4,5,14,0,6,20,0,22
SAL50366,0,0,0,0,6,7,0,7
SAL50367,61,690,1021,405,216,2401,64,2473
SAL50368,0,14,25,6,8,53,3,57
SAL50369,0,4,4,7,3,15,0,15
SAL50370,0,0,0,0,0,0,0,3
SAL50371,33,266,227,55,26,613,17,631
SAL50372,0,11,24,15,22,71,14,83
SAL50373,0,9,8,4,3,19,0,19
SAL50374,25,256,664,299,180,1424,36,1451
SAL50375,6,80,118,37,23,259,42,300
SAL50376,96,974,1432,543,226,3276,123,3398
SAL50377,0,11,16,12,15,56,8,65
SAL50378,20,98,185,77,48,417,60,477
SAL50379,0,0,0,0,0,0,0,0
SAL50380,93,336,97,32,7,566,62,623
SAL50381,0,0,3,4,0,6,0,10
SAL50382,0,30,49,12,27,124,5,129
SAL50383,0,5,0,0,0,7,6,17
SAL50384,22,417,993,447,266,2135,50,2185
SAL50385,0,0,5,0,0,7,0,7
SAL50386,4,61,104,34,18,224,6,225
SAL50387,3,35,80,61,55,233,15,249
SAL50388,6,43,58,22,24,146,15,167
SAL50389,6,73,205,93,134,511,12,526
SAL50390,9,263,610,262,157,1305,34,1342
SAL50391,0,0,9,8,0,19,6,24
SAL50392,0,0,0,0,4,3,0,3
SAL50393,0,3,4,5,3,10,0,12
SAL50394,0,0,0,3,3,11,0,11
SAL50395,0,0,4,0,0,4,0,8
SAL50396,45,817,1139,368,180,2554,86,2634
SAL50397,26,539,883,247,86,1781,46,1829
SAL50398,3,8,4,0,0,15,4,22
SAL50399,6,32,40,22,17,114,9,125
SAL50400,0,50,108,66,72,300,12,308
SAL50401,0,5,5,3,7,27,3,29
SAL50402,0,10,12,6,3,35,0,32
SAL50403,38,475,181,38,37,757,195,953
SAL50404,48,536,404,95,29,1113,154,1262
SAL50405,119,482,287,89,59,1035,359,1398
SAL50406,0,0,6,0,0,8,0,8
SAL50407,0,6,5,10,10,27,6,36
SAL50408,0,0,3,0,0,10,0,9
SAL50409,599,3601,3515,1113,707,9535,329,9867
SAL50410,0,0,0,0,0,0,0,0
SAL50411,0,11,32,16,10,72,11,78
SAL50412,5,15,22,15,10,62,6,64
SAL50413,0,12,0,0,4,18,0,15
SAL50414,0,0,6,6,5,16,3,22
SAL50415,57,257,433,168,82,1000,159,1163
SAL50416,33,223,217,69,39,581,62,638
SAL50417,0,4,3,4,9,16,5,21
SAL50418,0,0,0,0,0,3,0,3
SAL50419,26,393,453,166,102,1142,61,1203
SAL50420,0,6,6,0,6,13,4,17
SAL50421,0,3,6,6,4,26,7,31
SAL50422,0,0,0,0,0,0,0,0
SAL50423,216,1249,1579,397,176,3615,139,3756
SAL50424,8,68,75,29,9,196,15,214
SAL50425,0,0,8,3,4,16,3,17
SAL50426,6,135,280,91,37,550,22,574
SAL50427,0,5,0,0,0,3,0,3
SAL50428,4,18,5,5,0,31,20,49
SAL50429,0,0,3,7,0,13,0,13
SAL50430,0,3,4,3,9,19,0,18
SAL50431,122,1217,1016,343,134,2838,112,2949
SAL50432,0,3,4,5,0,9,0,9
SAL50433,0,0,7,0,6,8,14,28
SAL50434,0,0,0,3,0,7,0,7
SAL50435,0,18,36,20,17,85,22,110
SAL50436,0,14,15,16,10,53,0,58
SAL50437,3,39,46,11,14,110,21,133
SAL50438,136,1426,2701,805,444,5519,98,5621
SAL50439,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0
SAL50441,30,795,1105,263,93,2284,140,2427
SAL50442,17,111,26,4,3,162,26,191
SAL50443,0,5,5,0,8,21,6,26
SAL50444,0,0,0,0,0,0,0,0
SAL50445,0,0,3,3,4,8,0,10
SAL50446,4,62,72,34,17,203,16,214
SAL50447,0,18,14,5,3,46,5,53
SAL50448,0,3,6,3,0,18,3,17
SAL50449,0,0,3,0,8,10,0,10
SAL50450,0,6,17,15,3,39,4,41
SAL50451,0,0,9,3,0,14,3,15
SAL50452,111,739,626,196,89,1766,90,1854
SAL50453,84,697,889,280,171,2122,120,2247
SAL50454,11,169,134,40,26,383,34,421
SAL50455,0,0,3,0,3,10,7,15
SAL50456,0,0,0,4,0,4,0,3
SAL50457,124,1053,1205,375,169,2926,96,3022
SAL50458,0,30,5,4,0,39,3,41
SAL50459,0,3,3,3,3,16,4,21
SAL50460,0,0,0,0,0,4,0,4
SAL50461,0,0,0,0,0,5,0,0
SAL50462,0,4,11,0,3,21,0,28
SAL50463,0,0,0,3,5,7,0,7
SAL50464,1028,3335,1066,149,50,5621,501,6129
SAL50465,0,12,14,21,28,81,0,80
SAL50466,0,4,0,0,6,12,4,13
SAL50467,19,119,38,10,0,187,48,231
SAL50468,308,1747,1556,381,166,4156,293,4447
SAL50469,0,0,0,5,3,4,4,10
SAL50470,0,0,4,0,0,9,6,16
SAL50471,0,8,22,10,8,43,10,56
SAL50472,115,1162,1262,468,219,3222,168,3400
SAL50473,61,496,562,175,94,1380,79,1462
SAL50474,43,524,781,248,119,1722,45,1762
SAL50475,0,3,9,0,3,15,11,29
SAL50476,17,442,611,117,53,1238,53,1287
SAL50477,9,242,60,10,4,326,19,341
SAL50478,0,0,3,4,4,9,4,10
SAL50479,0,0,0,4,0,6,0,6
SAL50480,0,13,17,5,8,46,4,52
SAL50481,0,26,57,31,24,132,12,146
SAL50482,250,2727,3363,1074,574,7992,396,8391
SAL50483,4,16,5,4,3,25,0,26
SAL50484,74,511,560,120,69,1329,73,1402
SAL50485,0,0,0,0,0,0,0,0
SAL50486,4,70,45,12,3,137,10,146
SAL50487,10,38,21,5,6,86,14,96
SAL50488,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0
SAL50490,0,0,0,0,0,4,0,4
SAL50491,173,1272,770,185,115,2508,74,2583
SAL50492,120,447,283,74,41,964,137,1105
SAL50493,0,0,0,0,0,0,0,0
SAL50494,0,13,9,4,4,23,3,25
SAL50495,0,0,0,0,0,0,0,0
SAL50496,0,0,4,0,5,5,0,5
SAL50497,54,726,538,176,134,1625,112,1738
SAL50498,9,120,36,4,3,180,9,192
SAL50499,0,4,3,4,4,15,3,14
SAL50500,68,900,896,275,164,2305,92,2396
SAL50501,0,15,41,16,26,89,6,95
SAL50502,82,640,696,220,95,1726,60,1786
SAL50503,0,8,0,0,0,6,0,6
SAL50504,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0
SAL50507,0,3,0,0,0,3,4,6
SAL50508,133,210,79,30,7,454,73,532
SAL50509,0,0,0,0,0,0,0,0
SAL50510,58,749,1343,477,232,2859,45,2902
SAL50511,0,0,0,0,0,0,0,0
SAL50512,0,41,43,17,10,107,13,121
SAL50513,0,10,13,4,3,28,0,29
SAL50514,0,0,0,0,0,0,0,0
SAL50515,0,0,3,0,5,13,0,13
SAL50516,0,0,0,0,0,0,0,0
SAL50517,8,67,139,69,64,345,23,369
SAL50518,213,1709,2001,709,430,5059,303,5366
SAL50519,9,18,4,0,0,34,4,34
SAL50520,3,36,47,36,26,146,18,163
SAL50521,0,4,0,0,0,11,0,16
SAL50522,494,1949,1248,278,126,4102,362,4461
SAL50523,29,197,131,59,53,467,56,526
SAL50524,0,0,0,0,0,3,0,3
SAL50525,4,53,104,66,42,272,14,284
SAL50526,0,10,6,3,6,19,0,19
SAL50527,0,4,7,10,14,32,4,41
SAL50528,3,5,0,0,0,5,4,11
SAL50529,0,0,0,0,0,0,0,0
SAL50530,6,27,10,4,5,44,5,51
SAL50531,0,19,3,0,0,26,0,29
SAL50532,6,0,0,3,0,6,0,6
SAL50533,9,93,293,190,144,728,16,747
SAL50534,60,504,579,181,83,1414,87,1499
SAL50535,0,6,8,5,7,24,3,30
SAL50536,175,615,381,120,46,1330,179,1505
SAL50537,0,0,0,3,0,3,0,5
SAL50538,12,31,7,0,0,52,17,63
SAL50539,0,26,49,16,24,116,20,143
SAL50540,19,24,6,6,0,57,0,61
SAL50541,0,0,0,0,0,0,0,5
SAL50542,6,113,339,215,239,921,54,967
SAL50543,0,4,10,10,8,29,3,31
SAL50544,0,0,4,0,0,9,0,9
SAL50545,0,0,6,0,8,15,0,17
SAL50546,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0
SAL50548,9,84,140,50,29,312,18,332
SAL50549,0,3,3,6,5,10,0,10
SAL50550,234,1251,1110,385,239,3212,233,3440
SAL50551,10,75,167,67,58,373,24,397
SAL50552,14,205,433,200,134,998,20,1016
SAL50553,32,350,459,163,84,1100,46,1144
SAL50554,0,0,4,4,3,14,3,19
SAL50555,0,0,3,0,0,8,0,8
SAL50556,142,629,309,41,22,1143,66,1202
SAL50557,5,94,163,64,33,359,11,368
SAL50558,0,8,7,9,10,37,4,41
SAL50559,3,9,13,7,4,40,0,40
SAL50560,0,3,4,3,0,14,0,11
SAL50561,9,147,135,70,123,487,23,511
SAL50562,9,47,83,25,11,165,22,191
SAL50563,0,29,14,0,0,39,0,42
SAL50564,10,63,73,31,28,203,18,220
SAL50565,0,3,5,0,0,11,0,17
SAL50566,49,643,813,278,152,1933,88,2020
SAL50567,4,55,49,16,0,125,0,126
SAL50568,0,0,0,4,6,14,4,15
SAL50569,7,92,72,28,12,215,41,253
SAL50570,0,0,0,4,0,3,0,7
SAL50571,17,265,563,229,175,1245,25,1274
SAL50572,0,0,3,5,3,8,3,14
SAL50573,0,0,0,0,0,0,0,0
SAL50574,610,3136,2632,918,510,7804,515,8318
SAL50575,0,25,31,14,17,79,11,90
SAL50576,0,3,7,0,6,14,9,15
SAL50577,0,9,21,10,10,50,6,48
SAL50578,0,20,19,21,10,64,3,70
SAL50579,3,60,58,25,5,163,6,168
SAL50580,0,6,8,4,5,23,0,24
SAL50581,0,0,8,0,7,16,0,16
SAL50582,8,62,59,30,11,164,8,178
SAL50583,303,1780,1200,447,289,4018,198,4211
SAL50584,0,4,0,7,5,15,0,20
SAL50585,27,288,377,169,96,957,33,991
SAL50586,0,23,44,21,26,112,18,129
SAL50587,92,1083,1652,560,267,3649,109,3761
SAL50588,0,0,3,0,3,7,4,8
SAL50589,0,25,10,4,0,35,0,40
SAL50590,0,0,0,0,0,3,3,3
SAL50591,24,13,4,0,0,44,0,47
SAL50592,0,0,0,0,0,0,0,0
SAL50593,0,28,31,6,3,74,4,73
SAL50594,46,295,252,90,37,708,22,728
SAL50595,0,0,0,0,0,3,0,5
SAL50596,0,0,3,3,4,10,0,10
SAL50597,0,0,4,0,0,18,0,18
SAL50598,0,8,14,6,5,33,3,35
SAL50599,51,531,911,239,121,1853,42,1895
SAL50600,0,4,8,8,0,16,3,23
SAL50601,0,3,10,0,7,21,0,19
SAL50602,201,219,81,11,7,518,84,600
SAL50603,171,1800,2233,768,363,5338,148,5486
SAL50604,0,26,25,25,22,95,8,105
SAL50605,0,7,13,0,0,22,7,28
SAL50606,0,33,6,0,0,43,8,46
SAL50607,70,592,900,263,155,1972,56,2028
SAL50608,0,0,0,0,0,7,4,5
SAL50609,386,1992,1670,469,239,4756,302,5054
SAL50610,24,715,1191,288,117,2344,62,2404
SAL50611,25,213,406,130,75,853,41,897
SAL50612,0,6,16,7,4,32,0,37
SAL50613,36,910,1909,509,211,3570,82,3654
SAL50614,0,0,12,5,3,18,0,18
SAL50615,72,439,480,197,125,1316,84,1398
SAL50616,0,0,0,4,6,11,0,15
SAL50617,0,0,0,0,0,0,0,0
SAL50618,0,41,81,35,17,171,15,185
SAL50619,4,196,404,109,40,762,24,784
SAL50620,25,145,125,61,39,389,21,414
SAL50621,0,13,15,0,5,35,0,38
SAL50622,79,875,1183,351,165,2649,119,2767
SAL50623,41,416,610,234,187,1482,39,1525
SAL50624,0,10,6,0,0,24,25,39
SAL50625,19,132,304,168,153,770,25,793
SAL50626,0,11,12,15,12,48,4,52
SAL50627,0,0,0,0,0,0,0,0
SAL50628,16,113,176,120,119,539,24,565
SAL50629,0,23,76,37,27,163,3,171
SAL50630,0,4,11,14,3,36,0,40
SAL50631,0,3,17,13,7,43,3,46
SAL50632,0,0,0,0,0,3,0,3
SAL50633,133,1487,1799,725,394,4532,175,4702
SAL50634,0,19,39,21,17,93,3,101
SAL50635,182,630,287,55,14,1165,78,1243
SAL50636,12,398,667,191,94,1370,68,1433
SAL50637,0,8,10,15,8,43,3,41
SAL50638,73,913,1846,683,417,3934,78,4011
SAL50639,34,262,236,113,50,688,34,724
SAL50640,0,7,8,5,4,22,3,24
SAL50641,141,636,628,148,70,1627,107,1732
SAL50642,0,0,6,4,0,18,0,20
SAL50643,0,7,10,4,3,23,6,30
SAL50644,0,0,10,7,5,27,0,28
SAL50645,30,642,1131,355,181,2345,68,2410
SAL50646,0,6,23,11,15,53,3,57
SAL50647,0,0,5,3,0,14,0,14
SAL50648,0,0,0,0,0,0,0,0
SAL50649,0,5,0,3,0,8,3,10
SAL50650,0,4,5,5,0,15,0,19
SAL50651,4,5,0,0,0,16,10,21
SAL50652,0,8,0,3,7,15,9,18
SAL50653,3,14,33,26,23,96,9,101
SAL50654,19,222,168,43,27,481,53,532
SAL50655,3,42,26,14,4,92,17,112
SAL50656,0,0,0,0,0,0,0,0
SAL50657,0,48,86,57,53,235,13,251
SAL50658,0,11,21,8,9,51,7,58
SAL50659,0,3,9,5,0,14,0,14
SAL50660,0,0,0,4,0,6,0,13
SAL50661,58,832,1280,494,293,2957,120,3075
SAL50662,3,57,55,22,20,151,26,179
SAL50663,0,0,0,0,6,3,0,4
SAL50664,17,336,852,401,235,1841,37,1881
SAL50665,0,0,0,0,0,4,4,7
SAL50666,0,13,9,0,0,24,0,28
SAL50667,0,4,0,3,0,10,0,10
SAL50668,210,1042,861,209,112,2429,78,2511
SAL50669,0,0,0,0,0,11,0,11
SAL50670,274,1929,1599,330,102,4234,218,4447
SAL50671,0,0,0,0,0,0,0,0
SAL50672,0,4,11,3,12,34,0,38
SAL50673,15,21,0,0,0,32,6,38
SAL50674,0,4,15,0,3,27,5,33
SAL50675,0,0,0,0,0,0,0,0
SAL50676,0,4,7,0,0,20,3,27
SAL50677,0,4,11,4,4,20,0,23
SAL50678,0,0,3,5,0,15,5,22
SAL50679,0,18,31,9,6,68,15,84
SAL50680,0,4,4,0,10,13,6,18
SAL50681,4,13,37,18,30,101,0,108
SAL50682,10,164,397,159,145,872,19,893
SAL50683,9,251,553,253,179,1245,12,1259
SAL50684,0,22,19,12,11,67,3,68
SAL50685,4,4,3,0,0,16,0,16
SAL50686,9,75,174,98,73,429,29,456
SAL50687,0,0,4,0,0,3,0,4
SAL50688,0,4,24,11,12,48,4,55
SAL50689,0,0,6,3,9,18,0,25
SAL50690,0,5,5,5,10,25,3,25
SAL50691,4,9,12,5,8,38,3,43
SAL50692,10,49,43,23,15,143,19,159
SAL50693,0,3,0,6,0,8,6,12
SAL50694,32,28,17,0,0,71,0,69
SAL50695,0,0,3,3,9,17,4,16
SAL50696,13,377,639,230,111,1364,33,1394
SAL50697,0,7,9,7,9,25,0,26
SAL50698,0,8,13,11,18,49,10,52
SAL50699,0,0,7,10,6,21,0,21
SAL50700,80,415,201,36,14,750,28,778
SAL50701,257,1516,1240,365,173,3548,251,3796
SAL50702,177,1214,824,142,82,2440,108,2543
SAL50703,0,34,63,24,19,143,23,168
SAL50704,7,7,4,0,0,21,0,26
SAL50705,27,302,323,135,60,838,77,915
SAL50706,0,3,4,0,4,13,0,11
SAL50707,107,862,1109,439,302,2815,74,2890
SAL50708,0,11,16,13,7,44,11,58
SAL50709,29,497,289,76,38,932,125,1055
SAL50710,0,0,0,0,0,0,0,0
SAL50711,4,68,109,70,42,295,12,311
SAL50712,117,548,467,179,78,1389,162,1550
SAL50713,0,0,13,7,9,33,4,33
SAL50714,51,527,869,312,192,1956,49,2003
SAL50715,0,0,10,3,4,21,8,27
SAL50716,67,20,3,0,0,91,16,110
SAL50717,7,90,73,34,23,223,112,333
SAL50718,24,194,232,91,56,594,110,706
SAL50719,0,54,102,29,16,199,15,213
SAL50720,0,0,3,0,3,9,0,4
SAL50721,0,0,0,0,0,0,0,0
SAL50722,0,30,44,13,15,105,4,111
SAL50723,8,14,0,0,0,23,3,32
SAL50724,56,204,206,84,35,586,47,630
SAL50725,128,1074,1440,519,290,3448,98,3550
SAL50726,17,104,23,0,5,157,21,171
SAL50727,0,9,6,8,13,33,3,38
SAL50728,0,19,53,10,4,85,0,86
SAL50729,0,0,8,3,4,15,0,18
SAL50730,10,43,49,16,14,132,38,172
SAL50731,3,162,300,113,74,661,31,692
SAL50732,0,22,52,35,31,136,0,139
SAL50733,0,0,0,0,0,0,3,5
SAL50734,0,8,18,17,13,62,11,66
SAL50735,0,0,0,0,0,0,5,7
SAL50736,0,0,8,13,11,30,0,31
SAL50737,11,44,10,0,4,75,3,79
SAL50738,5,79,23,13,9,122,11,134
SAL50739,0,27,47,27,12,111,9,121
SAL50740,137,954,1581,490,243,3402,81,3490
SAL50741,0,0,0,0,0,0,0,0
SAL50742,108,465,458,169,105,1307,144,1453
SAL50743,0,3,11,0,10,20,0,25
SAL50744,0,13,5,7,4,27,5,35
SAL50745,8,158,161,50,18,392,14,401
SAL50746,0,0,8,8,3,14,0,14
SAL50747,30,120,108,52,39,354,40,388
SAL50748,271,1504,1419,537,316,4056,271,4321
SAL50749,9,129,168,78,50,432,36,470
SAL50750,0,4,6,3,3,8,0,8
SAL50751,0,14,0,0,0,21,0,23
SAL50752,77,550,705,212,95,1641,51,1688
SAL50753,0,17,17,7,8,48,3,51
SAL50754,83,674,715,271,192,1935,123,2058
SAL50755,0,0,0,0,0,0,0,0
SAL50756,197,1189,1037,280,139,2843,140,2982
SAL50757,0,17,35,17,15,86,10,93
SAL50758,29,223,279,95,56,681,21,701
SAL50759,12,6,0,0,0,21,3,22
SAL50760,27,133,33,11,4,212,130,345
SAL50761,0,24,34,17,27,95,6,102
SAL50762,0,3,4,3,0,16,4,23
SAL50763,3,196,85,24,16,333,24,355
SAL50764,162,1450,2096,729,395,4822,91,4913
SAL50765,0,0,3,3,0,5,0,5
SAL50766,38,628,1077,388,218,2350,61,2409
SAL50767,0,0,0,0,3,6,0,6
SAL50768,0,15,25,11,10,59,6,58
SAL50769,0,0,5,0,0,5,0,3
SAL50770,0,0,4,5,0,4,0,6
SAL50771,32,152,164,58,56,461,45,499
SAL50772,0,6,16,6,7,35,3,39
SAL50773,11,51,46,21,16,144,18,162
SAL50774,0,3,0,3,4,16,4,18
SAL50775,0,0,7,9,9,21,4,28
SAL50776,0,0,6,4,5,12,0,15
SAL50777,0,10,6,0,0,17,0,19
SAL50778,0,0,3,6,0,4,0,4
SAL50779,13,3,0,0,0,10,0,11
SAL50780,0,3,5,3,9,20,8,22
SAL50781,101,474,448,146,117,1286,91,1378
SAL50782,36,165,132,46,18,394,27,422
SAL50783,3,51,32,11,5,100,8,107
SAL50784,0,9,8,3,3,25,6,26
SAL50785,0,12,27,9,5,51,6,59
SAL50786,0,8,9,7,6,22,0,26
SAL50787,0,28,47,18,15,104,17,120
SAL50788,4,8,21,4,6,46,3,42
SAL50789,0,0,4,0,8,17,4,19
SAL50790,0,6,7,0,3,16,3,24
SAL50791,0,4,13,14,11,42,9,57
SAL50792,5,43,50,15,19,133,20,152
SAL50793,0,3,12,4,8,22,0,25
SAL50794,0,4,0,0,0,7,0,7
SAL50795,4,0,5,0,0,8,8,15
SAL50796,16,10,0,0,0,29,9,35
SAL50797,0,0,3,7,7,15,0,15
SAL50798,4,11,11,0,0,29,0,32
SAL50799,193,792,579,206,128,1902,707,2607
SAL50800,10,41,11,3,0,67,5,71
SAL50801,0,0,0,0,0,0,0,0
SAL50802,0,0,7,3,0,12,3,12
SAL50803,0,0,0,0,0,7,0,7
SAL50804,0,0,0,0,0,0,3,3
SAL50805,0,0,0,0,0,3,3,11
SAL50806,12,87,74,13,7,199,18,211
SAL50807,0,5,4,0,3,9,0,9
SAL50808,79,101,27,7,5,224,22,244
SAL50809,26,151,40,3,5,223,14,242
SAL50810,0,0,0,0,0,5,0,0
SAL50811,0,0,7,5,7,23,4,23
SAL50812,0,0,0,5,0,3,0,7
SAL50813,0,0,5,0,5,8,0,8
SAL50814,0,3,3,0,0,3,0,3
SAL50815,3,47,97,46,57,248,18,270
SAL50816,45,511,747,272,138,1720,68,1788
SAL50817,0,0,0,0,0,4,0,4
SAL50818,0,0,0,0,0,0,0,0
SAL50819,8,74,89,23,13,210,11,221
SAL50820,0,0,5,0,0,8,0,10
SAL50821,0,0,3,0,3,3,7,12
SAL50822,0,12,8,3,9,31,5,38
SAL50823,0,0,0,0,3,6,0,6
SAL50824,0,0,0,0,0,6,0,6
SAL50825,0,0,3,0,4,13,0,13
SAL50826,0,4,8,3,8,21,3,27
SAL50827,0,3,0,0,0,3,0,3
SAL50828,39,765,888,300,104,2102,62,2162
SAL50829,18,190,301,121,63,689,48,742
SAL50830,20,134,114,49,24,338,42,377
SAL50831,56,922,2307,860,491,4629,87,4722
SAL50832,4,62,50,25,16,158,5,162
SAL50833,114,742,623,266,142,1882,132,2017
SAL50834,0,6,10,0,3,13,9,22
SAL50835,77,551,561,199,79,1461,52,1509
SAL50836,34,97,40,18,4,195,49,241
SAL50837,0,12,8,0,0,14,14,23
SAL50838,53,354,388,142,78,1019,83,1104
SAL50839,0,42,45,26,8,121,7,130
SAL50840,113,831,523,100,37,1611,108,1714
SAL50841,8,45,43,28,12,134,24,157
SAL50842,75,899,1867,632,341,3811,45,3856
SAL50843,0,0,0,0,0,0,0,0
SAL50844,21,73,44,6,4,152,44,193
SAL50845,0,17,32,8,19,73,3,75
SAL50846,40,86,63,37,12,240,110,345
SAL50847,12,143,423,231,191,1006,34,1041
SAL50848,0,0,0,0,0,0,0,0
SAL50849,82,579,1187,540,443,2833,67,2899
SAL50850,0,0,5,5,0,15,0,15
SAL50851,0,0,0,0,0,7,0,7
SAL50852,0,4,13,5,3,25,0,25
SAL50853,10,138,259,88,79,572,13,590
SAL50854,0,0,0,5,0,7,4,7
SAL50855,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,4,4,0,4
SAL50857,108,523,410,146,69,1264,104,1362
SAL50858,54,221,156,45,25,501,38,542
SAL50859,0,0,4,0,0,9,0,9
SAL50860,0,0,0,0,0,0,0,0
SAL50861,0,0,8,0,7,18,0,16
SAL50862,0,14,18,21,11,65,7,71
SAL50863,0,66,265,195,172,713,35,749
SAL50864,0,0,0,0,0,4,0,7
SAL50865,8,168,291,150,83,693,33,727
SAL50866,0,16,29,10,13,70,0,71
SAL50867,0,3,22,11,7,46,0,43
SAL50868,0,3,11,5,10,34,8,34
SAL50869,0,0,0,0,0,6,0,6
SAL50870,4,76,19,3,3,99,4,110
SAL50871,70,528,536,145,79,1351,44,1396
SAL50872,0,64,18,0,0,84,33,117
SAL50873,281,1592,1479,554,353,4263,284,4544
SAL50874,60,722,1076,344,162,2367,55,2418
SAL50875,17,323,602,228,120,1292,31,1327
SAL50876,0,3,0,0,0,4,4,6
SAL50877,0,0,0,6,0,9,0,9
